len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max;isin_border
0.0;4.0;53.7257745;86.8448785;227.0;;64.8;0.0;143.10000000000002;-0.0560823901294993;-0.9992862241256244;-0.0438462322830631;Груженный движется вперед;95;7530G;240;1080.0;53.0;100.0;796.0;32.0;792.0;32.0;876.0;50.0;876.0;46.0;24.0;43.0;868.0;47.0;/home/pi/adviser/route30;['/home/pi/adviser/route30', '/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route29', '/home/pi/adviser/route5', '/home/pi/adviser/route6'];0.15900000000000003;6.3;4.3;10.9;7.6;2.508444699186023;-6.100642849500405;0.49791081399484494;-0.49826673964603996;1.8895689582988426;6.815;4.7;9.8;9.8;point_60%;4.7;9.8;1;0;0;0;-;0.0;0;0;0;0;0
6.0;6.0;53.7258238;86.844851;220.0;;65.2;5.779300769784521;101.75;-0.0774956663607627;-1.0043846232283062;0.0183542367696543;Груженный движется вперед;95;7530G;240;998.5;37.0;66.5;796.0;32.0;792.0;32.0;876.0;50.0;876.0;46.0;24.0;43.0;868.0;47.0;/home/pi/adviser/route30;['/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route29', '/home/pi/adviser/route21', '/home/pi/adviser/route5', '/home/pi/adviser/route6'];0.2720555555555556;7.3;5.1;11.5;9.5;-1.0438112083927864;-4.31714733936545;0.5788238470778602;-0.26269771097356537;2.2287770325519505;6.815;4.7;9.8;9.8;point_60%;4.7;9.8;1;0;0;0;-;0.0;0;0;0;0;0
15.0;6.0;53.7258904;86.844764;227.0;;65.6;9.370245654139913;60.4;-0.0734169470786173;-1.0135617416131335;-0.0224329560517997;Груженный движется вперед;95;7530G;240;1280.0;21.0;33.0;796.0;32.0;792.0;32.0;876.0;50.0;876.0;46.0;24.0;43.0;868.0618556701031;47.03092783505154;/home/pi/adviser/route30;['/home/pi/adviser/route30', '/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route29', '/home/pi/adviser/route21', '/home/pi/adviser/route5', '/home/pi/adviser/route6'];0.38950000000000007;6.2;6.5;15.5;9.7;1.2645967332067463;-2.938242209596922;0.6628999178178727;-0.07022581505339559;2.9595491625332873;6.815;6.815;14.21;9.8;point_60%;4.7;9.8;1;0;0;0;-;0.0;0;0;0;0;0
26.0;3.0;53.725908;86.8446024;217.0;;65.2;10.822314643056238;136.5;-0.0428265524625267;-1.0084633425104517;-0.023452635872336;Груженный движется вперед;95;7530G;240;1053.5;52.0;100.0;796.0;32.0;792.0;32.0;876.0;50.0;876.0;46.0;24.0;43.0;868.1443298969073;47.072164948453604;/home/pi/adviser/route30;['/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route29', '/home/pi/adviser/route21', '/home/pi/adviser/route5', '/home/pi/adviser/route6'];0.5790833333333334;5.7;6.0;15.5;3.1;1.3310206068881627;-1.929903273216496;0.7503066387966595;0.0871163319439221;-2.1050529944986427;6.815;4.7;14.21;9.8;point_60%;4.7;9.8;1;0;0;0;-;0.0;0;0;0;0;0
31.0;5.0;53.7258701;86.8445645;224.0;;64.8;4.9022161779322335;92.975;-0.0010196798205363;-0.9972468644845518;0.040787192821454;Груженный стоит;95;7530G;240;1086.5;34.5;63.5;796.0;32.0;792.0;32.0;876.0;50.0;876.0;46.0;24.0;43.0;868.2268041237113;47.113402061855666;/home/pi/adviser/route30;['/home/pi/adviser/route30', '/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route6'];0.6823888888888889;6.6;4.8;12.0;7.3;-2.34207908551691;-1.2581063432458475;0.8412116225959978;0.21729611384784053;-2.105053633337242;6.815;4.7;9.8;9.8;point_60%;4.7;9.8;1;0;0;0;-;0.0;0;0;0;0;0
38.0;9.0;53.7258123;86.8445067;222.0;;65.2;7.476205243709655;49.45;-0.0836137452839808;-1.017640460895279;0.0224329560517997;Груженный движется вперед;95;7530G;240;1312.0;17.0;27.0;796.0;32.0;792.0;32.0;876.0;50.0;876.0;46.0;24.0;43.0;868.3092783505155;47.15463917525773;/home/pi/adviser/route30;['/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route31', '/home/pi/adviser/route6'];0.7785416666666667;7.6;5.5;12.1;8.1;-1.2585888534540028;-0.8888272327066513;0.9357824817976644;0.3282809144878124;-2.030232849698042;6.815;4.7;9.8;9.8;point_60%;4.7;9.8;1;0;0;0;-;0.0;0;0;0;0;0
58.0;6.0;53.725656;86.844376;222.0;;65.6;19.41255650047547;89.76249999999999;-0.0122361578464362;-1.0043846232283062;-0.023452635872336;Груженный движется вперед;95;7530G;240;1141.5;34.0;63.49999999999999;796.0;32.0;792.0;32.0;876.0;50.0;876.0;46.0;24.0;43.0;868.3917525773196;47.19587628865979;/home/pi/adviser/route19;['/home/pi/adviser/route19', '/home/pi/adviser/route30', '/home/pi/adviser/route31', '/home/pi/adviser/route6'];0.8782777777777778;6.6;4.4;10.8;8.6;1.3375287044294322;-0.7880417546205827;1.0341868289834366;0.4280381176932905;-1.718491237540238;6.815;4.7;9.8;9.8;point_60%;4.7;9.8;1;0;0;0;-;0.0;0;0;0;0;0
65.0;3.0;53.7255876;86.8443588;228.0;;65.4;7.698192813427193;145.52499999999998;-0.06118078923218105;-1.015091261343938;-0.05710206995003565;Груженный движется вперед;95;7530G;240;1091.5;53.5;100.0;796.0;32.0;792.0;32.0;876.0;50.0;876.0;46.0;24.0;43.0;868.5154639175257;47.25773195876288;/home/pi/adviser/route30;['/home/pi/adviser/route30', '/home/pi/adviser/route31', '/home/pi/adviser/route19'];1.0803958333333334;4.8;4.7;13.8;5.3;3.2138543826033987;-0.9217257220093167;1.1365922767350911;0.5245351072937278;-1.8824448515194288;4.7;4.7;14.21;9.8;point_60%;4.7;9.8;1;0;0;0;-;0.0;0;0;0;0;0
72.0;7.0;53.7255314;86.8443282;226.0;;64.8;6.572880621575798;10.6;-0.078515346181299;-1.0059141429591107;-0.0367084735393086;Груженный стоит;95;7530G;240;911.5;6.0;8.0;796.0;32.0;792.0;32.0;876.0;50.0;876.0;46.0;24.0;43.0;868.639175257732;47.319587628865975;/home/pi/adviser/route19;['/home/pi/adviser/route19', '/home/pi/adviser/route30', '/home/pi/adviser/route31', '/home/pi/adviser/route29'];1.0980625000000002;5.7;3.2;11.7;8.7;2.0836156214453943;-1.2558549478945285;1.2431664376344052;0.6257392671185767;-1.8441034435242512;4.7;4.7;14.21;9.8;point_60%;4.7;9.8;1;0;0;0;-;0.0;0;0;0;0;0
83.0;9.0;53.7254341;86.8442821;229.0;;64.4;11.249095763249096;121.475;-0.0397675130009177;-0.9931681452024064;-0.0550627103089629;Груженный движется вперед;95;7530G;240;904.0;52.0;100.0;796.0;32.0;792.0;32.0;876.0;50.0;876.0;46.0;24.0;43.0;868.7216494845361;47.360824742268036;/home/pi/adviser/route19;['/home/pi/adviser/route19', '/home/pi/adviser/route30', '/home/pi/adviser/route31', '/home/pi/adviser/route29'];1.3005208333333336;5.4;3.6;11.2;8.0;3.1707784272068933;-1.7564052452978922;1.3540769242631558;0.7396179809972904;-1.936587469060767;4.7;4.7;14.21;9.8;point_60%;4.7;9.8;1;0;0;0;-;0.0;0;0;0;0;0
