Широта;Долгота;in_current_border_original;point;рекомендованная скорость_min;рекомендованная скорость_max;len;Скорость;Продольный наклон;уклон;Поперечный наклон;Высота;point_route_dist;рекомендованная скорость_turns;Поворот влево;Поворот вправо;подъем;спуск;rec_hole;примечание;рекомендованная скорость_holes;рекомендованная скорость;рекомендованная скорость_add;azimut;путь;centr;radius;время движения по маршруту;nom_point;no_avoid;Объезд слева;Объезд справа;Неровная дорога;Опасность;Грузоподъемность;Модель самосвала;Самосвал;уровень давления впереди,МПа;уровень давления сзади,МПа
53.7284954;86.8513882;1;-;0.0;0.0;10;1.8095238095238095;-1.4543022052665084;-1.3426409659619154;-0.8619679360678085;-1.131727786900196;0.0;0.0;0;0;0;0;Нет;заменили на более глубокую ;0;0.0;0.0;-3.075094942611109;10.554197094572276;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7284891;86.8512283;1;point_90%;0.0;0.0;21;3.8;-2.8419940990562256;-0.7357182636700049;-1.8761067527250124;-0.6421484007690854;8.943718238656434;0.0;0;0;0;0;Объезд слева;заменили на более глубокую ;0;0.0;0.0;2.9572925639139696;10.81277173268726;-;0.0;620.0;1;0;1;0;0;0;240;7530G;95;5.2;9.8
53.7285069;86.8510669;1;point_90%;0.0;0.0;32;5.79047619047619;-1.714641624207633;-0.1677267928201538;-2.6948844575019137;-0.09544299889126928;4.789917878544475;0.0;0;0;0;0;Объезд слева;заменили на более глубокую ;0;0.0;0.0;2.923174202459908;10.68595609951672;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7285277;86.8509085;1;point_90%;0.0;0.0;46;8.323809523809524;0.7601657438288129;0.36340293449135586;-3.332299883715262;0.5105890278304123;9.166777114065521;0.0;0;0;0;0;Объезд слева;-;0;0.0;0.0;3.0186113799828087;14.247538221357486;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7285434;86.8506938;1;point_90%;0.0;0.0;60;10.857142857142858;3.500472003310729;0.8597404061682443;-3.8023518646818024;1.1781482884931218;0.0;0.0;0;0;0;0;Объезд слева;-;0;0.0;0.0;2.5670137184008244;14.522487040875436;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7286143;86.8505087;1;point_90%;0.0;0.0;105;19.0;4.2004387850725085;1.3233551101142291;-4.119039233718285;1.909435392194019;0.0;0.0;0;0;0;0;Объезд слева;-;0;19.0;0.0;1.989382525842573;44.508386448640714;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7289796;86.850234;1;point_90%;0.0;0.0;127;18.654158215010142;4.64123342347504;1.756316534233029;-4.296360824141457;2.7066509480302647;0.0;0.0;0;0;0;0;Объезд слева;-;0;0.0;0.0;2.0598492632504506;22.09333792103586;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7291548;86.8500764;1;point_90%;0.0;19.0;149;18.308316430020284;3.1560570570658273;2.1606941664283625;-4.3483154692680674;3.5719955650990207;0.0;0.0;0;0;0;0;Объезд слева;-;0;0.0;0.0;1.967255278936607;21.710734223254235;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7293347;86.8499491;1;point_90%;0.0;0.0;177;17.86815415821501;1.552509790559076;2.5385574946039484;-4.288902002414863;4.507669852497447;0.0;0.0;0;0;0;0;Объезд слева;-;0;0.0;0.0;1.9930582820348857;28.411144384270536;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7295675;86.8497723;1;point_90%;0.0;0.0;209;17.365111561866126;0.6471929146589765;2.9198332439143413;-4.097367106269547;5.633874329769249;0.0;0.0;0;0;0;0;Объезд слева;-;0;0.0;0.0;1.8520550215107612;31.888657422003472;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7298427;86.8496379;1;point_90%;0.0;0.0;243;16.830628803245435;-0.0027224808259691535;3.1812333346344897;-3.9440942919795674;6.421810009002119;0.0;0.0;0;0;0;0;Объезд слева;-;0;0.0;0.0;1.987281363266857;33.87665165958472;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.730121;86.8494298;1;point_90%;0.0;0.0;253;16.67342799188641;1.0400723139377446;3.4420824274027773;-3.679776621790655;7.390595283206137;0.0;0.0;0;0;0;0;Объезд слева;-;0;0.0;0.0;1.8593228685701906;10.078274112806572;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.73020779087356;86.84938625569066;1;point_90%;0.0;0.0;317;15.667342799188642;1.7130948723435127;3.76020932545631;-3.323089731535008;8.577699719243302;0.0;0.0;0;0;0;0;Объезд слева;;0;0.0;0.0;1.6098871409422877;63.95948020722075;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7307819;86.8493483;1;point_30%;0.0;0.0;346;15.211460446247465;2.606611223423501;4.026045911644266;-2.937594635244589;10.010281538688908;0.0;0.0;0;0;0;0;Объезд слева;-;0;0.0;0.0;1.5668938241896515;28.687736982528307;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7310396;86.84935;1;point_30%;0.0;0.0;368;14.865618661257606;4.025400996680141;4.290613732481018;-2.5425310777398886;11.695715134467402;0.0;0.0;0;0;0;0;Объезд слева;-;0;0.0;0.0;1.505160339866636;22.490818346733636;-;0.0;620.0;1;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7312412;86.8493724;1;-;0.0;0.0;387;14.566937119675456;5.461231206567151;4.578928302781321;-2.110279334583233;13.77200706002047;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;1.591993969247877;19.262925662686452;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7314142;86.8493662;1;-;0.0;0.0;401;14.34685598377282;6.387039680203904;4.705688572688656;-1.9005605337423293;15.097354497354786;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;1.5825800333595224;13.971802680185837;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7315397;86.8493637;1;-;0.0;0.0;406;14.268255578093306;7.381936710674982;4.82010939692069;-1.6798221572704533;16.307972997628482;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;1.5313967427314243;4.304047187295452;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.73157833325388;86.84936627437845;1;-;0.0;0.0;417;14.095334685598377;7.463543355625006;5.011605033909815;-1.4236775521410943;17.42663747491367;0.0;0.0;0;0;0;0;Нет;;0;0.0;0.0;1.3680710258542463;11.554297240122473;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.73168;86.8494016;1;-;0.0;0.0;431;13.87525354969574;7.270564482631157;5.234183480815583;-1.1536063230231164;18.65068418171902;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;1.5721860651277764;14.215753411147928;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7318077;86.8494013;1;-;0.0;0.0;448;13.608012170385397;6.348056858761652;5.580668248173248;-0.8617866599886512;20.17916438606132;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;1.5977705599198657;16.35906126010547;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7319546;86.8493946;1;-;0.0;0.0;486;13.010649087221095;5.7220040492473165;5.98304198162149;-0.4614158613150253;22.21258894362385;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;1.7919434635667262;38.09803657479998;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7322885;86.8492677;1;-;0.0;0.0;503;12.743407707910752;5.286546516346992;6.313973595070731;-0.10882950082006843;24.181463236636112;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;1.7605686398824698;17.524906823486297;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7324431;86.8492175;1;-;0.0;0.0;522;12.4447261663286;5.199564452851775;6.556086082694204;0.2248673941967795;26.214778325123653;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;1.836520322653385;18.20548006492397;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7326009;86.8491449;1;-;0.0;0.0;539;12.177484787018255;5.753883811508998;6.722490461533946;0.5786481024957347;28.25922276956814;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;2.0609143740868756;16.983168518380364;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7327355;86.8490235;1;-;0.0;0.0;553;11.95740365111562;6.6263277075189135;6.815355121134655;0.7900857247165852;30.313227513228092;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;2.2125564254994687;14.147203275302866;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7328373;86.8488949;1;-;0.0;0.0;569;11.705882352941178;6.899166402872443;6.873362971610249;0.8353369357620934;32.35807334428086;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;2.4090521653433354;16.279736575143417;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7329351;86.8487111;1;-;0.0;0.0;582;11.501521298174442;7.11668737085773;6.824375272348271;0.7809661910136161;34.40883050538289;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;2.5571808707499954;13.075080131072328;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7329999;86.8485455;1;-;0.0;0.0;598;11.25;6.839265648897465;6.672971036128674;0.5904056789048286;36.628899835797085;0.0;0.0;0;0;0;0;Нет;-;0;11.25;0.0;2.5547551161676516;15.982629588450132;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7330794;86.8483434;1;-;0.0;0.0;612;11.586319218241043;6.44016730849968;6.52757408250627;0.4363732733990652;38.16774311257143;0.0;11.25;1;0;0;0;Нет;-;0;0.0;0.0;2.816508235040283;13.791434953213582;[53.73415496229856, 86.84883059337945];123.95677246563085;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.73311807124602;86.84814443324;1;-;0.0;0.0;620;11.778501628664495;6.326804551372801;6.369130561998202;0.2396740070174575;39.86352855318449;0.0;11.25;1;0;0;0;Нет;;0;0.0;0.0;2.7347440083296277;8.36317516341229;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7331478;86.8480278;1;-;0.0;0.0;648;12.45114006514658;6.516563232884746;6.219266122385951;-0.026719124545431017;41.719029374202584;0.0;11.25;1;0;0;0;Нет;-;0;0.0;0.0;3.0700436366868225;27.56363997875469;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7331655;86.8476103;1;-;0.0;0.0;662;12.787459283387623;6.645704336128787;6.130989402235435;-0.29842445008147683;43.92920999817636;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;3.053819395471608;14.477267164913204;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7331769;86.8473913;1;-;0.0;0.0;675;13.099755700325733;6.642719077017643;6.072170646766638;-0.5156451766294219;45.86305418719299;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;3.0450192194423185;12.815196148846072;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.733188;86.8471976;1;-;0.0;0.0;689;13.436074918566774;6.6879598315028534;6.034360237638479;-0.6772234984183636;47.70355774493797;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;3.02936565143042;14.314018815214144;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7332024;86.8469816;1;-;0.0;0.0;704;13.796416938110749;6.972469126630811;6.030355904904779;-0.6867834910297973;48.83222039773858;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;3.0751204452972836;14.596574898912365;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7332117;86.8467605;1;-;0.0;0.0;720;14.180781758957654;7.0015241166713915;5.995072397086897;-0.7479954497133647;50.26524356869281;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;2.99777391909834;15.689807887196883;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7332319;86.8465247;1;-;0.0;0.0;742;14.70928338762215;6.510542147369845;5.923079002770986;-0.8388831948220085;52.1695675971548;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;3.030424038417446;22.2768330904901;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7332541;86.8461885;1;-;0.0;0.0;762;15.189739413680782;5.660277661755654;5.850890269677873;-0.9400028578462603;54.066046341909455;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;3.090614001180854;19.662498760086486;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7332631;86.8458903;1;-;0.0;0.0;765;15.261807817589577;4.452629261133982;5.786905786668527;-1.033948662705425;55.67491333698337;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;3.14015814239844;3.9200653257646283;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.73326315050005;86.84583077130516;1;-;0.0;0.0;778;15.574104234527688;3.498701765159377;5.756552188594655;-1.1077429244900048;56.70468892537967;0.0;0.0;0;0;0;0;Нет;;0;0.0;0.0;3.1184807974715607;12.763563257523387;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.7332658;86.845637;1;-;0.0;0.0;786;15.76628664495114;3.4480483564015683;5.727880486392831;-1.1206847257443378;57.56445904032221;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-3.1129136642667294;7.467116773994742;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
53.73326387650634;86.8455236535744;1;-;0.0;0.0;804;16.19869706840391;3.5851154393547424;5.7008823406892555;-1.16582745946264;58.59343185550195;0.0;0.0;0;0;0;0;Нет;;0;0.0;0.0;3.0477616818645217;18.68220067151512;-;0.0;620.0;-;0;0;0;0;0;240;7530G;95;5.2;9.8
