acc_X_std;acc_X_kurt;acc_X_var;acc_X_iqr;acc_Y_std;acc_Y_kurt;acc_Y_var;acc_Y_iqr;acc_Z_std;acc_Z_kurt;acc_Z_var;acc_Z_iqr;acc_Z_range;acc_std;acc_var;acc_iqr;acc_kurt;acc_cv;acc_skew;hole
1.0767702833014396;-1.5358522728346078;1.1594342430010627;1.5787470568115327;0.11283369108875212;2.25243271386091;0.012731441844711939;0.08911110858872218;0.0405276231161583;1.4816264014109173;0.0016424882354453682;0.025491995513408805;0.1101254206179259;1.0760906570604463;1.157971102212783;1.5750448710215814;-1.5148652075807287;0.42454435691001025;-0.433559077015808;1
1.0767702833014396;-1.5358522728346078;1.1594342430010627;1.5787470568115327;0.11283369108875212;2.25243271386091;0.012731441844711939;0.08911110858872218;0.0405276231161583;1.4816264014109173;0.0016424882354453682;0.025491995513408805;0.1101254206179259;1.0760906570604463;1.157971102212783;1.5750448710215814;-1.5148652075807287;0.42454435691001025;-0.433559077015808;1
1.0767702833014396;-1.5358522728346078;1.1594342430010627;1.5787470568115327;0.11283369108875212;2.25243271386091;0.012731441844711939;0.08911110858872218;0.0405276231161583;1.4816264014109173;0.0016424882354453682;0.025491995513408805;0.1101254206179259;1.0760906570604463;1.157971102212783;1.5750448710215814;-1.5148652075807287;0.42454435691001025;-0.433559077015808;1
1.457764312733131;-1.436352916416979;2.1250767914782975;1.7465380442043874;0.054636795079482194;-2.805323485792299;0.0029851793765573297;0.08911110858872218;0.06778608733414616;-0.6871280231523992;0.00459495363607249;0.0805547058223717;0.17028653002957062;1.4572366828364092;2.1235387498040614;1.7415621047279821;-1.4248023932701368;0.4934993311853174;-0.26732698660187226;1
1.4279423351364622;-0.9886653903166144;2.0390193124749727;1.5741743475613381;0.10083172833202234;0.9443331504090166;0.010167037438422757;0.09947149369896757;0.06664448205409443;-0.015392438289940932;0.004441486988258515;0.0713775874375445;0.17028653002957062;1.4253630412622516;2.031659799396375;1.5560245586704808;-0.9389473656925015;0.4767145012675577;-0.3399975287244798;1
1.8601388239543133;-1.7946117950432168;3.4601164443821357;2.6545665495804354;0.1637007908908321;-0.6361565956084773;0.02679794893828393;0.20921411481572916;0.0708402328382555;-2.0230817188192405;0.005018338588578253;0.10298766187417141;0.17028653002957062;1.8617587903986734;3.4661457936267315;2.639038376949905;-1.7601450582133846;0.5493507377107584;-0.08031503279189799;1
2.6347824807919884;1.075226104916999;6.942078721088386;2.146803477967789;0.21612328762127178;-1.0748617374181844;0.04670927545222697;0.27851741805991104;0.0748982419420357;-2.510687082140322;0.005609746646007717;0.1213418986438257;0.17028653002957062;2.638254185032388;6.96038514484091;2.161740105850458;1.0735108832873337;0.5291288477121917;0.8937860452357478;1
2.9211070076559857;-1.3254247799217538;8.532866150176908;4.037486393160734;0.2550349137362341;-1.2224550645342969;0.06504280722444836;0.329127202512024;0.061942506768265786;-0.7922423027644699;0.0038368741447366525;0.0723972672580808;0.1590700520036707;2.9274602852562497;8.570023721752603;4.070224841641788;-1.3529019257590218;0.48387895478887266;-0.29520232777103084;1
3.1395233474229753;-2.6056456969985042;9.856606849013964;5.443080728475016;0.2797333787149028;-1.2787799103919493;0.07825076316725521;0.36104346817206734;0.0557504754868293;-2.168638064037696;0.0031081155170075547;0.0897318242071988;0.12847965738758022;3.1202502413461675;9.735961568620816;5.335339302035459;-2.529489122430615;0.5382561298899021;-0.04614214589248787;1
3.5907496161797443;-1.6362953938858844;12.89348280609498;5.443080728475016;0.28999274277309905;-1.296634548672774;0.08409579086106478;0.374266215040042;0.05128188692179136;1.1687723474755576;0.0026298319262593956;0.048944631385744904;0.12847965738758022;3.353671523298955;11.247112686186334;5.335339302035459;-2.0243379267039288;0.5939134445900268;-0.23235819206138372;1
