vel;vel_std;acc_Y_max;acc_Y_std;acc_Y_var;acc;acc_max;acc_std;acc_var;fb_tilt_max;fb_tilt_std;tilt_max;tilt_std;hole;lat;lon
12.0;3.119829055146024;2.0097168712235915;0.8753544818886431;0.7662454689625348;2.010625629608998;5.805339659713034;1.7569575102371398;3.086899692778689;-0.8687672070969715;0.053595037009140194;0.1029876618741715;0.04696299345500246;1;53.72670667;86.83922635
13.0;3.119829055146024;2.0097168712235915;0.8753544818886431;0.7662454689625348;3.318229944885115;5.805339659713034;1.7569575102371398;3.086899692778689;-0.8687672070969715;0.053595037009140194;0.1029876618741715;0.04696299345500246;1;53.72670667;86.83922635
11.0;3.119829055146024;2.0097168712235915;0.8753544818886431;0.7662454689625348;1.7586916893508162;5.805339659713034;1.7569575102371398;3.086899692778689;-0.8687672070969715;0.053595037009140194;0.1029876618741715;0.04696299345500246;1;53.72670667;86.83922635
14.0;3.119829055146024;2.0097168712235915;0.8753544818886431;0.7662454689625348;1.429292543261378;5.805339659713034;1.7569575102371398;3.086899692778689;-0.8687672070969715;0.053595037009140194;0.1029876618741715;0.04696299345500246;1;53.72670667;86.83922635
15.0;3.119829055146024;2.0097168712235915;0.8753544818886431;0.7662454689625348;1.1352589474047026;5.805339659713034;1.7569575102371398;3.086899692778689;-0.8687672070969715;0.053595037009140194;0.1029876618741715;0.04696299345500246;1;53.72670667;86.83922635
17.0;3.119829055146024;2.0097168712235915;0.8753544818886431;0.7662454689625348;3.986831151702466;5.805339659713034;1.7569575102371398;3.086899692778689;-0.8687672070969715;0.053595037009140194;0.1029876618741715;0.04696299345500246;1;53.72670667;86.83922635
19.0;3.1073389830457114;1.7486660965297045;0.8902182325111057;0.7924885014951969;5.805339659713034;5.805339659713034;1.7500819707691762;3.0627869044113236;-0.8687672070969715;0.056123471269948884;0.1029876618741715;0.050854213219619075;1;53.72684045;86.83936781
21.0;3.6347092196090616;1.4783467137742476;0.901827864577425;0.8132934973282784;4.223912375220079;5.805339659713034;1.7299440846172132;2.9927065359020872;-0.8687672070969715;0.05652906446132013;0.1029876618741715;0.049755662017967335;1;53.72698973;86.83952477
14.0;3.2998316455372225;1.199840910983407;0.9101817657750483;0.8284308467493848;0.36648186567465374;5.805339659713034;1.7734005209561334;3.144949407727485;-0.8687672070969715;0.05696435332101286;0.1029876618741715;0.055064388768682256;1;53.72714812;86.83968827999999
16.0;3.190262963734774;0.9142308761833676;0.915278838522421;0.837735352246952;0.8703279107100333;5.805339659713034;1.7339645043198497;3.006632902241182;-0.8687672070969715;0.05709501369386868;0.1029876618741715;0.058325131127633455;1;53.72733842;86.83986578000001
19.0;3.2676869155073276;0.6225987974003158;0.9482123656517731;0.8991066903749318;2.751584439245224;5.805339659713034;1.710646690796796;2.9263121007340294;-0.8687672070969715;0.055815013791471864;0.1029876618741715;0.0630577600571225;1;53.72753886;86.84003294
23.0;3.6575644598253905;0.3260268626604365;0.988158260839771;0.9764567484658809;2.5005645114230712;5.805339659713034;1.6967083645353263;2.878819274284141;-0.8687672070969715;0.06072783335663672;0.1029876618741715;0.058350974174997496;0;53.72775193;86.84018969000002
22.0;3.8528488738133073;0.0255972599899161;1.0173251376883068;1.0349504357725325;4.036313679396599;4.918334805182501;1.5411467086217994;2.3751331774958055;-0.8687672070969715;0.06299151814240617;0.0642398286937901;0.04171142777374647;0;53.72797799999999;86.84032872
22.0;3.9510898637099023;-0.2776078225850602;1.0694110436573174;1.143639980296233;3.65523886600998;4.918334805182501;1.5669401375613412;2.455301394700755;-0.9788926277148976;0.03765647036115554;-0.0040787192821454;0.02315369345077592;0;53.728212819999996;86.84045602
24.0;3.4464152068167606;-0.5825061970383065;1.1405597582116782;1.3008765620518816;4.918334805182501;6.529249882856809;1.547052840385471;2.393372490944754;-0.945243193637198;0.043596562799625226;-0.0122361578464362;0.02088726440961658;0;53.728459410000006;86.84057205
26.0;2.6666666666666763;-0.8880156753436386;1.265890347904417;1.6024783729175658;3.5333317267181887;6.529249882856809;1.3817293515827254;1.9091760010252186;-0.945243193637198;0.0397315101401532;-0.0387478331803813;0.015694459189003702;1;53.7287654;86.84069116
25.0;2.0655911179773025;-1.193054069474868;1.267614324842498;1.606846076545902;4.693700041069196;6.529249882856809;1.290514997493032;1.66542895875444;-0.945243193637198;0.03980326561255509;-0.0387478331803813;0.015419321195355353;0;53.72908728;86.840798
24.0;2.8848262031225156;-1.496539191405812;1.186041288627818;1.4066939383299353;4.5235963972423825;7.423083722315282;1.3242858764615886;1.7537330825956376;-0.945243193637198;0.04224563700905514;-0.0438462322830631;0.017736111728298504;0;53.72940368;86.84089424
28.0;3.4075080500434844;-1.7973888531103146;1.0203303608647027;1.0410740453022944;6.529249882856809;7.423083722315282;1.2723316800320572;1.6188279040131972;-0.945243193637198;0.042240543398453255;-0.0438462322830631;0.01779853325519719;0;53.729721229999996;86.84097371
27.0;3.4075080500434844;-2.275707643731984;0.860179310081481;0.7399084454922527;6.5275381403951656;7.423083722315282;1.1973763400951047;1.433710099819548;-0.945243193637198;0.04263784663380035;-0.0438462322830631;0.01805086104270705;0;53.73002238;86.8410419
23.0;3.4976182372199194;-2.433412413624984;0.8342769094363933;0.6960179616187401;5.431867181833097;7.423083722315282;1.2712832753161407;1.6161611660985342;-0.945243193637198;0.042762977603588555;-0.0438462322830631;0.018166015657608937;0;53.730325099999995;86.84111934
18.0;4.157990967870053;-1.9499716229285244;0.948242043164635;0.8991629724250415;7.423083722315282;7.423083722315282;1.3311722938802732;1.7720196759944684;-0.945243193637198;0.03399085683652999;-0.0448659121035994;0.018031650500130225;0;53.730657480000005;86.84122388
18.0;4.685675570881495;-1.536246699126517;1.1350500942074018;1.2883387163602318;5.595126843906326;7.423083722315282;1.7405487378949926;3.0295099089878517;-0.945243193637198;0.031598011405821136;-0.0122361578464362;0.024715640349463983;0;53.730983030000004;86.84136255000001
22.0;5.3343748982946115;-0.8198907235214486;1.39548614082685;1.9473815692398146;4.272188220236434;7.423083722315282;2.164756377535128;4.68617017407901;-0.9187315183032528;0.03898858834364284;-0.0040787192821454;0.03048920341478891;0;53.731300090000005;86.84154393
26.0;5.557777333511031;-0.3121397954604741;1.610862477377999;2.5948779210243837;3.960737823534434;7.423083722315282;2.4054576528325775;5.786226519570813;-0.9187315183032528;0.03951601010459686;0.0010196798205363;0.03318792834705586;0;53.73160213;86.84176916999999
31.0;5.546770832355232;0.0925274424257335;1.6721456905861114;2.7960712105457035;3.1609190504263656;7.423083722315282;2.433391906080139;5.921396168576333;-0.9187315183032528;0.041561039841570696;0.0010196798205363;0.03334836312599337;1;53.73183845;86.84204133
31.0;5.546770832355232;0.4035149164027387;1.6476187708487071;2.7146476140530047;1.6768341999088192;7.423083722315282;2.3718981292824433;5.625900735693553;-0.9187315183032528;0.04191602104685372;0.0254919955134087;0.038953014806724924;1;53.73204838;86.8423511
33.0;6.077280093375113;0.4647265848701692;1.4923438168715566;2.227090067754766;0.8602568635937345;5.595126843906326;1.870520059192041;3.4988452918397965;-0.9187315183032528;0.040793423722200045;0.0254919955134087;0.031938394779320034;1;53.73224526;86.8426939
31.0;6.919376979018982;0.4647265848701692;1.2822119867453923;1.6440675789535661;0.3397893275808175;4.272188220236434;1.5125737096599048;2.287879227154326;-0.9187315183032528;0.041131861177800606;0.0254919955134087;0.026928686779768497;1;53.732430709999996;86.84305087
26.0;7.885288693369308;0.8133094085636089;1.1422923244020502;1.3048317543878385;0.5187964659026765;4.375881212785898;1.5321337455982036;2.347433814400781;-0.9187315183032528;0.0409291345250216;0.0254919955134087;0.031033019039939845;1;53.73260555;86.84339211
23.0;8.59521830890745;1.0116730316167613;0.9997997131201768;0.9995994663551878;1.4989722518560569;6.093202687103427;1.9627299146612498;3.8523087179061566;-0.9187315183032528;0.04038312591643505;0.0254919955134087;0.04072497321980142;1;53.732765240000006;86.84369516
15.0;8.59521830890745;1.0896549606716743;0.8371924111898795;0.7008911333539243;0.5222676958845287;6.093202687103427;2.319790522719959;5.381428069301342;-0.9187315183032528;0.039854424895827585;0.0254919955134087;0.04742162887375795;1;53.73287333;86.84394405
13.0;8.085652588244058;1.0896549606716743;0.6190873293585654;0.3832691213723208;0.5326323630158729;6.208945099984953;2.6212056423115184;6.87071901928574;-0.9187315183032528;0.03579061644699573;0.0254919955134087;0.05314478881378238;1;53.73296138999999;86.84412938999999
13.0;6.703233050799694;1.0896549606716743;0.46384648300145975;0.2151535597928235;4.375881212785898;6.868069337184147;2.834829168770057;8.036256416109532;-0.9411644743550523;0.025186297979321457;0.0254919955134087;0.05731662911426104;1;53.733034739999994;86.84423858
13.0;4.788875998951464;1.0896549606716743;0.35211531636634685;0.12398519601977252;6.093202687103427;6.868069337184147;2.812398371173642;7.909584598180156;-0.9839910268175792;0.014760919581665406;0.0254919955134087;0.0578358143529187;0;53.733098010000006;86.84427113000001
13.0;3.1287200080686235;1.0896549606716743;0.29101091751275243;0.08468735411161402;5.956817684670063;6.868069337184147;2.558579324823804;6.546328161415831;-0.9768532680738248;0.014024047539624602;0.0254919955134087;0.05526386601830565;0;53.73315831;86.84419063
14.0;0.8498365855988183;1.0896549606716743;0.3612564269204502;0.13050620599133056;6.208945099984953;6.868069337184147;2.351227273598285;5.528269692112425;-0.9768532680738248;0.013459086960486675;0.003059039461609;0.04426566742564487;0;53.73321193;86.84403689
13.0;1.6193277068654934;1.0896549606716743;0.5215051619146243;0.2719676339035985;6.868069337184147;6.868069337184147;1.8277236667729173;3.340573802081838;-0.9768532680738248;0.012654350277700606;-0.0040787192821454;0.03319906570324744;0;53.73325496;86.84381624
13.0;2.5055493963954922;1.0896549606716743;0.7741691669355387;0.5993378990336661;6.7000687411807025;6.868069337184147;0.8534794955833402;0.728427249381193;-0.9768532680738248;0.011035283038553487;-0.07545630671969;0.015124677806608935;0;53.733285939999995;86.84355026
13.0;3.164033993355816;1.0896549606716743;0.9509015783958917;0.9042138117957982;5.150563185371485;6.868069337184147;0.8762593476473481;0.7678304443393562;-0.9768532680738248;0.011053588456777824;-0.0703579076170082;0.01599883090280138;0;53.73330207;86.84321311
15.0;3.5103022978402114;1.0896549606716743;1.0984166344473674;1.2065191028306816;5.090576527533537;6.868069337184147;0.8718530577938379;0.7601277543844653;-0.9768532680738248;0.008985662245157249;-0.0703579076170082;0.016023723960875827;0;53.73331208;86.84286472
18.0;3.521363372331809;1.032428490087648;1.125943579438739;1.2677489440793197;4.7856530552506324;6.868069337184147;0.9350600346693729;0.874337268435889;-0.9768532680738248;0.007872767629857318;-0.0693382277964719;0.01761027691149703;0;53.73332524999999;86.84249133
20.0;3.433495141818165;1.032428490087648;1.0567310087086215;1.1166804247663404;4.985340437706661;6.868069337184147;0.9368305403872109;0.8776514614021936;-0.9768532680738248;0.00776862492894901;-0.0693382277964719;0.017414016491768002;0;53.73334492;86.84210651999999
21.0;3.1073389830457203;1.032428490087648;0.9198610573176781;0.8461443647695966;4.240184293335058;6.7000687411807025;0.7441308067599344;0.5537306575691907;-0.9768532680738248;0.008582557548465599;-0.0693382277964719;0.013724703517603075;0;53.733370949999994;86.84171271
21.0;2.6331223544175444;0.4679698236396059;0.699367285870501;0.489114600545871;5.091761919158203;5.150563185371485;0.38740629284211864;0.1500836357336734;-0.9768532680738248;0.008668278103012872;-0.0693382277964719;0.0073341376346208725;0;53.73340571;86.84131227
20.0;1.7669811040931598;0.0208018232650541;0.5311622019554996;0.2821332847862149;4.278497333172998;5.091761919158203;0.3778982008670009;0.14280705021851614;-0.9931681452024064;0.005379556028465198;-0.0693382277964719;0.006995528748683214;0;53.733450219999995;86.84093438
19.0;0.9486832980505451;-0.4643881731628266;0.40429525675445466;0.1634546546341504;4.260867782100738;5.091761919158203;0.4480222234119698;0.20072391267100495;-0.9931681452024064;0.005018464042771037;-0.061180789232181;0.007816806357435207;0;53.733509960000006;86.84056916
19.0;0.9486832980505451;-0.7295142325220532;0.35540218047024885;0.12631070988300733;4.301411508910857;5.910975039544532;0.6393132312261753;0.4087214076208531;-0.9850107066381156;0.007162802170933486;-0.061180789232181;0.011053588456777383;0;53.733583210000006;86.84020977
20.0;1.2649110640673749;-0.7295142325220532;0.3565572322043594;0.1271330598372335;4.810272399573108;5.910975039544532;0.6847904456446513;0.46893795444620007;-0.9850107066381156;0.007201407267982238;-0.061180789232181;0.011786506838244655;0;53.73366773;86.83985653
20.0;1.1352924243951188;-0.7295142325220532;0.34515333262992814;0.11913082302554583;4.227018876308522;5.910975039544532;0.705205267826025;0.4973144697695757;-0.9850107066381156;0.007233420794400284;-0.061180789232181;0.012112796765035553;0;53.733758699999996;86.83955326
19.0;1.3374935098492802;-0.7295142325220532;0.2494262334063227;0.06221344591126537;3.6219526210420816;5.910975039544532;0.6882406748992214;0.47367522658573574;-0.948302233098807;0.018026844665742024;-0.0591414295911083;0.01251804361953508;0;53.73384952;86.83924728000001
18.0;2.5144029554194933;-0.7295142325220532;0.23525401067610166;0.05534444953919135;5.910975039544532;5.910975039544532;0.7767699857505594;0.6033716107629243;-0.948302233098807;0.020943880418478174;-0.0489446313857448;0.01450193597435661;0;53.73393477;86.83894853000001
17.0;3.1340424729448513;-0.7295142325220532;0.3576054062380906;0.1278816265707098;3.6257458642015292;5.910975039544532;0.8547401146186212;0.7305806635382537;-0.948302233098807;0.023331884571816633;-0.0428265524625267;0.01678295102397706;0;53.7340141;86.83863362000001
19.0;3.497618237219921;-0.7295142325220532;0.4827203985237297;0.23301898315090844;3.8829412620266073;5.910975039544532;0.8584696302349684;0.7369701060357633;-0.948302233098807;0.025054538186551484;-0.0428265524625267;0.01744947317128865;0;53.73408861;86.83830365000001
