len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max;isin_border
0.0;10.0;53.7252722;86.844709;195.0;;69.2;0.0;138.10000000000002;0.0601611094116447;-0.8952788824309167;-0.0244723156928724;Груженный движется вперед;95;7530G;240;888.0;53.0;100.0;788.0;23.0;796.0;24.0;860.0;44.0;872.0;40.0;20.0;40.0;864.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route29'];0.15344444444444447;6.2;10.7;9.6;17.1;1.5622602039215676;1.843229396707838;1.7984240050373785;0.2165663200146002;-2.5741199651760898;6.0;10.5;10.0;17.5;point_60%;6.0;10.0;1;0;0;0;-;0.0;0;0;0;0;0
13.0;10.0;53.7252102;86.8445446;196.0;;69.2;12.840706276729968;143.3375;-0.031610074436626855;-0.9997960640358927;-0.032119914346895054;Груженный движется вперед;95;7530G;240;1076.5;54.0;100.0;788.0;23.0;796.0;24.0;860.0;44.0;872.0;40.0;20.0;40.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route29', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route24'];0.5117881944444445;5.8;9.0;11.6;11.0;1.8391596825706022;-0.763438546900862;2.0680813606144928;0.7783110886559209;-2.4198768356994713;6.0;8.7;10.0;14.5;point_60%;6.0;10.0;1;0;0;0;-;0.0;0;0;0;0;0
46.0;16.0;53.7250155;86.8441707;199.0;;68.8;32.80622236068804;299.42499999999995;-0.0132558376669725;-1.0298766187417152;-0.0642398286937901;Груженный движется вперед;95;7530G;240;1597.5;78.0;79.5;788.0;23.0;796.0;24.0;860.0;44.0;872.0;40.0;20.0;40.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route29', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19'];1.010829861111111;5.5;6.8;6.8;15.6;3.568975990727316;-2.8706388178512574;2.3083812360584783;1.4282542489439092;-2.1663818862286717;6.0;6.0;10.0;14.5;point_60%;6.0;10.0;1;0;0;0;-;0.0;0;0;0;0;0
69.0;17.0;53.7248394;86.843969;197.0;;68.0;23.681080388675216;105.75;-0.061180789232181;-0.9646171102273886;-0.0683185479759355;Груженный движется вперед;95;7530G;240;1083.0;39.0;58.0;788.0;23.0;796.0;24.0;860.0;44.0;872.0;40.0;20.0;40.0;864.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route29', '/home/pi/adviser/route19', '/home/pi/adviser/route5'];1.245829861111111;4.5;7.8;12.4;11.0;4.043084715187787;-4.516512004965919;2.5211325784563927;2.1644014988842635;-1.9931153106610306;6.0;6.0;10.0;10.0;-;6.0;10.0;0;0;0;0;-;0.0;0;0;0;0;0
108.0;13.0;53.7245201;86.8437265;194.0;;70.0;38.968637607739225;168.7625;-0.1182828591822167;-0.9605383909452432;-0.0244723156928724;Груженный движется вперед;95;7530G;240;1207.0;54.5;78.5;788.0;23.0;796.0;24.0;860.0;44.0;872.0;40.0;20.0;40.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route29', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route5', '/home/pi/adviser/route19'];1.4333437499999997;6.0;7.7;11.8;12.8;1.4485127580840182;-5.7391986970674145;2.7081443348952927;2.9847585364826807;-1.9941812723763594;6.0;6.0;10.0;10.0;-;6.0;10.0;0;0;0;0;-;0.0;0;0;0;0;0
121.0;11.0;53.7244127;86.8436447;191.0;;70.4;13.113817281038425;231.775;-0.1519322932599164;-0.9870500662791885;-0.0152951973080452;Груженный движется вперед;95;7530G;240;1332.0;70.0;99.0;788.0;23.0;796.0;24.0;860.0;44.0;872.0;40.0;20.0;40.0;864.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route29', '/home/pi/adviser/route30', '/home/pi/adviser/route5', '/home/pi/adviser/route19'];1.6908715277777775;6.5;8.3;13.6;7.6;0.8774445759895659;-6.576839482978314;2.871225452462237;3.8873310597448594;-2.526703714223488;6.0;8.7;14.5;10.0;point_30%;6.0;10.0;2;0;0;0;-;0.0;0;0;0;0;0
136.0;12.0;53.7243392;86.8434688;193.0;;70.4;14.183677224253367;302.6;-0.1723258896706434;-1.0003059039461608;-0.0642398286937901;Груженный движется вперед;95;7530G;240;1692.5;74.5;77.5;788.0;23.0;796.0;24.0;860.0;44.0;872.0;40.0;20.0;40.0;864.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route29', '/home/pi/adviser/route5', '/home/pi/adviser/route19'];2.1111493055555552;6.0;5.0;11.2;7.7;3.621300921748182;-7.067574951521187;3.012184878244282;4.870124766676498;-2.8381929116060984;6.0;6.0;14.5;10.0;point_30%;6.0;10.0;2;13;0;1;[53.724475089261865, 86.84331064971502];18.366961891122912;0;0;0;0;0
146.0;12.0;53.7243101;86.8433117;189.0;;70.4;10.84272095266538;302.04999999999995;-0.1723258896706434;-0.979912307535434;-0.0509839910268175;Груженный движется вперед;95;7530G;240;1715.0;74.0;76.0;788.0;23.0;796.0;24.0;860.0;44.0;872.0;40.0;20.0;40.0;864.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route29', '/home/pi/adviser/route5', '/home/pi/adviser/route19'];2.4467604166666663;5.8;6.9;13.6;7.6;2.9334302375503842;-7.249545691518603;3.132831559328487;5.931145355283294;2.735680509375035;6.0;6.0;14.5;10.0;point_30%;6.0;10.0;2;13;0;1;-;0.0;0;0;0;0;0
161.0;13.0;53.724362;86.8431076;185.0;;70.8;14.632131206966347;323.875;-0.2141327623126338;-1.0023452635872336;-0.037728153359845;Груженный движется вперед;95;7530G;240;1713.5;80.0;82.5;788.0;23.0;796.0;24.0;860.0;44.0;872.0;40.0;20.0;40.0;864.0;45.0;/home/pi/adviser/route30;['/home/pi/adviser/route30', '/home/pi/adviser/route31', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route10', '/home/pi/adviser/route29', '/home/pi/adviser/route5', '/home/pi/adviser/route19'];2.8066215277777773;7.7;5.1;10.8;8.4;2.1080651153049073;-7.1608922917931315;3.2349744428019074;7.068398523570946;2.007467136123519;6.0;6.0;10.0;10.0;-;6.0;10.0;0;13;0;1;-;0.0;0;0;0;0;0
177.0;13.0;53.7244908;86.843006;186.0;;70.8;15.822949503409754;370.15;-0.113184460079535;-1.0054043030488429;-0.0520036708473539;Груженный движется вперед;95;7530G;240;1837.0;77.0;100.0;788.0;23.0;796.0;24.0;860.0;44.0;872.0;40.0;20.0;40.0;864.0;45.0;/home/pi/adviser/route24;['/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route10', '/home/pi/adviser/route30', '/home/pi/adviser/route31', '/home/pi/adviser/route29', '/home/pi/adviser/route5', '/home/pi/adviser/route19'];3.217899305555555;6.0;5.1;11.0;9.3;2.9423828525981652;-6.839755341167339;3.320422475751602;8.27988996954515;1.389411405551351;6.0;6.0;10.0;10.0;-;6.0;10.0;0;0;0;0;-;0.0;0;0;0;0;0
