Широта;Долгота;in_current_border_original;point;рекомендованная скорость_min;рекомендованная скорость_max;len;Скорость;Продольный наклон;уклон;Поперечный наклон;Высота;point_route_dist;рекомендованная скорость_turns;Поворот влево;Поворот вправо;подъем;спуск;rec_hole;примечание;рекомендованная скорость_holes;рекомендованная скорость;рекомендованная скорость_add;azimut;путь;centr;radius;время движения по маршруту;nom_point;no_avoid;Объезд слева;Объезд справа;Неровная дорога;Опасность;Грузоподъемность;Модель самосвала;Самосвал;уровень давления впереди,МПа;уровень давления сзади,МПа
53.7257745;86.8448785;1;-;0;0;5;0.3764204545454546;-1.1646785946669058;-0.9500521497615335;-4.190484130761084;-0.40390582921481016;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;1.8895689582988426;5.779300769784521;-;0.0;871.0;-;0;0;0;0;0;240;7530G;95;5.9;10.0
53.7258238;86.844851;1;-;0;0;15;1.1292613636363638;-0.37221370625429906;-0.9655391448369431;-4.337914507290233;-0.36156269123686835;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;2.2287770325519505;9.370245654139913;-;0.0;871.0;-;0;0;0;0;0;240;7530G;95;5.9;10.0
53.7258904;86.844764;1;point_60%;0;0;25;1.8821022727272727;-0.5792398657720321;-0.972347835389817;-4.305920627233002;-0.3749669642449658;19.04199617161967;0.0;0;0;0;0;Нет;-;0;0.0;0.0;2.9595491625332873;10.822314643056238;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.725908;86.8446024;1;point_60%;0;0;30;2.2585227272727275;-1.2212836027410132;-0.9277395546634648;-4.1286618271468365;-0.4184330515028945;7.095820878566653;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-2.1050529944986427;4.9022161779322335;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.7258701;86.8445645;1;point_60%;0;0;38;2.8607954545454546;-1.587269850620805;-0.7698640720954418;-3.821378708794284;-0.4674382578784694;2.804796547732811;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-2.105053633337242;7.476205243709655;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.7258123;86.8445067;1;point_60%;0;0;57;4.291193181818182;-1.2113041491669472;-0.4732605776042924;-3.4431766373931776;-0.49303839831358504;4.568632228428473;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-2.030232849698042;19.41255650047547;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.725656;86.844376;1;point_60%;0;0;65;4.893465909090909;-0.09053050507450305;-0.06765582530674978;-3.107784359861195;-0.4616235259267294;6.084827284443274;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.718491237540238;7.698192813427193;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.7255876;86.8443588;1;point_60%;0;0;72;5.420454545454546;1.3177006798059083;0.37241498427168834;-2.9334675839253292;-0.3500320908759159;5.387976689678472;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.8824448515194288;6.572880621575798;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.7255314;86.8443282;1;point_60%;0;0;83;6.248579545454546;2.4461794218276474;0.7760523100576731;-2.9709000113194746;-0.1575451057121889;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.8441034435242512;11.249095763249096;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.7254341;86.8442821;1;point_60%;0;0;100;7.528409090909091;2.9748610436128535;1.1058992369421152;-3.191331603002769;0.0996106220833967;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.936587469060767;17.309004886352874;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.7252889;86.8441881;1;point_60%;0;0;112;8.431818181818182;2.988576647927794;1.3618573984753333;-3.513093413818744;0.38973376381338654;5.657743002984687;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.7464121466202962;12.40271899029905;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.7251792;86.8441552;1;point_60%;0;0;125;9.410511363636363;2.7963235224761895;1.569124554564096;-3.859343660240402;0.6880584309223446;7.0509906382125225;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-2.1050613190403964;12.598366469912307;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.7250818;86.8440578;1;point_60%;0;0;136;10.238636363636363;2.5725621747269924;1.7606875234780075;-4.198060937245068;1.0022422576955243;10.948522344422948;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.846458627833504;11.349109991701257;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
53.7249837;86.8440109;1;point_60%;0;0;146;10.991477272727273;2.265930962970271;1.9627312996961865;-4.526334034257336;1.3747977021057043;12.79000542052552;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-2.10506307233495;9.59753441603625;-;0.0;871.0;1;1;0;0;0;0;240;7530G;95;5.9;10.0
