;len;Скорость;Широта;Долгота;Вес мгновенный;Продольный наклон;Поперечный наклон;Высота;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;уклон;azimut;isin_border;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;nom_point;уровень давления впереди,МПа;уровень давления сзади,МПа;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
0;0.0;13.0;53.7225625;86.8417177;206.0;3.0780696358956416;-2.611889878236404;-0.003284072249590049;;75.6;0.0;115.725;-0.020393596410727;-1.023758539818497;-0.0550627103089629;Груженный движется вперед;95;7530G;240;1148.0;47.0;64.0;780.0;23.0;772.0;23.0;848.0;39.0;852.0;37.0;44.0;36.0;860.0;41.0;0.0964374999999999;8.7;7.7;8.8;13.7;6.498150072503508;1.4295263435370604;0;9.135;6.3;10.3;14.935;point_30%;1;6.3;10.3;0.0;0;0;-;0.0;0;0;0.0;0.0
1;11.0;11.0;53.7226636;86.841742;211.0;6.440599735918777;-2.619868170759478;1.3348911624773692;;76.4;11.367837987279582;384.35;0.023452635872336;-0.93912511471398;-0.1060467013357805;Груженный движется вперед;95;7530G;240;1619.5;98.0;100.0;780.0;23.0;772.0;23.0;848.0;39.0;852.0446096654275;36.98884758364312;44.0;36.0;860.0;41.0;0.5234930555555556;3.6;9.7;14.5;12.4;6.5708405490996284;1.2741878006827947;0;6.3;9.135;14.935;10.3;point_30%;1;6.3;10.3;0.0;0;0;-;0.0;0;0;0.0;0.0
2;24.0;7.0;53.7227695;86.8417967;213.0;10.074411923824892;-2.574969844289381;2.7070102311481623;;73.6;12.327225029548524;437.65;-0.0693382277964719;-0.9962271846640156;-0.1774242887733251;Груженный стоит;95;7530G;240;1805.0;97.0;100.0;780.0;23.0;772.0;23.0;848.0;39.0;852.104089219331;36.973977695167285;44.0;36.0;860.0;41.0;1.131340277777778;4.1;2.6;10.3;9.4;6.6007879247039805;1.5843907972139126;0;6.3;6.3;10.3;10.3;-;0;6.3;10.3;0.0;0;0;-;0.0;0;0;0.0;0.0
3;35.0;8.0;53.7228696;86.8417944;209.0;9.77712673581307;-2.4841966237534905;4.108976464148879;;72.8;11.14429948646658;433.55;-0.0948302233098807;-0.971754868971143;-0.168247170388498;Груженный движется вперед;95;7530G;240;1821.0;93.0;100.0;780.0;23.0;772.0;23.0;848.0;39.0;852.1635687732341;36.95910780669145;44.0;36.0;860.0;41.0;1.6130625;3.9;4.4;12.3;9.0;6.591166249896066;1.4910079409383359;0;6.3;6.3;10.3;10.3;-;0;6.3;10.3;0.0;0;0;-;0.0;0;0;0.0;0.0
4;45.0;8.0;53.7229584;86.8418064;209.0;7.855093197532465;-2.3545502340791855;5.536693191865606;;72.8;9.9168878692947;422.1;-0.095849903130417;-0.9931681452024064;-0.1376567757724074;Груженный движется вперед;95;7530G;240;1825.0;90.0;100.0;780.0;23.0;772.0;23.0;848.0;39.0;852.2230483271376;36.94423791821561;44.0;36.0;860.0;41.0;2.1993125;4.3;4.6;12.5;8.1;6.545149575255388;1.0365105016716616;0;6.3;6.3;10.3;10.3;-;0;6.3;10.3;0.0;0;0;-;0.0;0;0;0.0;0.0
5;57.0;11.0;53.7230498;86.8418978;208.0;6.104883089855119;-2.193032400193844;6.986063744684435;;73.2;11.822441416872012;425.8;-0.0744366268991536;-0.9982665443050882;-0.1070663811563169;Груженный движется вперед;95;7530G;240;1824.0;90.5;100.0;780.0;23.0;772.0;23.0;848.0;39.0;852.2825278810409;36.92936802973978;44.0;36.0;860.0;41.0;2.6724236111111117;4.8;5.9;12.8;8.3;6.465911951361447;1.0365114713199541;0;6.3;6.3;10.3;10.3;-;0;6.3;10.3;0.0;0;0;-;0.0;0;0;0.0;0.0
6;69.0;12.0;53.7231426;86.8419906;209.0;4.690172205526417;-2.006644847024844;8.452991452991453;;73.6;12.003522324850998;424.1;-0.0938105434893443;-1.0023452635872336;-0.0825940654634444;Груженный движется вперед;95;7530G;240;1803.5;95.0;98.0;780.0;23.0;772.0;23.0;848.0;39.0;852.3420074349442;36.91449814126394;44.0;36.0;860.0;41.0;3.261451388888889;6.0;4.6;10.6;10.7;6.356627428793746;0.6155491969445175;0;6.3;6.3;10.3;10.3;-;0;6.3;10.3;0.0;0;0;-;0.0;0;0;0.0;0.0
7;86.0;11.0;53.7232347;86.8422107;206.0;5.652270454037896;-1.8023892994995638;9.933379647172751;;74.0;17.7564890441618;406.35;-0.0356887937187723;-1.050270215152442;-0.1040073416947078;Груженный движется вперед;95;7530G;240;1828.0;86.0;100.0;780.0;23.0;772.0;23.0;848.0;39.0;852.4014869888476;36.899628252788105;44.0;36.0;860.0;41.0;3.7129513888888894;5.6;4.8;9.2;10.9;6.220470058131787;0.30601048290333965;0;6.3;6.3;10.3;10.3;-;0;6.3;10.3;0.0;0;0;-;0.0;0;0;0.0;0.0
8;102.0;12.0;53.7232759;86.8424311;204.0;4.1001434611898135;-1.5872674825453814;11.423131657614416;;73.6;15.224426993884263;418.15;0.0336494340776996;-0.9809319873559702;-0.0703579076170082;Груженный движется вперед;95;7530G;240;1826.0;89.0;99.0;780.0;23.0;772.0;23.0;848.0;39.0;852.4609665427508;36.88475836431227;44.0;36.0;860.0;41.0;4.1775625000000005;4.1;6.3;13.8;13.1;6.060613889955073;0.16956967322201044;0;6.3;6.3;14.935;10.3;point_30%;2;6.3;10.3;0.0;0;0;-;0.0;0;0;0.0;0.0
9;115.0;13.0;53.7232961;86.8426305;207.0;4.96186786231891;-1.368281121089675;12.918150814702537;;74.0;13.325041885305833;421.475;-0.0066279188334862;-0.974813908432752;-0.0846334251045171;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;780.0;23.0;772.0;23.0;848.0;39.0;852.5204460966543;36.86988847583643;44.0;36.0;860.0;41.0;4.645868055555556;4.4;6.1;12.4;11.9;5.880232974843106;0.3697218000966702;0;6.3;6.3;10.3;10.3;point_30%;2;6.3;10.3;0.0;0;0;-;0.0;0;0;0.0;0.0
