len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
1.0;0.2727272727272734;60.646121;59.71629283333333;332.5;83.50592397435588;-5.648458080592875;105.0;;80.4;0.8906471146162461;;0.100830078125;1.01708984375;0.0567626953125;Груженный стоит;32;75131;130;;;;;744.0;27.0;744.0;24.0;752.0;41.0;748.0;38.0;720.0;34.0;760.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];712;;;6.5;6.1;5.4;8.2;3.09396556106548;5.096253103311017;-1.790778893246371;6.7;6.7;7.2;7.2;-;6.7;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;5.096253103311017;up;0;0.01;0.0;1
2.0;1.0909090909090913;60.6461115;59.7162885;332.7;85.2673309906004;-4.06589779134958;104.0;;80.4;1.0836681042558107;;0.0738525390625;1.037109375;0.0438232421875;Груженный стоит;32;75131;130;;;;;744.0;27.0;744.0;24.0;752.0;41.0;748.0;38.0;720.0;34.0;760.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];712;;;6.4;6.1;5.6;7.7;3.124011523866805;5.0566995005677935;-1.7457825215787888;6.7;6.7;7.2;7.2;-;6.7;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;5.0566995005677935;up;0;0.01;0.0;1
3.0;1.9090909090909096;60.64610133333333;59.71628483333333;333.2;82.29723316309833;-5.682155813889695;104.0;;80.4;1.1493186265777908;;0.10546875;1.056884765625;0.08935546875;Груженный стоит;32;75131;130;;;;;744.0;27.0;744.0;24.0;752.0;41.0;748.0;38.0;720.0;34.0;760.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];712;;;6.4;6.6;6.9;7.0;3.1540574866681297;5.017145897824569;-1.5199101331564013;6.7;6.7;7.2;7.2;-;6.7;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;5.017145897824569;up;0;0.01;0.0;1
5.0;2.7272727272727275;60.6460885;59.71628616666667;333.9;85.30324021007365;-3.4931153748839776;106.0;;80.8;1.4304759618982044;;0.0621337890625;1.0283203125;0.0533447265625;Груженный стоит;32;75131;130;;;;;744.0;27.0;744.0;24.0;752.0;41.0;748.0;38.0;720.0;34.0;760.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];712;;;6.1;7.7;8.0;6.9;3.184103449469454;4.977592295081344;-1.5492522749621522;6.7;6.7;7.2;7.2;-;6.7;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.977592295081344;up;0;0.01;0.0;1
6.0;3.545454545454545;60.64607333333333;59.716286833333335;334.5;83.22238889332141;-6.396659220873564;104.0;;80.8;1.6887661011559307;;0.1199951171875;1.0604248046875;-0.0225830078125;Груженный стоит;32;75131;130;;;;;744.0;27.0;744.0;24.0;752.0;41.0;748.0;38.0;720.0;34.0;760.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];712;;;5.4;8.1;9.7;5.0;3.2141494122707788;4.938038692338119;-1.4944910422020152;6.7;6.7;10.44;7.2;point_30%;6.7;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.938038692338119;up;0;0.01;0.0;1
8.0;4.09090909090909;60.64605516666666;59.71628966666667;334.7;87.4813255900377;-1.5915544593367057;107.0;;80.8;2.028240168538461;;0.027099609375;1.00439453125;0.025146484375;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;24.0;752.0;41.0;748.0;38.0;720.0;34.0;760.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];712;;;6.3;8.8;10.4;4.7;3.2441953750721035;4.898485089594894;-1.7157897161601117;6.7;9.715;10.44;7.2;point_30%;6.7;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.898485089594894;up;0;0.01;0.0;1
10.0;4.727272727272727;60.6460395;59.716285;334.8;84.13066580217938;-5.868250542633239;106.0;;80.8;1.762529342561094;;0.1060791015625;1.0418701171875;0.0006103515625;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;24.0;752.0;41.0;748.0;38.0;720.0;34.0;760.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];712;;;6.3;9.1;10.4;3.2;3.2742413378734283;4.85893148685167;-1.651479152181421;6.7;9.715;10.44;7.2;point_30%;6.7;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.85893148685167;up;0;0.01;0.0;1
12.0;5.454545454545454;60.64602333333333;59.71628233333333;335.2;84.63305461975156;-4.25308148275783;106.0;;80.8;1.8055692580921996;;0.0748291015625;1.0159912109375;0.046142578125;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;24.0;752.0;41.0;748.0;38.0;720.0;34.0;760.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];712;;;5.6;9.1;10.1;3.9;3.304287300674753;4.819377884108445;-1.7228033975371169;6.7;9.715;10.44;7.2;point_30%;6.7;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.819377884108445;up;0;0.01;0.0;1
14.0;6.272727272727272;60.64600733333333;59.71627733333333;334.7;83.37596699014037;-3.8800759803875966;108.0;;80.8;1.8019196605791103;;0.06982421875;1.0306396484375;0.095703125;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;24.0;752.0;41.0;748.0;38.0;720.0;34.0;760.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];712;;;7.1;6.6;10.1;4.7;3.3343332634760774;4.7798242813652205;-1.7412199784102103;6.7;6.7;10.44;7.2;point_30%;6.7;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.7798242813652205;up;0;0.01;0.0;1
15.0;7.090909090909089;60.64599166666667;59.71627183333333;335.1;81.15221033271646;-4.678282453736052;107.0;;80.8;1.769672106223214;;0.0838623046875;1.01611328125;0.132080078125;Груженный движется вперед;32;75131;130;;;;;744.0;27.0;744.0;24.0;752.0;41.0;748.0;38.0;720.0;34.0;760.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];712;;;7.1;6.6;8.7;5.6;3.364379226277402;4.740270678621997;-1.6841936549506387;6.7;6.7;7.2;7.2;point_30%;6.7;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.740270678621997;up;0;0.01;0.0;1
