len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
1.0;8.0;60.645350666666666;59.71828241666667;334.7;79.85402207650428;-4.2023144617418495;111.0;;94.8;0.828507050323685;;0.087158203125;1.103271484375;0.1551513671875;Груженный движется вперед;32;75131;130;;;;;696.0;19.0;692.0;15.0;712.0;27.0;728.0;25.0;704.0;25.0;712.0;28.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];778;;;11.7;9.1;5.5;8.1;8.242346645436545;1.4863221400313673;2.654225375399089;12.035;8.3;8.0;8.0;point_30%;8.3;8.0;1;0;0;0;-;0.0;0;0;flat;0;0;1.6;flat;0;0.01;1;0.0;1
3.0;11.0;60.645357833333335;59.71825483333333;335.1;83.76335898401338;-2.0912308928248224;111.0;;94.8;1.7036114774206923;;0.03466796875;0.9853515625;0.0758056640625;Груженный движется вперед;32;75131;130;;;;;696.0;19.0;692.0;15.0;712.0;27.0;728.0;25.0;704.0;25.0;712.0;28.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];778;;;11.7;6.1;9.3;8.1;8.14093970658449;1.5271866949046315;2.933983007336736;12.035;8.3;8.0;8.0;point_30%;8.3;8.0;1;0;0;0;-;0.0;0;0;flat;0;11;1.6;flat;0;1.4658898625947352;1;0.0;1
5.0;10.0;60.645361;59.718224166666666;334.4;83.72530830098002;1.9004331679034827;111.0;;94.8;1.7102443780708971;;-0.02783203125;0.970458984375;0.08740234375;Груженный движется вперед;32;75131;130;;;;;696.0;19.0;692.0;15.0;712.0;27.0;728.0;25.0;704.0;25.0;712.0;28.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];778;;;10.8;9.0;9.3;9.7;8.039532767732437;1.5680512497778958;2.851679319796962;12.035;8.3;8.0;8.0;point_30%;8.3;8.0;1;0;0;0;-;0.0;0;0;flat;0;0;1.6;flat;0;0.01;1;0.0;1
8.0;9.0;60.64536975;59.71816433333333;334.4;77.92930560912858;-1.684417949593711;111.0;;94.8;3.407375134066058;;0.033447265625;1.1328125;0.2364501953125;Груженный движется вперед;32;75131;130;;;;;696.0;19.0;692.0;15.0;712.0;27.0;728.0;25.0;704.0;25.0;712.0;28.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];778;;;10.7;10.4;7.8;9.7;7.938125828880384;1.60891580465116;2.953571262852976;8.3;8.3;8.0;8.0;-;8.3;8.0;0;0;0;0;-;0.0;0;0;up;0;0;1.60891580465116;flat;1;0.01;1;0.0;1
11.0;9.0;60.645374833333335;59.71810983333334;333.8;75.27473266312396;-0.5845801341672711;111.0;;94.8;3.0274900729440613;;0.0091552734375;0.9442138671875;0.2469482421875;Груженный движется вперед;32;75131;130;;;;;696.0;19.0;692.0;15.0;712.0;27.0;728.0;25.0;704.0;25.0;712.0;28.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];778;;;10.7;10.4;6.9;5.5;7.83671889002833;1.6497803595244243;2.888000895756022;8.3;8.3;8.0;8.0;-;8.3;8.0;0;0;0;0;-;0.0;0;0;up;0;0;1.6497803595244243;up;1;0.01;1;0.0;1
13.0;8.0;60.64538;59.718069166666666;333.5;75.2152937055212;-1.4376626672924662;111.0;;94.8;2.2925522190450507;;0.0274658203125;1.03076171875;0.1524658203125;Груженный движется вперед;32;75131;130;;;;;696.0;19.0;692.0;15.0;712.0;27.0;728.0;25.0;704.0;25.0;712.0;28.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];778;;;8.8;7.4;9.3;7.0;7.735311951176277;1.6906449143976885;2.823209842815678;8.3;8.3;8.0;8.0;-;8.3;8.0;0;0;0;0;-;0.0;0;0;up;0;0;1.6906449143976885;up;1;0.01;1;0.0;1
15.0;8.0;60.64538616666667;59.718031;333.1;82.78771405204881;-5.189811813806728;111.0;;94.8;2.1930169752449458;;0.1070556640625;1.0909423828125;-0.0537109375;Груженный движется вперед;32;75131;130;;;;;696.0;19.0;692.0;15.0;712.0;27.0;728.0;25.0;704.0;25.0;712.0;28.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];778;;;8.5;7.4;9.3;7.0;7.633905012324224;1.7315094692709527;3.0217568385559366;8.3;8.3;8.0;8.0;-;8.3;8.0;0;0;0;0;-;0.0;0;0;up;0;0;1.7315094692709527;up;1;0.01;1;0.0;1
18.0;8.0;60.645389;59.717983;333.3;79.10598512598682;-1.2098106124035306;111.0;;94.8;2.638340679320492;;0.0218505859375;1.021240234375;0.1949462890625;Груженный движется вперед;32;75131;130;;;;;696.0;19.0;692.0;15.0;712.0;27.0;728.0;25.0;704.0;25.0;712.0;28.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];778;;;9.1;7.4;8.3;6.8;7.53249807347217;1.772374024144217;2.9334330554087256;8.3;8.3;8.0;8.0;-;8.3;8.0;0;0;0;0;-;0.0;0;0;up;0;0;1.772374024144217;up;1;0.01;1;0.0;1
21.0;8.0;60.64539533333333;59.717921833333335;333.45;79.71599308635373;-7.566080384122547;111.0;;94.8;3.411586044176627;;0.138916015625;1.0380859375;0.127197265625;Груженный движется вперед;32;75131;130;;;;;696.0;19.0;692.0;15.0;712.0;27.0;728.0;25.0;704.0;25.0;712.0;28.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];778;;;9.1;6.8;5.7;6.8;7.431091134620116;1.8132385790174812;3.031231459729649;8.3;8.3;8.0;8.0;-;8.3;8.0;0;0;0;0;-;0.0;0;0;up;0;0;1.8132385790174812;up;1;0.01;1;0.0;1
25.0;8.0;60.645399;59.717854333333335;334.0;81.4869574410335;-0.848360538874922;111.0;;94.8;3.706103670799806;;0.014892578125;1.029541015625;0.145751953125;Груженный движется вперед;32;75131;130;;;;;696.0;19.0;692.0;15.0;712.0;27.0;728.0;25.0;704.0;25.0;712.0;28.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];778;;;9.0;7.0;7.3;6.7;7.329684195768063;1.8541031338907454;2.992398668804655;8.3;8.3;8.0;8.0;-;8.3;8.0;0;0;0;0;-;0.0;0;0;up;0;0;1.8541031338907454;up;1;0.01;1;0.0;1
