len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;5.0;60.64616016666667;59.7143435;316.8;80.69933459738098;-1.032711194735085;110.0;;94.8;0.0;;0.0185546875;1.0347900390625;0.16943359375;Груженный стоит;32;75131;130;;;;;708.0;18.0;696.0;15.0;724.0;32.0;744.0;28.0;716.0;27.0;724.0;30.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];739;0.0;;6.6;8.9;8.7;6.5;9.300185773538296;1.4002251259181848;-0.7952928598219056;6.9;6.9;7.2;7.2;-;6.9;7.2;0;0;0;0;-;0.0;0;0;0;0;0;0.0;0;0;0.01;1;0.0;0
2.0;5.0;60.64615;59.71436383333333;317.1;76.30252202971292;-2.294734606602012;110.0;;94.8;1.5849556388744697;;0.0443115234375;1.069580078125;0.25732421875;Груженный движется вперед;32;75131;130;;;;;708.0;18.0;696.0;15.0;724.0;32.0;744.0;28.0;716.0;27.0;724.0;30.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];739;;;7.1;8.6;8.0;6.5;9.220723690632006;1.4734318327886862;-1.015134419024593;6.9;6.9;7.2;7.2;-;6.9;7.2;0;0;0;0;-;0.0;0;0;0;0;0;0.0;0;0;0.01;1;0.0;0
3.0;5.0;60.6461375;59.714379666666666;317.5;82.2133565973788;-3.3914395026729505;110.0;;95.2;1.6379432533076117;;0.0596923828125;1.003662109375;0.1209716796875;Груженный движется вперед;32;75131;130;;;;;708.0;18.0;696.0;15.0;724.0;32.0;744.0;28.0;716.0;27.0;724.0;30.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];739;;;7.1;8.6;8.0;6.7;9.141261607725719;1.5466385396591873;-1.108340844512668;6.9;6.9;7.2;7.2;-;6.9;7.2;0;0;0;0;-;0.0;0;0;up;0;0;1.5466385396591873;0;1;0.01;1;0.0;0
4.0;5.0;60.646127666666665;59.71438966666667;318.6;79.95757420130806;-2.5992307882117123;110.0;;95.2;1.2231390590641975;;0.0489501953125;1.062255859375;0.1768798828125;Груженный движется вперед;32;75131;130;;;;;708.0;18.0;696.0;15.0;724.0;32.0;744.0;28.0;716.0;27.0;724.0;30.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];739;;;8.2;8.4;7.1;7.8;9.06179952481943;1.6198452465296886;-1.1312764890475107;6.9;6.9;7.2;7.2;-;6.9;7.2;0;0;0;0;-;0.0;0;0;up;0;0;1.6198452465296886;up;1;0.01;1;0.0;0
5.0;5.0;60.6461195;59.7143975;320.2;80.99744216903824;-4.860594530642431;110.0;;95.2;1.0046062613789448;;0.0877685546875;1.023681640625;0.1287841796875;Груженный движется вперед;32;75131;130;;;;;708.0;18.0;696.0;15.0;724.0;32.0;744.0;28.0;716.0;27.0;724.0;30.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];739;;;8.2;6.5;5.3;10.3;8.98233744191314;1.69305195340019;-0.9367673519177915;6.9;6.9;7.2;10.44;point_60%;6.9;7.2;1;0;0;0;-;0.0;0;0;up;0;0;1.69305195340019;up;1;0.01;1;0.0;0
7.0;5.0;60.646110166666666;59.7144115;320.6;80.66261708989242;-2.5816436678029624;110.0;;95.2;1.2896455010944807;;0.0462646484375;1.0113525390625;0.157470703125;Груженный движется вперед;32;75131;130;;;;;708.0;18.0;696.0;15.0;724.0;32.0;744.0;28.0;716.0;27.0;724.0;30.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];739;;;7.9;7.1;5.2;10.3;8.902875359006853;1.7662586602706911;-0.784839345499555;6.9;6.9;7.2;10.44;point_60%;6.9;7.2;1;0;0;0;-;0.0;0;0;up;0;0;1.7662586602706911;up;1;0.01;1;0.0;0
9.0;5.0;60.646098333333335;59.71443566666667;321.7;82.1554850737399;-1.2904969451853212;110.0;;95.2;1.8639892710647856;;0.023681640625;1.0467529296875;0.141357421875;Груженный движется вперед;32;75131;130;;;;;708.0;18.0;696.0;15.0;724.0;32.0;744.0;28.0;716.0;27.0;724.0;30.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];739;;;8.2;7.3;5.2;9.1;8.823413276100563;1.8394653671411925;-0.9869301017965881;6.9;6.9;7.2;7.2;point_60%;6.9;7.2;1;0;0;0;-;0.0;0;0;up;0;0;1.8394653671411925;up;1;0.01;1;0.0;0
11.0;5.0;60.646083;59.71445633333333;321.9;84.36381436436109;-2.31607861358415;110.0;;95.2;2.0458475614917226;;0.0416259765625;1.0250244140625;0.0919189453125;Груженный движется вперед;32;75131;130;;;;;708.0;18.0;696.0;15.0;724.0;32.0;744.0;28.0;716.0;27.0;724.0;30.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];739;;;8.2;9.1;7.6;7.3;8.743951193194274;1.9126720740116938;-1.2882150363216835;6.9;10.005;7.2;7.2;point_60%;6.9;7.2;1;0;0;0;-;0.0;0;0;up;0;0;1.9126720740116938;up;1;0.01;1;0.0;0
13.0;6.0;60.646061333333336;59.71446916666667;320.8;81.21356952215675;-1.0311114899148546;110.0;;95.2;2.511574939514964;;0.019775390625;1.0921630859375;0.167236328125;Груженный движется вперед;32;75131;130;;;;;708.0;18.0;696.0;15.0;724.0;32.0;744.0;28.0;716.0;27.0;724.0;30.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];739;;;5.7;9.2;8.7;5.8;8.664489110287986;1.985878780882195;-1.2150047224107001;6.9;10.005;7.2;7.2;point_60%;6.9;7.2;1;0;0;0;-;0.0;0;0;up;0;0;1.985878780882195;up;1;0.01;1;0.0;0
14.0;6.0;60.646051;59.714477;321.2;82.44971068133478;-2.342139568935015;110.0;;95.2;1.2271777205324288;;0.042236328125;1.0284423828125;0.126220703125;Груженный движется вперед;32;75131;130;;;;;708.0;18.0;696.0;15.0;724.0;32.0;744.0;28.0;716.0;27.0;724.0;30.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];739;;;5.7;9.2;9.3;4.4;8.585027027381697;2.059085487752696;-1.298434953411216;6.9;10.005;7.2;7.2;point_60%;6.9;7.2;1;0;0;0;-;0.0;0;0;up;0;0;2.059085487752696;up;1;0.01;1;0.0;0
