len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;5.0;60.64522033333333;59.71814633333334;337.3;81.39908723104062;-4.484706342976367;107.0;;78.0;0.0;;0.0831298828125;1.0565185546875;-0.0003662109375;Груженный стоит;32;75131;130;;;;;696.0;22.0;700.0;22.0;692.0;31.0;688.0;28.0;704.0;30.0;700.0;32.0;/home/pi/adviser/route21;[];737;0.0;;6.7;9.8;11.7;3.8;6.484414500207116;3.205527075344101;2.6699933318105984;7.9;7.9;12.424999999999999;7.1;point_60%;7.9;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.205527075344101;up;0;0.01;1;0.0;0
1.0;5.0;60.645225833333335;59.718124333333336;337.1;85.39555892909611;-2.653474832044768;107.0;;78.4;1.3476824155187335;;0.04931640625;1.0283203125;0.0306396484375;Груженный движется вперед;32;75131;130;;;;;696.0;22.0;700.0;22.0;692.0;31.0;688.0;28.0;704.0;30.0;700.0;32.0;/home/pi/adviser/route21;[];737;;;7.0;9.8;11.7;5.7;6.426751939191036;3.1522304817362206;2.827175855139533;7.9;7.9;12.424999999999999;7.1;point_60%;7.9;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.1522304817362206;up;0;0.01;1;0.0;0
3.0;5.0;60.6452295;59.71810133333334;337.2;85.24824520034667;-2.0520445437336208;107.0;;78.4;1.3198476121843745;;0.0355224609375;1.0078125;0.0565185546875;Груженный движется вперед;32;75131;130;;;;;696.0;22.0;700.0;22.0;692.0;31.0;688.0;28.0;704.0;30.0;700.0;32.0;/home/pi/adviser/route21;[];737;;;10.9;9.1;8.0;5.8;6.369089378174957;3.09893388812834;2.9466871743861622;11.455;7.9;7.1;7.1;point_60%;7.9;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.09893388812834;up;0;0.01;1;0.0;0
4.0;5.0;60.645232;59.7180755;337.2;80.13564167979084;-2.860081224808995;107.0;;78.4;1.436971391634109;;0.0523681640625;1.08544921875;0.1732177734375;Груженный движется вперед;32;75131;130;;;;;696.0;22.0;700.0;22.0;692.0;31.0;688.0;28.0;704.0;30.0;700.0;32.0;/home/pi/adviser/route21;[];737;;;8.5;9.1;8.0;7.4;6.311426817158877;3.0456372945204593;2.9776776907535227;7.9;7.9;7.1;7.1;point_60%;7.9;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.0456372945204593;up;0;0.01;1;0.0;0
5.0;4.0;60.645234;59.718050833333336;337.3;80.87392966601921;-3.062331688334739;107.0;;78.4;1.3643851384377599;;0.0537109375;0.99267578125;0.150146484375;Груженный движется вперед;32;75131;130;;;;;696.0;22.0;700.0;22.0;692.0;31.0;688.0;28.0;704.0;30.0;700.0;32.0;/home/pi/adviser/route21;[];737;;;8.5;7.2;7.8;6.0;6.253764256142798;2.9923407009125786;2.9444736056118384;7.9;7.9;7.1;7.1;point_60%;7.9;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.9923407009125786;up;0;0.01;1;0.0;0
7.0;5.0;60.64523633333334;59.718027;337.1;79.78976026243024;-3.7859049226499257;107.0;;78.4;1.3263046382667794;;0.0701904296875;1.0362548828125;0.1724853515625;Груженный движется вперед;32;75131;130;;;;;696.0;22.0;700.0;22.0;692.0;31.0;688.0;28.0;704.0;30.0;700.0;32.0;/home/pi/adviser/route21;[];737;;;7.7;7.7;9.4;6.0;6.1961016951267185;2.9390441073046976;2.9655934131891364;7.9;7.9;10.295;7.1;point_60%;7.9;7.1;1;0;0;0;-;0.0;0;0;up;0.0;5.5;2.9390441073046976;up;0;0.01;1;0.0;0
9.0;5.0;60.64523916666667;59.7179945;337.3;81.57669382912624;-2.3524209266681453;107.0;;78.4;1.8014012689942787;;0.0438232421875;1.0455322265625;0.14599609375;Груженный движется вперед;32;75131;130;;;;;696.0;22.0;700.0;22.0;692.0;31.0;688.0;28.0;704.0;30.0;700.0;32.0;/home/pi/adviser/route21;[];737;;;7.7;7.7;9.4;4.9;6.138439134110639;2.885747513696817;2.894499135325697;7.9;7.9;10.295;7.1;point_60%;7.9;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.885747513696817;up;0;0.01;1;0.0;0
10.0;6.0;60.645243;59.7179635;337.4;78.10925395831957;-6.459889129582404;107.0;;78.4;1.7447072067674725;;0.11669921875;1.01318359375;0.1688232421875;Груженный движется вперед;32;75131;130;;;;;696.0;22.0;700.0;22.0;692.0;31.0;688.0;28.0;704.0;30.0;700.0;32.0;/home/pi/adviser/route21;[];737;;;7.7;8.3;8.6;7.3;6.0807765730945595;2.8324509200889363;2.9497047890562396;7.9;7.9;7.1;7.1;point_60%;7.9;7.1;1;0;0;0;-;0.0;0;0;up;5.5;0.0;2.8324509200889363;up;0;0.01;1;0.0;0
12.0;7.0;60.64524633333333;59.7179285;337.7;78.94895152242596;-4.678283321989414;107.0;;78.8;1.9457133753450242;;0.083740234375;1.0128173828125;0.166748046875;Груженный движется вперед;32;75131;130;;;;;696.0;22.0;700.0;22.0;692.0;31.0;688.0;28.0;704.0;30.0;700.0;32.0;/home/pi/adviser/route21;[];737;;;9.5;7.3;6.4;7.3;6.02311401207848;2.7791543264810556;3.018585094465073;7.9;7.9;7.1;7.1;point_60%;7.9;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.7791543264810556;up;0;0.01;1;0.0;0
14.0;8.0;60.64524866666667;59.71789;338.0;81.77656122396428;-1.450738643528494;107.0;;78.8;2.1169974695503395;;0.029296875;0.9906005859375;0.1328125;Груженный движется вперед;32;75131;130;;;;;696.0;22.0;700.0;22.0;692.0;31.0;688.0;28.0;704.0;30.0;700.0;32.0;/home/pi/adviser/route21;[];737;;;8.9;8.3;6.4;11.1;5.965451451062401;2.725857732873175;2.9713102742559565;7.9;7.9;7.1;10.295;point_60%;7.9;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.725857732873175;up;0;0.01;1;0.0;0
