len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;8.0;60.64574783333333;59.714577;331.8;81.67191119982601;-1.5369378328154526;116.0;;91.6;0.0;;0.027587890625;1.0260009765625;0.1480712890625;Груженный движется вперед;32;75131;130;;;;;660.0;17.0;664.0;13.0;680.0;25.0;704.0;23.0;684.0;21.0;684.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];396;0.0;;5.7;9.1;11.3;5.5;6.087541409430583;2.2332873239414273;-1.8167033870855165;8.0;8.0;11.889999999999999;8.2;point_30%;8.0;8.2;1;0;0;0;-;0.0;0;0;up;0;0;2.2332873239414273;up;0;0.01;1;0.0;0
2.0;8.0;60.645727;59.71456633333333;331.6;84.13594367688006;-1.253553500851425;116.0;;91.6;2.391127786520558;;0.0247802734375;1.0577392578125;0.099609375;Груженный движется вперед;32;75131;130;;;;;660.0;17.0;664.0;13.0;680.0;25.0;704.0;23.0;684.0;21.0;684.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];396;;;7.3;9.1;8.3;5.5;6.161893415247619;2.302085432874316;-1.70548080443415;8.0;8.0;11.889999999999999;8.2;point_30%;8.0;8.2;1;0;0;0;-;0.0;0;0;up;0;0;2.302085432874316;up;0;0.01;1;0.0;0
5.0;8.0;60.6457065;59.71456066666666;331.3;82.51310182937038;-2.527295749630076;116.0;;91.6;2.3029442323264164;;0.0455322265625;1.059814453125;0.1229248046875;Груженный движется вперед;32;75131;130;;;;;660.0;17.0;664.0;13.0;680.0;25.0;704.0;23.0;684.0;21.0;684.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];396;;;7.3;9.0;8.9;4.9;6.2362454210646545;2.3708835418072045;-1.4651016816343776;8.0;8.0;11.889999999999999;8.2;point_30%;8.0;8.2;1;0;0;0;-;0.0;0;0;up;0;0;2.3708835418072045;up;0;0.01;1;0.0;0
7.0;9.0;60.64568416666667;59.7145655;330.6;79.29472553521674;0.4804127640265106;116.0;;91.6;2.500129306104411;;-0.00927734375;1.078125;0.202392578125;Груженный движется вперед;32;75131;130;;;;;660.0;17.0;664.0;13.0;680.0;25.0;704.0;23.0;684.0;21.0;684.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];396;;;6.7;9.0;11.9;4.9;6.3105974268816905;2.439681650740093;-1.372051312705417;8.0;8.0;11.889999999999999;8.2;point_30%;8.0;8.2;1;0;0;0;-;0.0;0;0;up;0;0;2.439681650740093;up;0;0.01;1;0.0;0
10.0;9.0;60.64566266666667;59.71457433333333;330.1;77.46286794853647;-1.0947138570975905;116.0;;91.6;2.4414695493560448;;0.0184326171875;1.0120849609375;0.22119140625;Груженный движется вперед;32;75131;130;;;;;660.0;17.0;664.0;13.0;680.0;25.0;704.0;23.0;684.0;21.0;684.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];396;;;6.9;7.4;11.9;7.8;6.384949432698727;2.5084797596729818;-1.1579879704399483;8.0;8.0;11.889999999999999;8.2;point_30%;8.0;8.2;1;0;0;0;-;0.0;0;0;up;0;0;2.5084797596729818;up;0;0.01;1;0.0;0
12.0;10.0;60.645642333333335;59.7145925;329.7;75.67770602250961;-3.1016645184256797;116.0;;91.6;2.4711135502061676;;0.0604248046875;1.03564453125;0.2652587890625;Груженный движется вперед;32;75131;130;;;;;660.0;17.0;664.0;13.0;680.0;25.0;704.0;23.0;684.0;21.0;684.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];396;;;12.1;6.1;5.5;10.8;6.459301438515763;2.5772778686058704;-1.2942619706672431;11.6;8.0;8.2;11.889999999999999;point_30%;8.0;8.2;1;0;0;0;-;0.0;0;0;up;0;0;2.5772778686058704;up;0;0.01;1;0.0;0
16.0;11.0;60.64561066666667;59.71461083333333;331.3;83.03339981466138;2.4091246603996845;116.0;;91.6;3.664396659888471;;-0.0421142578125;0.965087890625;0.105712890625;Груженный движется вперед;32;75131;130;;;;;660.0;17.0;664.0;13.0;680.0;25.0;704.0;23.0;684.0;21.0;684.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];396;;;11.7;6.7;5.5;11.7;6.533653444332799;2.646075977538759;-1.358683175157951;11.6;8.0;8.2;11.889999999999999;point_30%;8.0;8.2;1;0;0;0;-;0.0;0;0;up;0;0;2.646075977538759;up;0;0.01;1;0.0;0
19.0;12.0;60.64558183333333;59.7146235;331.1;79.62565625948089;-1.319935098466639;116.0;;91.6;3.283352018075931;;0.0159912109375;1.0242919921875;0.1767578125;Груженный движется вперед;32;75131;130;;;;;660.0;17.0;664.0;13.0;680.0;25.0;704.0;23.0;684.0;21.0;684.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];396;;;6.8;6.7;7.8;11.7;6.608005450149835;2.7148740864716476;-1.397693977291521;8.0;8.0;8.2;11.889999999999999;point_30%;8.0;8.2;1;0;0;0;-;0.0;0;0;up;0;0;2.7148740864716476;up;0;0.01;1;0.0;0
22.0;12.0;60.64555566666667;59.71463283333333;331.1;74.46866200774667;-2.8188586341484863;116.0;;91.6;2.9571027164944486;;0.0579833984375;1.105224609375;0.03662109375;Груженный движется вперед;32;75131;130;;;;;660.0;17.0;664.0;13.0;680.0;25.0;704.0;23.0;684.0;21.0;684.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];396;;;6.8;9.6;7.8;6.1;6.682357455966871;2.7836721954045363;-1.3710186265472388;8.0;8.0;8.2;8.2;point_30%;8.0;8.2;1;0;0;0;-;0.0;0;0;up;0;0;2.7836721954045363;up;0;0.01;1;0.0;0
25.0;12.0;60.645525;59.7146455;330.9;80.7228673289079;-2.4273917883408958;116.0;;91.6;3.4831324611216736;;0.0426025390625;1.0274658203125;0.060791015625;Груженный движется вперед;32;75131;130;;;;;660.0;17.0;664.0;13.0;680.0;25.0;704.0;23.0;684.0;21.0;684.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];396;;;7.2;9.6;11.2;6.1;6.756709461783908;2.852470304337425;-1.5072868034230353;8.0;8.0;11.889999999999999;8.2;point_30%;8.0;8.2;1;0;0;0;-;0.0;0;0;up;0;0;2.852470304337425;up;0;0.01;1;0.0;0
