Широта;Долгота;in_current_border_original;point;рекомендованная скорость_min;рекомендованная скорость_max;len;new_slope;Скорость;Продольный наклон;Поперечный наклон;Высота;point_route_dist;рекомендованная скорость_turns;Поворот влево;Поворот вправо;подъем;спуск;Обороты двигателя;Текущая нагрузка двигателя;incline;rec_hole;примечание;рекомендованная скорость_holes;nom_hole;рекомендованная скорость;рекомендованная скорость_add;azimut;путь;centr;radius;время движения по маршруту;Расход топлива_средний;Расход топлива;no_avoid;Объезд слева;Объезд справа;Неровная дорога;Опасность;dist;Грузоподъемность;Модель самосвала;Самосвал;уровень давления впереди,МПа;уровень давления сзади,МПа;shtraf
60.64211216666666;59.718531;1;-;0;0;928.0;4.796269438815783;16.961702127659574;4.760930235004325;4.686596710881347;374.5837784049726;0.0;0;0;0;0;0;;;up;Нет;-;0;-;0;0;0.17815403582351186;6.424797711908551;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64212233333333;59.718646166666666;1;-;0;0;934.0;4.770300754928372;17.038297872340426;4.752238594136911;4.657371260585635;374.90490664350204;0.0;0;0;0;0;0;;;up;Нет;-;0;-;0;0;0.1951668230313699;6.3865066453791055;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64213333333333;59.71875966666666;1;-;0;0;940.0;4.713056520560367;17.114893617021277;4.739249674376583;4.6174737487789965;375.22623027933935;0.0;0;0;0;0;0;;;up;Нет;-;0;-;0;0;0.17181847115702542;6.314336396199725;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64214283333333;59.71887133333333;1;-;0;0;946.0;4.732508944736491;17.19148936170213;4.7185929353711344;4.602792802039604;375.5427341149161;0.0;0;0;0;0;0;;;up;Нет;-;0;-;0;0;0.1911655545367701;6.1854798408207055;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64215333333333;59.718982;1;-;0;0;953.0;4.681294037215926;17.280851063829786;4.697798075111415;4.5906602074477885;375.8717867998199;0.0;0;0;0;0;0;;;up;Нет;-;0;-;0;0;0.19229591654175593;6.1518891873455335;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.642163833333335;59.719092;1;-;0;0;959.0;4.629278124832014;17.357446808510637;4.671061227660138;4.585565021595157;376.19102619770666;0.0;0;0;0;0;0;;;up;Нет;-;0;-;0;0;0.2390796555920467;6.1161694876328765;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.6421765;59.719198;1;-;0;0;965.0;4.58184791727897;17.43404255319149;4.647352851908422;4.574843967985613;376.5153821102844;0.0;0;0;0;0;0;;;up;Нет;-;0;-;0;0;0.295806578846187;5.954495143073354;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64219116666666;59.719296166666666;1;-;0;0;970.0;4.580322336001657;17.49787234042553;4.619284602907888;4.561712773854327;376.8336372846946;0.0;0;0;0;0;0;;;up;Нет;-;0;-;0;0;0.42589186853696903;5.600868429504049;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.642213;59.71939433333333;1;-;0;0;976.0;4.438260496856381;17.574468085106382;4.59083525540895;4.549911477996991;377.1630156317782;0.0;0;0;0;0;0;;;up;Нет;-;0;-;0;0;0.47728579844869823;5.883141396635858;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.642236833333335;59.71948833333333;1;point_30%;0;0;982.0;4.393805447786996;17.651063829787233;4.561378252939266;4.545459694768862;377.51732522795703;8.012521589129912;0;0;0;0;0;;;up;Объезд справа;добавили новую яму;0;11;0;0;0.6318815924251981;5.775656124827714;-;0.0;729.0;0;0;0;0;1;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.6422665;59.719571;1;point_30%;0;0;988.0;4.377376442745968;17.727659574468085;4.52826243722426;4.554521539571852;377.89383774785864;0.0;0;0;0;0;0;;;up;скорость_19.0;-;0;11;0;0;0.7879700587650946;5.591226934528921;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64230066666666;59.71964033333333;1;point_30%;0;0;993.0;4.243681770117251;17.791489361702126;4.499033431789954;4.5526768126778805;378.2850629613484;0.0;0;0;0;0;0;;;up;скорость_19.0;-;0;11;0;0;0.9629328194336244;5.365155440724956;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64237383333333;59.719744166666665;1;point_30%;0;0;1003.0;4.144435605060547;17.919148936170213;4.472420299495276;4.5349741122247;378.67793819654867;0.0;0;0;0;0;0;;;up;скорость_17.0;-;0;11;0;0;1.1861422321818131;9.922421017302026;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.642414;59.71977733333333;1;point_30%;0;0;1008.0;4.098911736578973;17.982978723404255;4.447052704778571;4.515200867942007;379.0717976552258;0.0;0;0;0;0;0;;;up;скорость_17.0;-;0;11;0;0;1.2390756491581645;4.823899670936014;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64245266666666;59.7198045;1;point_30%;0;0;1012.0;4.055650353955678;18.03404255319149;4.424995529584416;4.501074438927342;379.4804855984882;0.0;0;0;0;0;0;;;up;скорость_17.0;-;0;11;0;0;1.2928115699343041;4.552620354715029;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64249733333333;59.7198305;1;point_30%;0;0;1017.0;4.045358547800779;18.097872340425532;4.4193393477602365;4.495967531389076;379.90403097408523;0.0;0;0;0;0;0;;;up;Нет;-;0;11;0;0;1.2554460167132508;5.170862349192232;-;0.0;729.0;0;0;1;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64254266666666;59.71986066666667;1;point_30%;0;0;1023.0;4.009885953140898;18.174468085106383;4.401473637932731;4.4972846570690095;380.3373027934513;0.0;0;0;0;0;0;;;up;Нет;-;0;11;0;0;1.2143951606245973;5.308335155466284;-;0.0;729.0;0;0;1;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.642587;59.719894333333336;1;point_30%;0;0;1028.0;4.032038122435873;18.238297872340425;4.385080008477279;4.503555365434188;380.7760385005001;4.841458991979888;0;0;0;0;0;;;up;Объезд справа;добавили новую яму;0;11;0;0;1.1546607053369198;5.2661827602600555;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64263266666666;59.7199355;1;point_30%;0;0;1033.0;4.0231522146282295;18.302127659574467;4.37041580370136;4.513146472890972;381.2124583876038;4.463565755047314;0;0;0;0;0;;;up;Объезд справа;добавили новую яму;0;11;0;0;1.1812500832309902;5.558009270728834;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
60.64268083333333;59.719975833333336;1;point_30%;0;0;1039.0;4.018601556169863;18.378723404255318;4.3582635253177235;4.524363721448246;381.646880880005;3.7502034724989644;0;0;0;0;0;;;up;Объезд справа;добавили новую яму;0;11;0;0;1.1617586206338877;5.796224878209901;-;0.0;729.0;0;0;0;0;0;0;0;0.0;130;75131;32;40.2;36.2;0.18962540654514623
