len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;6.0;60.64568616666666;59.71474283333333;321.6;83.02694434103742;1.837129385934344;111.0;;81.6;0.0;;-0.036376953125;1.0357666015625;0.0975341796875;Груженный стоит;32;75131;130;;;;;676.0;17.0;676.0;13.0;692.0;26.0;720.0;25.0;692.0;23.0;700.0;25.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];668;0.0;;9.0;5.0;4.7;8.7;7.512651728908301;3.836461250839149;-2.2848098427562307;9.569999999999999;6.6;6.9;6.9;point_30%;6.6;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.836461250839149;up;0;0.01;1;0.0;0
2.0;8.0;60.64566966666667;59.71471366666667;321.7;73.5366246540824;-0.0221145820708902;111.0;;81.6;2.4304697975902996;;0.0003662109375;1.0045166015625;0.2952880859375;Груженный движется вперед;32;75131;130;;;;;676.0;17.0;676.0;13.0;692.0;26.0;720.0;25.0;692.0;23.0;700.0;25.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];668;;;9.6;7.1;5.0;8.7;7.480701516394688;3.859760421918916;-2.2062900869144397;9.569999999999999;6.6;6.9;6.9;point_30%;6.6;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.859760421918916;up;0;0.01;1;0.0;0
5.0;8.0;60.6456515;59.71468633333333;321.5;86.27903325177434;-0.2369609259281632;111.0;;81.6;2.5129119208671438;;0.0042724609375;1.028076171875;0.0205078125;Груженный движется вперед;32;75131;130;;;;;676.0;17.0;676.0;13.0;692.0;26.0;720.0;25.0;692.0;23.0;700.0;25.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];668;;;9.6;6.9;5.0;8.5;7.448751303881075;3.8830595929986833;-2.002347770847507;9.569999999999999;6.6;6.9;6.9;point_30%;6.6;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.8830595929986833;up;0;0.01;1;0.0;0
8.0;8.0;60.6456295;59.71466566666667;321.2;85.11823673585462;0.8685921159385628;111.0;;81.6;2.69626975061133;;-0.016845703125;0.9989013671875;0.06298828125;Груженный движется вперед;32;75131;130;;;;;676.0;17.0;676.0;13.0;692.0;26.0;720.0;25.0;692.0;23.0;700.0;25.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];668;;;7.6;8.1;6.2;8.5;7.4168010913674625;3.9063587640784503;-1.7629819153662698;6.6;6.6;6.9;6.9;point_30%;6.6;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.9063587640784503;up;0;0.01;1;0.0;0
10.0;9.0;60.64560766666666;59.714657;321.2;78.87394248563776;-2.8529422378271674;111.0;;81.6;2.4761039196468926;;0.05029296875;0.9942626953125;0.1868896484375;Груженный движется вперед;32;75131;130;;;;;676.0;17.0;676.0;13.0;692.0;26.0;720.0;25.0;692.0;23.0;700.0;25.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];668;;;6.8;8.9;9.3;6.8;7.384850878853849;3.9296579351582173;-1.7363030440410454;6.6;9.569999999999999;10.005;6.9;point_30%;6.6;6.9;1;0;0;0;-;0.0;1;0;up;0;0;3.9296579351582173;up;0;0.01;1;0.0;0
13.0;10.0;60.64558516666666;59.71464933333333;321.2;79.45214987524358;-4.311322527536698;111.0;;81.6;2.5394322739215442;;0.08203125;1.07275390625;0.18212890625;Груженный движется вперед;32;75131;130;;;;;676.0;17.0;676.0;13.0;692.0;26.0;720.0;25.0;692.0;23.0;700.0;25.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];668;;;5.4;8.9;9.3;4.3;7.352900666340236;3.9529571062379847;-1.5707963267948966;6.6;9.569999999999999;10.005;6.9;point_30%;6.6;6.9;1;0;0;0;-;0.0;1;0;up;0;0;3.9529571062379847;up;0;0.01;1;0.0;0
15.0;10.0;60.645562;59.71464933333333;321.1;85.38072078357872;-1.6393607899725886;111.0;;81.6;2.5789452046653993;;0.0286865234375;0.9833984375;0.0760498046875;Груженный движется вперед;32;75131;130;;;;;676.0;17.0;676.0;13.0;692.0;26.0;720.0;25.0;692.0;23.0;700.0;25.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];668;;;7.5;7.8;8.7;5.5;7.320950453826623;3.9762562773177517;-1.7928294220871797;6.6;6.6;6.9;6.9;point_30%;6.6;6.9;1;0;0;0;-;0.0;1;0;up;0;0;3.9762562773177517;up;0;0.01;1;0.0;0
18.0;11.0;60.645536666666665;59.71463766666667;321.3;85.32947379388787;-1.820655852288545;111.0;;81.6;2.8911132296704114;;0.0281982421875;1.1131591796875;0.0677490234375;Груженный движется вперед;32;75131;130;;;;;676.0;17.0;676.0;13.0;692.0;26.0;720.0;25.0;692.0;23.0;700.0;25.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];668;;;7.5;6.1;7.0;7.3;7.28900024131301;3.9995554483975186;-1.8166610678928294;6.6;6.6;6.9;6.9;point_30%;6.6;6.9;1;0;0;0;-;0.0;1;0;up;0;0;3.9995554483975186;up;0;0.01;1;0.0;0
21.0;13.0;60.645508666666665;59.714623333333336;321.9;76.0049638198175;-5.430339093292512;111.0;;81.6;3.2136415920808616;;0.1026611328125;1.056396484375;0.2052001953125;Груженный движется вперед;32;75131;130;;;;;676.0;17.0;676.0;13.0;692.0;26.0;720.0;25.0;692.0;23.0;700.0;25.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];668;;;6.3;6.9;5.9;8.0;7.257050028799397;4.022854619477286;-1.5610411711203676;6.6;6.6;6.9;6.9;point_30%;6.6;6.9;1;0;0;0;-;0.0;0;0;up;0;0;4.022854619477286;up;0;0.01;1;0.0;0
25.0;14.0;60.64547516666666;59.714624;321.9;81.78332658986676;-6.833730639999868;111.0;;81.6;3.7294435394964824;;0.128173828125;1.0841064453125;0.0731201171875;Груженный движется вперед;32;75131;130;;;;;676.0;17.0;676.0;13.0;692.0;26.0;720.0;25.0;692.0;23.0;700.0;25.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];668;;;6.0;9.7;7.4;8.0;7.225099816285784;4.046153790557053;-1.5314026366649514;6.6;9.569999999999999;6.9;6.9;point_30%;6.6;6.9;1;0;0;0;-;0.0;0;0;up;0;0;4.046153790557053;up;0;0.01;1;0.0;0
