len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;7.863636363636364;60.64599466666667;59.716461;339.1;82.0129892992054;-6.02949548177684;112.0;;100.0;0.0;;0.1124267578125;1.0604248046875;0.0972900390625;Груженный стоит;32;75131;130;;;;;752.0;31.0;756.0;27.0;764.0;43.0;760.0;39.0;728.0;38.0;764.0;40.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];679;0.0;;6.8;7.3;10.0;4.3;7.244621119930703;2.4509360637542303;-1.3371779673426345;7.8;7.8;8.1;8.1;-;7.8;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.4509360637542303;up;0;0.01;0.0;0
2.0;8.200000000000001;60.6459775;59.716469333333336;338.7;81.10509209853326;-2.2637414194224643;111.0;;100.0;1.9643790458560593;;0.0419921875;1.0283203125;0.1517333984375;Груженный движется вперед;32;75131;130;;;;;752.0;31.0;756.0;27.0;764.0;43.0;760.0;39.0;728.0;38.0;764.0;40.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];679;;;7.5;7.3;9.4;4.3;7.1957950806223785;2.4593402527895387;-1.4608517658814328;7.8;7.8;8.1;8.1;-;7.8;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.4593402527895387;up;0;0.01;0.0;0
7.0;8.536363636363637;60.64593383333333;59.716479166666666;338.1;79.94223513348614;-1.5832133541927385;110.0;;100.0;4.8905616871415205;;0.0283203125;1.00927734375;0.1767578125;Груженный движется вперед;32;75131;130;;;;;752.0;31.0;756.0;27.0;764.0;43.0;760.0;39.0;728.0;38.0;764.0;40.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];679;;;7.8;6.6;8.7;5.2;7.146969041314055;2.467744441824847;-2.0445867442900902;7.8;7.8;8.1;8.1;-;7.8;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.467744441824847;up;0;0.01;0.0;0
9.0;8.872727272727273;60.64591933333333;59.716464;337.6;84.35579733124521;-1.493519885860622;108.0;;100.0;1.8139781444924934;;0.0263671875;1.002197265625;0.09521484375;Груженный движется вперед;32;75131;130;;;;;752.0;31.0;756.0;27.0;764.0;43.0;760.0;39.0;728.0;38.0;764.0;40.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];679;;;7.8;7.2;8.6;4.3;7.09814300200573;2.476148630860155;-1.5571803424304669;7.8;7.8;8.1;8.1;-;7.8;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.476148630860155;up;0;0.01;0.0;0
11.0;9.209090909090909;60.645895333333335;59.71646466666667;337.9;84.85181965621709;-2.11313203616382;109.0;;100.0;2.6719606976612136;;0.0379638671875;1.0067138671875;0.0750732421875;Груженный движется вперед;32;75131;130;;;;;752.0;31.0;756.0;27.0;764.0;43.0;760.0;39.0;728.0;38.0;764.0;40.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];679;;;7.6;7.2;10.1;4.2;7.0493169626974055;2.4845528198954634;-1.627813253220519;7.8;7.8;8.1;8.1;-;7.8;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.4845528198954634;up;0;0.01;0.0;0
14.0;9.545454545454543;60.645871;59.71646183333333;338.7;84.19253409108049;-3.3906931053453797;111.0;;100.0;2.713229204498212;;0.056640625;0.9925537109375;0.0693359375;Груженный движется вперед;32;75131;130;;;;;752.3428571428572;31.0;756.0;27.0;764.0;43.0;760.0;39.0;728.0;38.0;764.0;40.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];679;;;7.8;6.1;10.1;4.9;7.000490923389081;2.4929570089307718;-1.6265846877405221;7.8;7.8;8.1;8.1;-;7.8;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.4929570089307718;up;0;0.01;0.0;0
17.0;9.999999999999998;60.64584466666667;59.71645883333333;339.1;81.92434244306989;-2.1739428688019675;110.0;;99.6;2.9360306704447416;;0.041015625;1.07861328125;0.1466064453125;Груженный движется вперед;32;75131;130;;;;;752.8;31.0;756.0;27.0;764.0;43.0;760.0;39.0;728.0;38.0;764.0;40.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1', '/home/pi/adviser/route7'];679;;;7.4;5.4;8.7;5.5;6.951664884080756;2.50136119796608;-1.800935378467412;7.8;7.8;8.1;8.1;-;7.8;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.50136119796608;up;0;0.01;0.0;0
20.0;10.363636363636362;60.645822;59.716448;339.3;80.81188361661385;-1.7282053529370236;108.0;;99.6;2.591613165860366;;0.0311279296875;1.0223388671875;0.160400390625;Груженный движется вперед;32;75131;130;;;;;753.2571428571429;31.0;756.0;27.0;764.0;43.0;760.0;39.0;728.0;38.0;764.0;40.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1', '/home/pi/adviser/route7'];679;;;7.5;6.7;8.5;5.2;6.9028388447724325;2.509765387001388;-1.9920524522001943;7.8;7.8;8.1;8.1;-;7.8;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.509765387001388;up;0;0.01;0.0;0
22.0;10.636363636363633;60.645800666666666;59.7164285;338.7;80.20595750413817;-3.957257883244493;108.0;;99.6;2.6023649554666335;;0.0733642578125;1.038818359375;0.165283203125;Груженный движется вперед;32;75131;130;;;;;753.7142857142858;31.0;756.0;27.0;764.0;43.0;760.0;39.0;728.0;38.0;764.0;40.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route6', '/home/pi/adviser/route7'];679;;;8.1;6.7;9.7;4.9;6.854012805464108;2.5181695760366964;-1.8473293387671488;7.8;7.8;8.1;8.1;-;7.8;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.5181695760366964;up;0;0.01;0.0;0
25.0;10.999999999999998;60.64577533333333;59.71641383333333;339.0;81.34601198568922;-5.005864813448998;112.0;;99.6;2.931516233028454;;0.09521484375;1.0399169921875;0.1102294921875;Груженный движется вперед;32;75131;130;;;;;754.1714285714286;31.0;756.0;27.0;764.0;43.0;760.0;39.0;728.0;38.0;764.0;40.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route6', '/home/pi/adviser/route7'];679;;;8.1;6.6;9.7;6.1;6.805186766155783;2.526573765072005;-1.8905660463157865;7.8;7.8;8.1;8.1;-;7.8;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.526573765072005;up;0;0.01;0.0;0
