len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
3.0;1.345454545454546;60.64617533333333;59.716936;333.2;82.29046566478695;-6.27106511830557;107.0;;70.8;0.7085520603960628;;0.113525390625;1.03271484375;0.08935546875;Груженный стоит;32;75131;130;;;;;728.0;18.0;728.0;16.0;732.0;29.0;724.0;24.0;716.0;28.0;736.0;31.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6'];715;;;7.8;7.2;6.6;7.1;5.33321265508504;3.09494513951972;-1.940323980579358;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.09494513951972;up;0;0.01;0.0;0
4.0;2.4000000000000004;60.64616183333333;59.716925333333336;333.6;81.41767351238246;-7.037482946524868;106.0;;71.2;1.0176539910461286;;0.1263427734375;1.0201416015625;0.0858154296875;Груженный стоит;32;75131;130;;;;;728.0;18.0;728.0;16.0;732.0;29.0;724.0;24.0;716.0;28.0;736.0;31.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];715;;;6.5;6.6;7.6;6.9;5.272551385020074;3.1214004613339235;-1.9280072167024351;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.1214004613339235;up;0;0.01;0.0;0
6.0;3.454545454545454;60.646147166666665;59.71691416666667;334.0;83.97906241817614;-4.678205012827321;106.0;;71.6;1.7427215104634177;;0.0843505859375;1.0306396484375;0.06396484375;Груженный стоит;32;75131;130;;;;;728.0;18.0;728.0;16.0;732.0;29.0;724.0;24.0;716.0;28.0;736.0;31.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];715;;;6.6;7.1;7.8;6.2;5.211890114955107;3.147855783148127;-1.9418966487727185;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.147855783148127;up;0;0.01;0.0;0
8.0;4.363636363636362;60.646131;59.71690133333333;334.1;83.58258344272026;-3.8828734757546703;107.0;;71.6;1.9311511100632257;;0.0670166015625;0.991455078125;0.0870361328125;Груженный стоит;32;75131;130;;;;;728.0;18.0;728.0;16.0;732.0;29.0;724.0;24.0;716.0;28.0;736.0;31.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];715;;;6.6;8.2;7.8;6.2;5.1512288448901415;3.1743111049623307;-2.0094965719376807;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.1743111049623307;up;0;0.01;0.0;0
10.0;5.363636363636363;60.64611933333333;59.716890166666666;334.8;81.53112406679193;-4.1292912730520905;107.0;;72.0;1.434599418696409;;0.0732421875;1.05859375;0.12548828125;Груженный движется вперед;32;75131;130;;;;;728.0;18.0;728.0;16.0;732.0;29.0;724.0;24.0;716.0;28.0;736.0;31.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];715;;;7.4;8.2;7.4;6.2;5.090567574825175;3.200766426776535;-1.941594194137223;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.200766426776535;up;0;0.01;0.0;0
11.0;6.454545454545453;60.64610483333333;59.716878666666666;335.1;83.8531495889087;-4.481292726478844;104.0;;72.0;1.7318596228466085;;0.07958984375;1.018310546875;0.068603515625;Груженный движется вперед;32;75131;130;;;;;728.0;18.0;728.0;16.0;732.0;29.0;724.0;24.0;716.0;28.0;736.0;31.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];715;;;7.4;7.4;7.4;7.4;5.029906304760209;3.2272217485907384;-1.9470003492614278;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.2272217485907384;up;0;0.01;0.0;0
13.0;7.454545454545453;60.646087666666666;59.71686483333333;334.9;82.91943922662506;-2.332844485704005;102.0;;72.0;2.054711148900464;;0.04248046875;1.0252685546875;0.1129150390625;Груженный движется вперед;32;75131;130;;;;;728.0;18.0;728.0;16.0;732.0;29.0;724.0;24.0;716.0;28.0;736.0;31.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];715;;;6.8;6.2;7.0;7.4;4.969245034695242;3.253677070404942;-2.015328802084087;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.253677070404942;up;0;0.01;0.0;0
16.0;8.545454545454545;60.64607;59.716847666666666;335.1;84.37203968086658;-0.2593391720166942;101.0;;72.0;2.1783914211618685;;0.0040283203125;0.9979248046875;0.08154296875;Груженный движется вперед;32;75131;130;;;;;728.0;18.0;728.0;16.0;732.0;29.0;724.0;24.0;716.0;28.0;736.0;31.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];715;;;6.8;7.5;7.0;6.5;4.908583764630276;3.2801323922191457;-2.0751689749240714;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.2801323922191457;up;0;0.01;0.0;0
18.0;9.454545454545453;60.64605016666667;59.71682533333333;334.9;82.56143493791788;-2.787127419474825;100.0;;72.0;2.5219071179964185;;0.050537109375;1.0386962890625;0.119384765625;Груженный движется вперед;32;75131;130;;;;;728.0;18.0;728.0;16.0;732.0;29.0;724.0;24.0;716.0;28.0;736.0;31.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];715;;;7.2;7.5;7.8;6.2;4.847922494565309;3.3065877140333493;-2.113025750303298;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.3065877140333493;up;0;0.01;0.0;0
21.0;9.999999999999998;60.64602833333333;59.7167985;335.5;81.31699418331142;-3.728698614649325;99.0;;72.0;2.8375309224978387;;0.071533203125;1.072998046875;0.1341552734375;Груженный движется вперед;32;75131;130;;;;;728.0;18.0;728.0;16.0;732.0;29.0;724.0;24.0;716.0;28.0;736.0;31.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];715;;;7.2;7.4;10.2;5.1;4.787261224500343;3.333043035847553;-2.101899368239807;7.0;7.0;10.44;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.333043035847553;up;0;0.01;0.0;0
