len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;7.0;60.646317;59.715515833333335;332.1;80.3333086031119;-1.0248809791220674;111.0;;97.6;0.0;102.4;0.018798828125;1.0372314453125;0.1729736328125;Груженный стоит;32;75131;130;;-125.0;;3.2;684.0;21.0;684.0;17.0;692.0;32.0;696.0;29.0;684.0;29.0;696.0;32.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route9'];754;0.0;0.028444444444444446;7.6;5.3;6.1;9.7;6.709699615305205;1.1278677749332517;-2.095876212009197;6.4;6.4;7.2;10.44;point_30%;6.4;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;1
2.0;7.0;60.64630233333333;59.7154985;331.9;82.16272155117008;-4.990815624137971;111.0;;98.0;1.8869106296393894;102.4;0.091064453125;1.0650634765625;0.1094970703125;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;684.5217391304348;17.065217391304348;692.0;32.0;696.0;29.0;684.0;29.0;696.0;32.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route9'];754;0.015074611376735162;0.05688888888888889;7.6;8.2;6.8;8.2;6.70321009880959;1.153268206903974;-2.0089357748701597;6.4;6.4;7.2;7.2;point_30%;6.4;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;1
4.0;8.0;60.6462835;59.7154805;331.9;83.53669621191932;-1.0832880215318996;111.0;;98.0;2.315244461909025;102.4;0.0179443359375;1.0113525390625;0.1092529296875;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;685.2173913043479;17.152173913043477;692.0;32.0;696.0;29.0;684.0;29.0;696.0;32.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route9'];754;0.012285719677735757;0.08533333333333334;7.0;8.2;6.8;7.4;6.696720582313977;1.1786686388746963;-1.9535974847144786;6.4;6.4;7.2;7.2;point_30%;6.4;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;1
6.0;8.0;60.64626483333333;59.71546516666667;331.8;81.69917491965566;-4.492387435349488;111.0;;98.0;2.2401354714657495;102.4;0.0772705078125;1.02099609375;0.1180419921875;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;685.9130434782609;17.23913043478261;692.0;32.0;696.0;29.0;684.0;29.0;696.0;32.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route9'];754;0.01269764476602519;0.11377777777777778;7.5;7.6;6.6;7.0;6.690231065818362;1.2040690708454185;-1.9725317701949012;6.4;6.4;7.2;7.2;point_30%;6.4;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;1
9.0;9.0;60.64624483333333;59.715447833333336;331.7;84.29935484343463;-1.1377959729750728;111.0;;98.0;2.4190206366888356;102.4;0.0196533203125;1.0025634765625;0.096923828125;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;686.6086956521739;17.326086956521742;692.0;32.0;696.0;29.0;684.0;29.0;696.0;32.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route9'];754;0.011758661341301869;0.14222222222222222;7.5;8.0;7.3;7.0;6.6837415493227486;1.2294695028161406;-1.929263151393792;6.4;6.4;7.2;7.2;point_30%;6.4;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;1
12.0;10.0;60.6462215;59.71543;331.7;82.24629236183002;-1.498843972442508;111.0;;98.0;2.7738138313734697;102.4;0.0284423828125;1.0462646484375;0.126953125;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;687.304347826087;17.413043478260867;692.0;32.0;696.0;29.0;684.0;29.0;696.0;32.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route9'];754;0.010254633574438562;0.17066666666666666;7.3;8.0;7.3;6.6;6.677252032827134;1.254869934786863;-2.0325001273738987;6.4;6.4;7.2;7.2;point_30%;6.4;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;1
14.0;11.0;60.646199333333335;59.7154075;331.4;85.60324806662987;-0.7812967567991118;111.0;;98.0;2.7562135105556855;102.4;0.0137939453125;1.0240478515625;0.0758056640625;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;17.5;692.0;32.0;696.0;29.0;684.0;29.0;696.0;32.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route9'];754;0.010320116469754082;0.1991111111111111;7.5;8.1;8.7;8.3;6.67076251633152;1.2802703667575852;-1.9665721247701358;6.4;6.4;7.2;7.2;point_30%;6.4;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;1
17.0;11.0;60.6461745;59.715386333333335;331.5;85.97976525431267;-3.963154785849729;111.0;;98.0;2.9960847262137085;102.4;0.066650390625;0.9688720703125;-0.010986328125;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.695652173913;17.586956521739133;692.0;32.0;696.0;29.0;684.0;29.0;696.0;32.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route9'];754;0.009493871850677271;0.22755555555555554;8.2;8.1;8.7;8.3;6.664272999835906;1.3056707987283074;-1.932495268658755;6.4;6.4;7.2;7.2;point_30%;6.4;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;1
20.0;11.0;60.646149666666666;59.71536716666667;331.6;82.33321405886923;-0.1393920797923965;111.0;;98.0;2.9557250137790927;102.4;0.0003662109375;1.0360107421875;0.1370849609375;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;689.3913043478261;17.673913043478258;692.0;32.0;696.0;29.0;684.0;29.0;696.0;32.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route9'];754;0.009623508381815369;0.256;8.2;6.8;7.8;7.7;6.657783483340292;1.3310712306990298;-1.8529953805724766;6.4;6.4;7.2;7.2;point_30%;6.4;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;1
24.0;11.0;60.64612233333333;59.715351;331.6;82.51668311105522;0.1250710023030383;111.0;;98.4;3.168096990207966;102.4;-0.005859375;1.052734375;0.0880126953125;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;690.0869565217391;17.76086956521739;692.0;32.0;696.0;29.0;684.0;29.0;696.0;32.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route9'];754;0.008978400766252186;0.28444444444444444;6.1;6.8;7.8;8.1;6.651293966844678;1.356471662669752;-1.834281218583051;6.4;6.4;7.2;7.2;point_30%;6.4;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;1
