len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;10.0;60.646537;59.7152305;326.6;71.55655986130776;6.329112877538755;110.0;;97.6;0.0;51.2;-0.098876953125;0.8524169921875;0.2435302734375;Груженный движется вперед;32;75131;130;;-125.0;;1.6;680.0;19.0;680.0;18.0;688.0;29.0;688.0;27.0;700.0;24.0;688.0;28.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route2'];694;0.0;0.014222222222222223;7.4;7.1;7.7;7.4;6.693353498343139;1.8958984342816694;-2.01452359319797;7.0;7.0;7.0;7.0;-;7.0;7.0;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;1.8958984342816694;up;0;0.01;1;0.0;0
3.0;10.0;60.646515;59.71520916666667;326.7;82.82956192143779;-0.5069639315257373;110.0;;97.6;2.7116746356610615;51.2;0.0091552734375;1.06201171875;0.1243896484375;Груженный движется вперед;32;75131;130;;-125.0;;1.6;680.0;19.0;680.0;18.0;688.0;29.0;688.0;27.0;700.0;24.0;688.0;28.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route2'];694;0.005244811466385634;0.028444444444444446;7.4;7.1;6.5;7.4;6.754420829985682;1.881625577484581;-2.0055579689517695;7.0;7.0;7.0;7.0;-;7.0;7.0;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;1.881625577484581;up;0;0.01;1;0.0;0
5.0;10.0;60.64649283333333;59.71518816666666;326.9;75.99852111250377;-11.40228778690964;110.0;;97.6;2.720732093269813;51.2;0.198974609375;0.9765625;-0.140380859375;Груженный движется вперед;32;75131;130;;-125.0;;1.6;680.0;19.0;680.0;18.0;688.0;29.0;688.0;27.0;700.0;24.0;688.0;28.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2'];694;0.010454702436453243;0.05688888888888889;8.9;8.3;6.5;8.9;6.815488161628223;1.8673527206874925;-2.1442240096857987;7.0;7.0;7.0;7.0;-;7.0;7.0;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;1.8673527206874925;up;0;0.01;1;0.0;0
8.0;10.0;60.64647183333334;59.7151605;326.6;80.76986103513666;-2.9531687691152877;110.0;;97.6;2.7828804746819946;51.2;0.053955078125;1.101318359375;0.181396484375;Груженный движется вперед;32;75131;130;;-125.0;;1.6;680.0;19.0;680.0;18.0;688.0;29.0;688.0;27.0;700.0;24.0;688.0;28.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2'];694;0.005110611954632161;0.07111111111111111;9.1;8.3;3.7;8.9;6.876555493270765;1.8530798638904042;-1.953495766284993;7.0;7.0;7.0;7.0;-;7.0;7.0;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;1.8530798638904042;up;0;0.01;1;0.0;0
11.0;10.0;60.64644666666667;59.71513983333333;326.7;79.85649342836317;0.9060919829305908;110.0;;97.6;3.0200589137481724;51.2;-0.021240234375;1.0584716796875;0.1356201171875;Груженный движется вперед;32;75131;130;;-125.0;;1.6;680.0;19.0;680.0;18.0;688.0;29.0;688.0;27.0;700.0;24.0;688.0;28.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2'];694;0.004709253239226095;0.08533333333333333;9.1;6.5;6.6;7.1;6.937622824913307;1.8388070070933158;-2.1234050845376515;7.0;7.0;7.0;7.0;-;7.0;7.0;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;1.8388070070933158;up;0;0.01;1;0.0;0
14.0;11.0;60.646426;59.71511383333333;326.2;85.51243874014327;0.8745412729906874;110.0;;97.6;2.70295447899059;51.2;-0.0157470703125;1.0523681640625;-0.036376953125;Груженный движется вперед;32;75131;130;;-125.0;;1.6;680.0;19.0;680.0;18.0;688.0;29.0;688.0;27.0;700.0;24.0;688.0;28.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];694;0.005261732053857403;0.09955555555555555;6.0;8.2;8.5;6.4;6.998690156555849;1.8245341502962273;-1.9977441309918853;7.0;7.0;7.0;7.0;-;7.0;7.0;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;1.8245341502962273;up;0;0.01;1;0.0;0
17.0;11.0;60.64640283333333;59.71509233333333;326.7;74.64252131653399;0.4822131374603049;110.0;;97.6;2.8332773092711396;51.2;-0.0135498046875;1.0301513671875;0.263916015625;Груженный движется вперед;32;75131;130;;-125.0;;1.6;680.0;19.0;680.0;18.0;688.0;29.0;688.0;27.0;700.0;24.0;688.0;28.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];694;0.005019707098801737;0.11377777777777777;7.0;8.9;10.0;8.7;7.05975748819839;1.810261293499139;-1.912993446439832;7.0;7.0;10.15;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;1.810261293499139;up;0;0.01;1;0.0;0
20.0;11.0;60.64637783333333;59.71507416666667;327.1;85.7585501061218;-3.221477119055896;110.0;;97.6;2.9543270877859675;51.2;0.0565185546875;1.007080078125;0.0438232421875;Груженный движется вперед;32;75131;130;;-125.0;;1.6;680.0;19.0;680.0;18.0;688.0;29.0;688.0;27.0;700.0;24.0;688.0;28.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];694;0.004814031012686765;0.128;10.2;8.9;10.0;8.7;7.120824819840933;1.7959884367020507;-1.8956665464973512;10.15;7.0;10.15;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;1.7959884367020507;up;0;1.853079863890404;1;0.0;0
23.0;10.0;60.64635333333333;59.71505733333333;327.1;73.3943817486992;-1.7281600564244226;110.0;;97.6;2.8779108957824313;51.2;0.0302734375;0.96044921875;0.130126953125;Груженный движется вперед;32;75131;130;;-125.0;;1.6;680.0;19.0;680.0;18.0;688.0;29.0;688.0;27.0;700.0;24.0;688.0;28.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];694;0.004941856345540385;0.14222222222222222;10.2;10.4;5.9;8.2;7.181892151483474;1.7817155799049622;-1.9062109443879356;10.15;10.15;7.0;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;1.7817155799049622;up;0;0.01;1;0.0;0
25.0;10.0;60.64633083333333;59.71504133333333;327.1;74.79184656920417;-7.990616213003385;110.0;;97.6;2.6525469024860957;51.2;0.1510009765625;1.0670166015625;-0.0279541015625;Груженный движется вперед;32;75131;130;;-125.0;;1.6;680.0;19.0;680.0;18.0;688.0;29.0;688.0;27.0;700.0;24.0;688.0;28.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];694;0.005361723183440212;0.15644444444444444;8.6;10.4;6.6;7.1;7.2429594831260165;1.7674427231078738;-1.8762965336205943;7.0;10.15;7.0;7.0;point_30%;7.0;7.0;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;1.7674427231078738;up;0;0.01;1;0.0;0
