len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;7.727272727272726;60.646165833333335;59.716941166666665;349.3;80.47669476547676;-5.676423097904113;100.0;;95.2;0.0;;0.10205078125;1.0299072265625;0.1357421875;Груженный движется вперед;32;75131;130;;;;;760.0;36.0;760.0;32.0;760.0;46.0;768.0;44.0;732.0;43.0;764.0;44.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];667;0.0;;7.7;6.9;6.6;9.0;2.486966903299291;4.235674129238422;-2.7148425885444283;6.8;6.8;7.2;7.2;-;6.8;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.235674129238422;up;0;0.01;0.0;0
2.0;8.018181818181816;60.64615966666667;59.7169135;349.9;83.70819807507175;-5.022065138410426;104.0;;94.8;1.6585102838772336;;0.0882568359375;1.00634765625;0.06396484375;Груженный движется вперед;32;75131;130;;;;;760.0;36.0;760.0;32.0;760.0;46.0;768.0;44.0;732.0;43.0;764.0;44.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];667;;;7.1;8.2;6.7;7.3;2.5476797347829536;4.208311000097879;-2.6182846417504733;6.8;6.8;7.2;7.2;-;6.8;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.208311000097879;up;0;0.01;0.0;0
4.0;8.309090909090909;60.64615033333333;59.7168805;350.0;81.6651822054969;-5.569776928250244;101.0;;95.2;2.0790452423872345;;0.1038818359375;1.05126953125;0.0736083984375;Груженный движется вперед;32;75131;130;;;;;760.0;36.0;760.0;32.0;760.0;46.0;768.0;44.0;732.0;43.0;764.0;44.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];667;;;6.2;8.2;10.2;5.6;2.608392566266616;4.180947870957336;-2.6563588294009843;6.8;6.8;10.44;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.180947870957336;up;0;0.01;0.0;0
6.0;8.599999999999998;60.64614016666667;59.71684116666667;349.6;85.73012303541663;-2.5959539846672497;102.0;;95.2;2.4265218314135266;;0.0452880859375;0.996337890625;0.05908203125;Груженный движется вперед;32;75131;130;;;;;760.0;36.0;760.0;32.0;760.0;46.0;768.0;44.0;732.0;43.0;764.0;44.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];667;;;6.6;7.2;10.2;6.6;2.6691053977502786;4.153584741816793;-2.6442198020650327;6.8;6.8;10.44;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.153584741816793;up;0;0.01;0.0;0
9.0;8.89090909090909;60.64612916666667;59.71679983333333;348.8;82.83627144711168;-2.4514290308300657;106.0;;94.8;2.566521350517185;;0.0428466796875;1.063720703125;0.120849609375;Груженный движется вперед;32;75131;130;;;;;760.0;36.0;760.0;32.0;760.0;46.0;768.0;44.0;732.0;43.0;764.0;44.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];667;;;8.0;7.8;7.8;9.2;2.729818229233941;4.12622161267625;-2.6156497135069916;6.8;6.8;7.2;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.12622161267625;up;0;0.01;0.0;0
11.0;9.18181818181818;60.6461175;59.71675883333333;348.5;80.61360453620964;-4.095963371219773;104.0;;94.8;2.5870007194137448;;0.0748291015625;1.0308837890625;0.14599609375;Груженный движется вперед;32;75131;130;;;;;760.0;36.0;760.0;32.0;760.0;46.0;768.0;44.0;732.0;43.0;764.0;44.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];667;;;9.8;7.8;5.3;9.2;2.7905310607176035;4.098858483535707;-2.64114326481128;9.86;6.8;7.2;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.098858483535707;up;0;0.01;0.0;0
14.0;9.545454545454543;60.646107;59.71671966666667;348.1;85.26960504733185;-3.425164401240878;100.0;;94.8;2.436067971711137;;0.060546875;1.0382080078125;0.0235595703125;Груженный движется вперед;32;75131;130;;;;;760.0;36.0;760.0;32.0;760.0;46.0;768.0;44.0;732.0;43.0;764.0;44.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];667;;;9.8;7.2;5.3;8.1;2.851243892201266;4.071495354395164;-2.536776676311521;9.86;6.8;7.2;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.071495354395164;up;0;0.01;0.0;0
15.0;9.909090909090907;60.64610016666666;59.7166995;347.8;82.6978878367546;-5.044348934006354;101.0;;94.8;1.3378149398264318;;0.084716796875;0.95361328125;-0.019775390625;Груженный движется вперед;32;75131;130;;;;;760.0;36.0;760.0;32.0;760.0;46.0;768.0;44.0;732.0;43.0;764.0;44.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];667;;;7.8;8.1;10.5;8.1;2.911956723684928;4.0441322252546215;-2.586603230098797;6.8;6.8;10.44;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.0441322252546215;up;0;0.01;0.0;0
17.0;10.181818181818178;60.646089833333335;59.7166655;347.1;86.35949230014026;-3.211223700317525;105.0;;94.8;2.1830432707124916;;0.055908203125;0.992919921875;-0.00732421875;Груженный движется вперед;32;75131;130;;;;;760.0;36.0;760.0;32.0;760.0;46.0;768.0;44.0;732.0;43.0;764.0;44.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];667;;;7.6;8.1;10.5;8.7;2.972669555168591;4.0167690961140785;-2.3219322362956922;6.8;6.8;10.44;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;4.0167690961140785;up;0;0.01;0.0;0
20.0;10.454545454545451;60.64606883333333;59.7166255;346.7;82.82133100802965;-4.556443290178193;101.0;;94.8;3.198389760054597;;0.0814208984375;1.0150146484375;0.005859375;Груженный движется вперед;32;75131;130;;;;;760.0;36.0;760.0;32.0;760.0;46.0;768.0;44.0;732.0;43.0;764.0;44.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];667;;;7.6;6.8;7.3;8.5;3.033382386652253;3.9894059669735356;-2.4643717145613433;6.8;6.8;7.2;7.2;-;6.8;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.9894059669735356;up;0;0.01;0.0;0
