len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;7.909090909090906;60.646447;59.714701833333336;343.5;84.28784067452295;-3.3265583355057338;99.0;;97.2;0.0;;0.0592041015625;1.01806640625;0.08251953125;Груженный движется вперед;32;75131;130;;;;;720.0;25.0;724.0;23.0;740.0;38.0;736.0;36.0;704.0;31.0;740.0;35.0;/home/pi/adviser/route6;['/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];695;0.0;;6.6;8.0;7.5;7.1;3.6161741393101705;2.378988821312919;-1.8613224395362487;6.8;6.8;7.2;7.2;-;6.8;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.378988821312919;up;0;0.01;0.0;1
3.0;8.454545454545451;60.6464235;59.7146875;343.6;85.76134978329901;-2.8749824872062804;99.0;;97.2;2.730477549328364;;0.052490234375;1.0391845703125;0.02685546875;Груженный движется вперед;32;75131;130;;;;;720.0;25.0;724.0;23.0;740.0;38.0;736.0;36.0;704.0;31.0;740.0;35.0;/home/pi/adviser/route6;['/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];695;;;7.5;8.1;7.5;6.0;3.697596514299374;2.3947094437492615;-1.7318054570218884;6.8;6.8;7.2;7.2;-;6.8;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.3947094437492615;up;0;0.01;0.0;1
6.0;8.999999999999996;60.64639583333334;59.71467833333333;343.7;83.34320869393642;-4.760871058510455;96.0;;97.2;3.120248631312146;;0.0924072265625;1.0615234375;-0.04345703125;Груженный движется вперед;32;75131;130;;;;;720.0;25.0;724.0;23.0;740.0;38.0;736.0;36.0;704.8571428571429;31.07142857142857;740.0;35.0;/home/pi/adviser/route6;['/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];695;;;7.5;8.1;6.3;7.7;3.7790188892885777;2.4104300661856035;-1.6906192061208944;6.8;6.8;7.2;7.2;-;6.8;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.4104300661856035;up;0;0.01;0.0;1
9.0;9.545454545454543;60.64636733333333;59.714671333333335;343.8;83.45634432712254;-5.40067179802028;99.0;;97.2;3.1955720035327237;;0.0947265625;0.9996337890625;-0.022216796875;Груженный движется вперед;32;75131;130;;;;;720.0;25.0;724.0;23.0;740.0;38.0;736.0;36.0;706.0;31.166666666666664;740.0;35.0;/home/pi/adviser/route6;['/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];695;;;6.8;7.6;7.5;7.7;3.8604412642777817;2.426150688621946;-1.6060056486101932;6.8;6.8;7.2;7.2;-;6.8;7.2;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.426150688621946;up;0;0.01;0.0;1
12.0;10.09090909090909;60.6463395;59.71466933333333;343.7;85.96458399588121;-2.5766084036704155;101.0;;97.2;3.1003665139568675;;0.0460205078125;1.0126953125;0.025634765625;Груженный движется вперед;32;75131;130;;;;;720.0;25.0;724.0;23.0;740.0;38.0;736.0;36.0;707.1428571428571;31.26190476190476;740.0;35.0;/home/pi/adviser/route6;['/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];695;;;6.8;9.3;7.5;8.1;3.9418636392669852;2.441871311058288;-1.418007105353177;6.8;9.86;7.2;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.441871311058288;up;0;0.01;0.0;1
16.0;10.636363636363635;60.646307666666665;59.714679333333336;343.9;87.73991904077255;-1.5398214574195577;97.0;;97.2;3.5855000029340585;;0.02490234375;0.9287109375;-0.009521484375;Груженный движется вперед;32;75131;130;;;;;720.0;25.0;724.0;23.0;740.0;38.0;736.0;36.0;708.2857142857142;31.357142857142854;740.0;35.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];695;;;7.0;8.4;7.7;8.1;4.023286014256189;2.4575919334946303;-1.2466036863964467;6.8;6.8;7.2;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.4575919334946303;up;0;0.01;0.0;1
19.0;11.27272727272727;60.64628116666667;59.7146975;343.9;84.83821575641815;-0.2205976054399867;100.0;;97.2;3.11213287823401;;0.0040283203125;1.104736328125;0.0992431640625;Груженный движется вперед;32;75131;130;;;;;720.0;25.0;724.0;23.0;740.0;38.0;736.0;36.0;709.4285714285713;31.45238095238095;740.0;35.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];695;;;8.5;8.4;7.7;8.1;4.104708389245393;2.4733125559309723;-1.1174769387686792;6.8;6.8;7.2;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.4733125559309723;up;0;0.01;0.0;1
22.0;11.909090909090907;60.64625433333333;59.71472416666667;344.0;73.81764231934432;-1.9847488300426157;96.0;;97.2;3.322723975361072;;0.0465087890625;1.0321044921875;0.270751953125;Груженный движется вперед;32;75131;130;;;;;720.0;25.0;724.0;23.0;740.0;38.0;736.0;36.0;710.5714285714287;31.54761904761905;740.0;35.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];695;;;8.5;8.1;6.2;6.7;4.186130764234596;2.4890331783673147;-1.0196409258664496;6.8;6.8;7.2;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.4890331783673147;up;0;0.01;0.0;1
25.0;12.363636363636362;60.646233333333335;59.7147505;344.0;82.24656351639433;-3.719578405442146;90.0;;97.2;2.7440939206515633;;0.073974609375;1.075439453125;0.1229248046875;Груженный движется вперед;32;75131;130;;;;;720.0;25.0;724.0;23.0;740.0;38.0;736.0;36.0;711.7142857142858;31.642857142857146;740.0;35.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];695;;;7.0;8.1;8.8;6.7;4.2675531392238;2.5047538008036567;-0.9900188407928661;6.8;6.8;7.2;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.5047538008036567;up;0;0.01;0.0;1
29.0;12.909090909090907;60.64620283333333;59.71479133333333;344.1;86.40231719706466;-1.0712538312357431;93.0;;97.2;4.061188734982782;;0.0198974609375;1.078857421875;0.0302734375;Груженный движется вперед;32;75131;130;;;;;720.0;25.0;724.0;23.0;740.0;38.0;736.0;36.0;712.8571428571429;31.73809523809524;740.0;35.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];695;;;7.0;7.3;8.8;7.2;4.348975514213004;2.520474423239999;-0.9998297283551882;6.8;6.8;7.2;7.2;point_30%;6.8;7.2;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;2.520474423239999;up;0;0.01;0.0;1
