len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;5.0;60.64619433333333;59.714560166666665;346.6;86.56497121320623;-1.3753088402182327;95.0;;78.4;0.0;;0.0244140625;1.00927734375;0.0447998046875;Груженный стоит;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;0.0;;9.6;8.1;8.9;5.1;1.5007232189652873;2.2626670746570174;-1.6439142318809048;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;5.0;1.5007232189652873;up;0;0.01;0.0;1
2.0;5.0;60.646179833333335;59.714558;346.3;83.44148118543785;-1.0426520215218544;94.0;;78.8;1.6184844117165806;;0.0196533203125;1.0614013671875;0.1187744140625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.4;8.6;8.9;5.1;1.7474756415918766;4.707069741822407;-1.1353116913166086;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;1.7474756415918766;up;0;0.01;0.0;1
3.0;5.0;60.64617;59.714567333333335;345.9;85.47871019414552;-3.1153249718778757;94.0;;78.8;1.207347043817476;;0.055908203125;1.0316162109375;0.0582275390625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;8.9;8.6;9.0;4.7;1.9134699520946263;5.884507521430187;-1.2212548126954785;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;5.0;1.9134699520946263;up;0;0.01;0.0;1
4.0;5.0;60.646157;59.714577;345.5;84.67142722535023;-2.5011617579449283;93.0;;78.8;1.5403213421866995;;0.0443115234375;1.0400390625;0.0814208984375;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;10.3;8.3;9.0;6.3;2.0032975241613364;6.229785270463927;-1.0903113509300821;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;2.0032975241613364;up;0;0.01;0.0;1
6.0;6.0;60.64614383333333;59.714591;345.2;83.3961167522823;-0.5442043235669729;95.0;;78.8;1.6528862426016888;;0.0126953125;1.051025390625;0.1085205078125;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;12.6;7.4;7.4;9.7;2.023839867606965;6.084648337472176;-0.6747348276842464;11.889999999999999;8.2;7.4;10.73;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.023839867606965;up;0;0.01;0.0;1
8.0;7.0;60.64613383333333;59.7146165;345.0;78.77769516931664;-4.518804111589725;93.0;;78.8;1.7820246868052694;;0.079833984375;1.0147705078125;0.1793212890625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;12.6;6.8;6.0;9.7;1.9838726277160224;5.707216310895523;-0.7582524280295164;11.889999999999999;8.2;7.4;10.73;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.9838726277160224;up;0;0.01;0.0;1
10.0;8.0;60.646123;59.71463983333334;343.9;84.24468295810343;-1.8584981613354552;96.0;;78.8;1.7537626285225398;;0.0340576171875;1.030517578125;0.1004638671875;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.3;6.8;8.5;8.2;1.8936695845849643;5.281416767393685;-0.82817413796398;11.889999999999999;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;7.5;1.8936695845849643;up;0;1.8621131386893524;1.3486084796048106;1
13.0;7.0;60.64610208333333;59.714679;343.35;85.74507477663957;0.4853754877373624;99.0;;78.8;3.1606869470084633;;-0.0093994140625;1.01708984375;0.0543212890625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;10.9;7.1;8.5;7.4;1.7646066524645856;4.926419020172565;-0.786411068965053;11.889999999999999;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;7.5;0.0;1.7646066524645856;up;0;0.01;1.3077415559804226;1
16.0;8.0;60.64607883333333;59.71472633333333;342.8;82.7943636251701;0.7113356254197478;98.0;;78.8;3.656595411735196;;-0.0157470703125;1.0875244140625;0.1004638671875;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;10.9;8.9;5.9;9.0;1.6087658791024142;4.706067867311358;-0.6265607298619735;11.889999999999999;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.6087658791024142;up;0;0.01;1.3210858575720594;1
19.0;8.0;60.646066;59.7147625;342.2;82.32422035092488;-1.1640208080595826;95.0;;78.8;2.436418388393868;;0.0162353515625;1.013427734375;0.07421875;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;10.0;8.9;7.3;9.0;1.4385394450851052;4.638317340089581;-0.4498671394537177;11.889999999999999;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;up;1;0.01;1.362804358337493;1
21.0;8.0;60.64605783333333;59.714797;342.0;80.0855662076653;-1.3641126424481438;91.0;;78.8;2.090681049381339;;0.0355224609375;0.97705078125;0.1494140625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.3;10.8;7.3;7.1;1.266233663180834;4.704664451314166;-0.3746711623867576;11.889999999999999;11.889999999999999;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;1.422707846616064;1
23.0;8.0;60.646049833333336;59.7148385;341.7;85.47817067093119;-4.030248616365764;93.0;;78.8;2.433474739535381;;0.0762939453125;1.0899658203125;0.011962890625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;10.9;9.7;6.8;7.1;1.1036729776816883;4.859582943646565;-0.24434725384359202;11.889999999999999;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;1.3921119789469014;1
26.0;9.0;60.646044333333336;59.7148835;341.5;79.99369964926922;-2.6045903309260314;91.0;;78.8;2.530832850568192;;0.0498046875;1.0777587890625;0.183837890625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;11.5;9.6;7.4;7.3;0.9618039637460649;5.039957037929748;-0.5762545342379548;11.889999999999999;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;1.422707846616064;1
29.0;10.0;60.64603116666667;59.714924833333335;341.4;82.09519377884146;-5.560095638399979;92.0;;78.8;2.6899711577017453;;0.10400390625;1.0855712890625;-0.0753173828125;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;11.5;10.1;8.6;5.6;0.8502993267396073;5.174515181506473;-0.631936437634022;11.889999999999999;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;1.3572704302101155;2.3422696597355293;1
31.0;9.0;60.646016333333336;59.71496616666667;341.4;81.53787499976687;3.022741839237368;89.0;;78.8;2.7954004223219204;;-0.0604248046875;1.0601806640625;0.1431884765625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;10.3;10.1;7.5;5.9;0.994831401193614;4.319878340167121;-0.51469208138866;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;2.421222569614255;1
33.0;11.0;60.646007;59.71499983333333;341.0;84.14522434665275;3.5555389185940207;88.0;;78.4;2.110641911781581;;-0.0601806640625;0.9886474609375;0.0675048828125;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;10.3;9.2;7.8;7.9;0.9507486484457706;3.5768270856975395;-0.7713649931510478;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.994831401193614;3.2712042753027166;1
35.0;0.1;60.6459985;59.71501766666667;340.5;79.87273410693138;0.5614793377988063;95.0;;78.4;1.357354519510959;;-0.01953125;1.08251953125;0.1907958984375;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.6;9.2;7.9;7.9;0.6863687260275058;2.7616739457200796;-0.6999408527492728;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;3.0301681708067263;1
37.0;11.0;60.6459835;59.715054;340.1;81.10692921053925;-2.9760339527376214;92.0;;78.4;2.5921942074069153;;0.0535888671875;1.056396484375;0.06591796875;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.6;10.3;7.9;7.1;0.826501535890599;3.1378347389826646;-0.6148357035603893;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;3.128978002463468;1
40.0;11.0;60.6459685;59.71509733333333;339.9;84.3656828047729;-2.0149501722660084;92.0;;78.4;2.8948499471951843;;0.0325927734375;1.035888671875;0.0389404296875;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;11.2;8.6;7.4;7.1;0.8439152559639375;3.2973386287599626;-0.6866969514004482;11.889999999999999;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;3.128978002463468;1
43.0;11.0;60.64595416666667;59.715133;339.2;83.96635386847743;1.4769527934058342;96.0;;78.4;2.5167830591972837;;-0.0284423828125;1.0760498046875;0.112060546875;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;12.7;8.6;7.4;12.0;0.9896373801031552;3.6993204083065536;-0.625658763408504;11.889999999999999;8.2;7.4;10.73;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;2.99860391902749;1
45.0;11.0;60.645942833333336;59.715165;340.0;85.72526411206005;-4.057976486085336;100.0;;78.4;2.154327585220481;;0.0731201171875;1.026611328125;-0.0035400390625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;12.7;9.7;5.1;10.9;1.0450205284564509;3.269135485005248;-0.7001779585791912;11.889999999999999;8.2;7.4;10.73;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.8366057244962994;6.746775495387385;1
48.0;10.0;60.645927;59.715203333333335;339.4;86.1885894938258;-3.3096336831583897;102.0;;78.4;2.735434901890812;;0.0614013671875;1.1444091796875;0.0059814453125;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.7;9.7;8.3;10.9;1.1175805312173281;3.374063618710255;-0.7931929098569119;8.2;8.2;7.4;10.73;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;6.614485779791552;1
51.0;9.0;60.64590716666667;59.71524316666667;339.7;80.29363438034576;0.3963477110592553;97.0;;78.4;3.098347889285818;;-0.0029296875;0.9476318359375;-0.103759765625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.9;8.6;8.3;6.7;1.5535589058742125;3.2363178584256733;-0.6104945792383121;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;flat;0.0;0.0;1.6;flat;1;0.01;6.95543865503854;1
53.0;9.0;60.64589333333333;59.7152835;339.1;79.60213150683667;-1.2862693427926302;92.0;;78.4;2.6862343729564637;;0.01123046875;0.990234375;0.156494140625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.6;7.7;9.0;9.2;2.0628097447768403;2.9909343855543247;-0.8129761387793404;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.0628097447768403;flat;2;0.01;7.33345162542107;1
56.0;9.0;60.645874166666665;59.7153205;338.8;83.31710308641799;-2.287257088267596;102.0;;78.4;2.9375648660007494;;0.0245361328125;0.9990234375;0.0523681640625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.3;13.0;9.0;9.2;2.464607829349031;3.1148011568863208;-0.8462223153335944;8.2;11.889999999999999;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.464607829349031;up;2;0.01;6.614485779791552;1
60.0;11.0;60.645851;59.71536233333333;338.0;81.09943616189457;-1.850162070375998;99.0;;78.4;3.4441867216492694;;0.03271484375;0.99609375;0.0938720703125;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.3;13.0;8.1;5.3;2.9572313632429137;3.7541352632077447;-0.9809135287694684;8.2;11.889999999999999;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.9572313632429137;up;2;0.01;6.814924742815539;1
63.0;12.0;60.64582683333333;59.71539533333333;338.0;74.41760074452276;-1.9017590934074184;88.0;;78.4;3.237361123019169;;0.0386962890625;1.022216796875;0.27490234375;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.8;8.3;9.4;5.2;2.8916861019561066;3.2868295846545106;-1.01979405553509;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.8916861019561066;up;2;0.01;7.666790335667482;1
66.0;12.0;60.64580316666667;59.715425;339.0;82.46811576769744;-6.449811704254724;88.0;;78.4;3.0922592117846377;;0.1104736328125;0.9599609375;0.052490234375;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;8.6;7.9;8.6;7.9;2.954521433902944;3.9498262070467214;-1.0590177091473039;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.954521433902944;up;2;2.3859787890398207;8.52112970673254;1
69.0;11.0;60.64577916666666;59.7154525;338.9;83.64346057051291;-3.9963317513436394;92.0;;78.0;3.0643305222254194;;0.073486328125;1.0391845703125;0.089599609375;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.7;7.9;6.6;7.9;3.2467336810412957;3.367192534781931;-1.1616257298956656;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;11.0;3.2467336810412957;up;2;0.01;8.15064580643982;1
72.0;11.0;60.645753166666665;59.7154755;338.4;81.94862429140497;-0.8394668859467411;90.0;;78.0;3.1547790405813747;;0.0137939453125;0.9595947265625;-0.114990234375;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.7;9.4;7.4;9.6;3.763351240130869;4.053172406047008;-1.1358869048026503;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;1;0;up;0.0;0.0;3.763351240130869;up;2;0.01;8.33177126880515;1
76.0;11.0;60.645727666666666;59.715499666666666;338.2;82.03097098496495;-5.757535382385315;96.0;;78.4;3.130079550114733;;0.0872802734375;0.9764404296875;0.0626220703125;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;10.4;9.4;10.3;9.6;3.827826767067119;4.732141812286407;-1.1542943105756707;8.2;8.2;10.73;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;1;0;up;0.0;0.0;3.827826767067119;up;2;0.01;7.811035564504828;1
79.0;12.0;60.64570033333333;59.715524333333335;340.1;85.20403626307632;-0.5158568567455654;95.0;;78.4;3.327229934659672;;0.00732421875;1.0357666015625;0.0;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;11.1;12.0;10.3;6.6;3.866643440280894;4.641007462617165;-1.3240533324119839;11.889999999999999;11.889999999999999;10.73;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;1;0;up;0.0;0.0;3.866643440280894;up;2;0.01;7.893256991499616;1
82.0;12.0;60.64567016666667;59.71553983333333;340.4;73.65506853315875;-6.267249328898066;91.0;;78.4;3.4630807953717557;;0.12646484375;1.0670166015625;0.249755859375;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;11.1;7.0;8.5;8.2;3.8884836843083654;5.17161103749854;-1.2158480652939812;11.889999999999999;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;1;0;up;0.0;0.0;3.8884836843083654;up;2;0.01;8.240213342774325;1
86.0;12.0;60.64564283333333;59.7155605;339.6;78.9952848672721;-5.956823138935237;89.0;;78.4;3.2450670644882975;;0.1126708984375;1.0611572265625;0.05517578125;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;8.5;7.7;9.4;8.2;4.483077817074622;4.375671560935368;-1.1099243128505716;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.483077817074622;up;2;0.01;8.425386676319816;1
89.0;11.0;60.645617;59.71558666666667;338.7;82.1801806815901;-2.9531146882820973;98.0;;78.4;3.210800726457315;;0.05517578125;1.0546875;0.1329345703125;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.2;7.7;9.4;6.0;4.787079399694236;4.6040036298997595;-1.170200775688675;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.787079399694236;up;2;0.01;7.6516266754333015;1
92.0;11.0;60.645588833333335;59.715611;338.2;82.89532269816058;-4.49461765030571;98.0;;78.4;3.4051405170008424;;0.075439453125;0.9649658203125;0.0899658203125;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.2;7.9;7.9;6.0;4.578265670378113;4.510971166325149;-1.2368693552541665;8.2;8.2;7.4;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.578265670378113;up;2;0.01;7.6516266754333015;1
96.0;13.0;60.64555633333333;59.715634;338.8;79.97989146444132;-5.743830305144604;89.0;;78.4;3.829474944182476;;0.1102294921875;1.1448974609375;-0.0374755859375;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.9;7.9;10.4;5.1;4.649445927201753;5.16026285664365;-1.2357370447215628;8.2;8.2;10.73;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.649445927201753;up;2;0.01;8.425386676319816;1
100.0;14.0;60.64552066666667;59.715659333333335;340.1;81.44054331434342;-2.54178839217607;92.0;;78.4;4.204257453282417;;0.040771484375;1.051513671875;0.1361083984375;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;10.1;7.4;10.4;6.8;4.485075184506994;4.753612842629538;-1.3499493884700557;8.2;8.2;10.73;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.485075184506994;up;2;0.01;8.15064580643982;1
105.0;16.0;60.645481;59.7156775;340.4;76.42683051592023;-7.250455836782645;96.0;;78.4;4.52566590969371;;0.1153564453125;0.8682861328125;0.1695556640625;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;12.6;6.0;7.3;7.5;4.184461280369396;5.155554837766542;-1.409468006547006;11.889999999999999;8.2;10.73;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.184461280369396;up;2;0.01;7.811035564504828;1
109.0;16.0;60.64543983333333;59.715691166666666;341.0;81.58462538671083;1.6027143486324027;92.0;;78.4;4.643020501695637;;-0.0328369140625;1.14208984375;0.1536865234375;Груженный движется вперед;32;75131;130;;;;;744.0;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;10.0;8.8;4.8;7.5;4.01900190512857;5.57917294093184;-1.5684281516270975;8.2;8.2;10.73;7.4;point_30%;8.2;7.4;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.01900190512857;up;2;0.01;8.15064580643982;1
