len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
598.0;17.0;60.641950666666666;59.710937666666666;349.5;80.72788408020855;5.034747482834644;98.0;;78.4;9.188015605948555;;-0.091796875;1.0062255859375;0.13623046875;Груженный движется вперед;32;75131;130;;;;;743.3333333333333;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.42753623188406;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;8.6;10.4;3.8;9.4;-2.47377643328393;0.9221124997744458;-1.5088167825491938;8.2;11.889999999999999;7.4;7.4;point_30%;8.2;7.4;6;0;0;0;-;0.0;0;0;down;0.0;0.0;-2.47377643328393;down;7;0.01;22.662605757492358;1
602.0;17.0;60.64191116666667;59.71094266666667;349.6;79.90861300868201;1.4235695064785947;91.0;;78.4;4.405653702990094;;-0.02392578125;0.9493408203125;-0.1497802734375;Груженный движется вперед;32;75131;130;;;;;743.1929824561403;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.456521739130434;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;8.3;11.4;3.8;9.2;-2.2226834701557405;1.7311669089780173;-1.428938722116479;8.2;11.889999999999999;7.4;7.4;point_30%;8.2;7.4;6;0;0;0;-;0.0;0;0;down;0.0;0.0;-2.2226834701557405;down;7;0.01;24.405883123453307;1
607.0;15.0;60.64187283333333;59.710953833333335;349.0;84.19621005039369;3.951849223592746;90.0;;78.4;4.31061921205208;;-0.0765380859375;1.0511474609375;0.066650390625;Груженный движется вперед;32;75131;130;;;;;743.0526315789473;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.485507246376812;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;8.2;11.5;6.2;9.2;-1.6409118153231632;2.79793295105501;-1.286401029874496;8.2;11.889999999999999;7.4;7.4;point_30%;8.2;7.4;6;0;0;0;-;0.0;0;0;down;0.0;0.0;-1.6409118153231632;down;7;0.01;24.67705960260279;1
611.0;15.0;60.641837333333335;59.710975;349.0;81.33857106131525;0.4704272436326848;92.0;;78.4;4.117294209852298;;-0.0086669921875;1.001953125;0.1612548828125;Груженный движется вперед;32;75131;130;;;;;742.9122807017543;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.514492753623188;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.4;11.5;7.3;8.5;-0.8610611831189708;3.3590450056974737;-1.1195710390651832;8.2;11.889999999999999;7.4;7.4;point_30%;8.2;7.4;6;0;0;0;-;0.0;1;0;down;0.0;0.0;-0.8610611831189708;down;7;0.01;24.140601785154903;1
614.0;15.0;60.64180866666667;59.71100333333333;348.5;87.19035527170627;0.981202712130184;92.0;;78.4;3.5461325441111167;;-0.0216064453125;1.0377197265625;0.0184326171875;Груженный движется вперед;32;75131;130;;;;;742.7719298245613;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.543478260869566;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.4;8.6;7.3;11.6;0.5264051075825866;3.1029763830808568;-0.9758739253814013;8.2;8.2;7.4;10.73;point_30%;8.2;7.4;6;0;0;0;-;0.0;1;0;down;0.0;5.0;0.5264051075825866;down;7;0.01;24.140601785154903;1
618.0;14.0;60.641785;59.711036;347.9;81.04524836737977;-2.396977843126269;93.0;;78.0;3.1811530162822526;;0.0408935546875;1.0003662109375;0.0760498046875;Груженный движется вперед;32;75131;130;;;;;742.6315789473683;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.57246376811594;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.3;8.9;5.3;11.6;2.103357834886194;3.3127622782914865;-0.7628243323914958;8.2;8.2;7.4;10.73;point_30%;8.2;7.4;6;0;0;0;-;0.0;1;0;up;0.0;0.0;2.103357834886194;down;8;0.01;23.881025421873666;1
621.0;13.0;60.64176633333334;59.71107583333333;346.8;83.51095843125074;-4.599773968591686;96.0;;78.0;3.007382039150623;;0.0899658203125;1.107421875;0.0789794921875;Груженный движется вперед;32;75131;130;;;;;742.4912280701753;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.60144927536232;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.2;8.9;5.3;9.0;3.103791932062702;3.852792457523195;-0.7083551971792077;8.2;8.2;7.4;10.73;point_30%;8.2;7.4;6;0;0;0;-;0.0;1;0;up;0.0;0.0;3.103791932062702;up;8;0.01;23.134743377440113;1
623.0;12.0;60.641752333333336;59.71110916666667;346.1;82.39849817499248;-2.0319690277975315;93.0;;78.0;2.3955325133838206;;0.0380859375;1.00927734375;0.1212158203125;Груженный движется вперед;32;75131;130;;;;;742.3508771929824;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.630434782608695;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;9.2;7.4;4.4;9.2;4.137835434878915;4.427998451759372;-0.6220976593418497;8.2;8.2;7.4;10.73;point_30%;8.2;7.4;6;0;0;0;-;0.0;0;0;up;0.0;0.0;4.137835434878915;up;8;0.01;23.881025421873666;1
626.0;11.0;60.64173733333333;59.71115183333333;346.3;81.21974407273454;-5.330824549344081;92.0;;78.0;2.8654574425689834;;0.091796875;0.9898681640625;0.1190185546875;Груженный движется вперед;32;75131;130;;;;;742.2105263157894;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.65942028985507;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;8.8;7.7;4.4;10.8;5.1504531291854345;4.725108885961466;-0.5403534288018821;8.2;8.2;7.4;10.73;point_30%;8.2;7.4;6;0;0;0;-;0.0;0;0;up;0.0;0.0;5.1504531291854345;up;8;0.01;24.140601785154903;1
629.0;11.0;60.641723166666665;59.7112;346.1;80.38878579639972;-5.140000918458949;96.0;;78.4;3.065575428821702;;0.095947265625;1.0220947265625;0.140625;Груженный движется вперед;32;75131;130;;;;;742.0701754385964;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.68840579710145;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;8.8;6.3;6.6;10.8;6.114734828423636;3.9504037406614625;-0.661045857290727;8.2;8.2;7.4;10.73;point_30%;8.2;7.4;6;12;1;0;[60.64175338135063, 59.711282308362236];5.611824709678346;0;0;up;0.0;0.0;6.114734828423636;up;8;0.01;23.134743377440113;1
632.0;12.0;60.64170683333333;59.71124283333333;346.9;77.13016494322025;-11.755300763357022;97.0;;78.4;2.9615927836999942;;0.21435546875;1.028564453125;-0.087890625;Груженный движется вперед;32;75131;130;;;;;741.9298245614036;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.717391304347828;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2'];670;;;7.0;7.8;6.6;8.3;6.97586073752986;3.4439849651128993;-0.09575787564586191;8.2;8.2;7.4;7.4;-;8.2;7.4;0;12;1;0;-;0.0;0;0;up;0.0;0.0;6.97586073752986;up;8;0.01;22.89624086839434;1
635.0;12.0;60.641704;59.711303;348.1;80.36905339557062;-8.373046643949166;92.0;;78.4;3.29885770307995;;0.1630859375;1.0992431640625;0.0406494140625;Груженный движется вперед;32;75131;130;;;;;741.7894736842106;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.746376811594203;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.7;7.8;6.8;8.6;7.809747503090489;2.6273796890571313;-0.10722230739948335;8.2;8.2;7.4;7.4;-;8.2;7.4;0;12;1;0;-;0.0;0;0;up;0.0;0.0;7.809747503090489;up;8;0.01;24.140601785154903;1
639.0;13.0;60.641700666666665;59.71136616666666;349.7;79.87553857696291;-8.572647683876053;95.0;;78.4;3.4673900307098475;;0.149169921875;1.005615234375;0.0489501953125;Груженный движется вперед;32;75131;130;;;;;741.6491228070176;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.77536231884058;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.8;7.3;6.8;9.3;8.163300399145205;2.2214095317207674;-0.06051050188083251;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.163300399145205;up;8;0.01;23.378266991939483;1
642.0;14.0;60.64169866666667;59.7114335;350.6;80.81342773520244;-8.522443836434574;102.0;;78.4;3.6816219875007583;;0.15185546875;1.01171875;0.0059814453125;Груженный движется вперед;32;75131;130;;;;;741.5087719298247;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.804347826086957;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.8;6.4;6.8;9.3;7.909293082679419;2.203996412012205;0.013750445128795086;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.909293082679419;up;8;2.182725705572941;21.15167189534169;1
646.0;13.0;60.64169916666667;59.71150766666667;351.7;83.09577351027012;-6.261490909583255;98.0;;78.4;4.048212650303648;;0.1083984375;1.0146484375;0.028076171875;Груженный движется вперед;32;75131;130;;;;;741.3684210526317;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.833333333333332;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.6;6.4;4.9;7.0;8.060746364101876;1.3849067286064896;-0.06966560481884576;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.060746364101876;up;8;0.01;22.01500544209033;1
650.0;14.0;60.641697;59.711571;352.9;81.5123283409761;-6.73242890236248;90.0;;78.4;3.4649790060762093;;0.1162109375;0.9794921875;0.0755615234375;Груженный движется вперед;32;75131;130;;;;;741.2280701754387;20.0;740.0;15.0;760.0;33.0;740.0;30.0;708.0;25.86231884057971;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.6;6.8;7.3;7.8;7.592786630191027;2.877967162001182;-0.042357414245502545;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.592786630191027;up;8;0.01;23.97189481472058;1
653.0;14.0;60.64169566666666;59.71163516666667;353.6;81.06745307426394;-4.856568739254759;94.0;;78.4;3.505199462208368;;0.0906982421875;1.065185546875;0.1114501953125;Груженный движется вперед;32;75131;130;;;;;741.0877192982457;20.0;740.0;15.0;760.070588235294;33.0;740.0;30.0;708.0;25.891304347826086;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.6;6.8;7.3;7.8;7.656522421422633;3.458748509545695;-0.07710744820114623;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.656522421422633;up;8;0.01;22.95181418430694;1
657.0;14.0;60.64169316666667;59.71170116666666;354.2;80.3560693617662;-6.87827490863995;96.0;;78.4;3.6128493955316228;;0.1273193359375;1.046875;0.0499267578125;Груженный движется вперед;32;75131;130;;;;;740.9473684210527;20.0;740.0;15.0;760.164705882353;33.0;740.0;30.0;708.0;25.920289855072465;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.6;6.7;6.8;7.8;7.714765370564249;3.3730549154590843;0.033901690065224255;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.714765370564249;up;8;0.01;22.473651388800544;1
661.0;14.0;60.64169433333333;59.71177133333333;354.9;80.35729697470433;-9.13646530119659;93.0;;78.8;3.8317223290626146;;0.1722412109375;1.064208984375;0.0478515625;Груженный движется вперед;32;75131;130;;;;;740.8070175438597;20.0;740.0;15.0;760.2588235294118;33.0;740.0;30.0;708.0;25.94927536231884;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2'];670;;;6.4;6.6;7.7;7.0;7.642879308479155;3.9571125433617804;0.08625676854913755;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.642879308479155;up;8;0.01;23.198607885213466;1
665.0;13.0;60.64169716666667;59.711838166666666;355.9;80.83562376685995;-9.016455826678635;95.0;;78.8;3.661206972424623;;0.1705322265625;1.0771484375;0.0260009765625;Груженный движется вперед;32;75131;130;;;;;740.6666666666667;20.0;740.0;15.0;760.3529411764706;33.0;740.0;30.0;708.0;25.97826086956522;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2'];670;;;6.4;6.7;7.7;7.4;7.445742945124506;4.093080651795042;0.1866625489177316;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.445742945124506;up;8;0.01;22.710216140261604;1
669.0;14.0;60.64170383333333;59.71191016666667;357.8;80.83659656000114;-7.06602773697526;97.0;;78.8;3.9990452947006108;;0.1336669921875;1.0672607421875;0.107666015625;Груженный движется вперед;32;75131;130;;;;;740.5263157894738;20.0;740.0;15.0;760.4470588235295;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.4;6.7;6.7;7.4;7.0889295495448525;5.220249526074784;0.223348584669256;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.0889295495448525;up;8;0.01;22.241964261080952;1
673.0;13.0;60.641712166666665;59.711985;359.4;79.54608890580668;-7.341000555599539;95.0;;78.8;4.188244169281655;;0.1318359375;1.0137939453125;0.126708984375;Груженный движется вперед;32;75131;130;;;;;740.3859649122808;20.0;740.0;15.0;760.5411764705882;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.4;6.7;7.8;6.7;7.122380358076159;5.7940517357103944;0.2047517697026835;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.122380358076159;up;8;0.01;22.710216140261604;1
677.0;13.0;60.64171966666667;59.71205866666666;360.7;78.45117966935108;-8.807670472590427;94.0;;78.8;4.106313436069585;;0.154052734375;0.9853515625;0.1280517578125;Груженный движется вперед;32;75131;130;;;;;740.2456140350878;20.0;740.0;15.0;760.635294117647;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;6.4;7.0;8.9;5.7;7.620539772837754;5.57067750948338;0.301427581819268;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.620539772837754;up;8;0.01;22.95181418430694;1
681.0;14.0;60.64173066666667;59.71213083333333;363.6;79.52612114955477;-6.09478689396651;96.0;;78.8;4.1246359712831095;;0.1138916015625;1.054931640625;0.15966796875;Груженный движется вперед;32;75131;130;;;;;740.1052631578948;20.0;740.0;15.0;760.7294117647059;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.3;6.3;8.9;5.5;7.851144978420799;5.295603463266905;0.16003499238524066;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.851144978420799;up;8;0.01;22.473651388800544;1
685.0;14.0;60.64173616666667;59.712200333333335;364.4;78.18522032437502;-9.565172633364254;95.0;;78.8;3.8422277853808184;;0.1685791015625;0.9903564453125;0.118408203125;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;760.8235294117646;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.3;6.3;8.8;5.7;8.150193460757517;5.6403008090587825;0.05299263318445502;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.150193460757517;up;8;0.01;22.710216140261604;1
689.0;14.0;60.641738;59.712270833333335;365.4;80.82573942152592;-8.378804608634884;95.0;;79.2;3.853116809175026;;0.1494140625;1.01171875;0.0205078125;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;760.9176470588236;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.4;5.9;8.3;6.6;8.421951147334967;5.606479161126297;0.05375364726482945;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.421951147334967;up;8;0.01;22.710216140261604;1
692.0;14.0;60.64173983333333;59.71234033333333;366.1;75.48424970520092;-7.423073809582709;95.0;;79.2;3.798616888443185;;0.1309814453125;0.982421875;0.0673828125;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.0117647058823;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.4;6.3;7.9;6.6;8.880551242204525;4.778868365387683;0.12927819965493903;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.880551242204525;up;8;0.01;22.710216140261604;1
697.0;14.0;60.64174466666667;59.71241616666666;366.9;79.68972245582677;-9.897924138839691;96.0;;79.2;4.173614532182112;;0.17578125;1.016845703125;-0.0367431640625;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.1058823529412;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.8;7.3;7.1;6.6;8.945107072947161;4.681558266515006;0.18610169091404827;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.945107072947161;up;8;0.01;22.473651388800544;1
701.0;16.0;60.64175166666666;59.712492;369.0;77.13761297960878;-4.675545028635115;94.0;;79.2;4.211505739468883;;0.0787353515625;0.936279296875;0.188720703125;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.2;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.8;7.3;7.8;6.6;8.972657288364934;4.589234041687136;0.2193104098669445;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.972657288364934;up;8;0.01;22.95181418430694;1
705.0;16.0;60.6417605;59.71257283333333;370.8;78.60952401377577;-8.095005760903069;91.0;;79.2;4.519934228643049;;0.1500244140625;1.04736328125;0.1461181640625;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.2941176470588;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.8;7.0;7.8;7.7;8.798128139965447;4.570252685826998;0.20082718351024198;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.798128139965447;up;8;0.01;23.7084673991742;1
710.0;17.0;60.641769;59.712658;372.4;76.62031419937796;-12.35817465388775;94.0;;79.2;4.743507644172795;;0.20166015625;0.9266357421875;0.0821533203125;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.3882352941176;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.8;7.0;7.7;7.7;8.811940366663974;4.445160028521909;0.14152710903997456;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.811940366663974;up;8;0.01;22.95181418430694;1
715.0;18.0;60.641775333333335;59.71274866666667;374.2;77.81586429616587;-10.525228155226966;94.0;;79.2;4.998321209565004;;0.1907958984375;1.058837890625;0.111083984375;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.4823529411765;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.8;7.4;7.7;6.8;8.672930579838937;4.521342960110828;0.11754421785603064;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.672930579838937;up;8;0.01;22.95181418430694;1
720.0;19.0;60.641780833333335;59.71284366666666;374.8;76.33149958306223;-10.133496759286672;93.0;;79.2;5.220873660274413;;0.1849365234375;0.99560546875;-0.0594482421875;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.5764705882352;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.4;7.4;8.5;7.1;8.303127845216695;5.135065494830809;0.12364944344239448;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.303127845216695;up;8;0.01;23.198607885213466;1
725.0;19.0;60.6417865;59.71293666666666;375.9;78.4634971073445;-7.940495199407753;95.0;;79.2;5.114742443934217;;0.1414794921875;1.017578125;0.14404296875;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.6705882352942;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.3;7.3;8.1;7.1;7.944184528007239;5.946470252573922;0.0904069570438859;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.944184528007239;up;8;0.01;22.710216140261604;1
731.0;19.0;60.64179083333333;59.71303416666667;376.4;78.555337423606;-5.454030441127892;96.0;;79.2;5.343110272814866;;0.0953369140625;0.9913330078125;0.148681640625;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.7647058823529;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.3;7.4;8.1;6.2;7.622426532531333;6.541874998016583;0.08377130702694369;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.622426532531333;up;8;0.01;22.473651388800544;1
736.0;19.0;60.641794833333336;59.71313133333334;377.5;77.68163156930062;-11.107915337323176;95.0;;79.2;5.3217584576362125;;0.2010498046875;1.016845703125;0.0242919921875;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.8588235294118;33.0;740.0;30.0;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;8.1;7.4;8.5;6.2;7.332503160171854;6.99220206982419;0.1618991512452681;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.332503160171854;up;8;0.01;22.710216140261604;1
741.0;19.0;60.641802;59.71322083333333;380.1;81.37055797630802;-2.0598485239415245;95.0;;79.6;4.94939262918373;;0.038330078125;1.0390625;0.1524658203125;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;761.9529411764706;33.0;740.059405940594;30.01485148514851;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;8.1;6.8;8.5;6.8;6.720986469048379;7.062810505773644;0.20513117037840112;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.720986469048379;up;8;0.01;22.710216140261604;1
746.0;19.0;60.64181133333334;59.71331233333333;382.2;78.41621521727207;-6.227974163795828;96.0;;79.6;5.100763473174388;;0.112548828125;1.025390625;0.17578125;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;762.0470588235294;33.0;740.1386138613861;30.034653465346537;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.7;6.6;7.3;6.8;6.766527100516836;6.790286180493499;0.12878877878190464;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.766527100516836;up;8;7.775741903857586;27.601103695411627;1
751.0;18.0;60.641817333333336;59.71340683333333;383.1;75.82811975505348;-3.5045874515295194;94.0;;79.6;5.200623802399739;;0.067138671875;1.0521240234375;0.258544921875;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;762.1411764705882;33.0;740.2178217821781;30.054455445544555;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.4;6.6;7.5;6.6;6.545524926912878;6.62266345873588;0.18659719241017436;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.545524926912878;up;8;0.01;28.188361220845913;1
756.0;18.0;60.641825833333336;59.713498666666666;385.6;79.95572295841475;-8.3790932616869;93.0;;79.6;5.100551906545549;;0.15576171875;1.0499267578125;0.0654296875;Груженный движется вперед;32;75131;130;;;;;740.0;20.0;740.0;15.0;762.2352941176471;33.0;740.2970297029703;30.074257425742573;708.0;26.0;748.0;29.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1'];670;;;7.3;6.7;7.5;6.3;6.514171012965457;6.452577157564023;0.07086050787752085;8.2;8.2;7.4;7.4;-;8.2;7.4;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.514171012965457;up;8;0.01;28.491461879134583;1
