len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;7.0;60.646383166666666;59.715441166666665;325.5;81.56202945335514;1.5338532681483834;113.0;;94.8;0.0;102.4;-0.028076171875;1.027587890625;0.1502685546875;Груженный стоит;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;18.0;696.0;31.0;692.0;29.0;684.0;29.0;696.0;31.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2'];742;0.0;0.028444444444444446;7.5;5.6;6.7;8.9;5.431469382122808;2.539409057905282;-1.9457648178178713;6.1;6.1;7.1;7.1;-;6.1;7.1;0;0;0;0;-;0.0;0;0;up;0;0;2.539409057905282;up;0;0.01;1;0.0;1
3.0;7.0;60.64636033333333;59.715422833333335;325.3;86.42183054479975;-2.4062173041018378;113.0;;94.8;2.7316341711931926;102.4;0.0465087890625;1.065185546875;0.0440673828125;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;18.0;696.0;31.0;692.0;29.0;684.0;29.0;696.0;31.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];742;0.020825954473998806;0.08533333333333334;7.5;7.4;6.7;6.3;5.452970646531802;2.5166113243686046;-1.8097028301696292;6.1;6.1;7.1;7.1;-;6.1;7.1;0;0;0;0;-;0.0;0;0;up;0;0;2.5166113243686046;up;0;0.01;1;0.0;1
6.0;8.0;60.64633383333333;59.715409666666666;325.05;80.35721555822323;-2.504851295970187;113.0;;94.8;3.0362541364996547;102.4;0.0457763671875;1.073974609375;0.1729736328125;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;18.0;696.0;31.0;692.0;29.0;684.0;29.0;696.0;31.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];742;0.009368268651331215;0.11377777777777778;5.1;6.7;9.4;7.7;5.474471910940795;2.493813590831927;-1.7005890386995381;6.1;6.1;10.295;7.1;point_30%;6.1;7.1;1;0;0;0;-;0.0;0;0;up;0;0;2.493813590831927;up;0;2.5280101911369433;1;0.0;1
9.0;7.0;60.64630566666666;59.71540216666666;325.1;84.67430905651597;-0.7382320956860255;113.0;;94.8;3.1621497108955867;102.4;0.0120849609375;0.9658203125;0.0870361328125;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;18.0;696.0;31.0;692.0;29.0;684.0;29.0;696.0;31.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];742;0.008995287081581088;0.14222222222222222;8.5;5.9;5.5;9.7;5.495973175349789;2.47101585729525;-1.6830681500654228;8.844999999999999;6.1;7.1;10.295;point_30%;6.1;7.1;1;0;0;0;-;0.0;0;0;up;0;0;2.47101585729525;up;0;0.01;1;0.0;1
11.0;6.0;60.646289;59.71539833333333;325.1;84.10530408587316;-1.7200550942423725;113.0;;94.8;1.8671113341472614;102.4;0.031982421875;1.0567626953125;0.1002197265625;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;18.0;696.0;31.0;692.0;29.0;684.0;29.0;696.0;31.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];742;0.01523446616397702;0.17066666666666666;8.5;4.8;3.9;9.7;5.517474439758783;2.4482181237585725;-1.5965906064070898;8.844999999999999;6.1;7.1;10.295;point_30%;6.1;7.1;1;0;0;0;-;0.0;0;0;up;0;0;2.4482181237585725;up;0;0.01;1;0.0;1
13.0;7.0;60.64627;59.715397333333335;325.7;82.7591438462859;-2.4490071450451767;113.0;;94.8;2.1158099716209384;102.4;0.0460205078125;1.068115234375;0.025634765625;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;18.0;696.0;31.0;692.0;29.0;684.0;29.0;696.0;31.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];742;0.013443761408616927;0.1991111111111111;8.3;7.0;7.6;9.2;5.538975704167777;2.425420390221895;-1.384111209811831;8.844999999999999;6.1;7.1;7.1;point_30%;6.1;7.1;1;0;0;0;-;0.0;0;0;up;0;0;2.425420390221895;up;0;0.01;1;0.0;1
15.0;7.0;60.64625183333333;59.71540433333333;325.7;82.96923411076463;-3.4224717923595493;113.0;;94.8;2.05809799808103;102.4;0.0635986328125;1.05712890625;0.0994873046875;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;18.0;696.0;31.0;692.0;29.0;684.0;29.0;696.0;31.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];742;0.013820743458749797;0.22755555555555554;6.4;7.8;7.6;7.0;5.56047696857677;2.402622656685218;-1.4500042567079725;6.1;6.1;7.1;7.1;-;6.1;7.1;0;0;0;0;-;0.0;0;0;up;0;0;2.402622656685218;up;0;0.01;1;0.0;1
17.0;7.0;60.64623433333333;59.71540866666667;326.1;83.82323765956755;-1.7627021887378351;113.0;;94.8;1.962423256852171;102.4;0.0313720703125;1.024658203125;0.098388671875;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;18.0;696.0;31.0;692.0;29.0;684.0;29.0;696.0;31.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];742;0.028989102473307226;0.28444444444444444;6.4;7.1;5.6;7.0;5.581978232985764;2.3798249231485404;-1.2531149671626882;6.1;6.1;7.1;7.1;-;6.1;7.1;0;0;0;0;-;0.0;0;0;up;0;0;2.3798249231485404;up;0;0.01;1;0.0;1
22.0;8.0;60.646193833333335;59.71543583333333;326.7;82.24075466737092;-1.3941361514140844;113.0;;94.8;4.745994374144902;102.4;0.0234375;1.03076171875;0.130615234375;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;18.0;696.0;31.0;692.0;29.0;684.0674157303371;29.0;696.0;31.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];742;0.011986716461108049;0.3413333333333333;6.2;7.9;7.1;7.7;5.603479497394758;2.357027189611863;-1.273097376123102;6.1;6.1;7.1;7.1;-;6.1;7.1;0;0;0;0;-;0.0;0;0;up;0;0;2.357027189611863;up;0;0.01;1;0.0;1
24.0;10.0;60.64617066666667;59.71545033333334;326.7;83.84529365233223;-2.4641876825271187;113.0;;94.8;2.697601927676157;102.4;0.0458984375;1.063232421875;0.1171875;Груженный движется вперед;32;75131;130;;-125.0;;3.2;684.0;21.0;688.0;18.0;696.0;31.0;692.0;29.0;684.1573033707865;29.0;696.0;31.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route2', '/home/pi/adviser/route9'];742;0.010544344646486759;0.36977777777777776;6.2;7.4;6.1;6.7;5.6249807618037515;2.3342294560751857;-1.3646156636690963;6.1;6.1;7.1;7.1;-;6.1;7.1;0;0;0;0;-;0.0;0;0;up;0;0;2.3342294560751857;up;0;0.01;1;0.0;1
