len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;5.0;60.645339666666665;59.71835266666667;326.1;83.42286593805923;-1.975110123715193;112.0;;67.6;0.0;;0.0340576171875;1.0020751953125;0.10693359375;Груженный стоит;32;75131;130;;;;;700.0;18.0;696.0;14.0;712.0;28.0;740.0;25.0;704.0;24.0;716.0;26.0;/home/pi/adviser/route5;['/home/pi/adviser/route5'];721;0.0;;7.7;8.7;6.7;7.3;5.279721887866576;0.755680460864507;2.728745067524529;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;0
2.0;6.0;60.6453455;59.7183255;326.8;78.58892705389621;-0.9030172380245818;112.0;;67.6;1.6185039371806178;;0.0146484375;1.0382080078125;0.1802978515625;Груженный движется вперед;32;75131;130;;;;;700.0;18.0;696.0;14.0;712.0;28.0;740.0;25.0;704.0;24.0;716.0;26.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];721;;;7.7;8.7;9.3;7.0;5.287008995959466;0.7961819712733014;2.818869615536002;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;0
3.0;7.0;60.6453505;59.718295;326.6;72.38435904755663;3.197082896115164;112.0;;67.6;1.7550273447736933;;-0.0631103515625;1.0635986328125;-0.285888671875;Груженный движется вперед;32;75131;130;;;;;700.0;18.0;696.0;14.0;712.0;28.0;740.0;25.0;704.0;24.0;716.0;26.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];721;;;7.7;8.5;9.3;5.7;5.294296104052356;0.8366834816820958;2.553606689174851;7.0;7.0;7.2;7.2;-;7.0;7.2;0;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;0
5.0;8.0;60.64535883333333;59.7182695;326.9;79.73483066276702;1.0244641491432718;112.0;;67.6;1.6724377635488483;;-0.0098876953125;0.816650390625;0.1348876953125;Груженный движется вперед;32;75131;130;;;;;700.0;18.0;696.0;14.0;712.0;28.0;740.0;25.0;704.0;24.0;716.0;26.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];721;;;4.9;7.7;11.0;5.7;5.301583212145246;0.8771849920908902;2.771753105905338;7.0;7.0;10.44;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;0
7.0;8.0;60.64536583333334;59.718232666666665;326.5;81.10756907883393;-1.804985078387368;112.0;;67.6;2.1558059495720445;;0.0340576171875;1.055908203125;0.1639404296875;Груженный движется вперед;32;75131;130;;;;;700.0;18.0;696.0;14.0;712.0;28.0;740.0;25.0;704.0;24.0;716.0;26.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];721;;;8.4;9.4;11.0;6.0;5.308870320238136;0.9176865024996845;2.7355452242057803;7.0;10.15;10.44;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;0
9.0;8.0;60.64537366666666;59.7181955;327.0;82.34866866243581;-3.765766749958054;112.0;;67.6;2.2077454039166216;;0.0693359375;1.04638671875;0.119140625;Груженный движется вперед;32;75131;130;;;;;700.0;18.0;696.0;14.0;712.0;28.0;740.0;25.0;704.0;24.0;716.0;26.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];721;;;8.4;10.4;8.9;6.0;5.316157428331026;0.958188012908479;2.5924119851802345;7.0;10.15;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.8366834816820958;1;0.0;0
11.0;7.0;60.64538316666667;59.718163833333335;327.1;77.33440592977685;3.760668430877111;112.0;;67.6;2.0260089621872672;;-0.066162109375;0.98291015625;0.20654296875;Груженный движется вперед;32;75131;130;;;;;700.0;18.0;696.0;14.0;712.0;28.0;740.0;25.0;704.0;24.0;716.0;26.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];721;;;8.8;8.8;8.9;7.1;5.323444536423916;0.9986895233172733;3.0125007097987666;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;0
13.0;7.0;60.6453855;59.71812716666667;327.2;78.2662383339026;1.1311408118103854;112.0;;67.6;2.0177346299618666;;-0.0238037109375;1.0491943359375;0.1842041015625;Груженный движется вперед;32;75131;130;;;;;700.0;18.0;696.0;14.0;712.0;28.0;740.0;25.0;704.0;24.0;716.0;26.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];721;;;7.9;7.7;6.6;7.1;5.330731644516807;1.0391910337260677;2.908091599086874;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;0
16.0;8.0;60.64538983333333;59.71809;327.1;79.38840621339912;-1.036817770054351;112.0;;67.6;2.084807766678297;;0.017333984375;1.0382080078125;-0.1944580078125;Груженный движется вперед;32;75131;130;;;;;700.0;18.0;696.0;14.0;712.0;28.0;740.0;25.0;704.0;24.0;716.0;26.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];721;;;7.5;7.7;8.1;6.3;5.338018752609697;1.0796925441348622;3.0475878539574053;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;0
18.0;9.0;60.64539166666667;59.71805033333333;327.0;82.18551079748615;1.403811000115836;112.0;;67.6;2.174258551902824;;-0.0252685546875;0.9234619140625;0.11962890625;Груженный движется вперед;32;75131;130;;;;;700.0;18.0;696.0;14.0;712.0;28.0;740.0;25.0;704.0;24.0;716.0;26.0;/home/pi/adviser/route5;['/home/pi/adviser/route5', '/home/pi/adviser/route1'];721;;;7.5;8.4;8.0;8.1;5.345305860702587;1.1201940545436564;3.069233949544098;7.0;7.0;7.2;7.2;point_30%;7.0;7.2;1;0.0;0;0;-;0.0;0;0;flat;0.0;0;1.6;flat;0;0.01;1;0.0;0
