len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
1.0;0.0727272727272732;60.64626766666667;59.715745;337.4;84.52557318843435;-3.608491700074525;104.0;;91.2;0.6575126159000452;;0.0665283203125;1.0540771484375;0.0750732421875;Груженный стоит;32;75131;130;;;;;732.0;27.0;740.0;24.0;736.1261261261261;36.0;732.0;33.0;712.0;33.0;740.0;35.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];695;;;6.9;7.0;8.6;4.7;5.026462627417039;3.3003361265937587;-0.4716121947199565;8.4;8.4;8.1;8.1;-;8.4;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.3003361265937587;up;0;0.01;0.0;1
2.0;0.9181818181818185;60.6462655;59.71575366666666;337.4;83.86105145942051;-3.571765890510004;103.0;;91.2;0.5308915502079214;;0.065185546875;1.04052734375;0.0909423828125;Груженный стоит;32;75131;130;;;;;732.0;27.0;740.0;24.0;736.1981981981983;36.0;732.0;33.0;712.0;33.0;740.0;35.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];695;;;6.9;7.8;9.5;4.7;5.039800157545102;3.3007097070739926;-0.6530280534641357;8.4;8.4;8.1;8.1;-;8.4;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.3007097070739926;up;0;0.01;0.0;1
3.0;1.7636363636363641;60.646259;59.715771;337.4;82.29200966178023;-5.2762477844666975;104.0;;91.6;1.1909080166759882;;0.094970703125;1.025390625;0.0970458984375;Груженный стоит;32;75131;130;;;;;732.0;27.0;740.0;24.0;736.2702702702702;36.0;732.0;33.0;712.0;33.0;740.0;35.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];695;;;6.8;7.8;9.6;4.2;5.053137687673164;3.301083287554227;-0.828746025597833;8.4;8.4;8.1;8.1;-;8.4;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.301083287554227;up;0;0.01;0.0;1
4.0;2.6090909090909093;60.64625;59.71578783333333;337.6;83.79766669453451;-4.65657558276274;105.0;;91.6;1.3592637539029742;;0.0848388671875;1.039306640625;0.07421875;Груженный стоит;32;75131;130;;;;;732.0;27.0;740.0;24.0;736.3423423423424;36.0;732.0;33.0;712.0;33.0;740.0;35.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];695;;;7.4;7.1;9.6;4.5;5.066475217801227;3.3014568680344607;-0.791684578409301;8.4;8.4;8.1;8.1;-;8.4;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.3014568680344607;up;0;0.01;0.0;1
6.0;3.454545454545454;60.646238499999995;59.715810999999995;337.65;82.40556539238915;-3.0865255347559586;104.0;;91.2;1.448686650272756;;0.056640625;1.03680419921875;0.12127685546875;Груженный движется вперед;32;75131;130;;;;;732.0;27.0;740.0;24.0;736.4504504504505;36.0;732.0;33.0;712.0;33.0;740.0;35.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];695;;;8.4;7.1;9.2;4.6;5.0798127479292905;3.3018304485146945;-0.9144196249651233;8.4;8.4;8.1;8.1;-;8.4;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.3018304485146945;up;0;0.01;0.0;1
7.0;3.9999999999999996;60.646228;59.7158275;337.5;83.17883498816929;-5.47900072810616;104.0;;91.2;1.1302965790765034;;0.0970458984375;1.009521484375;0.06103515625;Груженный движется вперед;32;75131;130;;;;;732.0;27.0;740.0;24.0;736.5585585585586;36.0;732.0;33.0;712.0;33.0;740.0;35.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];695;;;8.4;7.0;9.2;4.9;5.093150278057354;3.3022040289949284;-1.1081084989697976;8.4;8.4;8.1;8.1;-;8.4;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.3022040289949284;up;0;0.01;0.0;1
9.0;4.636363636363636;60.6462185;59.71583716666667;337.4;84.26129263963674;-3.3715799859094417;105.0;;91.2;1.181813636337967;;0.0604248046875;1.0218505859375;0.0826416015625;Груженный движется вперед;32;75131;130;;;;;732.0;27.0;740.0;24.0;736.6306306306305;36.0;732.0;33.0;712.0;33.0;740.0;35.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];695;;;7.6;7.4;9.0;4.9;5.106487808185416;3.302577609475162;-1.1638219084090897;8.4;8.4;8.1;8.1;-;8.4;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.302577609475162;up;0;0.01;0.0;1
10.0;5.363636363636362;60.64620883333333;59.71584566666667;337.1;79.15821867728872;-5.074433054982775;104.0;;91.2;1.1718175571059641;;0.092529296875;1.0272216796875;0.172607421875;Груженный движется вперед;32;75131;130;;;;;732.0;27.0;740.0;24.0;736.7027027027027;36.0;732.0;33.0;712.0;33.0;740.0;35.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];695;;;7.8;7.4;8.8;4.7;5.119825338313479;3.3029511899553965;-1.2726647062236762;8.4;8.4;8.1;8.1;-;8.4;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.3029511899553965;up;0;0.01;0.0;1
11.0;6.09090909090909;60.646197666666666;59.71585266666666;337.0;84.75795751549471;-3.4741280245523143;104.0;;91.2;1.300455724286153;;0.0609130859375;1.0150146484375;0.06689453125;Груженный движется вперед;32;75131;130;;;;;732.0;27.0;740.0;24.0;736.7747747747748;36.0;732.0;33.0;712.0;33.0;740.0;35.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];695;;;7.8;7.9;8.8;5.0;5.133162868441542;3.3033247704356303;-1.4676005594570602;8.4;8.4;8.1;8.1;-;8.4;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.3033247704356303;up;0;0.01;0.0;1
12.0;6.727272727272726;60.64618583333333;59.71585516666666;336.7;80.97506850900149;-2.4877495952846957;105.0;;91.6;1.3243484243646724;;0.0472412109375;1.0638427734375;0.1549072265625;Груженный движется вперед;32;75131;130;;;;;732.0;27.0;740.0;24.0;736.8468468468468;36.0;732.0;33.0;712.0;33.0;740.0;35.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];695;;;8.1;7.9;10.0;5.0;5.146500398569605;3.303698350915864;-1.4650659683607645;8.4;8.4;8.1;8.1;-;8.4;8.1;0;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.303698350915864;up;0;0.01;0.0;1
