len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;8.0;60.645824;59.7145465;322.5;84.97775931891988;-0.9510665156265596;111.0;;86.0;0.0;;0.0142822265625;1.0113525390625;0.087890625;Груженный движется вперед;32;75131;130;;;;;668.0;16.0;668.0;13.0;684.0;25.0;708.0;23.0;688.0;22.0;692.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];716;0.0;;7.3;9.3;6.4;8.1;5.081871251274324;2.846117273816826;-1.7673711950629039;6.8;9.86;6.9;6.9;point_60%;6.8;6.9;1;0;0;0;-;0.0;0;0;up;0;0;2.846117273816826;up;0;0.01;1;0.0;0
2.0;8.0;60.645808;59.71454;322.7;80.82775533425615;-0.5636523401528893;111.0;;86.0;1.8161180737034592;;0.009521484375;1.0045166015625;0.16259765625;Груженный движется вперед;32;75131;130;;;;;668.0;16.0;668.0;13.0;684.0;25.0;708.2465753424658;22.97945205479452;688.0;22.0;692.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];716;;;7.3;9.3;6.4;7.4;5.15699551644049;2.9110377353367354;-1.8186061660261492;6.8;9.86;6.9;6.9;point_60%;6.8;6.9;1;0;0;0;-;0.0;0;0;up;0;0;2.9110377353367354;up;0;0.01;1;0.0;0
4.0;8.0;60.64578733333333;59.71452933333333;323.3;84.62074658471352;-2.5686004612226334;111.0;;86.0;2.373136403896353;;0.042236328125;0.9700927734375;-0.0572509765625;Груженный движется вперед;32;75131;130;;;;;668.0;16.0;668.0;13.0;684.0;25.0;708.5753424657535;22.95205479452055;688.0;22.0;692.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];716;;;7.3;7.8;6.8;7.3;5.232119781606657;2.9759581968566446;-1.4350215939240951;6.8;6.8;6.9;6.9;point_60%;6.8;6.9;1;0;0;0;-;0.0;0;0;up;0;0;2.9759581968566446;up;0;0.01;1;0.0;0
6.0;8.0;60.645767;59.714535;323.5;81.39775038614872;-3.3809194558464686;111.0;;86.0;2.284559975252524;;0.0599365234375;1.0013427734375;0.128173828125;Груженный движется вперед;32;75131;130;;;;;668.0;16.0;668.0;13.0;684.0;25.0;708.9041095890411;22.924657534246574;688.0;22.0;692.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];716;;;6.8;7.8;9.5;7.3;5.307244046772823;3.040878658376554;-1.2914711998688797;6.8;6.8;10.005;6.9;point_60%;6.8;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.040878658376554;up;0;0.01;1;0.0;0
8.0;8.0;60.64575133333334;59.71454416666667;323.5;82.49131265229823;-3.353273558888781;111.0;;86.0;1.8143561677260138;;0.0594482421875;0.9735107421875;0.098876953125;Груженный движется вперед;32;75131;130;;;;;668.0;16.0;668.0;13.0;684.0;25.0;709.2328767123288;22.897260273972602;688.0;22.0;692.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];716;;;6.8;7.8;9.5;5.4;5.382368311938989;3.105799119896463;-1.0436259637240997;6.8;6.8;10.005;6.9;point_60%;6.8;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.105799119896463;up;0;0.01;1;0.0;0
10.0;8.0;60.64573533333333;59.714563166666665;323.5;82.65023833754404;-5.006423014457999;111.0;;86.0;2.0609483972166904;;0.0909423828125;1.033447265625;0.096923828125;Груженный движется вперед;32;75131;130;;;;;668.0;16.0;668.0;13.0;684.0;25.0;709.5616438356165;22.86986301369863;688.0;22.0;692.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];716;;;5.7;7.8;11.0;5.4;5.457492577105156;3.1707195814163724;-1.1602295955928734;6.8;6.8;10.005;6.9;point_60%;6.8;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.1707195814163724;up;0;0.01;1;0.0;0
13.0;9.0;60.6457145;59.71458166666667;323.2;77.83130261852958;-4.398580627394877;111.0;;86.0;2.5294016922198685;;0.0748291015625;0.9447021484375;0.1947021484375;Груженный движется вперед;32;75131;130;;;;;668.0;16.0;668.0;13.0;684.0;25.0;709.8904109589041;22.84246575342466;688.0;22.0;692.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];716;;;8.4;7.7;11.0;3.4;5.532616842271322;3.2356400429362817;-1.228637807341947;6.8;6.8;10.005;6.9;point_60%;6.8;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.2356400429362817;up;0;0.01;1;0.0;0
15.0;10.0;60.64569316666667;59.71459716666666;322.4;76.25269103923529;-4.8514562571375945;111.0;;86.0;2.52099113787727;;0.09765625;1.1129150390625;0.253173828125;Груженный движется вперед;32;75131;130;;;;;668.0;16.0;668.0;13.0;684.0;25.0;710.2191780821918;22.815068493150683;688.0;22.0;692.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];716;;;9.5;7.0;9.4;5.4;5.607741107437489;3.3005605044561914;-1.184686222987692;9.86;6.8;10.005;6.9;point_60%;6.8;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.3005605044561914;up;0;0.01;1;0.0;0
19.0;12.0;60.64566583333333;59.71461983333333;322.0;79.6558841457179;1.4556429890931373;111.0;;86.0;3.284592640581719;;-0.0260009765625;1.045166015625;0.1846923828125;Груженный движется вперед;32;75131;130;;;;;668.0;16.0;668.0;13.0;684.0;25.0;710.5479452054794;22.78767123287671;688.0;22.0;692.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];716;;;9.8;7.0;8.3;8.1;5.682865372603655;3.3654809659761007;-1.3632881934189576;9.86;6.8;6.9;6.9;point_60%;6.8;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.3654809659761007;up;0;0.01;1;0.0;0
22.0;14.0;60.64563983333333;59.714631;321.3;78.18096093592922;-1.2661411427406533;111.0;;86.0;2.957808604388045;;0.0263671875;1.1510009765625;0.2349853515625;Груженный движется вперед;32;75131;130;;;;;668.0;16.0;668.0;13.0;684.0;25.0;710.8767123287671;22.76027397260274;688.0;22.0;692.0;24.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route5'];716;;;10.3;7.0;7.1;8.1;5.757989637769821;3.43040142749601;-1.5253934402779463;9.86;6.8;6.9;6.9;point_60%;6.8;6.9;1;0;0;0;-;0.0;0;0;up;0;0;3.43040142749601;up;0;0.01;1;0.0;0
