len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;6.0;60.64528083333333;59.714915;323.5;83.2027536244517;-3.997949857131441;112.0;;62.0;0.0;;0.069091796875;0.9595947265625;0.0943603515625;Груженный движется вперед;32;75131;130;;;;;720.0;28.0;720.0;21.0;736.0;38.0;724.0;35.0;748.0;32.0;728.0;37.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route6'];632;0.0;;7.2;7.8;9.3;6.3;8.079803171594783;7.504265962661206;-0.8333924641750436;6.3;6.3;9.86;6.8;point_60%;6.3;6.8;1;0;0;0;-;0.0;0;0;up;0.0;0.0;7.504265962661206;up;0;0.01;1;0.0;0
2.0;6.0;60.6452695;59.714936;323.8;73.03068550433406;-6.578535461368844;112.0;;62.0;1.704422806045962;;0.1282958984375;1.06298828125;0.290771484375;Груженный движется вперед;32;75131;130;;;;;720.0;28.0;720.0;21.0;736.0;38.0;724.0;35.0;748.0;32.0;728.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route9'];632;;;5.7;5.9;9.3;7.1;8.061606083692297;7.418223120461158;-1.310045058686062;6.3;6.3;9.86;6.8;point_60%;6.3;6.8;1;0;0;0;-;0.0;0;0;up;0.0;0.0;7.418223120461158;up;0;0.01;1;0.0;0
3.0;7.0;60.645256333333336;59.71494316666666;323.6;78.77007068884005;-5.580426652124966;112.0;;62.0;1.5170116232742301;;0.0986328125;0.994873046875;0.171142578125;Груженный движется вперед;32;75131;130;;;;;720.0;28.0;720.0;21.0;736.0;38.0;724.0;35.0;748.0;32.0;728.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route9'];632;;;5.7;6.0;7.9;7.1;8.043408995789811;7.332180278261109;-1.437368098819407;6.3;6.3;9.86;6.8;point_60%;6.3;6.8;1;0;0;0;-;0.0;0;0;up;0.0;0.0;7.332180278261109;up;0;0.01;1;0.0;0
5.0;7.0;60.645242333333336;59.714947;323.3;74.52142142770424;-9.718409541995475;112.0;;62.0;1.572475967335628;;0.183349609375;1.03369140625;0.202880859375;Груженный движется вперед;32;75131;130;;;;;720.0;28.0;720.0;21.0;736.0;38.0;724.0;35.0;748.0;32.0;728.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route9'];632;;;4.5;6.0;9.2;5.2;8.025211907887325;7.246137436061061;-1.1531316401847365;6.3;6.3;9.86;6.8;point_60%;6.3;6.8;1;0;0;0;-;0.0;0;0;up;0.0;0.0;7.246137436061061;up;0;0.01;1;0.0;0
7.0;8.0;60.6452265;59.714961333333335;323.9;77.24590934080601;-7.026793721219397;112.0;;62.0;1.9283520141926254;;0.11865234375;0.9451904296875;0.17529296875;Груженный движется вперед;32;75131;130;;;;;720.0;28.0;720.0;21.0;736.0;38.0;724.0;35.0;748.0;32.0;728.0;37.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route9'];632;;;4.5;6.2;9.2;4.5;8.007014819984839;7.160094593861013;-1.3576807423451087;6.3;6.3;9.86;6.8;point_60%;6.3;6.8;1;0;0;0;-;0.0;0;0;up;0.0;0.0;7.160094593861013;up;0;0.01;1;0.0;0
9.0;8.0;60.645208;59.7149695;323.9;74.67664876545084;-8.560919271426462;112.0;;62.0;2.107115337868233;;0.1622314453125;1.0548095703125;0.235595703125;Груженный движется вперед;32;75131;130;;;;;720.0;28.0;720.0;21.0;736.0;38.0;724.0;35.0;748.0;32.0;728.0;37.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route9'];632;;;3.6;6.4;9.6;4.5;7.988817732082354;7.074051751660965;-1.4885564576944361;6.3;6.3;9.86;6.8;point_60%;6.3;6.8;1;0;0;0;-;0.0;0;0;up;0.0;0.0;7.074051751660965;up;0;0.01;1;0.0;0
11.0;8.0;60.64518916666667;59.71497266666667;323.6;76.77994860560591;-9.436638612676036;112.0;;62.0;2.1036625146711025;;0.1595458984375;0.9415283203125;0.046142578125;Груженный движется вперед;32;75131;130;;;;;720.0;28.0;720.0;21.0;736.0;38.0;724.0;35.0;748.0;32.0;728.0;37.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route6', '/home/pi/adviser/route9'];632;;;3.8;6.4;9.6;5.2;7.970620644179868;6.988008909460916;-1.2526220338250682;6.3;6.3;9.86;6.8;point_60%;6.3;6.8;1;0;0;0;-;0.0;0;0;up;0.0;0.0;6.988008909460916;up;0;0.01;1;0.0;0
13.0;8.0;60.64516783333333;59.714987;323.7;75.1682267809321;-2.643677979846885;112.0;;62.0;2.500353308885673;;0.048828125;1.003662109375;0.252197265625;Груженный движется вперед;32;75131;130;;;;;720.0;28.0;720.0;21.0;736.0;38.0;724.0;35.0;748.0869565217391;32.065217391304344;728.0;37.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route6', '/home/pi/adviser/route9'];632;;;3.8;6.5;7.0;6.6;7.952423556277383;6.901966067260869;-1.345059193278948;6.3;6.3;9.86;6.8;point_60%;6.3;6.8;1;0;0;0;-;0.0;0;0;up;0.0;0.0;6.901966067260869;up;0;0.01;1;0.0;0
16.0;9.0;60.645149333333336;59.71499566666667;323.8;76.76168202721843;-8.429714176992391;112.0;;62.0;2.1130549267630268;;0.1451416015625;0.9666748046875;0.16943359375;Груженный движется вперед;32;75131;130;;;;;720.0;28.0;720.0;21.0;736.0;38.0;724.0;35.0;748.2028985507246;32.15217391304348;728.0;37.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route6', '/home/pi/adviser/route9'];632;;;5.8;6.5;7.2;6.6;7.934226468374897;6.81592322506082;-1.4723124588377394;6.3;6.3;9.86;6.8;point_60%;6.3;6.8;1;0;0;0;-;0.0;0;0;up;9.5;0.0;6.81592322506082;up;0;0.01;1;0.0;0
18.0;10.0;60.64512783333333;59.715;324.0;82.32428996395996;-7.05222394919471;112.0;;62.0;2.405063589882412;;0.122802734375;1.0096435546875;0.048828125;Груженный движется вперед;32;75131;130;;;;;720.0;28.0;720.0;21.0;736.0;38.0;724.0;35.0;748.3188405797101;32.23913043478261;728.0;37.0;/home/pi/adviser/route7;['/home/pi/adviser/route7', '/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route6', '/home/pi/adviser/route9'];632;;;4.3;6.0;9.6;5.2;7.916029380472411;6.729880382860772;-1.5352882314984773;6.3;6.3;9.86;6.8;point_60%;6.3;6.8;1;0;0;0;-;0.0;0;0;up;9.75;0.0;6.729880382860772;up;0;0.01;1;0.0;0
