len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
0.0;6.818181818181816;60.646082166666666;59.716126333333335;337.7;82.66403133450038;-2.406180690936727;106.0;;84.8;0.0;;0.047119140625;1.1387939453125;-0.0283203125;Груженный движется вперед;32;75131;130;;;;;740.0;27.0;744.0;25.0;756.0;41.0;752.0;38.0;720.0;35.0;756.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];723;0.0;;7.9;6.6;5.4;10.5;1.7500323439434025;3.3348422527096924;-1.9362112463456311;6.6;6.6;7.1;10.295;point_60%;6.6;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.3348422527096924;up;0;0.01;0.0;1
2.0;7.236363636363634;60.64606166666667;59.71611033333333;337.8;87.88405516353248;-1.9181199672094011;108.0;;84.8;2.4434130359855883;;0.035888671875;1.0625;0.0166015625;Груженный движется вперед;32;75131;130;;;;;740.0;27.0;744.0;25.0;756.0;41.0;752.0;38.0;720.0;35.0;756.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];723;;;7.9;7.8;5.4;8.9;1.8274407477995942;3.315773335838244;-1.9617054078189717;6.6;6.6;7.1;7.1;point_60%;6.6;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.315773335838244;up;0;0.01;0.0;1
5.0;7.6545454545454525;60.64604283333333;59.7160945;337.8;81.57813671927084;-5.864105070315406;107.5;;84.8;2.267614371972902;;0.105224609375;1.0255126953125;0.1064453125;Груженный движется вперед;32;75131;130;;;;;740.0;27.0;744.0;25.0;756.0;41.0;752.0;38.0;720.0;35.0;756.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];723;;;6.3;7.9;5.5;8.9;1.904849151655786;3.296704418966796;-1.8620641796098876;6.6;6.6;7.1;7.1;point_60%;6.6;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.296704418966796;up;0;0.01;0.0;1
7.0;8.07272727272727;60.64602266666667;59.716082166666666;338.0;84.85781255608538;-4.109847259623572;108.0;;84.8;2.343696184787621;;0.0738525390625;1.02392578125;-0.0469970703125;Груженный движется вперед;32;75131;130;;;;;740.0;27.0;744.0;25.0;756.0;41.0;752.0;38.0;720.0;35.0;756.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];723;;;6.3;8.2;6.9;7.6;1.9822575555119777;3.2776355020953476;-1.7341379726129307;6.6;6.6;7.1;7.1;point_60%;6.6;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.2776355020953476;up;0;0.01;0.0;1
9.0;8.490909090909089;60.64600333333333;59.71607566666667;338.2;82.73212480094318;-6.32322120885318;110.0;;84.8;2.181246980651597;;0.1114501953125;1.0009765625;0.0462646484375;Груженный движется вперед;32;75131;130;;;;;740.0;27.0;744.0;25.0;756.0;41.0;752.0;38.0;720.0;35.0;756.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];723;;;6.5;8.2;6.9;8.1;2.059665959368169;3.258566585223899;-1.8221400470082219;6.6;6.6;7.1;7.1;point_60%;6.6;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.258566585223899;up;0;0.01;0.0;1
12.0;8.909090909090907;60.645982333333336;59.71606466666667;338.8;84.25855516032172;-5.451161610602698;108.0;;84.8;2.413585867408283;;0.0977783203125;1.0123291015625;-0.0316162109375;Груженный движется вперед;32;75131;130;;;;;740.0;27.0;744.0;25.0;756.0;41.0;752.0;38.0;720.0;35.0;756.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];723;;;6.5;7.6;5.8;7.8;2.137074363224361;3.2394976683524512;-1.762136494782646;6.6;6.6;7.1;7.1;point_60%;6.6;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.2394976683524512;up;0;0.01;0.0;1
14.0;9.272727272727272;60.645961666666665;59.7160565;339.0;85.94946499129527;-3.522411556466804;109.0;;84.8;2.3434083532882206;;0.063232421875;1.0267333984375;0.0186767578125;Груженный движется вперед;32;75131;130;;;;;740.0;27.0;744.0;25.0;756.0;41.0;752.0;38.0;720.0;35.0;756.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];723;;;6.4;6.6;5.8;9.5;2.2144827670805527;3.220428751481003;-1.7410690539819584;6.6;6.6;7.1;10.295;point_60%;6.6;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.220428751481003;up;0;0.01;0.0;1
17.0;9.545454545454543;60.64593933333333;59.716048666666666;339.1;81.96687570731876;-5.648557160306491;109.0;;84.8;2.522658567001002;;0.1064453125;1.05615234375;0.104736328125;Груженный движется вперед;32;75131;130;;;;;740.0;27.0;744.0;25.0;756.0;41.0;752.0;38.0;720.0;35.0;756.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];723;;;6.4;6.6;6.0;9.5;2.2918911709367444;3.201359834609555;-1.902004588217629;6.6;6.6;7.1;10.295;point_60%;6.6;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.201359834609555;up;0;0.01;0.0;1
19.0;9.818181818181817;60.645917;59.716033;339.0;82.98105141838991;-5.480047991364818;110.0;;84.8;2.6290667403099968;;0.10302734375;1.0810546875;0.08154296875;Груженный движется вперед;32;75131;130;;;;;740.0;27.0;744.0;25.0;756.0;41.0;752.0;38.0;720.0;35.0;756.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route7', '/home/pi/adviser/route6', '/home/pi/adviser/route1'];723;;;6.4;6.5;6.0;9.4;2.369299574792936;3.1822909177381065;-1.9434186609790127;6.6;6.6;7.1;10.295;point_60%;6.6;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.1822909177381065;up;0;0.01;0.0;1
22.0;10.09090909090909;60.6458915;59.71601266666666;338.8;83.86531125196643;0.945851132579693;108.0;;84.8;3.047851053581498;;-0.015869140625;1.0316162109375;0.023681640625;Груженный движется вперед;32;75131;130;;;;;740.0;27.0;744.0;25.0;756.0;41.0;752.0;38.0;720.0;35.0;756.0;38.0;/home/pi/adviser/route2;['/home/pi/adviser/route2', '/home/pi/adviser/route6', '/home/pi/adviser/route7', '/home/pi/adviser/route1'];723;;;6.0;8.4;5.8;9.4;2.446707978649128;3.163222000866658;-1.917548315519635;6.6;6.6;7.1;10.295;point_60%;6.6;7.1;1;0.0;0;0;-;0.0;0;0;up;0.0;0.0;3.163222000866658;up;0;0.01;0.0;1
