len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Поперечный наклон;Продольный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;remark;shtraf;isin_border
0.0;8.0;60.644984666666666;59.717859;334.7;82.93943921830012;-0.3509253431199455;120.0;;;0.0;;0.005126953125;1.028564453125;0.1270751953125;Груженный движется вперед;32;75131;130;;;;;696.0;20.0;700.0;15.0;708.0;30.0;700.0;27.0;716.0;24.0;708.0;26.0;/home/pi/adviser/route15;['/home/pi/adviser/route15'];704;0.0;;6.7;8.0;6.9;6.4;4.624401225414191;2.954754305797262;2.865758918079572;6.8;6.8;6.7;6.7;-;6.8;6.7;0;0;0;0;-;0.0;0;0;up;0.0;0;2.954754305797262;up;0;0.01;1;0.0;0
2.0;7.0;60.6449895;59.71782416666667;334.6;81.25506704082532;-4.007210317356229;120.0;;;1.9756023516520782;;0.07080078125;0.9896240234375;0.12890625;Груженный движется вперед;32;75131;130;;;;;696.0;20.0;700.0;15.0;708.0;30.0;700.0;27.0;716.0;24.0;708.0;26.0;/home/pi/adviser/route15;['/home/pi/adviser/route15'];704;;;6.7;7.6;6.9;6.9;4.805044114822456;2.9210596109698943;2.8778925732844183;6.8;6.8;6.7;6.7;-;6.8;6.7;0;0;0;0;-;0.0;0;0;up;0.0;0;2.9210596109698943;up;0;0.01;1;0.0;0
4.0;7.0;60.644994;59.71779016666667;334.4;76.9075531407103;-4.577295611978199;120.0;;;1.9218799641355673;;0.083984375;1.04150390625;0.234130859375;Груженный движется вперед;32;75131;130;;;;;696.0;20.0;700.0;15.0;708.0;30.0;700.0;27.0;716.0;24.0;708.0;26.0;/home/pi/adviser/route15;['/home/pi/adviser/route15'];704;;;6.7;7.6;6.3;6.9;4.985687004230721;2.8873649161425265;2.849721982479463;6.8;6.8;6.7;6.7;-;6.8;6.7;0;0;0;0;-;0.0;0;0;up;0.0;0;2.8873649161425265;up;0;0.01;1;0.0;0
6.0;8.0;60.645000333333336;59.71774716666667;334.8;86.73897091047871;-1.469150871068183;120.0;;;2.450217744947023;;0.0240478515625;0.9949951171875;0.04443359375;Груженный движется вперед;32;75131;130;;;;;696.0;20.0;700.0;15.0;708.0;30.0;700.0;27.0;716.0;24.0;708.0;26.0;/home/pi/adviser/route15;['/home/pi/adviser/route15'];704;;;7.4;8.2;9.5;6.9;5.166329893638986;2.8536702213151592;2.8635661002551833;6.8;6.8;9.715;6.7;point_90%;6.8;6.7;1;0;0;0;-;0.0;0;0;up;0.0;0;2.8536702213151592;up;0;0.01;1;0.0;0
9.0;8.0;60.645006;59.717706666666665;334.5;82.58121912275294;-3.2030069694715944;120.0;;;2.2984231299889046;;0.062255859375;1.0872802734375;0.1265869140625;Груженный движется вперед;32;75131;130;;;;;696.0;20.0;700.0;15.0;708.0;30.0;700.0;27.0;716.0;24.0;708.0;26.0;/home/pi/adviser/route15;['/home/pi/adviser/route15'];704;;;5.7;8.2;9.5;3.7;5.346972783047251;2.8199755264877915;3.012656740098909;6.8;6.8;9.715;6.7;point_90%;6.8;6.7;1;0;0;0;-;0.0;0;0;up;0.0;0;2.8199755264877915;up;0;0.01;1;0.0;0
11.0;9.0;60.6450085;59.71766733333333;334.3;84.70935948042819;-1.8938101865682675;120.0;;;2.164460474673119;;0.0343017578125;1.083740234375;0.0892333984375;Груженный движется вперед;32;75131;130;;;;;696.0;20.0;700.0;15.0;708.0;30.0;700.0;27.0;716.0;24.0;708.0;26.0;/home/pi/adviser/route15;['/home/pi/adviser/route15'];704;;;6.1;7.3;8.6;7.0;5.527615672455516;2.7862808316604237;2.9846959400743893;6.8;6.8;6.7;6.7;point_90%;6.8;6.7;1;0;0;0;-;0.0;0;0;up;0.0;0;2.7862808316604237;up;0;0.01;1;0.0;0
13.0;9.0;60.64501166666667;59.7176265;335.0;76.16814202591205;-7.579290048000351;120.0;;;2.2560628379060677;;0.139892578125;1.025390625;0.2127685546875;Груженный движется вперед;32;75131;130;;;;;696.0;20.0;700.0;15.0;708.0;30.0;700.0;27.0;716.0;24.0;708.0;26.0;/home/pi/adviser/route15;['/home/pi/adviser/route15'];704;;;7.4;6.2;5.5;9.0;5.708258561863781;2.752586136833056;3.125656928480348;6.8;6.8;6.7;9.715;point_90%;6.8;6.7;1;0;0;0;-;0.0;0;0;up;0.0;0;2.752586136833056;up;0;0.01;1;0.0;0
15.0;9.0;60.645012;59.717583833333336;335.0;81.66073853526837;-5.026034411420021;120.0;;;2.3286955667416906;;0.0885009765625;1.0130615234375;0.0528564453125;Груженный движется вперед;32;75131;130;;;;;696.0;20.0;700.0;15.0;708.0;30.0;700.0;27.0;716.0;24.0;708.0;26.0;/home/pi/adviser/route15;['/home/pi/adviser/route15'];704;;;6.7;7.8;8.6;9.0;5.888901451272046;2.718891442005688;-3.1175042826617823;6.8;6.8;6.7;9.715;point_90%;6.8;6.7;1;0;0;0;-;0.0;0;0;up;0.0;0;2.718891442005688;up;0;0.01;1;0.0;0
18.0;10.0;60.6450115;59.7175415;335.8;81.13703160546198;-0.0956009134631594;120.0;;;2.3108797128441694;;0.00146484375;0.867431640625;0.13525390625;Груженный движется вперед;32;75131;130;;;;;696.0;20.0;700.0;15.0;708.0;30.0;700.0;27.0;716.0;24.0;708.0;26.0;/home/pi/adviser/route15;['/home/pi/adviser/route15'];704;;;7.0;7.8;8.6;5.2;6.069544340680311;2.6851967471783205;-3.102977650508108;6.8;6.8;6.7;9.715;point_90%;6.8;6.7;1;0;0;0;-;0.0;0;0;up;9.0;0;2.6851967471783205;up;0;2.8199755264877915;1;0.0;0
20.0;8.0;60.64501066666666;59.7174975;336.1;76.05484282770607;-5.251351729337918;120.0;;;2.4029538079286197;;0.0963134765625;1.0328369140625;0.2342529296875;Груженный движется вперед;32;75131;130;;;;;696.0;20.0;700.0;15.0;708.0;30.0;700.0;27.0;716.0;24.0;708.0;26.0;/home/pi/adviser/route15;['/home/pi/adviser/route15'];704;;;8.1;7.0;7.6;9.4;6.250187230088576;2.651502052350953;3.12437967432425;6.8;6.8;6.7;9.715;point_90%;6.8;6.7;1;0;0;0;-;0.0;0;0;up;8.5;0;2.651502052350953;up;0;0.01;1;0.0;0
