len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max;isin_border
0.0;8.0;53.7510189;86.7654701;194.0;1571.0;57.2;0.0;136.425;-0.0535331905781584;-1.142041399000714;0.0805547058223717;Груженный движется вперед;95;7530G;240;899.0;52.0;100.0;776.0;22.0;776.0;21.0;840.0;40.0;856.0;35.0;28.0;36.0;852.0;39.0;/home/pi/adviser/route34;[];0.11368750000000001;9.3;11.1;11.7;12.2;-4.030305508740298;-1.4275756768720842;-1.7834683730125989;-0.48184637839811023;0.27068545551735523;10.15;10.15;10.8;10.8;point_30%;7.0;10.8;1;0;0;0;-;0;0;0;0;0;0
8.0;6.0;53.751039;86.7655926;196.0;1571.0;57.6;8.368113621053162;136.425;0.0132558376669725;-1.026817579280106;-0.0132558376669725;Груженный движется вперед;95;7530G;240;1045.0;52.0;100.0;776.0;22.0;776.0;21.0;840.0;40.0;856.0;35.0;28.0;36.0;852.0;39.0;/home/pi/adviser/route34;[];0.26527083333333334;6.2;10.7;14.0;10.1;0.739564756891975;-1.56274430742652;-1.0045209672585396;-0.7123208847346838;0.29572774336077434;7.0;10.15;10.8;10.8;point_30%;7.0;10.8;1;0;0;0;-;0;0;0;0;0;0
17.0;9.0;53.7510615;86.7657175;195.0;1571.0;58.0;8.594468417549244;344.025;-0.0469052717446721;-1.0344651779341287;-0.0448659121035994;Груженный движется вперед;95;7530G;240;1514.0;93.0;100.0;776.0;22.0;776.0;21.0;840.0;40.0;856.0;35.0;28.0;36.0;852.0;39.0;/home/pi/adviser/route34;[];0.6475208333333333;6.0;7.5;16.6;12.8;2.4808799088835336;-1.682295271323141;-0.37780163121021326;-0.8671185774634096;0.32616200227160985;7.0;7.0;15.66;10.8;point_30%;7.0;10.8;1;0;0;0;-;0;0;0;0;0;0
28.0;12.0;53.7510935;86.7658775;195.0;1571.0;59.2;11.117938729452543;197.075;-0.0081574385642908;-0.9824615070867748;0.0132558376669725;Груженный движется вперед;95;7530G;240;929.0;64.0;89.0;776.0;22.0;776.0;21.0;840.0;40.0;856.0;35.0;28.0;36.0;852.0;39.0;/home/pi/adviser/route34;[];0.9212361111111111;7.5;6.8;8.5;14.3;-0.7729883451692074;-1.787326405095966;0.1094035782293854;-0.9541282472316985;0.19014182708269822;7.0;7.0;10.8;15.66;point_30%;7.0;10.8;1;0;0;0;-;0;0;0;0;0;0
44.0;15.0;53.7511198;86.7661086;200.0;1571.0;58.8;15.491033354611703;50.125;-0.0479249515652085;-1.0003059039461608;-0.0152951973080452;Груженный движется вперед;95;7530G;240;708.0;35.0;78.0;776.0;22.0;776.0;21.0;840.0;40.0;856.0;35.0;28.0;36.0;852.0;39.0;/home/pi/adviser/route34;[];0.9769305555555556;6.8;8.1;10.7;10.6;0.8750104731057206;-1.8789355452790137;0.46980860415726133;-0.9812386846869623;0.12138491917915117;7.0;7.0;10.8;10.8;-;7.0;10.8;0;0;0;0;-;0;0;0;0;0;0
62.0;14.0;53.7511397;86.7663845;199.0;1571.0;58.8;18.295355346472917;121.175;-0.0173345569491179;-1.050270215152442;0.0081574385642908;Груженный движется вперед;95;7530G;240;969.5;50.0;100.0;776.0;22.0;776.0;21.0;840.0;40.0;856.0;35.0;28.0;36.0;852.0;39.0;/home/pi/adviser/route34;[];1.1452291666666667;6.8;7.9;10.1;10.7;-0.4449462174537616;-1.9582205284063026;0.7161273896704208;-0.9563386804766123;0.08424846481593828;7.0;7.0;10.8;10.8;-;7.0;10.8;0;0;0;0;-;0;0;0;0;0;0
81.0;12.0;53.7511545;86.7666809;196.0;1571.0;58.8;19.579558279383644;189.9;-0.0836137452839808;-1.0370143774854697;-0.0020393596410727;Груженный движется вперед;95;7530G;240;1228.0;64.0;98.5;776.0;22.0;776.0;21.0;840.0;40.0;856.0;35.0;28.0;36.0;852.0;39.0;/home/pi/adviser/route34;[];1.4089791666666667;6.7;6.8;11.3;11.6;0.11231143994142649;-2.026279191011851;0.861073877865868;-0.8873170252480596;0.03584474303967489;7.0;7.0;10.8;10.8;-;7.0;10.8;0;0;0;0;-;0;0;0;0;0;0
100.0;13.0;53.7511606;86.7669686;198.0;1571.0;58.8;18.949617778344532;246.375;-0.0499643112062812;-0.979912307535434;0.0173345569491179;Груженный движется вперед;95;7530G;240;1353.0;75.0;99.0;775.8518518518518;22.037037037037038;776.0;21.0;840.0;40.0;856.0;35.0;28.0;36.0;852.0;39.0;/home/pi/adviser/route34;[];1.6142916666666667;7.0;7.9;14.8;9.1;-1.012136703563788;-2.0842093696296775;0.917362011840609;-0.7820625096487155;-0.1309802739388386;7.0;7.0;15.66;10.8;point_30%;7.0;10.8;2;0;0;0;-;0;0;0;0;0;0
116.0;14.0;53.7511421;86.7672061;198.0;1571.0;58.4;15.768173135002757;224.7;-0.0367084735393086;-0.9982665443050882;-0.0428265524625267;Груженный движется вперед;95;7530G;240;1451.0;64.0;68.5;775.7037037037037;22.074074074074073;776.0;21.0;840.0;40.0;856.0;35.0;28.0;36.0;852.0;39.0;/home/pi/adviser/route34;[];1.8639583333333334;6.3;6.6;8.7;11.2;2.454878131583589;-2.1331089007938013;0.8977057346916488;-0.6484639243259913;-0.1317349219227033;7.0;7.0;10.8;10.8;-;7.0;10.8;0;0;0;0;-;0;0;0;0;0;0
132.0;15.0;53.7511235;86.7674435;198.0;1571.0;58.4;15.763112432151564;163.875;-0.0316100744366268;-0.977363107984093;-0.0163148771285816;Груженный движется вперед;95;7530G;240;1140.5;60.0;99.0;775.5555555555555;22.11111111111111;776.0;21.0;840.0;40.0;856.0;35.0;28.0;36.0;852.0;39.0;/home/pi/adviser/route34;[];2.0460416666666665;6.2;7.5;9.6;11.8;0.9558355636931876;-2.17407562103824;0.8148189895159923;-0.4944100599272986;-0.20970002853391745;7.0;7.0;10.8;10.8;-;7.0;10.8;0;0;0;0;-;0;0;0;0;0;0
