len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max;isin_border
0.0;11.0;53.7513138;86.7655858;196.0;;56.0;0.0;115.325;-0.0336494340776996;-1.0196798205363515;0.0081574385642908;Груженный движется вперед;95;7530G;240;899.0;50.0;100.0;780.0;22.0;780.0;22.0;848.0;39.0;844.0;34.0;1020.0;195.0;844.0;41.0;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.12813888888888889;7.9;6.8;8.0;12.4;-0.45810709719527354;-1.5191313954175651;-1.0307232619784175;-0.05145046524357812;-0.09752723001711128;6.8;6.8;10.6;10.6;-;6.8;10.6;0;0;0;0;-;0;0;0;0;0;1
11.0;6.0;53.751304;86.7657552;194.0;;57.2;11.2037174415989;74.80000000000001;0.0101967982053635;-1.0105027021515245;0.0214132762312633;Груженный движется вперед;95;7530G;240;1253.0;38.0;75.25;780.0;22.0;780.0;22.0;848.0;39.0;844.0;34.0;1020.0;195.0;844.0;41.0;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.21125;7.5;8.2;8.0;11.2;-1.213895149270783;-1.7756078347000686;-0.47703022515516447;-0.14710959538546386;-0.35334185703334375;6.8;6.8;10.6;10.6;-;6.8;10.6;0;0;0;0;-;0;0;0;0;0;1
20.0;7.0;53.7512765;86.7658813;195.0;;58.0;8.846877517588233;34.275000000000006;-0.0428265524625267;-0.99214846538187;-0.0091771183848271;Груженный движется вперед;95;7530G;240;737.0;26.0;50.5;780.0;22.0;780.0;22.0;848.0;39.0;844.0;34.0;1020.0;195.0;844.0;41.0;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.23981249999999998;4.3;11.0;16.5;6.0;0.5294631200388916;-1.9804274632970604;-0.04060429423590195;-0.16838027872511008;-0.28667701725915284;6.8;11.9;15.37;10.6;point_60%;6.8;10.6;1;0;0;0;-;0;0;0;0;0;1
29.0;9.0;53.7512537;86.7660121;193.0;;58.0;8.976028352378464;123.875;-0.0520036708473539;-1.0003059039461608;-0.0010196798205363;Груженный движется вперед;95;7530G;240;958.0;51.0;100.0;780.0;22.0;780.0;22.0;848.0;39.0;844.0;34.0;1020.0;195.0;845.0;41.25;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.4118611111111111;6.0;8.4;9.6;12.8;0.05832669611712501;-2.1377464662322465;0.28852646972899376;-0.12572523262178587;-0.2596286314820666;6.8;6.8;10.6;10.6;-;6.8;10.6;0;0;0;0;-;0;0;0;0;0;1
41.0;12.0;53.7512259;86.7661891;194.0;;58.0;12.054767351166909;20.35;-0.058121749770572;-1.0298766187417152;-0.0224329560517997;Груженный движется вперед;95;7530G;240;1171.0;8.0;13.0;780.0;22.0;780.0;22.0;848.0;39.0;844.0;34.0;1020.0;195.0;846.0;41.5;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.43447222222222226;8.5;7.8;9.6;11.3;1.2458477579615472;-2.2517210285293316;0.5203340056891463;-0.029607174434760145;-0.17397893489351812;6.8;6.8;10.6;10.6;-;6.8;10.6;0;0;0;0;-;0;0;0;0;0;1
57.0;15.0;53.7512018;86.766421;196.0;;58.0;15.498441958286225;218.625;-0.0285510349750178;-1.0604670133578056;-0.0163148771285816;Груженный движется вперед;95;7530G;240;1282.5;69.0;99.5;780.0;22.0;780.0;22.0;848.0;39.0;844.0;34.0;1020.0;195.0;847.0;41.75;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.6773888888888889;8.2;6.3;6.6;13.5;0.8810847767234975;-2.326507335212022;0.6647902525941796;0.10951117847669774;-0.07513278367774934;6.8;6.8;10.6;10.6;-;6.8;10.6;0;0;0;0;-;0;0;0;0;0;1
74.0;17.0;53.7511898;86.7666906;197.0;;57.2;17.796231855295932;174.9375;-0.0978892627714897;-1.0105027021515245;0.0061180789232181;Груженный движется вперед;95;7530G;240;878.0;60.0;99.25;780.0;22.0;780.0;22.0;848.0;39.0;844.0;34.0;1020.0;195.0;848.0;42.0;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.8717638888888889;6.1;7.4;11.3;9.2;-0.3452762686396843;-2.366261571304022;0.7318671493937166;0.2811671087533193;-0.05322394090813587;6.8;6.8;10.6;10.6;-;6.8;10.6;0;0;0;0;-;0;0;0;0;0;1
92.0;15.0;53.7511812;86.7669636;196.0;;57.6;17.995312337791457;78.575;-0.0418068726419904;-1.0033649434077698;0.0158050372183134;Груженный движется вперед;95;7530G;240;1105.0;41.5;79.0;780.0;22.0;780.0;22.0;848.0;39.0;844.0;34.0;1020.0;195.0;848.0;42.0;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.9590694444444444;8.6;7.0;9.0;13.3;-0.9016681172134366;-2.3751399218290374;0.7315366350373824;0.4748978990358347;-0.1901137905771242;6.8;6.8;10.6;10.6;-;6.8;10.6;0;0;0;0;-;0;0;0;0;0;1
112.0;14.0;53.7511472;86.7672624;200.0;;57.6;20.028960504335643;225.6;-0.0418068726419904;-1.0186601407158151;-0.0275313551544814;Груженный движется вперед;95;7530G;240;1317.0;70.0;100.0;780.0;22.0;780.0;22.0;848.0;39.0;844.0;34.0;1020.0;195.0;848.0;42.0;/home/pi/adviser/route34;['/home/pi/adviser/route34'];1.2724027777777778;5.7;7.5;10.6;11.9;1.546856143792349;-2.357298571810774;0.6737706484747996;0.6802408319649753;-0.3119752140026344;6.8;6.8;10.6;10.6;-;6.8;10.6;0;0;0;0;-;0;0;0;0;0;1
133.0;15.0;53.7510898;86.7675634;199.0;;57.2;20.81782653502628;166.5875;-0.0361986336290404;-0.948302233098807;-0.0020393596410727;Груженный движется вперед;95;7530G;240;980.0;59.0;100.0;780.0;22.0;780.0;22.0;848.0;39.0;844.0;34.0;1020.0;195.0;848.0;42.0;/home/pi/adviser/route34;['/home/pi/adviser/route34'];1.4575;5.0;9.6;14.0;7.2;0.12312686873465688;-2.3168937062729364;0.5685411286555924;0.8867331901814721;-0.18707724365175737;6.8;9.86;15.37;10.6;point_30%;6.8;10.6;2;0;0;0;-;0;0;0;0;0;1
