len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max;isin_border
0.0;12.0;53.751042;86.765442;192.0;;91.6;0.0;180.45;0.0183542367696543;-0.8534720097889262;-0.0326297542571632;Груженный движется вперед;95;7530G;240;1200.0;62.0;99.0;768.0;21.0;764.0;22.0;840.0;36.0;836.0;31.0;40.0;37.0;840.0;39.0;/home/pi/adviser/route34;['/home/pi/adviser/route34', '/home/pi/adviser/route35'];0.20049999999999998;6.3;10.7;12.6;15.3;2.1889476877360523;0.09888028298880196;0.22490271386986868;-1.3176427659186092;0.14598406127470276;6.8;9.86;10.6;15.37;point_30%;6.8;10.6;1;0;0;0;-;0;0;0;0;0;1
15.0;11.0;53.7510615;86.7656663;210.0;;92.0;14.922997333686522;315.75;-0.0356887937187723;-1.0941164474355052;-0.020393596410727;Груженный движется вперед;95;7530G;240;1523.0;89.5;99.0;768.0;21.0;764.0;22.0;840.0;36.0;836.0;31.0;40.0;37.0;840.0;39.0;/home/pi/adviser/route34;['/home/pi/adviser/route34', '/home/pi/adviser/route35'];0.8144583333333334;5.8;11.8;14.9;12.8;1.0672637361467423;-0.48380538558030955;0.5879518225348889;0.04537352813215989;0.15335408439462217;6.8;9.86;15.37;10.6;point_30%;6.8;10.6;1;0;0;0;-;0;0;0;0;0;1
45.0;18.0;53.7511027;86.7661171;203.0;;92.0;30.025685803337023;178.9625;-0.003059039461609;-0.9228102375853982;0.0101967982053635;Груженный движется вперед;95;7530G;240;1026.0;52.25;61.0;768.0;21.0;764.0;22.0;840.0;36.0;836.0;31.0;40.0;37.0;840.0;39.0;/home/pi/adviser/route34;['/home/pi/adviser/route34', '/home/pi/adviser/route35'];1.0630173611111111;6.6;9.7;13.2;12.5;-0.6330732934052679;-0.9934001562197646;0.8413593018825081;1.1696461903358495;0.1003163009760899;6.8;9.86;10.6;10.6;point_30%;6.8;10.6;1;0;0;0;-;0;0;0;0;0;1
63.0;13.0;53.7511189;86.7663893;201.0;;92.4;18.00773081281576;42.175;-0.0356887937187723;-0.986030386458652;0.0693382277964719;Груженный движется вперед;95;7530G;240;1299.0;15.0;23.0;768.0;21.0;764.0;22.0;840.0;36.0;836.0;31.0;40.0;37.0;840.0;39.0;/home/pi/adviser/route34;['/home/pi/adviser/route34', '/home/pi/adviser/route35'];1.1098784722222221;8.0;7.8;12.3;11.1;-4.019827239205164;-1.4330081977872697;0.9968060595331251;2.076228369331816;-0.10413688190689196;6.8;6.8;10.6;10.6;-;6.8;10.6;0;0;0;0;-;0;0;0;0;0;1
79.0;10.0;53.751104;86.7666304;203.0;;92.4;15.956529788801047;304.475;-0.0020393596410727;-0.9982665443050882;-0.023452635872336;Груженный движется вперед;95;7530G;240;1444.0;85.0;100.0;768.0;21.0;764.0;22.0;840.0;36.0;836.0;31.0;40.0;37.0;840.0;39.0;/home/pi/adviser/route34;['/home/pi/adviser/route34', '/home/pi/adviser/route35'];1.4481840277777778;5.1;6.6;11.2;9.9;1.345820032886508;-1.8057336791405316;1.065973003107139;2.786173213759414;-0.12533565585162298;6.8;6.8;10.6;10.6;-;6.8;10.6;0;0;0;0;-;0;0;0;0;0;1
92.0;12.0;53.7510898;86.766821;203.0;;92.4;12.645188299296457;180.575;-0.0805547058223717;-1.0054043030488429;-0.0438462322830631;Груженный движется вперед;95;7530G;240;1703.0;45.0;45.0;768.0;21.0;764.0;22.0;840.0;36.0;836.0;31.0;40.0;37.0;840.0;39.0;/home/pi/adviser/route35;['/home/pi/adviser/route35', '/home/pi/adviser/route34'];1.5986631944444445;5.8;7.5;14.1;6.2;2.489151377186027;-2.114680769137257;1.0605410402249489;3.320533872257999;-0.0359659812043851;6.8;6.8;15.37;10.6;point_90%;6.8;10.6;2;0;0;0;-;0;0;0;0;0;1
106.0;13.0;53.751085;86.7670466;198.0;;92.4;14.859437198512447;140.52499999999998;-0.0723972672580809;-0.9595187111247068;-0.0540430304884266;Груженный движется вперед;95;7530G;240;1623.0;35.0;38.5;768.0;21.0;764.0;22.0;840.0;36.0;836.0;31.0;40.0;37.0;840.0;39.0;/home/pi/adviser/route35;['/home/pi/adviser/route35', '/home/pi/adviser/route34'];1.7548020833333333;8.9;6.6;10.6;12.8;3.2145498311261447;-2.3629536366351522;0.992191078506954;3.7003634934669276;0.004195527480528316;9.86;6.8;15.37;10.6;point_90%;6.8;10.6;2;0;0;0;-;0;0;0;0;0;1
125.0;18.0;53.7510857;86.7673289;199.0;;92.4;18.582194732023527;62.675;-0.023452635872336;-0.9829713469970428;-0.0346691138982359;Груженный движется вперед;95;7530G;240;1535.0;21.0;21.5;768.0;21.0;764.0;22.0;840.0;36.0;836.0;31.0;40.0;37.0;840.0;39.0;/home/pi/adviser/route35;['/home/pi/adviser/route35', '/home/pi/adviser/route34'];1.8244409722222221;5.0;6.6;15.3;8.8;2.0193939873903197;-2.553656450491924;0.872604025573553;3.9467152260255545;-0.2616937209987309;6.8;6.8;15.37;10.6;point_90%;6.8;10.6;2;0;0;0;-;0;0;0;0;0;1
142.0;17.0;53.7510472;86.767572;204.0;;92.4;16.565768635197184;134.225;-0.0152951973080452;-1.0105027021515245;0.0316100744366268;Груженный движется вперед;95;7530G;240;1584.0;37.0;38.0;768.0;21.0;764.0;22.0;840.0;36.0;836.0;31.0;40.0;37.0;840.0;39.0;/home/pi/adviser/route35;['/home/pi/adviser/route35', '/home/pi/adviser/route34'];1.973579861111111;8.7;8.7;20.4;16.0;-1.7915105208667526;-2.689893379565279;0.7134607890451452;4.080642218573233;-0.040070295131670264;6.8;6.8;21.729999999999997;15.37;point_90%;6.8;10.6;2;0;0;0;-;0;0;0;17;0;1
165.0;22.0;53.7510389;86.7679221;204.0;;92.4;23.063417045378504;217.65;-0.0346691138982359;-0.9268889568675436;-0.0367084735393086;Груженный движется вперед;95;7530G;240;1263.0;69.5;99.0;768.0;21.0;764.0;22.0;840.0;36.0;836.0;31.0;40.0;37.0;840.0;39.0;/home/pi/adviser/route34;['/home/pi/adviser/route34', '/home/pi/adviser/route35'];2.275871527777778;6.7;8.0;11.5;11.1;2.26637137248549;-2.7747685927129235;0.5264422765421297;4.123197619749323;-0.09615293204190678;6.8;6.8;10.6;15.37;point_90%;6.8;10.6;2;0;0;0;-;0;0;0;0;0;1
