len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max;isin_border
0.0;14.0;53.751191;86.7652326;211.0;;84.0;0.0;197.8;-0.095849903130417;-1.0217191801774244;0.0081574385642908;Груженный движется вперед;95;7530G;240;1169.0;67.0;100.0;752.0;23.0;752.0;22.0;816.0;35.0;832.0;33.0;84.0;34.0;828.0;37.0;/home/pi/adviser/route36;['/home/pi/adviser/route36', '/home/pi/adviser/route34', '/home/pi/adviser/route35'];0.2197777777777778;7.3;7.7;13.5;11.7;-0.45544197056531216;-3.5028627669506376;-0.5281521179650651;-0.1404853128991032;0.04732320108121724;6.3;6.3;10.6;10.6;-;6.3;10.6;0;0;0;0;-;0;0;0;0;0;1
14.0;17.0;53.7511969;86.7654433;213.0;;84.4;13.884561617881248;214.725;-0.0448659121035994;-1.0981951667176506;-0.0173345569491179;Груженный движется вперед;95;7530G;240;1257.0;68.0;100.0;752.0;23.0;752.0;22.0;816.0;35.0;832.0;33.0;84.0;34.0;828.0;37.0;/home/pi/adviser/route36;['/home/pi/adviser/route36', '/home/pi/adviser/route34', '/home/pi/adviser/route35'];0.4583611111111111;7.7;5.8;11.4;12.2;0.9035614933877241;-3.130378311299368;-0.38521554628356325;-0.6453482660379195;0.0049423701123429975;6.3;6.3;10.6;10.6;-;6.3;10.6;0;0;0;0;-;0;0;0;0;0;1
34.0;20.0;53.7511978;86.7657514;207.0;;84.4;20.28047628646888;219.6625;0.0265116753339451;-0.9605383909452432;0.0214132762312633;Груженный движется вперед;95;7530G;240;1159.0;68.0;100.0;752.0;23.0;752.0;22.0;816.0;35.0;832.0;33.0;84.0;34.0;828.0;37.0;/home/pi/adviser/route36;['/home/pi/adviser/route36', '/home/pi/adviser/route34', '/home/pi/adviser/route35'];0.7024305555555556;5.0;8.4;10.4;10.0;-1.276596908651239;-2.855698864766695;-0.25262383776871367;-1.087199135474997;-0.012834198338066649;6.3;9.135;10.6;10.6;point_120%;6.3;10.6;1;0;0;0;-;0;0;0;0;0;1
58.0;21.0;53.7511951;86.7661071;211.0;;84.8;23.415358392510313;224.6;-0.0560823901294993;-1.1104313245640869;0.040787192821454;Груженный движется вперед;95;7530G;240;1323.5;68.0;100.0;752.0;23.0;752.0;22.0;816.0;35.0;832.0;33.0;84.0;34.0;828.0;37.0;/home/pi/adviser/route36;['/home/pi/adviser/route36', '/home/pi/adviser/route34', '/home/pi/adviser/route35'];1.139152777777778;7.3;7.7;14.4;9.0;-2.10090714398374;-2.6671166068400045;-0.12885987639097873;-1.4628647214854114;-0.11247925557320393;6.3;9.135;15.37;10.6;point_120%;6.3;10.6;1;0;0;0;-;0;0;0;0;0;1
113.0;23.0;53.751139;86.766947;217.0;;84.8;55.63683360409271;367.7;-0.07545630671969;-0.9911287855613338;0.0183542367696543;Груженный движется вперед;95;7530G;240;1644.0;96.0;100.0;752.0;23.0;752.0;22.0;816.0;35.0;832.0;33.0;84.0;34.0;828.0;37.0;/home/pi/adviser/route36;['/home/pi/adviser/route36', '/home/pi/adviser/route35', '/home/pi/adviser/route34'];1.6498472222222222;9.0;8.3;18.4;25.8;-1.0578511477696366;-2.5529237170066814;-0.012406546120820927;-1.769171824344239;-0.18102431130249386;9.135;9.135;18.55;24.91;point_120%;6.3;10.6;1;0;0;0;-;0;0;0;0;0;1
141.0;20.0;53.751094;86.7673628;200.0;;85.2;27.82414224612111;220.0;-0.0836137452839808;-0.8157438564290813;-0.0285510349750178;Груженный движется вперед;95;7530G;240;1430.0;63.0;100.0;752.0;23.0;752.0;22.0;816.0;35.0;832.0;33.0;84.0;34.0;828.0;37.0;/home/pi/adviser/route36;['/home/pi/adviser/route36', '/home/pi/adviser/route34', '/home/pi/adviser/route35'];1.8942916666666667;8.3;8.9;24.3;12.7;1.9940946749534136;-2.501412374754112;0.09825326907129728;-2.0029472443265557;-0.17917835129941562;9.135;9.135;24.91;10.6;point_120%;6.3;10.6;1;0;0;0;-;0;0;0;0;0;1
167.0;22.0;53.7510519;86.7677559;210.0;;86.4;26.296310056006934;100.6;-0.0418068726419904;-0.968695829509534;-0.0132558376669725;Груженный движется вперед;95;7530G;240;1458.0;30.0;38.5;752.0;23.0;752.0;22.0;816.0;35.0;832.0;33.0;84.0;34.0;828.0;37.0;/home/pi/adviser/route36;['/home/pi/adviser/route36', '/home/pi/adviser/route34', '/home/pi/adviser/route35'];2.0060694444444445;7.6;6.7;13.5;10.5;0.7832695448786064;-2.5008747595696814;0.20463668521491363;-2.1610177817074385;-0.13712489946326278;6.3;6.3;10.6;10.6;-;6.3;10.6;0;0;0;0;-;0;0;0;0;0;1
193.0;25.0;53.751021;86.7681346;213.0;;86.0;25.163683380794698;139.51250000000002;-0.0326297542571632;-0.986030386458652;-0.0040787192821454;Груженный движется вперед;95;7530G;240;1633.0;43.0;69.25;752.0;23.0;752.0;22.0;816.0;35.0;832.0;33.0;84.0;34.0;828.0;37.0;/home/pi/adviser/route36;['/home/pi/adviser/route36', '/home/pi/adviser/route35', '/home/pi/adviser/route34'];2.27734375;6.2;7.9;12.8;11.0;0.2368732458751483;-2.5396030509407757;0.30826081833956565;-2.2402102367619623;-0.30899178403576655;6.3;6.3;10.6;10.6;-;6.3;10.6;0;0;0;0;-;0;0;0;0;0;1
248.0;22.0;53.7508706;86.7689314;210.0;;85.6;55.056011493217625;178.425;-0.0214132762312633;-1.008463342510452;0.0101967982053635;Груженный движется вперед;95;7530G;240;1304.0;56.0;100.0;752.0;23.0;752.0;22.0;816.0;35.0;832.0;33.0;84.0;34.0;828.0;37.0;/home/pi/adviser/route34;['/home/pi/adviser/route34', '/home/pi/adviser/route35', '/home/pi/adviser/route36'];2.47559375;6.6;5.6;9.2;11.6;-0.5791801458364472;-2.60588942835478;0.41064278447479086;-2.2373514097652043;-0.362939878162716;6.3;6.3;10.6;10.6;-;6.3;10.6;0;0;0;0;-;0;0;0;0;0;1
274.0;27.0;53.7507861;86.7693077;216.0;;85.6;26.495637535614744;335.6;-0.0723972672580809;-1.0247782196390334;-0.0438462322830631;Груженный движется вперед;95;7530G;240;1722.0;83.5;85.0;752.0;23.0;752.0;22.0;816.0;35.0;832.0;33.0;84.0;34.0;828.0;37.0;/home/pi/adviser/route35;['/home/pi/adviser/route35', '/home/pi/adviser/route36', '/home/pi/adviser/route34'];2.8484826388888886;5.8;6.4;12.4;9.3;2.4438832680675513;-2.688026071299081;0.513299699650127;-2.1492681009922405;-0.307733965085097;6.3;6.3;10.6;10.6;-;6.3;10.6;0;0;0;0;-;0;0;0;0;0;1
