len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max;isin_border
0.0;8.0;53.75115;86.7654988;208.0;;52.8;0.0;190.975;-0.0224329560517997;-1.0227388599979603;0.0683185479759355;Груженный движется вперед;95;7530G;240;1030.0;62.0;100.0;768.0;21.0;768.0;21.0;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.21219444444444444;7.3;7.5;11.9;10.2;-3.820741390024836;-0.5223654914531697;-2.512427785673445;-2.369823024995428;-0.31339096103874065;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
9.0;7.0;53.7511253;86.7656277;207.0;;52.8;8.91908318618147;190.975;-0.0479249515652085;-1.0370143774854697;0.0183542367696543;Груженный движется вперед;95;7530G;240;1240.0;62.0;100.0;768.0;21.0;768.0;21.0;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.47743749999999996;6.3;6.7;9.7;9.5;-1.0128978685342818;-1.0514612412008466;-1.3165854223559306;-1.252185872875522;-0.21189329913763522;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
23.0;12.0;53.7510993;86.7658321;214.0;;53.2;13.762158167991915;272.75;-0.0152951973080452;-0.9727745487916796;-0.0356887937187723;Груженный движется вперед;95;7530G;240;1381.5;80.0;100.0;768.0;21.0;768.0;21.0;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.7804930555555556;6.5;5.9;11.6;11.2;2.100844635438056;-1.504943118484618;-0.36722254076685434;-0.27210082382495937;-0.07865715738184131;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
39.0;16.0;53.7510879;86.7660767;214.0;;52.8;16.15041189220835;7.45;-0.0163148771285816;-1.0084633425104517;0.0224329560517997;Груженный движется вперед;95;7530G;240;1162.5;63.0;100.0;768.0;21.0;768.0;21.0;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];0.7887708333333334;5.5;7.8;10.7;9.7;-1.2741501115087714;-1.8873849619929917;0.35743224621351866;0.5784682750199988;-0.005420431592719099;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
57.0;17.0;53.751087;86.7663574;215.0;;53.0;18.476984127413317;153.8875;-0.008667278474558952;-1.0288569389211788;-0.0061180789232181;Груженный движется вперед;95;7530G;240;1112.0;55.5;99.5;768.0;21.0;768.0;21.0;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];1.0025034722222224;6.3;7.2;11.0;10.7;0.34069219812777046;-2.2033606104144754;0.8791503257049227;1.3075575765230916;0.014844428120043052;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
83.0;18.0;53.7510904;86.7667448;216.0;;52.8;25.50290927626468;68.55;-0.0254919955134087;-1.0308962985622514;-0.0254919955134087;Груженный движется вперед;95;7530G;240;1336.0;19.0;20.0;768.0;21.0;768.0;21.0;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];1.078670138888889;5.4;6.2;11.0;8.1;1.4160882000136918;-2.4574439024375776;1.219703084827092;1.9232032335480573;-0.02726114011082692;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
109.0;19.0;53.7510839;86.7671479;213.0;;53.2;26.543398087376943;383.1;-0.0632201488732537;-1.058427653716733;-0.0346691138982359;Груженный движется вперед;95;7530G;240;1614.0;97.5;100.0;768.0;21.0;768.0;21.0;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];1.5043368055555557;7.6;6.9;12.8;12.7;1.8727342879054514;-2.6542086767508053;1.4008619106997617;2.433441398958636;-0.23705562846067663;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
131.0;20.0;53.7510391;86.7674615;214.0;;52.4;21.236236015345668;413.4;-0.0458855919241358;-0.9992862241256244;-0.0703579076170082;Груженный движется вперед;95;7530G;240;1745.5;98.0;100.0;768.0;21.0;768.0;21.0;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];1.963670138888889;7.0;5.9;9.2;12.1;4.023218982290571;-2.798228772042666;1.4443981904426648;2.846308225618566;-0.1645525185145711;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
159.0;23.0;53.7509979;86.7678811;212.0;;52.8;27.997885506783792;356.125;-0.0418068726419904;-1.050270215152442;-0.0040787192821454;Груженный движется вперед;95;7530G;240;1387.0;85.5;88.0;768.0;21.0;768.0;21.0;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];2.4582881944444446;9.1;6.2;11.4;15.6;0.22233069261115995;-2.894078027001669;1.3720833111755386;3.1698398663915857;-0.16283051686737382;9.135;6.3;10.2;14.79;point_30%;6.3;10.2;1;0;0;0;-;0;0;0;0;0;1
187.0;24.0;53.7509571;86.7683011;220.0;;52.4;28.016633115546213;298.85;-0.040787192821454;-1.0043846232283062;-0.0244723156928724;Груженный движется вперед;95;7530G;240;1611.5;73.0;76.0;768.0;21.0;767.968253968254;20.992063492063494;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];2.7903437500000003;7.2;8.0;13.8;8.5;1.3946141285313158;-2.946330280316322;1.2056886600181151;3.4120724741414357;-0.19681503495919417;6.3;6.3;14.79;10.2;point_30%;6.3;10.2;1;0;0;0;-;0;0;0;0;0;1
211.0;26.0;53.7509139;86.7686675;216.0;;52.8;24.592680609665415;225.02500000000003;-0.058121749770572;-1.0135617416131335;-0.0173345569491179;Груженный движется вперед;95;7530G;240;1159.5;63.0;88.0;768.0;21.0;767.9259259259259;20.98148148148148;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];3.0403715277777783;6.7;6.5;11.7;11.8;0.978205469971791;-2.959559370675131;0.9669856240901291;3.5810422017318544;-0.22653800569055083;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;26;0;1
237.0;27.0;53.7508617;86.7690505;216.0;;52.4;25.871637558277193;151.2;-0.0601611094116447;-1.009483022330988;0.0254919955134087;Груженный движется вперед;95;7530G;240;1162.0;53.0;100.0;768.0;21.0;767.8835978835979;20.97089947089947;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];3.2503715277777783;7.2;6.3;9.0;10.3;-1.4439947445839498;-2.938339136766607;0.6777455905113157;3.684785202026579;-0.37209130489484377;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
275.0;22.0;53.7507369;86.7695913;212.0;;52.8;38.21268371294358;42.650000000000006;-0.0672988681553992;-0.9697155093300704;0.0601611094116447;Груженный движется вперед;95;7530G;240;1299.0;15.0;24.0;768.0;21.0;767.8412698412699;20.960317460317462;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];3.3096076388888895;10.0;7.8;11.3;13.4;-3.541580804428929;-2.8872434172792545;0.3597399464014064;3.731337627889352;-0.43060622241826296;9.135;6.3;10.2;14.79;point_30%;6.3;10.2;2;0;0;0;-;0;0;0;0;0;1
307.0;22.0;53.7506166;86.7700342;219.0;;52.8;32.08234901894602;188.55;-0.0672988681553992;-0.9054756806362804;-0.0418068726419904;Груженный движется вперед;95;7530G;240;1445.0;54.0;67.0;768.0;21.0;767.7989417989418;20.94973544973545;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];3.5191076388888893;6.9;6.5;13.0;10.3;2.636274633671538;-2.810846050901643;0.034740078880163186;3.7287356321839855;-0.7202514193468872;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
340.0;23.0;53.7504242;86.770405;220.0;;52.4;32.47274715076599;179.445;-0.07545630671969;-1.0227388599979603;-0.040787192821454;Груженный движется вперед;95;7530G;240;1289.0;54.0;76.6;768.0;21.0;767.7566137566137;20.93915343915344;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];3.768336805555556;6.5;7.2;12.9;8.7;2.2775822181425722;-2.8302314339664303;-0.17828612645553754;3.6145593869732555;-0.9717376321192996;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
365.0;21.0;53.7502341;86.7706245;219.0;;52.4;25.624195678165158;167.305;-0.0622004690527174;-0.968695829509534;-0.0254919955134087;Груженный движется вперед;95;7530G;240;941.0;54.0;89.4;768.0;21.0;767.7142857142858;20.92857142857143;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];3.9542312500000008;6.6;5.9;10.5;12.9;1.5043391877217034;-3.02877204715306;-0.2768506553069253;3.4383141762452825;-1.2062143801796426;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
388.0;20.0;53.7500474;86.770745;215.0;;52.8;22.245849205727346;158.2;-0.0489446313857448;-1.012542061792597;0.0244723156928724;Груженный движется вперед;95;7530G;240;1277.0;54.0;99.0;768.0;21.0;767.6719576719577;20.917989417989418;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];4.130009027777779;6.6;5.8;10.9;9.1;-1.3829086268090043;-2.8201988117149366;-0.13576464451701042;3.2053639846743973;-1.233488063080347;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
412.0;22.0;53.7498385;86.7708689;216.0;;53.2;24.643729330482;41.95;-0.0693382277964719;-0.9411644743550523;0.0509839910268175;Груженный движется вперед;95;7530G;240;1299.0;15.0;24.0;768.0;21.0;767.6296296296296;20.90740740740741;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];4.1766201388888895;7.2;8.4;13.0;8.7;-3.092384789327265;-2.6102125202258306;-0.11410105298860584;2.9593869731801403;-1.2566282427651694;6.3;9.135;10.2;10.2;point_30%;6.3;10.2;3;0;0;0;-;0;0;0;0;0;1
439.0;25.0;53.7496072;86.770996;217.0;;53.6;27.073785907115724;41.900000000000006;0.0045885591924135;-0.93912511471398;0.0193739165901906;Груженный движется вперед;95;7530G;240;1300.0;15.0;24.0;768.0;21.0;767.5873015873017;20.8968253968254;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];4.211536805555556;7.7;7.8;12.3;12.0;-1.1818158823652796;-2.425473894141603;-0.03302942563189076;2.740996168582435;-1.1378426026092048;6.3;9.135;10.2;10.2;point_30%;6.3;10.2;3;0;0;0;-;0;0;0;0;0;1
468.0;28.0;53.7493773;86.7711757;219.0;;53.2;28.194238613033484;42.525;0.0050983991026817;-1.012542061792597;0.023452635872336;Груженный движется вперед;95;7530G;240;1299.0;15.0;24.0;768.0;21.0;767.5449735449736;20.886243386243386;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];4.270599305555556;5.8;8.9;14.9;10.0;-1.3268385176510413;-2.171987894505541;0.06397689293379605;2.5670498084291755;-1.2144052728126784;6.3;9.135;14.79;10.2;point_30%;6.3;10.2;3;0;0;0;-;0;0;0;0;0;1
507.0;26.0;53.7490474;86.7713834;218.0;;54.8;39.18735430377909;42.5;-0.0040787192821454;-1.0084633425104517;0.058121749770572;Груженный движется вперед;95;7530G;240;1299.0;16.0;25.0;768.0;21.0;767.5026455026455;20.875661375661377;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];4.3296270833333335;8.9;8.0;10.5;14.3;-3.2985075412701876;-1.8439428151208404;0.2366487801746115;2.5180076628353056;-1.1810167726579404;9.135;6.3;10.2;14.79;point_30%;6.3;10.2;3;0;0;0;-;0;0;0;0;0;1
538.0;20.0;53.7487906;86.7715618;214.0;;54.0;30.905443863575943;148.225;-0.0010196798205363;-0.9870500662791885;-0.0081574385642908;Груженный движется вперед;95;7530G;240;1097.5;54.0;100.0;768.0;21.0;767.4603174603175;20.865079365079367;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];4.494321527777778;5.8;6.1;10.6;11.0;0.4735078060807137;-1.4725024928338393;0.6146501512316954;2.626819923371707;-0.9680562760790994;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;20;1
563.0;20.0;53.7486013;86.7717821;219.0;;53.6;25.58083054776394;390.4;-0.0071377587437544;-0.9962271846640156;-0.037728153359845;Груженный движется вперед;95;7530G;240;1646.0;97.0;100.0;768.0;21.0;767.4179894179895;20.854497354497354;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];5.036543750000001;5.8;5.0;8.9;11.8;2.168758336935904;-1.2021036825935325;0.8483932603999851;2.9915708812261212;-1.1176991102189482;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
589.0;22.0;53.7483907;86.7719555;219.0;;52.4;26.075389224906928;413.75;-0.0652595085143265;-1.0023452635872336;-0.0571020699500356;Груженный движется вперед;95;7530G;240;1746.0;98.0;100.0;768.0;21.0;767.3756613756614;20.843915343915345;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];5.496265972222223;6.3;5.9;10.3;10.5;3.2536545327747404;-0.8980749189830652;1.1635814824310402;3.5770114942529543;-1.1317648661332993;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
617.0;23.0;53.7481624;86.7721368;221.0;;52.0;28.07741038300419;406.25;-0.0723972672580809;-0.9941878250229428;-0.058121749770572;Груженный движется вперед;95;7530G;240;1829.0;86.0;100.0;768.0;21.0;767.3333333333333;20.833333333333332;836.0;38.0;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];5.947654861111112;4.1;6.4;17.7;8.6;3.3369752353078095;-0.7623362332030282;1.4538213453317548;4.346360153256803;-1.4604391109679398;6.3;6.3;17.849999999999998;10.2;point_60%;6.3;10.2;4;0;0;0;-;0;0;0;0;0;1
642.0;22.0;53.7479468;86.7721772;219.0;;52.0;24.14778316677965;423.9500000000001;-0.0550627103089629;-1.0247782196390334;-0.0489446313857448;Груженный движется вперед;95;7530G;240;1824.0;90.0;99.0;768.0;21.0;767.2910052910054;20.822751322751323;836.0;37.98854961832061;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];6.418710416666668;5.3;5.9;10.9;9.1;2.730504155746472;-0.615212071611269;1.6476280033821495;5.372413793103567;-1.493529770786333;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
669.0;22.0;53.7476978;86.7722098;219.5;;51.6;27.801971351130135;420.1875;0.00356887937187725;-1.044661976139492;-0.06729886815539915;Груженный движется вперед;95;7530G;240;1825.25;89.5;99.5;768.0;21.0;767.2275132275132;20.806878306878303;836.0;37.965648854961835;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];7.352460416666668;5.6;5.6;9.5;13.7;3.6859747821562103;-0.5318693692565593;1.7632418826232512;6.526436781609338;-1.377983275451121;6.3;6.3;10.2;14.79;point_30%;6.3;10.2;5;0;0;0;-;0;1;0;0;0;1
722.0;20.0;53.7472359;86.7723623;216.0;;51.2;52.39017071373624;418.35;-0.003059039461609;-1.015601101254206;-0.0520036708473539;Груженный движется вперед;95;7530G;240;1826.0;89.0;100.0;768.0;21.0;767.1640211640212;20.79100529100529;836.0;37.94274809160305;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];7.817293750000001;4.6;5.0;8.3;11.6;2.9312466942526294;-0.6193081493579524;2.312149033660709;7.721072796935033;-1.0587366338631816;6.3;6.3;10.2;14.79;point_30%;6.3;10.2;5;0;0;0;-;0;1;0;0;0;1
749.0;25.0;53.7470259;86.7725619;216.0;;50.8;26.81710895531365;411.775;0.0530233506678902;-1.012542061792597;-0.061180789232181;Груженный движется вперед;95;7530G;240;1827.0;87.0;100.0;768.0;21.0;767.1216931216932;20.78042328042328;836.0;37.92748091603053;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];8.389203472222224;4.4;6.7;9.2;12.7;3.4530568140759783;-0.7065001114613159;2.9240912548082014;9.175478927203264;-0.840114651356243;6.3;6.3;10.2;14.79;point_30%;6.3;10.2;5;0;0;0;-;0;1;0;0;0;1
782.0;30.0;53.746802;86.7729012;222.0;;51.2;33.468705990095394;430.8250000000001;-0.0254919955134087;-1.015601101254206;-0.0540430304884266;Груженный движется вперед;95;7530G;240;1777.5;98.0;100.0;768.0;21.0;767.0793650793651;20.76984126984127;836.0;37.912213740458014;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];8.98757152777778;5.1;6.7;10.3;13.7;3.045041667337667;-0.9247752530804483;3.6564093929601906;10.858237547892953;-0.6943773181028163;6.3;6.3;10.2;14.79;point_30%;6.3;10.2;5;0;0;0;-;0;1;0;0;0;1
829.0;31.0;53.7465317;86.7734501;219.0;;51.6;47.022497579027814;382.4;-0.0142755174875089;-1.023758539818497;-0.0397675130009177;Груженный движется вперед;95;7530G;240;1834.0;80.5;100.0;768.0;21.0;767.037037037037;20.75925925925926;836.0;37.896946564885496;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];9.51868263888889;6.4;6.3;8.9;11.6;2.2242984392612732;-1.1267777065683833;4.318814596616072;12.782375478927475;-0.6683374621713569;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
874.0;29.0;53.7462791;86.7739911;219.0;;52.0;45.3775389535867;402.075;0.0244723156928724;-1.020699500356888;-0.0489446313857448;Груженный движется вперед;95;7530G;240;1830.0;84.0;100.0;768.0;21.0;766.9947089947091;20.748677248677247;836.0;37.88167938931298;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];9.96543263888889;4.7;5.9;9.5;11.4;2.7445595045744433;-1.4905068474083092;4.817743269142424;14.780076628352802;-0.5505231415567429;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
915.0;25.0;53.7460882;86.774517;220.0;;51.6;40.62277943671533;410.125;0.0101967982053635;-0.9472825532782706;-0.0713775874375446;Груженный движется вперед;95;7530G;240;1828.0;86.0;100.0;768.0;21.0;766.952380952381;20.738095238095237;836.0;37.86641221374046;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];10.421127083333335;5.5;7.2;10.8;11.6;4.3088362776322935;-1.5877512957577635;5.404358875708535;16.88199233716511;-0.45351280552654716;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
941.0;18.0;53.7459851;86.7748747;220.0;;51.2;26.196062662929965;410.25;-0.046395431834404;-1.0013255837666972;-0.0836137452839808;Груженный движется вперед;95;7530G;240;1828.0;86.0;100.0;768.0;21.0;766.9100529100529;20.727513227513228;836.0;37.85114503816794;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];10.876960416666668;4.7;4.5;9.9;12.2;4.768206903313814;-1.6911464631448063;5.924350940196808;19.047509578544464;-0.25822061303377297;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
959.0;14.0;53.7459436;86.7751404;219.0;;51.2;18.09129927722888;406.6;-0.0632201488732538;-1.0105027021515245;-0.0917711838482716;Груженный движется вперед;95;7530G;240;1828.0;86.0;99.5;768.0;21.0;766.8677248677249;20.716931216931215;836.0;37.83587786259542;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];11.44168263888889;4.6;3.6;9.7;9.9;5.179145121351984;-1.7679335802153253;6.227428755980353;21.185440613027268;-0.03092945477117426;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
976.0;14.0;53.745939;86.7753918;220.0;;51.2;16.55802540461848;414.0;-0.0356887937187723;-1.0043846232283062;-0.0999286224125624;Груженный движется вперед;95;7530G;240;1827.0;88.0;100.0;768.0;21.0;766.8253968253969;20.706349206349206;836.0;37.8206106870229;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];11.901682638888891;4.2;3.9;9.2;10.0;5.678235420869996;-1.6549433576961254;6.554519748376477;23.244444444444937;0.3027495805421814;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
989.0;13.0;53.7459738;86.7755802;222.0;;50.8;12.993641129417236;419.7000000000001;-0.0550627103089629;-0.9972468644845518;-0.1193025390027531;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;768.0;21.0;766.7830687830688;20.695767195767196;836.0;37.80534351145038;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];12.717765972222224;4.3;3.7;8.8;10.7;6.811703735146453;-1.5514531990799614;6.927786925831127;25.27969348659057;0.2689702026864964;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
1018.0;9.0;53.7460436;86.7760084;222.0;;50.4;29.240429970385257;425.625;-0.0295707147955541;-0.9992862241256244;-0.1549913327215254;Груженный движется вперед;95;7530G;240;1824.0;90.0;100.0;768.0;21.0;766.7407407407406;20.685185185185183;836.0;37.79007633587786;840.0;33.0;36.0;36.0;;;/home/pi/adviser/route34;['/home/pi/adviser/route34'];13.190682638888891;3.1;3.3;10.0;8.8;8.812645162312018;-1.6720318380574535;7.356069668819105;27.318007662835825;0.33550585705175817;6.3;6.3;10.2;10.2;-;6.3;10.2;0;0;0;0;-;0;0;0;0;0;1
