Широта;Долгота;in_current_border_original;point;рекомендованная скорость_min;рекомендованная скорость_max;len;Скорость;Продольный наклон;уклон;Поперечный наклон;Высота;point_route_dist;рекомендованная скорость_turns;Поворот влево;Поворот вправо;подъем;спуск;rec_hole;примечание;рекомендованная скорость_holes;рекомендованная скорость;рекомендованная скорость_add;azimut;путь;centr;radius;время движения по маршруту;nom_point;no_avoid;Объезд слева;Объезд справа;Неровная дорога;Опасность;Грузоподъемность;Модель самосвала;Самосвал;уровень давления впереди,МПа;уровень давления сзади,МПа
53.7234884;86.835962;1;-;0.0;0.0;6;0.07241379310344828;-1.5094789084600053;-0.4067220648277567;0.7983583292940567;-0.04756758779746818;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.4187237984845011;6.869887529623068;-;0.0;2373.0;-;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7234274;86.8359778;1;-;0.0;0.0;17;0.20517241379310344;-1.0125897434206257;-0.21444223171228638;0.591227285690189;0.00835085974659494;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.3286179114630547;10.354485668411037;-;0.0;2373.0;-;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7233371;86.8360155;1;-;0.0;0.0;27;0.3258620689655172;-0.6646497419795085;-0.08052081627049418;0.4436389016966955;-0.0687491520824809;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.530055531427621;10.673444509649327;-;0.0;2373.0;-;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7232413;86.8360221;1;-;0.0;0.0;37;0.44655172413793104;-0.23384588556784816;0.08516620979927805;0.2604467381563961;-0.18496397478334514;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.2951355342195563;10.018680088373756;-;0.0;2373.0;-;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7231547;86.8360635;1;-;0.0;0.0;45;0.5431034482758621;0.9438332481416908;0.45469328357357053;-0.14256470476635325;-0.2288833285549144;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.7366549824364084;8.058939220980438;-;0.0;2373.0;-;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7230833;86.8360433;1;-;0.0;0.0;58;0.7;2.4618312613929314;0.9873336879863304;-0.7186178728116117;-0.13566519839096972;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.4785902631867152;12.375848366220756;-;0.0;2373.0;-;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7229726;86.8360606;1;-;0.0;0.0;86;1.0379310344827586;2.6402750953190495;1.5869983925215623;-1.3540703897143411;0.2684233178486158;0.0;0.0;0;0;0;0;Нет;-;0;0.0;0.0;-1.3745406989056503;28.272889211052373;-;0.0;2373.0;-;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7227235;86.8361443;1;point_90%;0.0;0.0;103;1.243103448275862;1.9727557734628693;2.219878229615282;-2.0324097801247207;0.5755274464634198;61.87022268987176;0.0;0;0;0;0;скорость_9.0;добавили новую яму;0;0.0;0.0;-1.8513375462550563;17.342812091398283;-;0.0;2373.0;1;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7225738;86.8360714;1;point_90%;0.0;0.0;120;1.4482758620689655;1.449340564021803;2.814576653544889;-2.6493240058685483;1.1981486493801912;0.0;0.0;0;0;0;0;Объезд слева;добавили новую яму;0;0.0;0.0;-1.8402086960867452;16.63016826642391;-;0.0;2373.0;1;0;0;0;1;1;240;7530G;95;6.5;10.9
53.7224298;86.8360042;1;point_90%;0.0;0.0;139;1.6775862068965517;0.6618301491939003;3.1483581554430753;-2.9612477150773904;2.070785323658903;36.118035719272754;0.0;0;0;0;0;Объезд справа;добавили новую яму;0;0.0;0.0;-2.0279012622382604;18.819575933176043;-;0.0;2373.0;1;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7222781;86.8358781;1;point_90%;0.0;0.0;158;1.9068965517241379;1.501240089742584;3.5344491441111385;-3.304957411278836;3.211455557760994;29.977459879927732;0.0;0;0;0;0;Объезд справа;добавили новую яму;0;0.0;0.0;-1.7081087109030277;18.76731721106886;-;0.0;2373.0;1;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7221111;86.8358391;1;point_90%;0.0;0.0;181;2.1844827586206894;3.4453905627976624;3.911679399923363;-3.6114152611149475;4.5971477892660335;29.167716402509477;0.0;0;0;0;0;Объезд справа;добавили новую яму;0;0.0;0.0;-1.9779426440007142;22.88849645889571;-;0.0;2373.0;1;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7219223;86.8357015;1;point_90%;0.0;0.0;201;2.4258620689655173;4.799646311062299;4.286950817513489;-3.8853678561160647;6.212310392277569;20.454622253778805;0.0;0;0;0;0;Объезд справа;добавили новую яму;0;0.0;0.0;-2.245316272779558;20.76743190214316;-;0.0;2373.0;1;0;0;0;0;0;240;7530G;95;6.5;10.9
53.7217766;86.8355046;1;point_90%;0.0;0.0;224;2.703448275862069;4.912476882911358;4.486331164244306;-3.9579931274688165;7.645348266037918;14.757154020816971;0.0;0;0;0;0;Объезд справа;-;0;0.0;0.0;-2.2976730083734096;22.7483004831519;-;0.0;2373.0;1;0;0;0;0;0;240;7530G;95;6.5;10.9
