acc_X;acc_X_std;acc_Z;acc_Z_std;acc;acc_std;acc_var;acc_max;acc_range;fb_tilt_max;fb_tilt_std;fb_tilt_var;fb_tilt_range;tilt_max;tilt_var;tilt_range;class;lat;lon
-1.7730411522206688;2.353252903472509;-0.0402773529111858;0.04376567240478508;2.194191078027563;1.0370757579521368;1.075526127731999;5.386880455812384;3.3072639746500716;-0.9952075048434792;0.024510582776488196;0.0006007686680430797;0.09075150402773513;0.0693382277964719;0.0017633068294560976;0.1101254206179259;0.0;53.727334580000004;86.85419794
-3.027739289399076;2.353252903472509;-0.0061180789232181;0.04376567240478508;3.4594383612674053;1.0370757579521368;1.075526127731999;5.386880455812384;3.3072639746500716;-0.9952075048434792;0.024510582776488196;0.0006007686680430797;0.09075150402773513;0.0693382277964719;0.0017633068294560976;0.1101254206179259;30.0;53.727334580000004;86.85419794
0.454700738583098;2.353252903472509;-0.0091771183848271;0.04376567240478508;2.0796164811623123;1.0370757579521368;1.075526127731999;5.386880455812384;3.3072639746500716;-0.9952075048434792;0.024510582776488196;0.0006007686680430797;0.09075150402773513;0.0693382277964719;0.0017633068294560976;0.1101254206179259;30.0;53.727334580000004;86.85419794
0.9639698124999796;2.353252903472509;-0.0530233506678902;0.04376567240478508;2.5483131662122243;1.0370757579521368;1.075526127731999;5.386880455812384;3.3072639746500716;-0.9952075048434792;0.024510582776488196;0.0006007686680430797;0.09075150402773513;0.0693382277964719;0.0017633068294560976;0.1101254206179259;0.0;53.727334580000004;86.85419794
1.9949173226704404;2.353252903472509;-0.0152951973080452;0.04376567240478508;3.324698834472094;1.0370757579521368;1.075526127731999;5.386880455812384;3.3072639746500716;-0.9952075048434792;0.024510582776488196;0.0006007686680430797;0.09075150402773513;0.0693382277964719;0.0017633068294560976;0.1101254206179259;0.0;53.727334580000004;86.85419794
1.8067845710834096;2.353252903472509;-0.1407158152340165;0.04376567240478508;3.4469271990688437;1.0370757579521368;1.075526127731999;5.386880455812384;3.3072639746500716;-0.9952075048434792;0.024510582776488196;0.0006007686680430797;0.09075150402773513;0.0693382277964719;0.0017633068294560976;0.1101254206179259;30.0;53.727334580000004;86.85419794
2.272655305007506;2.329001265206879;-0.0632201488732537;0.05088425517733001;3.904733588527734;0.9395110354038382;0.882680985645592;5.386880455812384;3.3072639746500716;-0.9952075048434792;0.02502524096360796;0.0006262626852866419;0.09075150402773513;0.0693382277964719;0.001732128862293499;0.1101254206179259;30.0;53.72719309;86.85414605000001
-2.9392254402108757;2.176076730666029;-0.0247272356480065;0.048293327928005524;4.483915419587845;0.9433177531226747;0.8898483833564116;5.386880455812384;3.3072639746500716;-0.9952075048434792;0.025476128889491825;0.0006490331431939999;0.09075150402773513;0.0693382277964719;0.0015141285879597358;0.1101254206179259;30.0;53.72705982;86.8540563
-1.9625441231440588;2.182476381164457;-0.020393596410727;0.04687817867479169;4.070101486550182;0.7440830534750152;0.5536595904687024;5.386880455812384;2.8385672896001597;-0.9778729478943612;0.029977931593520746;0.0008986763826258093;0.10808606097685314;0.0693382277964719;0.0015212681835897446;0.1101254206179259;30.0;53.726940330000005;86.85393169
-3.90246116120436;2.1633511536502232;-0.0999286224125624;0.04776529284931397;5.386880455812384;0.5697020244600925;0.32456039667392794;5.386880455812384;2.06218162134029;-0.9778729478943612;0.030176129873847306;0.0009105988141632998;0.10808606097685314;0.0693382277964719;0.0014931025943567976;0.1101254206179259;30.0;53.72683733;86.85377493000001
