Широта;Долгота;in_current_border_original;point;рекомендованная скорость_min;рекомендованная скорость_max;len;Скорость;Продольный наклон;уклон;Поперечный наклон;Высота;point_route_dist;рекомендованная скорость_turns;Поворот влево;Поворот вправо;подъем;спуск;rec_hole;примечание;рекомендованная скорость_holes;рекомендованная скорость;рекомендованная скорость_add;azimut;путь;centr;radius;время движения по маршруту;nom_point;no_avoid;Объезд слева;Объезд справа;Неровная дорога;Опасность;Грузоподъемность;Модель самосвала;Самосвал;уровень давления впереди,МПа;уровень давления сзади,МПа
53.7278156;86.853166;1;-;0.0;0.0;11;1.222222222222222;2.2844316416506096;2.199652050943056;-1.267053475131008;0.44954598402874785;0.0;0;0;0;0;0;Нет;добавили новую яму;0;0.0;0.0;-2.928897706315291;11.865359157868554;-;0.0;670.0;-;0;0;0;0;0;240;7530G;95;5.5;10.1
53.7277931;86.8529899;1;point_60%;0.0;0.0;25;2.7777777777777777;3.6270979674451045;2.5305642987070813;-1.178131267738672;1.4973398613792723;8.510180877258541;0;0;0;0;0;Объезд справа;добавили новую яму;0;0.0;0.0;-3.0842517557689444;13.985348925828863;-;0.0;670.0;1;0;0;1;0;0;240;7530G;95;5.5;10.1
53.7277859;86.8527779;1;point_60%;0.0;0.0;34;3.7777777777777777;2.625346649134695;2.73820216757951;-1.0766117576396628;1.9939126372623914;3.128227610411922;0;0;0;0;0;Объезд справа;добавили новую яму;0;0.0;0.0;3.00857477791698;8.260271740747264;-;0.0;670.0;1;0;0;0;0;0;240;7530G;95;5.5;10.1
53.72779574105063;86.85265358663459;1;point_60%;0.0;0.0;38;4.222222222222222;0.8446213321787484;2.8467277800402986;-1.0113570178974014;2.2084543808681745;2.8256307760868924;0;0;0;0;0;Объезд справа;;0;0.0;0.0;2.880023919576103;4.158023491745616;-;0.0;670.0;1;0;0;0;0;0;240;7530G;95;5.5;10.1
53.7278054;86.8525926;1;point_60%;0.0;0.0;42;4.666666666666666;1.3100175949680932;2.889036193654958;-1.0683662520590276;2.572028445920072;1.3859557800695606;0;0;0;0;0;Объезд справа;-;0;0.0;0.0;2.729202920546977;4.115631750405966;-;0.0;670.0;1;0;0;0;0;0;240;7530G;95;5.5;10.1
53.72782021784703;86.85253534837963;1;point_60%;0.0;0.0;75;8.333333333333332;2.2318838106372296;2.8713823137343173;-1.2261724265836353;3.0418232014291133;0.0;0;0;0;0;0;Объезд справа;;0;0.0;0.0;2.3495047253656676;33.29261501796255;-;0.0;670.0;1;0;0;0;0;0;240;7530G;95;5.5;10.1
53.7280331;86.8521803;1;point_60%;0.0;0.0;91;10.11111111111111;3.7308452043090448;2.804686966957037;-1.4728002914997669;3.6260909315096512;4.9278328009006875;0;0;0;0;0;Объезд справа;добавили новую яму;0;0.0;0.0;2.2349226567891405;15.578815620240052;-;0.0;670.0;1;0;0;0;0;0;240;7530G;95;5.5;10.1
53.7281433;86.8520345;1;point_60%;0.0;0.0;107;11.888888888888888;3.6413198812744065;2.718382570795891;-1.766711476028349;4.294106513810948;5.1577663954485855;0;0;0;0;0;Объезд справа;добавили новую яму;0;0.0;0.0;2.3567480104734813;16.47655121126205;-;0.0;670.0;1;0;0;0;0;0;240;7530G;95;5.5;10.1
53.7282479;86.8518575;1;point_60%;14.0;0.0;126;14.0;2.8662637211498696;2.5367534962356855;-2.1583832930600115;4.959338453919725;2.3301626370398143;0;0;0;0;0;Объезд справа;добавили новую яму;0;14.0;0.0;2.507469279110908;18.95846630691836;-;0.0;670.0;1;0;0;0;0;0;240;7530G;95;5.5;10.1
53.7283488;86.8516256;1;point_60%;0.0;0.0;144;14.79295154185022;0.3864584728855203;2.3006160268291227;-2.543558487706757;5.382680228000433;1.3652862181590746;0;0;0;0;0;Объезд справа;добавили новую яму;0;0.0;0.0;2.6892249161338837;17.471372191803297;-;0.0;670.0;1;0;0;0;0;0;240;7530G;95;5.5;10.1
