lat;lon;vel;acc_X;acc_Y;acc_Z;fb_tilt;tilt;hole;acc
53.7277083;86.8538011;5.0;-4.327270333907153;4.776174977768363;0.0734169470786173;-0.04721117569083311;0.0978892627714897;0;6.445347625155054
53.7277236;86.8538676;6.0;3.3370551368191084;3.311800836391362;-0.1080860609768532;-0.01866014071581512;-0.0418068726419904;1;4.702727332375418
53.7277128;86.8540104;5.0;-0.8361222705222289;2.092389283422971;0.0815743856429081;-0.014581421433669917;0.0326297542571632;0;2.254738952748091
53.7276965;86.8540965;7.0;2.9143481541985006;1.098539279375396;-0.0509839910268175;-0.03599469766493324;-0.0346691138982359;0;3.114933880446236
53.7276677;86.8541957;7.0;3.7414475302810306;0.3108497847608449;-0.0560823901294993;0.0007137758743755995;-0.0479249515652085;0;3.75475730840417
53.7276047;86.8543119;9.0;3.2997107649846056;-0.2900802399084794;-0.0795350260018354;0.012949933720811546;-0.0397675130009177;0;3.3133915401747744
53.7275141;86.8543749;12.0;3.715162056219257;-0.7236518341203695;-0.0418068726419904;0.03334353013153879;-0.0458855919241358;0;3.7852145111733333
53.7273753;86.8544665;11.0;1.284303531996127;-1.0092660373626199;-0.0367084735393086;-0.026817579280105974;-0.0050983991026817;1;1.6338301651337443
53.727245;86.8545154;14.0;4.217360791155466;-1.1663238891230252;-0.1213418986438258;-0.026817579280105974;-0.058121749770572;1;4.3773470634027865
53.7270984;86.8545992;15.0;0.874808598365203;-1.2142264288893774;-0.0795350260018354;0.07005200367084741;0.0020393596410727;0;1.498653303719127
53.7269524;86.8545044;15.0;-1.3614067761575441;-1.1723746961494745;-0.0560823901294993;-0.03701437748546965;0.0428265524625267;0;1.797508295619769
53.7268152;86.8542904;18.0;-0.11271176334153377;-1.0601697303911077;-0.0214132762312633;0.002753135515448202;0.0193739165901906;0;1.0663593799615907
53.7266931;86.8540659;20.0;-0.35291863694125003;-0.8970125711020591;-0.0418068726419904;0.00785153461813004;0.023452635872336;0;0.9648476209307355
53.7265528;86.853772;19.0;-1.9168886838875379;-0.7373164690066902;-0.0683185479759355;0.0017334556949117896;0.0509839910268175;1;2.0549367936464935
53.7264675;86.8534563;19.0;-1.1005759741397694;-1.0560066076034236;-0.1498929336188436;-0.01764046089527893;0.037728153359845;1;1.532607360580216
53.7264747;86.8531819;18.0;-2.244841827485987;-0.7080213058700688;-0.113184460079535;-0.03701437748546965;0.0591414295911083;1;2.356569481683084
53.7265365;86.8529365;15.0;-0.0591752815326283;-0.5421844002492997;-0.0346691138982359;0.00785153461813004;0.0183542367696543;0;0.5465048812926079
53.7266537;86.8527209;19.0;1.97349460115852;-0.4271428217450275;-0.0713775874375446;-0.01764046089527893;-0.0173345569491179;0;2.020452100634542
53.7268153;86.8524985;20.0;2.1572750559525016;-0.34749395390672166;-0.0244723156928724;0.016008973182420783;-0.0198837565004588;0;2.1852200368091004
53.7270031;86.8522767;21.0;2.2480351349448924;-0.343063925118706;0.0622004690527174;0.019068012644029797;-0.0214132762312633;0;2.274911805546521
53.7271763;86.8520403;23.0;1.722576791633787;-0.3272409288998306;-0.0897318242071989;-0.04721117569083311;-0.0132558376669725;0;1.7556791360889743
53.7273783;86.8517559;26.0;2.151532266486919;-0.4062961300465133;-0.0907515040277353;-0.01050270215152449;-0.020393596410727;1;2.1914386768760856
53.7275749;86.8514917;25.0;1.8527265554850918;-0.510574584817673;-0.0764759865402263;-0.024778219639033372;-0.0152951973080452;1;1.9233124219893898
