lat;lon;vel;acc_X;acc_Y;acc_Z;fb_tilt;tilt;hole;acc
53.7252293;86.8446661;13.0;0.3746606694910102;-4.850928009063154;-0.1254206179259712;-0.00030590394616103467;-0.0418068726419904;1;4.866991216118826
53.7250767;86.8447183;14.0;-2.05809028456564;-5.363637571658918;-0.1136942999898032;0.0007137758743755995;0.0010196798205363;1;5.746065611649838
53.7249414;86.8446086;16.0;0.039016304472347496;-5.7242959953736055;-0.1458142143366982;-0.020699500356887945;-0.0367084735393086;1;5.726285768259179
53.7248256;86.844416;14.0;0.29551708253970643;-5.945152481018654;-0.0622004690527174;0.086366880799429;-0.0367084735393086;1;5.952817590602404
53.7247441;86.8442321;13.0;0.03936625202558819;-6.038456229405503;-0.0836137452839808;-0.08493932905067791;-0.0387478331803813;1;6.039163401883168
53.7246799;86.8440399;10.0;-1.0797192919277312;-6.016456441345593;-0.0795350260018354;-0.012542061792597092;-0.0163148771285816;1;6.113089863590336
53.7245938;86.8439026;15.0;0.06253639120721921;-5.891402317650362;-0.1254206179259712;-0.04007341694707889;-0.037728153359845;1;5.8930690136839745
53.7243679;86.8435231;15.0;2.2170910021144934;-5.6755430591312495;-0.1927194860813704;0.023146731926175224;-0.0734169470786173;1;6.096262980550087
53.7243391;86.8432895;13.0;-2.4083260163040356;-5.381127866599695;-0.15091261343938;0.009890894259202643;0.0071377587437544;1;5.897401625665133
53.7244306;86.8430994;11.0;4.6793433140187055;-5.020405940867138;-0.1050270215152442;0.012949933720811546;-0.116243499541144;1;6.863800720941276
53.7245636;86.8430532;14.0;1.8775726681598601;-4.605626482745017;-0.1662078107474253;0.0211073722851024;-0.0672988681553992;0;4.97641431747163
53.7247797;86.8431413;17.0;2.2134141990683034;-4.149038693044773;-0.0591414295911083;0.019068012644029797;-0.0723972672580809;0;4.702895087253588
53.7250132;86.8433236;19.0;2.3731102875495527;-3.662891772577841;-0.040787192821454;-0.012542061792597092;-0.0774956663607627;0;4.364641127239468
53.7252179;86.8434515;21.0;1.71154469816865;-3.15943492215575;-0.040787192821454;-0.01305190170286541;-0.0657693484245946;0;3.593477128946945
53.7254994;86.843605;25.0;1.6173033488239135;-2.7987458929460383;-0.058121749770572;-0.0064239828693790635;-0.0637299887835219;0;3.232959454307424
53.7258121;86.8438153;26.0;2.3785897400356397;-2.3866377711654096;-0.0968695829509534;-0.007443662689915698;-0.0774956663607627;0;3.3709216422600656
53.7261123;86.8439875;23.0;2.2135897082333074;-2.1286333775516795;-0.0509839910268175;0.004792495156520804;-0.0734169470786173;0;3.0714261866052572
53.7263987;86.8441459;22.0;2.9037056757326196;-1.6747763015269967;-0.0122361578464362;0.0017334556949117896;-0.0856531049250535;0;3.352093679328953
53.7266016;86.8442976;21.0;1.6857380481679862;-1.297478395719378;-0.0010196798205363;0.0027531355154479797;-0.0642398286937901;0;2.127243285133762
53.7268677;86.8445125;23.0;1.0765228582181634;-0.744996444846834;-0.0142755174875089;-0.005404303048842873;-0.0540430304884266;0;1.3092459499651554
53.7271657;86.8447081;26.0;1.17622887361106;-0.34619376168656757;-0.0152951973080452;-0.0013255837666972248;-0.0555725502192311;0;1.2262130429936435
53.7274245;86.8448901;28.0;0.35450079238607524;-0.24637210083272998;-0.0489446313857448;-0.015601101254206107;-0.0418068726419904;0;0.43447163407128725
53.7277012;86.8450388;29.0;0.9696113109347198;-0.1878238116283255;-0.0152951973080452;-0.002345263587233637;-0.0520036708473539;0;0.9877539276397895
53.7279635;86.8452755;28.0;0.9744212896275251;-0.04291850381894324;-0.0326297542571632;-0.0003059039461608126;-0.0520036708473539;0;0.9759116499521402
53.7282167;86.8454263;27.0;3.1990519984365733;-0.0976223897898787;-0.0479249515652085;-0.01866014071581512;-0.092790863668808;0;3.2008999704257937
53.7284507;86.8456091;23.0;1.8061604952946348;0.16396859742277325;-0.0020393596410727;0.019068012644029797;-0.0652595085143265;0;1.813589147158611
53.7286632;86.8457704;20.0;2.5781264272469375;0.5243354961822968;-0.0142755174875089;0.006831854797593628;-0.0795350260018354;0;2.6309441989189604
53.7288594;86.8459154;20.0;1.8674096772642348;0.9758398052480862;-0.0142755174875089;-0.01050270215152449;-0.0683185479759355;0;2.107056244775225
53.7290498;86.8460546;21.0;1.852077650951374;1.3244177283366245;-0.020393596410727;0.0007137758743755995;-0.0672988681553992;0;2.2769914016219888
53.7292549;86.8461829;21.0;3.7339326938518713;1.3787584143880611;-0.0071377587437544;0.01498929336188437;-0.0989089425920261;0;3.9803616764135463
53.7294476;86.84635;19.0;2.9619067058649646;1.4528265890375627;0.0101967982053635;0.0017334556949117896;-0.0866727847455898;0;3.299045378098944
53.7296293;86.8464549;19.0;3.0810694672769934;1.7444510540699012;0.0499643112062812;-0.00795350260018357;-0.0897318242071989;0;3.540987852934043
53.7297944;86.8465688;17.0;3.4343910175179513;2.213416940826552;0.0132558376669725;-0.007443662689915698;-0.095849903130417;0;4.085882026243319
