lat;lon;vel;acc_X;acc_Y;acc_Z;fb_tilt;tilt;hole;acc
53.7284954;86.8513882;6.0;-3.57532939675032;1.1380320639321924;-0.0418068726419904;-0.014581421433669917;0.0101967982053635;1;3.7523119657625585
53.7284891;86.8512283;8.0;-8.89210625715447;0.12389324727498807;-0.0384929132252472;0.01269501376567761;0.1019679820536351;1;8.893052621547598
53.7285069;86.8510669;6.0;-1.250517668741543;-0.6948844575019133;-0.040787192821454;0.016008973182420783;-0.0300805547058223;1;1.4311961585368953
53.7285277;86.8509085;11.0;-3.1746646673765704;-1.3322998837152604;-0.0795350260018354;-0.0003059039461608126;0.003059039461609;1;3.443812502270993
53.7285434;86.8506938;13.0;-0.24888451633786524;-1.8023518646818002;-0.0387478331803813;-0.039053737126542476;-0.0499643112062812;1;1.8198673416408324
53.7286143;86.8505087;17.0;2.3339527006904266;-2.119039233718283;-0.0438462322830631;0.018048332823493607;-0.0917711838482716;1;3.1527107344605727
53.7289796;86.850234;19.0;1.6468258607955066;-2.2963608241414546;-0.0336494340776996;-0.015601101254206107;-0.0825940654634444;1;2.8260291461430884
53.7291548;86.8500764;19.0;0.8383808032318232;-2.348315469268064;-0.0744366268991536;-0.0003059039461608126;-0.0672988681553992;1;2.494595904321068
53.7293347;86.8499491;24.0;-2.4958568849474743;-2.2889020024148596;-0.0418068726419904;-0.04211277658815127;-0.0091771183848271;1;3.3867568234815097
53.7295675;86.8497723;26.0;-2.894507356488311;-2.1321192568985907;-0.0978892627714897;-0.10329356582033244;-0.0020393596410727;1;3.596343652957639
53.7298427;86.8496379;28.0;-1.8433068276946485;-1.891966066036003;-0.0723972672580809;-0.007443662689915698;-0.020393596410727;1;2.6424528416537343
53.730121;86.8494298;29.0;-2.3339057089950477;-1.5824412631438456;-0.0499643112062812;-0.05128989497297831;-0.0122361578464362;1;2.820236274175319
53.7304108;86.8492844;30.0;-0.9128966828014691;-1.2175436815388694;-0.1396961354134801;-0.025797899459569784;-0.037728153359845;0;1.5281714498624202
53.7307094;86.8493014;29.0;1.3087482611457286;-0.811272154537884;-0.0836137452839808;-0.052309574793514946;-0.0795350260018354;0;1.5420686684389004
53.7310053;86.8492901;24.0;-0.0038486459644651028;-0.45029699448100446;-0.0555725502192311;-0.011522381972060902;-0.0530233506678902;0;0.4537295490181949
53.7312434;86.8492978;18.0;2.3921356613621487;-0.20851782680800213;-0.0683185479759355;-0.002345263587233637;-0.0948302233098807;0;2.4021782053908485
53.7314052;86.8493316;14.0;3.6285897594300716;0.11260378741925603;-0.0693382277964719;0.010910574079738833;-0.1152238197206077;0;3.63099862916745
53.7315623;86.8493607;12.0;4.598402826154127;0.438851941104605;0.0040787192821454;-0.0013255837666972248;-0.133578056490262;0;4.6192982382332195
53.73168;86.8494016;11.0;3.690845987551902;0.8351057776249338;0.0224329560517997;0.018048332823493385;-0.1152238197206077;0;3.7842104858434795
