lat;lon;vel;acc_X;acc_Y;acc_Z;fb_tilt;tilt;hole;acc
53.7232203;86.8423243;9.0;4.493048132623383;2.1408708247170014;-0.0173345569491179;0.04659936779851115;-0.1254206179259712;0;4.977058357811323
53.7232422;86.842679;11.0;0.9154043008842514;2.2061941821743396;-0.0560823901294993;-0.011522381972060902;-0.0693382277964719;1;2.389226451808184
53.7232308;86.8428724;10.0;2.612490753593505;2.2301781916720094;0.0224329560517997;-0.016620781074742297;-0.0999286224125624;0;3.4350117818921984
53.7232539;86.8430491;10.0;2.7911897368547907;2.2167266174263967;0.0285510349750178;0.025186091567248048;-0.0989089425920261;0;3.564468011517053
53.7233344;86.8431808;12.0;2.3397684333096356;2.169743223653889;0.0938105434893443;0.044560008157438435;-0.0897318242071989;1;3.19235060671192
53.7234558;86.8432254;13.0;2.0922428536547457;2.093131774570873;0.0285510349750178;0.0506780870806568;-0.0846334251045171;0;2.959644564130245
53.7235985;86.8431633;15.0;1.846679570070962;1.9907960343937352;-0.0112164780258998;0.013969613541347958;-0.0836137452839808;1;2.71544104971082
53.7237494;86.8430838;15.0;1.9718982131159422;1.8666397673388622;-0.0122361578464362;0.003772815335984392;-0.0866727847455898;0;2.7153040911580364
53.7239162;86.8429946;15.0;2.1892089107673662;1.7245667376226417;-0.0050983991026817;-0.021719180177424358;-0.092790863668808;0;2.786896496314682
53.7240717;86.8429453;13.0;2.2524250353699546;1.56848070946146;-0.0040787192821454;0.0017334556949117896;-0.0917711838482716;0;2.7447343973260963
53.7242176;86.842912;15.0;2.0273108516817286;1.402285447071703;-0.0530233506678902;-0.01866014071581512;-0.0897318242071989;1;2.4656044370765624
53.7243673;86.8429337;14.0;1.81487724750607;1.2298847146697591;-0.0662791883348628;-0.026817579280105974;-0.0866727847455898;1;2.193351035675742
53.7245051;86.8430203;13.0;2.4584770682065793;1.0551822764720138;-0.0499643112062812;0.00887121443866623;-0.0948302233098807;0;2.6758205402964896
53.7246346;86.8430986;14.0;0.12565943696136017;0.8820818966948352;-0.0499643112062812;-0.025797899459569784;-0.0560823901294993;0;0.8923873592608323
53.7247675;86.8432315;13.0;-0.9267550615467637;0.7953526991917634;-0.0061180789232181;0.02824513102885695;-0.0351789538085041;0;1.2212691313154034
53.7249178;86.8433562;10.0;-1.6224283821106524;0.3980777935115931;-0.0050983991026817;-0.01764046089527893;-0.0244723156928724;0;1.670558522901445
53.72501;86.8434228;9.0;-1.0551067996646173;0.2806398435179025;-0.0224329560517997;-0.020699500356887945;-0.0346691138982359;0;1.092022123395623
53.7250847;86.8434463;6.0;-0.3547510409260295;0.11899642983674918;0.0020393596410727;0.006831854797593628;-0.0458855919241358;0;0.37418258957324496
53.7251374;86.8434734;5.0;-0.5764498448333217;0.2960925317306802;-0.0265116753339451;-0.011522381972060902;-0.0428265524625267;0;0.6485892998531946
53.7251865;86.8435225;0.0;-0.16443364368168778;0.27762495486177863;-0.0244723156928724;-0.008463342510451666;-0.0499643112062812;0;0.32359377770873854
