len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max;isin_border
0.0;7.0;53.7253588;86.8450516;222.0;1721.0;64.0;0.0;100.3;0.0020393596410727;-1.0135617416131335;0.0448659121035994;Груженный движется вперед;95;7530G;240;790.0;49.0;100.0;788.0;23.0;792.0;22.0;852.0;42.0;872.0;38.0;20.0;41.0;864.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route32', '/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route30', '/home/pi/adviser/route29', '/home/pi/adviser/route10', '/home/pi/adviser/route21', '/home/pi/adviser/route24', '/home/pi/adviser/route5'];0.2228888888888889;8.4;7.4;7.6;12.6;-2.534571976068197;-1.282591861946744;-1.5672699303900515;-0.5455208903484766;-2.02658042910266;8.7;6.0;10.0;10.0;point_30%;6.0;10.0;1;0;0;0;-;0.0;0;0;0;0;0
19.0;6.0;53.7252095;86.8449279;217.0;1721.0;64.0;18.509828522152507;62.4875;-0.0387478331803813;-1.020699500356888;-0.0499643112062812;Груженный движется вперед;95;7530G;240;1023.5;29.5;56.5;788.0;23.0;792.0;22.0;852.0;42.0;872.0;38.0;20.0;41.0;864.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route32', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route29', '/home/pi/adviser/route19', '/home/pi/adviser/route24'];0.29231944444444447;7.6;6.0;8.9;11.4;2.8004375826902623;-1.679093035398224;-0.7535050457125886;-0.6642948367086303;-1.9197938412423858;8.7;6.0;10.0;10.0;point_30%;6.0;10.0;1;0;0;0;-;0.0;0;0;0;0;0
26.0;5.0;53.725143;86.844887;215.0;1721.0;63.6;7.877774544388141;24.675;-0.095849903130417;-0.9992862241256244;-0.0071377587437544;Груженный движется вперед;95;7530G;240;1326.0;10.0;13.0;788.0;23.0;792.0;22.0;852.0;42.0;872.0;38.0;20.0;41.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route32', '/home/pi/adviser/route29', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route24'];0.3197361111111111;6.8;6.8;13.5;10.2;0.4073789511058122;-2.0157539531703588;-0.03882596161880891;-0.7650063856960416;-1.5565974372058409;8.7;6.0;14.5;10.0;point_30%;6.0;10.0;1;0;0;0;-;0.0;0;0;0;0;0
32.0;6.0;53.725093;86.8448882;218.0;1721.0;63.6;5.5666299173912845;59.05;-0.0387478331803813;-1.0288569389211788;0.0356887937187723;Груженный движется вперед;95;7530G;240;1321.0;20.5;29.5;788.0;23.0;792.0;22.0;852.0;42.0;872.0;38.0;20.0;41.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route32', '/home/pi/adviser/route29', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route5'];0.40175;8.1;5.5;9.3;10.0;-1.9852622600418066;-2.296691722679288;0.5826215603791975;-0.8489326765188845;-1.6806619106104637;8.7;6.0;14.5;10.0;point_30%;6.0;10.0;1;0;0;0;-;0.0;0;0;0;0;0
43.0;11.0;53.7249986;86.8448706;217.0;1721.0;64.0;10.572480853636204;45.7;-0.0040787192821454;-0.9534006322014889;0.0112164780258998;Груженный движется вперед;95;7530G;240;1282.0;17.0;28.0;788.0;23.0;792.0;22.0;852.0;42.0;872.0;38.0;20.0;41.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route32', '/home/pi/adviser/route29', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19'];0.45252777777777775;7.3;8.6;13.1;9.2;-0.6740307305519954;-2.5260234513411515;1.1166917587693408;-0.9173508483853323;-1.7708737583040888;6.0;8.7;14.5;10.0;point_30%;6.0;10.0;1;0;0;0;-;0.0;0;0;0;0;0
51.0;3.0;53.7249207;86.8448439;224.0;1721.0;63.6;8.848450891663166;37.075;-0.0091771183848271;-1.0003059039461608;0.0326297542571632;Груженный движется вперед;95;7530G;240;1108.0;14.5;23.75;788.0;23.0;792.0;22.0;852.0;42.0;872.0;38.0;20.0;41.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route32', '/home/pi/adviser/route29', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route5'];0.4937222222222222;7.6;7.1;8.7;11.7;-1.8682344416869057;-2.707866246572089;1.5692388720395314;-0.971538040503559;-2.8350060289028267;6.0;6.0;10.0;10.0;-;6.0;10.0;0;0;0;0;-;0.0;0;0;0;0;0
54.0;0.0;53.7249148;86.8448124;215.0;1721.0;63.6;2.3042545459325576;28.1;-0.0652595085143265;-1.0074436626899157;-0.0683185479759355;Груженный движется вперед;95;7530G;240;1100.0;12.0;19.5;788.0;23.0;792.0;22.0;852.0;42.0;872.0;38.0;20.0;41.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route29', '/home/pi/adviser/route32', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route5'];0.53275;6.3;4.3;10.0;9.1;3.871413744476186;-2.8463372157882407;1.9461171386776794;-1.012771392081738;-2.105062908200814;6.0;6.0;10.0;10.0;-;6.0;10.0;0;0;0;0;-;0.0;0;0;0;0;0
55.0;0.0;53.7249125;86.8448101;212.0;1721.0;62.8;0.4268446105045537;29.031896551724138;-0.0601611094116447;-1.0003059039461608;-0.0652595085143265;Груженный стоит;95;7530G;240;1099.0;12.0;20.0;788.0;23.0;792.0;22.0;856.0;42.0;872.0;38.0;20.0;41.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route29', '/home/pi/adviser/route32', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route5'];0.7827468869731801;5.6;4.1;9.4;8.6;3.725947755058756;-2.9455534664057472;2.253180797171696;-1.0423280423280434;-2.1050629902142366;6.0;6.0;10.0;10.0;-;6.0;10.0;0;0;0;0;-;0.0;0;0;0;0;0
56.0;0.0;53.7249056;86.8448032;211.0;1721.0;62.4;0.3492365130908359;29.24;-0.0601611094116447;-1.0013255837666972;-0.0662791883348628;Груженный стоит;95;7530G;240;1099.0;12.0;20.0;788.0;23.0;792.0;22.0;856.0;42.0;872.0;38.0;20.0;41.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route29', '/home/pi/adviser/route32', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route5'];0.8233579980842912;5.1;4.0;9.3;8.3;3.780169491422647;-3.0096321058407476;2.4962840860094895;-1.0614851304506487;-0.6462865116135927;6.0;6.0;10.0;10.0;-;6.0;10.0;0;0;0;0;-;0.0;0;0;0;0;0
58.0;0.0;53.7248977;86.8448209;210.0;1721.0;62.4;1.5907563533109488;38.69;-0.0601611094116447;-1.0003059039461608;-0.0642398286937901;Груженный стоит;95;7530G;240;1300.0;15.0;23.0;788.0;23.0;792.0;22.0;856.0;42.0;872.0;38.0;20.0;41.0;864.0;45.0;/home/pi/adviser/route29;['/home/pi/adviser/route29', '/home/pi/adviser/route32', '/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route5'];1.3392246647509578;5.1;4.0;9.3;8.3;3.6678900038297617;-3.0426902415093817;2.6812812436789715;-1.0715197956577274;-2.1050630568725124;6.0;6.0;10.0;10.0;-;6.0;10.0;0;0;0;0;-;0.0;0;0;0;0;0
