;len;Скорость;Широта;Долгота;Вес мгновенный;Продольный наклон;Поперечный наклон;Высота;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;уклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;nom_point;уровень давления впереди,МПа;уровень давления сзади,МПа;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
94;2829.0;37.0;53.7035078;86.839559;200.0;0.6302168133761551;-0.3805031739296715;63.54789272030769;;84.4;42.18401799668864;38.0;-0.0061180789232181;-1.0196798205363515;-0.0112164780258998;Груженный движется вперед;95;7530G;240;1299.0;14.0;21.0;800.0;29.25;796.0;29.0;884.0;45.94594594594594;884.0;42.61904761904762;12.0;45.0;857.8701298701299;46.532467532467535;29.649120370370373;6.0;7.4;8.8;10.7;-1.0866648473972962;-0.02706490111566917;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
95;2872.0;36.0;53.7034973;86.8402141;199.0;-1.7731608407162238;-0.43358407279007416;62.683524904215716;;84.4;43.185756392334376;39.625;-0.0122361578464362;-0.9880697460997246;0.0305903946160905;Груженный движется вперед;95;7530G;240;1299.0;14.0;23.0;800.0;29.291666666666668;796.0;29.0;884.0;45.91891891891892;884.0;42.6031746031746;12.0;45.0;857.922077922078;46.51948051948052;29.704155092592597;6.4;7.4;9.1;9.9;-1.0932945187440952;-0.04368815122543612;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
96;2912.0;33.0;53.7034818;86.840813;197.0;-2.434701261847509;-0.42603158161654314;61.679693486591184;;84.8;39.50416745177613;39.825;0.0254919955134087;-1.0308962985622514;0.0438462322830631;Груженный движется вперед;95;7530G;240;1299.0;14.0;23.0;800.0;29.33333333333333;796.0;29.0;884.0;45.891891891891895;884.0;42.58730158730159;12.0;45.0;857.974025974026;46.50649350649351;29.748405092592595;6.8;8.1;8.6;10.5;-1.0806351179312452;-0.009145641362418466;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
97;2961.0;34.0;53.7034778;86.8415514;198.0;-2.469590235856591;-0.2974422495071375;60.493486590039424;;84.8;48.66132181868576;39.825;0.003059039461609;-1.0166207810747423;0.0438462322830631;Груженный движется вперед;95;7530G;240;1299.0;14.0;23.0;800.0;29.375;796.0;29.0;884.0;45.86486486486486;884.0;42.57142857142857;12.0;45.0;858.025974025974;46.493506493506494;29.7926550925926;6.0;8.1;8.8;10.1;-1.3204122113367576;0.0016524129939166077;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
98;3001.0;35.0;53.7034784;86.8421664;198.0;-2.4390066042818885;-0.2698773876170418;59.061302681993425;;84.8;40.52749428405779;40.65;0.0132558376669725;-0.9574793514836342;0.040787192821454;Груженный движется вперед;95;7530G;240;1299.0;15.0;23.0;800.0;29.416666666666668;796.0;29.0;884.0;45.83783783783784;884.0;42.55555555555556;12.0;45.0;858.077922077922;46.48051948051948;29.837821759259263;7.3;9.4;8.7;10.6;-1.879282523773588;0.10829724388865891;6.6;9.569999999999999;10.6;10.6;point_30%;7;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
99;3043.0;34.0;53.7035189;86.8427957;195.0;-3.5374445338232356;-0.40820749176954474;57.32107279693592;;85.2;41.71412311727077;40.75;-0.0152951973080452;-1.0390537371265425;0.0642398286937901;Груженный движется вперед;95;7530G;240;1299.0;15.0;23.0;800.0;29.45833333333333;796.0;29.0;884.0;45.810810810810814;884.0;42.53968253968254;12.0;45.0;858.1298701298701;46.46753246753247;29.88309953703704;8.1;8.6;11.7;10.5;-2.339291127705111;0.13763155617489353;6.6;9.569999999999999;10.6;10.6;point_30%;7;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
100;3084.0;33.0;53.7035692;86.8434092;201.0;-2.9995411207969664;-0.5107588942882361;55.22988505747229;;85.2;40.814457304286144;40.65;-0.0081574385642908;-0.934026715611298;0.0489446313857448;Груженный движется вперед;95;7530G;240;1299.0;15.0;23.0;800.0;29.5;796.0;29.0;884.0;45.78378378378378;884.0;42.523809523809526;12.0;45.0;858.1818181818181;46.45454545454545;29.928266203703707;9.2;10.3;12.8;10.1;-2.561264129609459;0.19838631488144975;9.569999999999999;9.569999999999999;10.6;10.6;point_30%;7;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
101;3121.0;34.0;53.7036349;86.8439613;200.0;-1.6991911204599865;-0.27902584213589543;52.94022988505845;;85.2;37.11018537921308;40.1375;-0.003059039461609;-1.0054043030488424;0.0298256347506882;Груженный движется вперед;95;7530G;240;1299.0;15.0;23.0;800.0;29.5625;796.0;29.0;884.0;45.74324324324324;884.0;42.5;12.0;45.0;858.2597402597403;46.435064935064936;29.99516203703704;7.4;9.1;10.1;12.8;-2.687753285391779;0.31294478102467016;6.6;9.569999999999999;10.6;10.6;point_30%;7;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
102;3171.0;35.0;53.7037744;86.8446896;198.0;-3.4163030683791513;-0.45480926984707676;50.580842911878335;;85.2;50.44335353480093;40.5;-0.0132558376669725;-1.0247782196390334;0.061180789232181;Груженный движется вперед;95;7530G;240;1299.0;15.0;23.0;800.0;29.625;796.0;29.0;884.0;45.7027027027027;884.0;42.47619047619048;12.0;45.0;858.3376623376623;46.41558441558441;30.07391203703704;7.6;8.7;8.5;11.9;-2.860657009003251;0.43965720644758854;6.6;9.569999999999999;10.6;10.6;point_30%;7;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
103;3254.0;37.0;53.7040905;86.8458249;196.0;-1.151509591613723;-0.5380276488849547;48.14559386973269;;85.2;82.67589779905468;39.95;-0.0040787192821454;-1.01458142143367;0.020393596410727;Груженный движется вперед;95;7530G;240;1299.0;14.0;23.0;800.0;29.666666666666668;796.0;29.0;884.0;45.67567567567568;884.0;42.46031746031746;12.0;45.0;858.3896103896104;46.4025974025974;30.11830092592593;6.2;8.2;9.9;11.1;-2.875023222424737;0.4500392549058194;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
104;3299.0;41.0;53.7042648;86.8464344;201.0;0.17162187319139624;-0.9574739387765774;45.75862068965602;;84.8;44.60562916060609;39.975;-0.0336494340776996;-1.020699500356888;-0.003059039461609;Груженный движется вперед;95;7530G;240;1299.0;14.0;23.0;800.0;29.70833333333333;796.0;29.0;884.0;45.648648648648646;884.0;42.44444444444444;12.0;45.0;858.4415584415584;46.38961038961039;30.1627175925926;7.0;7.6;10.0;10.5;-2.7223520777744183;0.5104805577838725;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
105;3345.0;39.0;53.7044679;86.8470471;201.0;-2.3229541378582357;-1.2808200921830255;43.47126436781689;;85.2;46.274463744709344;42.725;-0.0112164780258998;-1.0054043030488429;0.040787192821454;Груженный движется вперед;95;7530G;240;1304.0;15.0;24.0;800.0;29.75;796.0;29.0;884.0;45.62162162162162;884.0;42.42857142857143;12.0;45.0;858.4935064935065;46.37662337662338;30.210189814814814;6.8;8.4;11.1;10.4;-2.563496337177164;0.5073125102552416;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
106;3388.0;38.0;53.7046562;86.8476194;201.0;-3.6363229422695094;-1.5375967741522436;41.31111111111187;;85.2;43.14671197654385;40.275;-0.0469052717446721;-0.9615580707657796;0.061180789232181;Груженный движется вперед;95;7530G;240;1299.0;15.0;23.0;800.0;29.791666666666668;796.0;29.0;884.0;45.5945945945946;884.0;42.41269841269841;12.0;45.0;858.5454545454545;46.36363636363637;30.310877314814817;7.9;9.1;9.8;11.2;-2.1829422538949963;0.5596041539990655;6.6;9.569999999999999;10.6;10.6;point_30%;8;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
107;3477.0;30.0;53.7050786;86.8487586;202.0;-0.8999721968767719;-1.7085464902342853;39.459770114943254;;85.2;88.57997940080215;39.85;-0.0418068726419904;-0.9727745487916796;0.0152951973080452;Груженный движется вперед;95;7530G;240;1299.0;14.0;23.0;800.0;29.83333333333333;796.0;29.0;884.0;45.567567567567565;884.0;42.3968253968254;12.0;45.0;858.5974025974026;46.35064935064935;30.3551550925926;6.8;7.2;9.6;10.6;-1.720548480520053;0.4909072051305112;6.6;9.569999999999999;10.6;10.6;point_30%;8;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
108;3510.0;25.0;53.7052208;86.849208;197.0;-5.705968336784267;-1.9998508852420676;37.93869731800836;;85.6;33.578945911335914;42.9;-0.040787192821454;-1.009483022330988;0.1009483022330988;Груженный движется вперед;95;7530G;240;1299.0;15.0;24.0;800.0;29.875;796.0;29.0;884.0;45.54054054054054;884.0;42.38095238095238;12.0;45.0;858.6493506493506;46.33766233766234;30.402821759259265;8.5;9.0;9.3;10.1;-1.1471586924964114;0.37493823124216896;6.6;9.569999999999999;10.6;10.6;point_30%;8;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
109;3538.0;16.0;53.7053141;86.8496085;198.0;-5.8165097613573264;-2.1062766446792756;36.812260536399144;;86.0;28.361364831822613;49.725;-0.0316100744366268;-1.0105027021515245;0.1029876618741715;Груженный движется вперед;95;7530G;240;1296.0;18.0;28.5;800.0;29.916666666666668;796.0;29.0;884.0;45.51351351351352;884.0;42.36507936507937;12.0;45.0;858.7012987012987;46.324675324675326;30.458071759259266;9.3;8.5;7.9;12.5;-0.6177809304874946;0.28412406534748924;9.569999999999999;6.6;10.6;10.6;point_30%;8;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
110;3555.0;6.0;53.7053569;86.8498561;199.0;-1.8160084744627873;-1.9989159869310555;36.07509578544128;;86.0;16.997141342572345;61.650000000000006;0.003059039461609;-1.0130519017028652;0.032119914346895;Груженный движется вперед;95;7530G;240;1298.0;21.0;35.0;800.0;29.95833333333333;796.0;29.0;884.0;45.48648648648648;884.0;42.34920634920635;12.0;45.0;858.7532467532468;46.31168831168832;30.526571759259262;6.7;7.3;7.8;11.6;-0.0986205744586027;0.11336791271269298;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
111;3563.0;4.0;53.7053643;86.8499659;201.0;3.439381266469256;-1.8746932454469034;35.69655172413859;;85.2;7.282051700892071;158.52499999999998;-0.003059039461609;-1.009483022330988;-0.0606709493219129;Груженный движется вперед;95;7530G;240;1151.0;56.0;100.0;800.0;30.0;796.0;29.0;884.0;45.45945945945946;884.0;42.333333333333336;12.0;45.0;858.8051948051948;46.298701298701296;30.702710648148155;5.3;6.8;8.1;10.7;0.41412539345683896;0.2628528747042962;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
112;3567.0;9.0;53.705374;86.8500268;202.0;4.101815757266907;-1.752057471670282;35.68582375478993;;84.4;4.155763717133357;378.65;-0.0112164780258998;-1.009483022330988;-0.0723972672580809;Груженный движется вперед;95;7530G;240;1590.0;98.0;100.0;800.0;30.0;796.0;29.0;884.0;45.43243243243244;884.0;42.31746031746032;12.0;45.0;858.8571428571429;46.285714285714285;31.64933564814816;4.5;6.1;8.6;10.1;0.9678976152736928;0.18049318356670208;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
113;3602.0;22.0;53.7054298;86.8505434;201.0;2.137990306508489;-1.6212588445719023;36.04597701149491;;83.2;34.60359587319764;93.475;-0.0142755174875089;-1.0105027021515245;-0.037728153359845;Груженный движется вперед;95;7530G;240;1341.0;25.0;25.5;800.0;30.0;796.0;29.0;884.0;45.4054054054054;884.0;42.3015873015873;12.0;45.0;858.9090909090909;46.27272727272727;31.8310925925926;4.9;6.8;8.2;11.2;1.437637506731323;0.12759218169170583;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
114;3651.0;21.0;53.7054866;86.8512914;201.0;1.4600387550200948;-1.550025683407122;36.707279693487266;;84.0;49.69350807643266;304.6;-0.1091057407973896;-0.9941878250229428;-0.0254919955134087;Груженный движется вперед;95;7530G;240;1497.0;85.0;99.5;800.0;30.0;796.0;29.0;884.0;45.37837837837838;884.0;42.285714285714285;12.0;45.0;858.961038961039;46.25974025974026;32.169537037037045;6.2;7.3;12.9;6.8;1.9194994730021868;-0.42885571381368437;6.6;6.6;10.6;10.6;-;0;6.6;10.6;21.0;0;1;[53.70510863880161, 86.85120649980979];42.445485647924635;0;0;0.0;0.0
115;3676.0;19.0;53.7053939;86.8516339;201.0;3.296477924957835;-1.3565854347557433;37.70498084291257;;84.0;24.816456049653077;405.275;-0.0800448659121035;-1.005914142959111;-0.058121749770572;Груженный движется вперед;95;7530G;240;1828.5;85.5;100.0;800.0;30.0;796.0;29.0;884.0;45.33783783783784;884.0;42.26190476190476;12.0;45.0;859.038961038961;46.24025974025974;32.73241898148149;5.1;6.3;13.9;7.4;2.4394828326483475;-1.0197379455770563;6.6;6.6;15.37;10.6;point_30%;9;6.6;10.6;21.0;0;1;-;0.0;1;0;0.0;19.0
116;3701.0;18.0;53.7052055;86.8518295;200.0;4.475371000888577;-1.2160684500649492;39.08888888888961;;84.0;24.616956844578343;409.3250000000001;-0.0683185479759355;-1.0008157438564291;-0.078515346181299;Груженный движется вперед;95;7530G;240;1827.0;87.0;100.0;800.0;30.0;796.0;29.0;884.0;45.2972972972973;884.0;42.23809523809524;12.0;45.0;859.1168831168832;46.22077922077922;33.30092592592593;5.5;5.1;9.0;10.1;2.8430419389304173;-1.4475550604733445;6.6;6.6;10.6;10.6;-;0;6.6;10.6;21.0;0;1;-;0.0;1;0;0.0;0.0
117;3724.0;17.0;53.7049938;86.8518738;202.0;4.454325866297397;-0.8798649305713141;40.5915708812268;;83.2;23.74684460038358;433.925;0.0081574385642908;-1.0013255837666972;-0.0780055062710309;Груженный движется вперед;95;7530G;240;1822.0;93.0;100.0;800.0;30.0;796.0;29.0;884.0;45.270270270270274;884.0;42.22222222222222;12.0;45.0;859.1688311688312;46.20779220779221;34.26520370370371;4.5;5.6;8.2;11.3;3.302254068458477;-1.4264602842182708;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;1;0;0.0;0.0
118;3759.0;18.0;53.7046855;86.8519495;201.0;4.447884026421955;-0.594051313389884;42.3854406130276;;82.4;34.68100358270856;417.9;0.0081574385642908;-0.9962271846640156;-0.0774956663607627;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;800.0;30.0;796.0;29.0;884.0;45.24324324324324;884.0;42.20634920634921;12.0;45.0;859.2207792207793;46.1948051948052;34.72953703703705;4.5;5.7;7.5;11.1;3.884705749197636;-1.299211950991042;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;1;0;0.0;0.0
119;3779.0;19.0;53.7045114;86.8520314;202.0;3.975302374625647;-0.2779644314758752;44.521072796935684;;82.4;20.11844819922276;417.325;0.0152951973080452;-0.9829713469970428;-0.0683185479759355;Груженный движется вперед;95;7530G;240;1826.0;89.0;100.0;800.0;30.0;796.0;29.0;884.0;45.21621621621622;884.0;42.19047619047619;12.0;45.0;859.2727272727273;46.18181818181818;35.19323148148149;4.3;6.0;8.1;11.1;4.282538045465433;-1.4415118622471872;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
120;3803.0;20.0;53.7043015;86.8520775;202.0;4.236291181921021;-0.052397894478314;46.86666666666753;;82.4;23.56300323888764;413.875;0.0071377587437544;-1.0186601407158151;-0.07545630671969;Груженный движется вперед;95;7530G;240;1826.0;88.0;100.0;800.0;30.0;796.0;29.0;884.0;45.18918918918919;884.0;42.17460317460318;12.0;45.0;859.3246753246754;46.16883116883117;35.6530925925926;4.5;5.7;7.6;11.6;4.494174351935634;-1.4404951878324623;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
121;3826.0;21.0;53.7040919;86.8521239;202.0;4.2935629496584315;0.11678765889105268;49.10957854406221;;82.0;23.53244837462162;413.525;0.058121749770572;-1.00336494340777;-0.07545630671969;Груженный движется вперед;95;7530G;240;1826.0;88.0;100.0;800.0;30.0;796.0;29.0;884.0;45.16216216216216;884.0;42.15873015873016;12.0;45.0;859.3766233766233;46.15584415584416;36.11256481481482;4.4;6.4;8.1;11.3;4.859056553795904;-1.368727075761179;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
122;3850.0;20.0;53.7038827;86.8521963;202.0;4.035898508548855;0.19523475244574165;51.39616858237643;;82.0;23.7721114189902;414.2;0.0152951973080452;-1.011522381972061;-0.0713775874375446;Груженный движется вперед;95;7530G;240;1826.0;88.0;100.0;800.0;30.0;796.0;29.0;884.0;45.13513513513514;884.0;42.142857142857146;12.0;45.0;859.4285714285714;46.142857142857146;36.572787037037045;4.8;5.7;7.5;11.5;4.780683562287116;-1.5753851431729728;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
123;3873.0;19.0;53.7036763;86.8521947;203.0;4.1777608149951195;0.23348593905235968;53.616091954023986;;82.0;22.97697386909696;414.2;0.0015295197308045;-0.9911287855613338;-0.0723972672580809;Груженный движется вперед;95;7530G;240;1827.0;88.0;100.0;800.0;30.0;796.0;29.0;884.0;45.108108108108105;884.0;42.12698412698413;12.0;45.0;859.4805194805194;46.12987012987013;37.14806481481482;4.5;6.4;9.6;12.5;4.503144206376003;-1.458385952814945;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
124;3897.0;19.0;53.7034613;86.8522357;202.0;4.6912815270009;0.45826461098633375;55.78927203065237;;81.6;24.086111996019337;406.25;-0.0112164780258998;-1.006423982869379;-0.0825940654634444;Груженный движется вперед;95;7530G;240;1828.0;86.0;100.0;800.0;30.0;796.0;29.0;884.0;45.08108108108108;884.0;42.11111111111112;12.0;45.0;859.5324675324675;46.11688311688312;37.48660648148149;4.4;5.7;9.4;10.6;4.340544805135865;-1.5851785363933755;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
125;3921.0;19.0;53.7032514;86.8522306;203.0;4.244592109949853;0.6725832791538555;57.90574712643785;;81.6;23.368773607637326;414.2;0.0152951973080452;-0.9890894259202612;-0.0734169470786173;Груженный движется вперед;95;7530G;240;1827.0;87.0;100.0;800.0;30.0;796.0;29.0;884.0;45.054054054054056;884.0;42.095238095238095;12.0;45.0;859.5844155844156;46.103896103896105;37.94682870370371;4.4;6.0;8.5;10.7;4.420582025065956;-1.6153631053198345;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
126;3942.0;18.0;53.7030576;86.852216;202.0;4.470811409677238;0.9918553878822169;59.9272030651352;;81.6;21.59552546362383;411.65;-0.0020393596410727;-0.9911287855613338;-0.0774956663607627;Груженный движется вперед;95;7530G;240;1827.0;87.0;100.0;800.0;30.0;796.0;29.0;884.0;45.02702702702703;884.0;42.07936507936508;12.0;45.0;859.6363636363636;46.09090909090909;38.4042175925926;4.5;5.6;9.0;10.6;4.533437985359775;-1.84229973023657;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
127;3964.0;19.0;53.7028643;86.8521251;201.0;4.3189270954271315;1.2986425392154337;62.01226053639962;;81.6;22.33663582321161;418.025;0.0346691138982359;-0.9850107066381156;-0.0744366268991536;Груженный движется вперед;95;7530G;240;1826.0;89.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;42.06349206349206;12.0;45.0;859.6883116883117;46.07792207792208;38.868689814814815;4.8;6.2;7.5;11.6;4.534439743739076;-1.753547692014612;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
128;3986.0;19.0;53.7026782;86.852067;202.0;4.636864807961163;1.1466916928782542;64.11647509578663;;81.6;21.0677392269165;422.1;0.020393596410727;-0.980422147445702;-0.0795350260018354;Груженный движется вперед;95;7530G;240;1824.0;90.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;42.04761904761905;12.0;45.0;859.7402597402597;46.06493506493506;39.337689814814816;5.5;7.3;7.2;12.7;4.550521937290542;-1.7720298561270593;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
129;4008.0;19.0;53.7024829;86.8519997;201.0;4.457878118616635;1.0488605624825231;66.22068965517364;;81.6;22.188815851313;432.0;0.0448659121035994;-0.979912307535434;-0.0764759865402263;Груженный движется вперед;95;7530G;240;1822.0;92.0;99.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;42.03174603174603;12.0;45.0;859.7922077922078;46.05194805194805;39.81768981481481;3.9;6.0;7.8;12.9;4.591044105861875;-1.8351944082047282;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
130;4029.0;19.0;53.7022942;86.8519134;202.0;5.194256435793755;0.9830294693128956;68.23908045977139;;81.6;21.76259074415749;433.55;0.0081574385642908;-0.9982665443050882;-0.0907515040277353;Груженный движется вперед;95;7530G;240;1822.0;93.0;99.5;800.0;30.0;796.0;29.0;884.0;45.0;884.0;42.01587301587302;12.0;45.0;859.8441558441558;46.03896103896104;40.29941203703704;4.5;5.5;6.9;11.9;4.690512569520603;-1.8363014162661004;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
131;4051.0;19.0;53.7021048;86.8518264;202.0;4.234219625414532;1.1788736627668255;70.21762452107409;;81.6;21.849882987861136;441.125;-0.0040787192821454;-1.0054043030488429;-0.0744366268991536;Груженный движется вперед;95;7530G;240;1820.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;42.0;12.0;45.0;859.8961038961039;46.02597402597402;40.78955092592592;4.3;5.5;7.9;11.2;4.850837137611583;-1.7108230523460835;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
132;4074.0;19.0;53.7019032;86.8517784;202.0;4.4624114955568785;1.2364953664096034;72.22298850574846;;81.6;22.664219625433784;437.65;0.0071377587437544;-0.979912307535434;-0.0764759865402263;Груженный движется вперед;95;7530G;240;1821.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.98412698412699;12.0;45.0;859.9480519480519;46.01298701298701;41.39739814814814;4.5;5.6;7.4;11.6;5.005284721550379;-1.5748156312254915;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
133;4097.0;19.0;53.701697;86.851777;201.0;5.191593263314999;1.3975352921744983;74.21072796935003;;81.6;22.95465309157732;433.55;-0.0071377587437544;-0.9763434281635566;-0.0887121443866625;Груженный движется вперед;95;7530G;240;1822.0;93.0;99.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.96825396825397;12.0;45.0;860.0;46.0;41.879120370370366;4.8;5.5;7.9;11.1;5.047265461430649;-1.602962101421987;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
134;4118.0;18.0;53.7015075;86.8517667;202.0;3.852859335443955;1.4121525527667367;76.18237547892862;;81.6;21.106318403982115;435.55;0.003059039461609;-0.9992862241256244;-0.0672988681553992;Груженный движется вперед;95;7530G;240;1821.0;94.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.95238095238095;12.0;45.0;860.0;46.0;42.96799537037037;4.5;5.5;8.2;10.7;4.973797625003922;-1.604761945541095;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
135;4169.0;17.0;53.7010458;86.8517402;202.0;5.022120954539064;1.4602514904305597;78.09348659003976;;81.2;51.426740575951584;440.5;0.0285510349750178;-1.020699500356888;-0.0897318242071989;Груженный движется вперед;95;7530G;240;1819.0;95.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.93650793650794;12.0;45.0;860.0;46.0;43.57980092592592;4.3;5.6;7.0;12.3;4.993783455767488;-1.4693671499637073;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
136;4191.0;15.0;53.7008492;86.851774;201.0;5.696726370099758;1.3842852423336411;80.01072796935013;;81.2;21.9988456802269;422.0;0.0520036708473539;-0.979912307535434;-0.0978892627714897;Груженный движется вперед;95;7530G;240;1825.0;90.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.92063492063492;12.0;45.0;860.0;46.0;44.048689814814814;4.1;5.4;6.0;13.7;5.015513244170117;-1.4803764088297555;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
137;4206.0;14.0;53.700716;86.8517944;201.5;5.37058553567353;1.3038168509804238;81.980076628354;;80.8;14.88882936034685;421.7375;0.0402773529111858;-0.991638625471602;-0.0933007035790761;Груженный движется вперед;95;7530G;240;1824.5;90.0;99.75;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.89682539682539;12.0;45.0;860.0;46.0;44.63443634259259;3.6;6.1;6.9;13.0;4.950533396697951;-1.4860497947248517;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
138;4226.0;14.0;53.7005369;86.8518201;201.0;5.500539533182477;1.2058948592673633;83.93639846743451;;80.4;20.00946884558996;421.5750000000001;0.0520036708473539;-0.9727745487916796;-0.0938105434893443;Груженный движется вперед;95;7530G;240;1825.0;90.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.87301587301587;12.0;45.0;860.0;46.0;45.10285300925926;3.5;6.1;7.3;12.5;4.945576015877455;-1.4588400053962123;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
139;4243.0;15.0;53.7003863;86.8518487;202.0;5.888946732279188;1.3296762655078784;85.88122605364143;;80.4;16.870618422126388;422.0;0.020393596410727;-0.9982665443050882;-0.1029876618741715;Груженный движется вперед;95;7530G;240;1825.0;90.0;100.0;800.0;30.0;796.0;29.0;884.0;45.0;884.0;41.85714285714285;12.0;45.0;860.0;46.0;45.57174189814816;3.6;5.5;7.9;11.2;4.802968836665546;-1.4978064920478271;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
