acc_Y_max;acc_Y_std;acc;acc_std;acc_var;acc_max;fb_tilt_max;fb_tilt_std;fb_tilt_var;tilt_std;tilt_var;hole;lat;lon
-0.6106841208340907;1.2274304053530334;5.681971277381934;1.4434328808248182;2.083498481446234;6.800068164745118;-0.9814418272662384;0.019279448950281594;0.000371697151826514;0.03229880430496474;0.0010432127595304088;0;53.72811094285714;86.85252511428573
-0.6106841208340907;1.2274304053530334;3.6106818751901706;1.4434328808248182;2.083498481446234;6.800068164745118;-0.9814418272662384;0.019279448950281594;0.000371697151826514;0.03229880430496474;0.0010432127595304088;1;53.72811094285714;86.85252511428573
-0.6106841208340907;1.2274304053530334;5.3278452989664595;1.4434328808248182;2.083498481446234;6.800068164745118;-0.9814418272662384;0.019279448950281594;0.000371697151826514;0.03229880430496474;0.0010432127595304088;0;53.72811094285714;86.85252511428573
-0.6106841208340907;1.2274304053530334;2.7593854503310866;1.4434328808248182;2.083498481446234;6.800068164745118;-0.9814418272662384;0.019279448950281594;0.000371697151826514;0.03229880430496474;0.0010432127595304088;0;53.72811094285714;86.85252511428573
-0.521823293226936;0.9184125868506553;6.800068164745118;1.5710132317908168;2.4680825744618264;6.81971115030774;-0.9641072703171204;0.024462956722399707;0.000598436251602001;0.034621238721977046;0.001198630170644123;0;53.728169099999995;86.85240772857142
-0.521823293226936;0.6411326448087312;6.1611581615404605;2.3190309812905276;5.377904692185307;6.81971115030774;-0.9641072703171204;0.023969190058585464;0.0005745220720645923;0.042331773988595764;0.0017919790890215531;1;53.728236200000005;86.85229562857144
-0.521823293226936;0.4003580092618719;5.747391223496022;2.491415316764971;6.207150280611102;6.81971115030774;-0.9641072703171204;0.024681578216925834;0.0006091803032782279;0.06264385442165991;0.00392425249680212;1;53.72830477142857;86.85219231428573
-0.521823293226936;0.2171030374393884;6.81971115030774;2.4206014024406817;5.8593111494977945;6.81971115030774;-0.9641072703171204;0.02437272461301734;0.0005940297050619812;0.06321388324896948;0.003995995035414344;1;53.7283652;86.85207354285714
-0.521823293226936;0.1802525241895061;0.669392889302722;2.4466572305919154;5.986131604007702;6.81971115030774;-0.9641072703171204;0.025647387246176826;0.0006577884725553538;0.0714321056142661;0.005102545712487668;1;53.72840822857143;86.851952
-0.521823293226936;0.28672158624555594;2.365212611299956;2.380638691266158;5.667440578353445;6.81971115030774;-0.9641072703171204;0.02529384451331951;0.0006397785702639836;0.07337605070852952;0.005384044817580696;1;53.728434785714285;86.85177741428572
-0.521823293226936;0.40876924336578624;6.013302520194751;2.279527011718011;5.1962433971520445;6.81971115030774;-0.9641072703171204;0.031071963570949254;0.0009654669201543976;0.06774442279606943;0.004589306819972611;1;53.72846401428571;86.85159087142857
-0.5313143310006221;0.47599453827639143;2.2629905913697654;1.97568340565657;3.9033249193867428;6.013302520194751;-0.9839910268175792;0.027123474099163603;0.0007356828472079987;0.06199725583677632;0.003843659731290696;1;53.72850221428572;86.8513877
-0.6258575601207599;0.5645313261562737;2.3896771311340226;1.769736994253879;3.1319690288307545;6.013302520194751;-0.971754868971143;0.03082800404984126;0.000950365833697029;0.06655993944334705;0.004430225538702026;1;53.72854924285714;86.85116775714286
-0.7921533065529665;0.6351405940517837;1.964662275663595;1.8585713361936937;3.4542874117208124;6.013302520194751;-0.971754868971143;0.030195143016274392;0.0009117466617732643;0.06569515488753361;0.004315853375697031;1;53.728611;86.85093694285713
-1.0169018962628509;0.6694416530700827;5.5543215256463165;1.8076257337444985;3.2675107932953367;5.959570802173332;-0.962577750586316;0.03372714459082854;0.0011375202822506549;0.06263427046473326;0.003923051836649358;1;53.72869967142857;86.8507111
-1.2868036552160285;0.6764428804463123;4.906254427770237;1.6325511243181479;2.6652231735124485;5.959570802173332;-0.962577750586316;0.03807888352434628;0.0014500013704607307;0.054102890928730635;0.0029271228068461237;1;53.7288269;86.85047261428572
-1.5885589093781372;0.6379835859882865;5.959570802173332;1.4678121049640613;2.154472375479029;5.959570802173332;-0.962577750586316;0.04302379129460079;0.0018510466173613663;0.04310786137234211;0.0018582877120970655;1;53.728990242857144;86.85027755714285
-1.761284875565633;0.575104012796375;5.688264293637275;0.9929533163690092;0.9859562884882136;5.959570802173332;-0.962577750586316;0.03793428212040028;0.00143900975999012;0.028197463677783908;0.0007950969578599429;1;53.729176457142856;86.85009439999999
-2.210021442658901;0.39142352420546;3.7814872726970603;1.0354300696937986;1.0721154292261048;5.959570802173332;-0.893239522789844;0.05603513830122633;0.0031399367244375614;0.02672488540171841;0.0007142194997349817;1;53.729378857142855;86.84992011428571
-2.565143592747007;0.2861800552943972;3.4178348618543666;1.0509252615297124;1.1044439053212944;5.959570802173332;-0.893239522789844;0.05571614001388103;0.0031042882580463948;0.02622698015657123;0.0006878544881331809;1;53.72960118571429;86.8497694142857
-2.048674746676486;0.4308904713390329;4.295934389535538;1.0262310039557836;1.0531500734800956;5.84813949851698;-0.893239522789844;0.056380439368604006;0.0031787539433968327;0.02689110664016589;0.000723131616332774;0;53.729842299999994;86.84964481428572
-1.863789821805058;0.5766866774494228;5.84813949851698;1.0451978634981154;1.0924385738610252;5.84813949851698;-0.893239522789844;0.05933283306606485;0.003520385079645518;0.025422952235635718;0.0006463265003754152;0;53.73010155714285;86.8495347
-1.7825891994526182;0.6481166143718605;4.3503823930748995;1.1301708768275032;1.2772862108290475;5.871781104669057;-0.893239522789844;0.05358900109501738;0.002871781038361774;0.028658350549977486;0.0008213010562453949;0;53.73037554285714;86.84945760000001
