vel;vel_std;acc_Y_max;acc_Y_std;acc_Y_var;acc;acc_sum;acc_std;acc_var;fb_tilt_max;fb_tilt_std;tilt_max;tilt_std;energy_proxy;acc_ratio;hole;lat;lon
12.0;3.2366943748507477;-0.934026715611298;0.03693198606800979;0.0013639715949276693;1.0115043935088257;7.037932353951344;0.036577029464963974;0.0013378790844808426;2.365340794106308;1.1634447346401418;-1.8589074712407616;0.21856275888918802;145.02314113808765;-0.06331488462309011;0;53.75110597142857;86.76640197142856
19.0;3.2366943748507477;-0.934026715611298;0.03693198606800979;0.0013639715949276693;1.0129778734247925;7.037932353951344;0.036577029464963974;0.0013378790844808426;2.365340794106308;1.1634447346401418;-1.8589074712407616;0.21856275888918802;362.02612417204824;-0.07003492512395806;1;53.75110597142857;86.76640197142856
22.0;3.2366943748507477;-0.934026715611298;0.03693198606800979;0.0013639715949276693;1.0232318067174437;7.037932353951344;0.036577029464963974;0.0013378790844808426;2.365340794106308;1.1634447346401418;-1.8589074712407616;0.21856275888918802;485.04700333027824;-0.031051668000792388;1;53.75110597142857;86.76640197142856
21.0;3.2366943748507477;-0.934026715611298;0.03693198606800979;0.0013639715949276693;1.0380606006947755;7.037932353951344;0.036577029464963974;0.0013378790844808426;2.365340794106308;1.1634447346401418;-1.8589074712407616;0.21856275888918802;442.0775698107148;-0.06318407025867726;1;53.75110597142857;86.76640197142856
17.0;2.3704530408864075;-0.934026715611298;0.03721361550876081;0.0013848531792338833;0.979128466649147;7.045154444531794;0.03687791057694566;0.0013599802885212002;2.365340794106308;1.7012154398956736;-2.0099055733031035;0.1789731985044934;289.9586925542027;-0.07202919208170061;1;53.751083542857145;86.76677817142857
18.0;3.4086724129853856;-0.934026715611298;0.03918915380777268;0.0015357897761692641;1.0372314252542878;7.0701855868579955;0.03878079419554703;0.0015039499984373743;1.805277707945199;1.7390265661060584;-2.138468327489188;0.1429337388290041;325.07584902953505;-0.020460818138333076;1;53.75105825714285;86.76715517142857
18.0;4.353433237386435;-0.934026715611298;0.038850519621606974;0.0015093628748688687;0.9357977877020716;7.063628254070798;0.03848673565050243;0.001481228821031655;1.805277707945199;1.754207240029325;-2.246225795641261;0.11046280434327013;324.87571749946807;-0.061611139997914635;1;53.751032814285715;86.76750641428573
15.0;4.649628761422529;-0.934026715611298;0.03681214128474728;0.001355133745968195;1.0187264840892756;7.034398487933042;0.03634573709969046;0.0013210126053198156;1.805277707945199;1.744117399003835;-2.334808039601568;0.08159745586242068;226.0378036493849;-0.06439599165205423;1;53.7510032;86.76782057142857
12.0;4.540820148282423;-0.934026715611298;0.03532852665625314;0.0012481047957015887;1.0380090157509945;7.0504374655381765;0.03492712695910589;0.001219904197617501;3.054213113098524;2.0344705104247622;-2.405845121212356;0.05642340114962538;145.07746271678036;-0.04380859274325548;0;53.75097148571428;86.76809605714286
8.0;4.750939756661682;-0.934026715611298;0.03256311112350053;0.0010603562060414436;1.016674473930246;7.012697349879388;0.032336493357654456;0.0010456488026696308;3.054213113098524;2.195437929968399;-2.4609671023158697;0.0351852482270017;65.03362698594134;-0.04598788148834849;0;53.75093702857142;86.76835782857144
7.0;5.912053869204926;-0.9926583052921384;0.01626358490181737;0.00026450419385862185;1.0088308345570198;7.10697656384497;0.015517579087986769;0.00024079526075192429;3.054213113098524;2.0767095573913155;-2.501804044754356;0.018850795792222617;50.017739652753015;-0.05249515174044503;0;53.750896157142854;86.76862781428572
10.0;7.380798769522881;-0.9880697460997246;0.01879439453043197;0.00035322926576553115;0.9951674442542812;7.08094439003824;0.0175419464334492;0.00030771988467400113;3.4744746147068506;2.230363939117791;-2.5299860103700604;0.034110941445172946;100.9903582421036;-0.07114620388098611;0;53.7508487;86.76886927142857
19.0;8.138678961483567;-0.9880697460997246;0.015875365527184458;0.0002520272306217167;0.9994913095954997;7.06973776457983;0.015062294105003095;0.000226872703705611;3.4744746147068506;2.127360134407994;-2.5381233505855203;0.11991064844097717;361.9989828779569;-0.07439246634352048;0;53.750787328571434;86.76912607142857
23.0;7.505553499465136;-0.9880697460997246;0.016987257243965628;0.00028856690867266264;1.0300770016676533;7.079433206823509;0.01618620503564307;0.00026199323345587705;3.4744746147068506;1.9066629482644772;-2.5381233505855203;0.11708999410048154;530.0610586293647;-0.019727583015020984;0;53.75069762857144;86.7694094
25.0;5.336308693862312;-0.9880697460997246;0.017436013805975484;0.0003040145774421677;0.9926943102825452;7.09156669017174;0.016518045187452514;0.0002728458168147232;3.4744746147068506;2.1245673707925903;-2.5381233505855203;0.1318135648360434;625.9854419936673;-0.09686439653463205;1;53.75058021428572;86.76969792857143
