acc_X;acc_X_std;acc_X_max;acc_Z;acc_Z_std;acc_Z_max;acc;acc_std;acc_var;acc_max;acc_range;fb_tilt_max;fb_tilt_var;fb_tilt_range;tilt_max;tilt_var;tilt_range;class;lat;lon
-0.0071377587437544;0.02308820602515949;0.003059039461609;-0.0183542367696543;0.026570437892924192;-0.0183542367696543;0.9587013187736384;0.04198447529285528;0.0017626961656163757;1.0371458709987869;0.07844455222514846;3.9100147853564784;2.2695287290457347;2.813026042042968;2.427923163152554;5.308748003799098;4.600818202148414;60.0;53.725094133333336;86.8445224
0.003059039461609;0.02308820602515949;0.003059039461609;-0.0662791883348628;0.026570437892924192;-0.0183542367696543;0.9719827455073644;0.04198447529285528;0.0017626961656163757;1.0371458709987869;0.07844455222514846;3.9100147853564784;2.2695287290457347;2.813026042042968;2.427923163152554;5.308748003799098;4.600818202148414;60.0;53.725094133333336;86.8445224
-0.0410421127765881;0.04448407998977823;0.0479249515652085;-0.0622004690527174;0.023636638660431294;-0.023452635872336;1.0371458709987869;0.033130308130278015;0.0010976173168071657;1.0371458709987869;0.06516312549142245;3.9100147853564784;1.896613785016718;2.5859726005449666;-0.0974257398291267;3.4995997216090076;3.7336796705341433;60.0;53.72508896666667;86.8443295
0.0479249515652085;0.06451657604502907;0.0479249515652085;-0.023452635872336;0.03049393945461664;-0.023452635872336;1.0149651379105276;0.023295104892408096;0.0005426619119482956;1.0371458709987869;0.04657271491054171;4.842067384636279;3.1361792768177557;3.5180251998247676;-2.17289503899586;2.161166025623155;2.9317824909511176;60.0;53.72503556666667;86.84411396666667
-0.0774956663607627;0.09380500158749398;0.0479249515652085;-0.0836137452839808;0.0301165388260475;-0.023452635872336;0.9905731560882451;0.026195849462764462;0.0006862225290758172;1.0149651379105276;0.05235120233274304;4.842067384636279;3.1161277012939688;3.5180251998247676;-3.83110541036327;1.2149716315624817;2.195126663399337;60.0;53.72494306666667;86.84391053333333
-0.1356174161313347;0.039924078618235714;-0.0591414295911083;-0.0560823901294993;0.06246735349238951;0.0356887937187723;0.9626139355777845;0.04807521795364618;0.002311226581290584;0.9905731560882451;0.09365012698009778;4.842067384636279;14.095803433101826;7.122482933580425;-5.1046775299469775;0.5889259061702299;1.5237121878788038;60.0;53.7248282;86.8437786
-0.0591414295911083;0.054724928133074675;-0.0591414295911083;0.0356887937187723;0.048958791557134916;0.0356887937187723;0.8969230291081474;0.07775982519432319;0.0060465904142517;1.0518475544567119;0.1549245253485645;3.339973300853696;8.790379274672537;5.620388849797841;-6.026232073762607;0.21732286721193156;0.9175390643895156;60.0;53.72471553333333;86.8437086
-0.1651881309268889;0.05732317944221796;-0.0591414295911083;-0.0397675130009177;0.039033009673241775;0.0356887937187723;1.0518475544567119;0.08520720460539559;0.007260267716665747;1.0518475544567119;0.1549245253485645;2.166714948872309;5.368764903201514;4.447130497816454;-6.628389717825781;0.04084118347542064;0.37660729293147277;60.0;53.7246082;86.84364393333333
-0.1498929336188436;0.008093457666150187;-0.1498929336188436;-0.0193739165901906;0.01123191709449598;-0.0193739165901906;1.0358637167308515;0.012088520971729739;0.00014613233928394972;1.0518475544567119;0.023701301935375785;2.166714948872309;0.3777879164622805;1.0950407869900933;-6.844688011656796;0.006544174770828611;0.16030899910045804;60.0;53.72450626666667;86.84355053333333
-0.1621290914652799;0.011231917094495787;-0.1498929336188436;-0.037728153359845;0.012334895014869673;-0.0193739165901906;1.028146252521336;0.011668200229998319;0.00013614689660733283;1.0358637167308515;0.022931520297707175;2.4231753708780315;0.49877373530713565;1.3515012089958158;-6.495464816866376;0.06787981193058361;0.5095321938908786;60.0;53.7244291;86.84341363333334
-0.1723258896706434;0.022944684180330497;-0.1284796573875803;-0.0428265524625267;0.03218593685098424;-0.037728153359845;1.0129321964331444;0.015089251321662374;0.0002276855054482897;1.028146252521336;0.03017815759832687;5.511472264405756;3.5430131916509295;3.40851329786545;-5.989948102401611;0.18468071680941145;0.8547399092551853;60.0;53.72440773333333;86.84325573333332
