Широта;Долгота;in_current_border_original;point;рекомендованная скорость_min;рекомендованная скорость_max;len;Скорость;Продольный наклон;уклон;Поперечный наклон;Высота;point_route_dist;рекомендованная скорость_turns;Поворот влево;Поворот вправо;подъем;спуск;rec_hole;примечание;рекомендованная скорость_holes;рекомендованная скорость;рекомендованная скорость_add;azimut;путь;centr;radius;время движения по маршруту;nom_point;no_avoid;Объезд слева;Объезд справа;Неровная дорога;Опасность;Грузоподъемность;Модель самосвала;Самосвал;уровень давления впереди,МПа;уровень давления сзади,МПа
53.7251932;86.8441692;1;-;0;0;15;3.169014084507042;2.366174443594209;0.8338721996202854;-5.9333604435644975;1.0724359216071735;0.0;0.0;0;0;0;0;Нет;добавили новую яму;0;0.0;0.0;-1.7159433533387198;15.30059770394576;-;0.0;1406.0;-;0;0;0;0;0;240;7530G;95;5.8;10.0
53.7250572;86.8441356;1;point_60%;0;0;31;6.549295774647887;2.3157940293766757;1.7962324411969153;-6.741298704292622;1.3872560914592083;37.589022250138264;0.0;0;0;0;0;Объезд справа;-;0;0.0;0.0;-1.5361504231066432;16.162430813087244;-;0.0;1406.0;1;0;0;1;0;0;240;7530G;95;5.8;10.0
53.7249121;86.8441441;1;point_60%;0;0;48;10.140845070422536;2.07687188291705;2.3545293320109124;-7.10489486906976;1.8348711078543212;37.58902225013826;0.0;0;0;0;0;Объезд справа;-;0;0.0;0.0;-1.6700411324583855;17.2170799298093;-;0.0;1406.0;1;0;0;0;0;0;240;7530G;95;5.8;10.0
53.7247582;86.8441182;1;point_60%;0;0;58;12.253521126760564;1.856298778026328;2.6302530227993426;-7.162590747981946;2.3625896245109725;32.97374725260378;0.0;0;0;0;0;Объезд справа;-;0;0.0;0.0;-2.1050547770154546;10.127041010247837;-;0.0;1406.0;1;0;0;0;0;0;240;7530G;95;5.8;10.0
53.724679905918286;86.84403990782909;1;point_60%;0;0;71;15.0;1.9581646273869369;2.7591175894784112;-7.095041145226499;2.837609175553075;38.42110814366166;0.0;0;0;0;0;Объезд справа;-;0;15.0;0.0;-2.327129427409237;13.178420086438262;-;0.0;1406.0;1;0;0;0;0;0;240;7530G;95;5.8;10.0
53.7245938;86.8439026;1;point_60%;0;0;87;15.0;2.4883765582620065;2.8592695462370292;-6.990342046560066;3.3381281654403474;30.75180845201193;0.0;0;0;0;0;Объезд справа;-;0;0.0;0.0;-2.3531788734009362;15.963201322934585;-;0.0;1406.0;1;0;0;0;0;0;240;7530G;95;5.8;10.0
53.72449209725585;86.84373174241196;1;point_60%;0;0;93;15.0;3.2766160483709803;2.9841131339743456;-6.84636200538276;4.022547668427517;19.075577785172708;0.0;0;0;0;0;Объезд справа;;0;0.0;0.0;-2.8225044370424976;5.071413457407146;-;0.0;1406.0;1;0;0;0;0;0;240;7530G;95;5.8;10.0
53.724477806113654;86.84365863242088;1;point_60%;0;0;110;15.0;3.970298139998496;3.1322864590828576;-6.603797604112293;5.077381238003666;7.664593834090198;15.0;0;1;0;0;Объезд справа;;0;0.0;0.0;-2.9361613931970334;17.68344747538029;[53.72465701362809, 86.84345839301929];23.91515458947231;1406.0;1;0;0;0;0;0;240;7530G;95;5.8;10.0
53.7244454;86.8433958;1;point_60%;0;0;141;15.0;4.420704705884598;3.304322875600837;-6.209482484672402;6.642702853864248;5.853903798618593;15.0;0;1;0;0;скорость_13.0;добавили новую яму;0;15.0;0.0;2.269826015049629;30.758506651984906;-;0.0;1406.0;1;0;0;0;0;0;240;7530G;95;5.8;10.0
53.7246569;86.8430953;1;point_60%;0;0;164;14.997533692028068;4.483288039777916;3.4798480719360105;-5.661085005523526;8.718379944191588;7.94547670000065;15.0;0;1;0;0;скорость_12.0;-;0;0.0;0.0;1.1627447782282048;23.055066600209603;-;0.0;1406.0;1;0;0;0;0;0;240;7530G;95;5.8;10.0
53.724847;86.8432342;1;point_60%;0;0;188;14.994960153274747;4.315573720367041;3.6196496420183477;-5.090720405092364;10.842219898354514;17.84042754560435;0.0;0;0;0;0;Объезд справа;добавили новую яму;0;0.0;0.0;1.1558716866768677;24.377300292975775;-;0.0;1406.0;1;0;0;0;0;0;240;7530G;95;5.8;10.0
