len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max;isin_border
0.0;6.0;53.7252277;86.8452021;204.0;2152.0;80.0;0.0;156.825;-0.1172631793616804;-1.0390537371265425;-0.0275313551544814;Груженный движется вперед;95;7530G;240;1142.0;55.0;100.0;800.0;26.0;792.0;24.0;856.0;43.0;880.0;38.0;20.0;40.0;868.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route29', '/home/pi/adviser/route19', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route5'];0.17425;9.9;3.2;9.1;12.1;1.5082164466544234;-10.087573446169808;2.7713024662499914;0.10819193577815182;2.238053007834729;9.28;6.4;10.1;10.1;point_60%;6.4;10.1;1;0;0;0;-;0.0;0;0;0;0;0
8.0;8.0;53.7252826;86.845129;202.0;2152.0;79.6;7.7802325720674474;60.75;-0.0907515040277353;-0.9758335882532884;-0.0642398286937901;Груженный движется вперед;95;7530G;240;1019.0;26.0;42.5;800.0;26.0;792.0;24.0;856.0;43.0;880.0;38.0;20.0;40.0;868.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route30', '/home/pi/adviser/route19', '/home/pi/adviser/route29', '/home/pi/adviser/route10', '/home/pi/adviser/route21', '/home/pi/adviser/route24', '/home/pi/adviser/route5'];0.224875;4.9;8.6;15.3;5.6;3.750251765789774;-7.557624028092537;2.2886850255107394;0.4416094760922422;2.310333599666345;6.4;9.28;14.645;10.1;point_60%;6.4;10.1;1;0;0;0;-;0.0;0;0;0;0;0
18.0;7.0;53.7253531;86.8450203;198.0;2152.0;79.2;10.623131716757731;130.5;-0.1366370959518711;-0.9952075048434792;-0.0163148771285816;Груженный движется вперед;95;7530G;240;979.0;52.0;100.0;800.0;26.0;792.0269058295964;24.0;856.0;43.0;880.0;38.0;20.0;40.0;868.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route30', '/home/pi/adviser/route29', '/home/pi/adviser/route10', '/home/pi/adviser/route21', '/home/pi/adviser/route24', '/home/pi/adviser/route5'];0.36987499999999995;8.3;5.1;9.6;12.5;0.9304638499132032;-5.530509549193422;1.883505812929669;0.7153326877464867;1.7396009891219357;6.4;9.28;17.675;10.1;point_60%;6.4;10.1;1;0;0;0;-;0.0;0;0;0;0;0
27.0;8.0;53.7254326;86.8449974;203.0;2152.0;78.8;8.977655379953566;201.1;-0.0703579076170082;-0.9574793514836342;-0.0367084735393086;Груженный движется вперед;95;7530G;240;1242.0;64.0;100.0;800.0;26.0;792.0627802690583;24.0;856.0;43.0;880.0;38.0;20.0;40.0;868.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route30', '/home/pi/adviser/route29', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route5'];0.5933194444444444;7.2;9.4;17.1;2.9;2.1896699890557114;-3.964548610767155;1.5511066987064674;0.9378889309923838;1.7932365564717623;6.4;9.28;17.675;10.1;point_60%;6.4;10.1;1;0;0;0;-;0.0;0;0;0;0;0
38.0;7.0;53.7255252;86.844962;202.0;2152.0;78.4;10.568752759245767;202.075;-0.1845620475170796;-0.99214846538187;-0.0856531049250535;Груженный движется вперед;95;7530G;240;1222.0;66.0;99.0;800.0;26.0;792.0986547085201;24.0;856.0;43.0;880.0;38.0;20.0;40.0;868.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route30', '/home/pi/adviser/route29', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route5'];0.8739791666666666;8.4;2.5;11.9;9.4;4.851346637430823;-2.818059814108433;1.286829553040822;1.1178055660814317;1.8282210457289088;9.28;6.4;14.645;10.1;point_60%;6.4;10.1;1;0;0;0;-;0.0;0;0;0;0;0
50.0;10.0;53.7256315;86.8449147;203.0;2152.0;78.0;12.23667610389374;1.2;-0.0586315896808402;-0.9595187111247068;-0.0010196798205363;Груженный движется вперед;95;7530G;240;1099.0;2.0;2.0;800.0;26.0;792.134529147982;24.0;856.0;43.0;880.0;38.0;20.0;40.0;868.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route30', '/home/pi/adviser/route29', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route5', '/home/pi/adviser/route6'];0.8753124999999999;8.1;5.8;13.4;10.5;0.06077480325753976;-2.049361760511946;1.08601624613242;1.2636099532651281;2.0574587880783053;9.28;6.4;14.645;10.1;point_60%;6.4;10.1;1;0;0;0;-;0.0;0;0;0;0;0
62.0;8.0;53.7257261;86.8448301;203.0;2152.0;78.4;11.91426775157854;104.95;-0.0244723156928724;-1.0074436626899157;0.0163148771285816;Груженный движется вперед;95;7530G;240;826.0;49.0;100.0;800.0;26.0;792.1704035874438;24.0;856.0;43.0;880.0;38.0;20.0;40.0;868.0;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route30', '/home/pi/adviser/route10', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route29', '/home/pi/adviser/route5', '/home/pi/adviser/route6'];0.9627708333333332;9.3;7.8;11.8;10.8;-0.9275122108853476;-1.6167730512723892;0.9440086481809491;1.3838294527949717;2.2326320113346076;9.28;6.4;14.645;10.1;point_60%;6.4;10.1;1;0;0;0;-;0.0;0;0;0;0;0
71.0;8.0;53.7257924;86.8447428;201.0;2152.0;78.4;9.355982189012837;69.375;-0.0815743856429081;-0.9697155093300704;-0.0219231161415315;Груженный движется вперед;95;7530G;240;927.5;30.75;59.0;800.0;26.0;792.2062780269059;24.0;856.0;43.0;880.0;38.0;20.0;40.0;868.0451127819549;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route10', '/home/pi/adviser/route30', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route29', '/home/pi/adviser/route5', '/home/pi/adviser/route6'];1.0398541666666665;7.2;6.2;15.1;5.5;1.290553128660668;-1.4786122876844523;0.8561486293860958;1.4869914249224605;3.112822039327079;9.28;6.4;14.645;10.1;point_60%;6.4;10.1;1;0;0;0;-;0.0;0;0;0;0;0
83.0;9.0;53.7257954;86.8445666;201.0;2152.0;78.4;11.609922213970327;33.8;0.0367084735393086;-1.0222290200876925;0.0499643112062812;Груженный движется вперед;95;7530G;240;1311.0;12.5;18.0;800.0;26.0;792.2421524663678;24.0;856.0;43.0;880.0;38.0;20.0;40.0;868.1052631578948;45.0;/home/pi/adviser/route31;['/home/pi/adviser/route31', '/home/pi/adviser/route19', '/home/pi/adviser/route10', '/home/pi/adviser/route30', '/home/pi/adviser/route24', '/home/pi/adviser/route21', '/home/pi/adviser/route29', '/home/pi/adviser/route5', '/home/pi/adviser/route6'];1.077409722222222;9.3;7.5;12.5;13.2;-2.796465357255934;-1.5931980710428348;0.8177780599475484;1.5816232298990924;-2.5510815856654103;9.28;6.4;10.1;14.645;point_60%;6.4;10.1;1;0;0;0;-;0.0;0;0;0;0;0
97.0;7.0;53.7257281;86.8443969;197.0;2152.0;78.4;13.455655122481557;41.2;0.0020393596410727;-0.9941878250229428;0.0509839910268175;Груженный движется вперед;95;7530G;240;1303.0;15.0;23.0;800.0;26.0;792.2780269058296;24.0;856.0;43.0;880.0;38.0;20.0;40.0;868.1654135338346;45.0;/home/pi/adviser/route19;['/home/pi/adviser/route19', '/home/pi/adviser/route31', '/home/pi/adviser/route6'];1.1231874999999998;7.5;8.6;10.2;10.2;-2.93566728094267;-1.9188490026422258;0.824238810064994;1.6762522279763659;-1.973461290246505;6.4;9.28;10.1;10.1;point_60%;6.4;10.1;1;0;0;0;-;0.0;0;0;0;0;0
