;len;Скорость;Широта;Долгота;Вес мгновенный;Продольный наклон;Поперечный наклон;Высота;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;уклон;azimut;isin_border;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;nom_point;уровень давления впереди,МПа;уровень давления сзади,МПа;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
0;0.0;3.0;53.7149412;86.8430052;192.0;4.718850928071671;8.769983407113227;-0.07972997628170406;;64.0;0.0;114.65;0.1723258896706434;-0.9605383909452432;-0.0805547058223717;Груженный движется вперед;95;7530G;240;1312.0;36.0;44.0;756.0;17.0;756.0;15.0;824.0;31.0;820.0;28.0;80.0;29.0;844.0;35.0;0.1273888888888888;3.6;7.3;3.3;14.8;1.7803889392099213;1.9649915364196042;0;6.6;6.6;10.2;14.79;point_30%;1;6.6;10.2;0.0;0;0;-;0.0;0;0;0.0;0.0
1;5.0;3.0;53.7149863;86.8429735;195.0;0.7473087126299226;6.832797546148724;-0.36935988660126595;;63.6;5.437628213239058;249.3;0.133578056490262;-1.0074436626899157;-0.0132558376669725;Груженный движется вперед;95;7530G;240;1335.0;76.0;97.5;756.0;17.0;756.0;15.0;824.0;31.0;820.0;28.0;80.0;29.0;844.0;35.0;0.4043888888888889;4.6;8.2;6.5;11.5;2.57547574157231;2.4063453608000556;0;6.6;6.6;10.2;10.2;-;0;6.6;10.2;0.0;0;0;-;0.0;1;0;0.0;0.0
2;11.0;4.0;53.715022;86.8429068;196.0;3.0481224732363876;5.102706679944414;-0.4144443040994735;;63.6;5.924790482613714;242.0;0.1233812582848985;-0.9880697460997246;-0.0530233506678902;Груженный движется вперед;95;7530G;240;1315.0;75.0;99.0;756.0;17.0;756.0;15.0;824.0;31.0;820.0;28.0;80.0;29.0;844.0;35.0;0.7405;5.1;8.3;5.9;12.1;3.188313508996101;3.136626976802428;0;6.6;6.6;10.2;10.2;-;0;6.6;10.2;0.0;0;0;-;0.0;1;0;0.0;0.0
3;18.0;4.0;53.7150223;86.8428047;203.0;3.1343061992975683;3.5703901932150597;-0.24287398425328913;;63.6;6.726450989582983;281.2;0.0173345569491179;-1.0054043030488429;-0.0550627103089629;Груженный движется вперед;95;7530G;240;1379.0;84.0;99.0;756.0;17.0;756.0;15.026315789473683;824.0;31.0;820.0;28.0;80.0;29.0;844.0;35.0;1.0529444444444445;5.2;7.1;11.5;8.0;3.6315632511086475;-2.9170973298055944;0;6.6;6.6;10.2;10.2;-;0;6.6;10.2;0.0;0;0;-;0.0;1;0;0.0;0.0
4;26.0;5.0;53.7150063;86.8426863;201.0;1.6063009099948813;2.2265274706754212;0.11746031746032484;;64.4;8.000990448565773;17.65;-0.0316100744366268;-1.017640460895279;-0.0285510349750178;Груженный движется вперед;95;7530G;240;1167.0;9.0;10.0;756.0;17.0;756.0;15.06140350877193;824.0;31.0;820.0;28.0;80.0;29.0;844.0;35.0;1.0725555555555557;6.4;7.5;10.6;9.4;3.917885977537303;-2.4803459574985443;0;6.6;6.6;10.2;10.2;-;0;6.6;10.2;0.0;0;0;-;0.0;1;0;0.0;0.0
5;34.0;7.0;53.7149626;86.8425914;203.0;4.230774520762783;1.0617978970402593;0.6386678455644057;;65.2;7.92172284814393;306.775;-0.0244723156928724;-0.99214846538187;-0.0734169470786173;Груженный движется вперед;95;7530G;240;1439.0;85.0;100.0;756.0;17.0;756.0;15.096491228070176;824.0;31.0;820.0;28.0;80.0;29.0;844.0;35.0;1.4134166666666663;6.5;5.9;8.2;11.4;4.05994269790942;-2.583503184580672;0;6.6;6.6;10.2;10.2;-;0;6.6;10.2;0.0;0;0;-;0.0;0;0;0.0;0.0
6;43.0;11.0;53.7149176;86.8424696;212.0;1.8694508669037668;0.0668808570243371;1.2928578445819923;;65.6;9.459538740061731;288.0;-0.0091771183848271;-1.0308962985622514;-0.0336494340776996;Груженный движется вперед;95;7530G;240;1331.0;85.0;99.0;756.0;17.0;756.0;15.13157894736842;824.0;31.0;820.0;28.0;80.0;29.0;844.0;35.0;1.7334166666666666;7.3;7.0;6.5;13.4;4.0703944218523525;-2.823987853864651;0;6.6;6.6;10.2;14.79;point_30%;2;6.6;10.2;0.0;0;0;-;0.0;0;0;0.0;0.0
7;57.0;11.0;53.7148805;86.8422789;209.0;4.353513613608711;-0.7675442646575892;2.0521395590361218;;65.2;13.224820059464877;204.325;0.0071377587437544;-0.9911287855613338;-0.07545630671969;Груженный движется вперед;95;7530G;240;1456.5;58.0;59.0;756.0;17.0;756.0;15.166666666666666;824.0;31.0;820.0;28.0;80.0;29.0;844.0;35.0;1.9604444444444444;6.4;8.2;10.8;16.5;3.961902158993452;-3.011417493255159;0;6.6;6.6;10.2;14.79;point_30%;2;6.6;10.2;0.0;0;0;-;0.0;0;0;0.0;0.0
8;75.0;10.0;53.714859;86.8420014;211.0;5.462432211695376;-1.4507980832907563;2.8886222334498304;;65.2;18.43782476161295;393.25;0.0173345569491179;-0.9595187111247068;-0.0917711838482716;Груженный движется вперед;95;7530G;240;1651.0;97.0;100.0;756.0;17.0;756.0;15.201754385964913;824.0;31.0;820.0;28.0;80.0;29.0;844.0;35.0;2.506625;7.5;5.6;8.2;13.9;3.7471269189600727;3.073010209233673;0;6.6;6.6;10.2;14.79;point_30%;2;6.6;10.2;0.0;0;0;-;0.0;0;0;0.0;0.0
9;87.0;10.0;53.714866;86.8418292;212.0;4.969149976270768;-1.992201214160401;3.774415112346157;;64.8;11.371344357797105;422.125;0.0163148771285816;-1.055368614255124;-0.0917711838482716;Груженный движется вперед;95;7530G;240;1825.0;90.0;100.0;756.0;17.0;756.0;15.236842105263158;824.0;31.0;820.0;28.0;80.0;29.0;844.0;35.0;2.975652777777778;5.0;7.2;10.1;12.5;3.438729711379567;-3.121103707534804;0;6.6;6.6;10.2;10.2;-;0;6.6;10.2;0.0;0;0;-;0.0;0;0;0.0;0.0
10;98.0;7.0;53.7148638;86.8416478;215.0;6.029468201133011;-2.4010742725517673;4.681627440248139;;64.0;11.953221545576971;424.925;-0.0356887937187723;-1.00336494340777;-0.1060467013357805;Груженный движется вперед;95;7530G;240;1823.0;90.0;99.0;756.0;17.0;756.0;15.271929824561404;824.0;31.0;820.046511627907;28.0;80.0;29.0;844.0;35.0;4.0379652777777775;5.6;5.9;9.7;10.4;3.04937154587929;3.1200531318314795;0;6.6;6.6;10.2;10.2;-;0;6.6;10.2;0.0;0;0;-;0.0;0;0;0.0;0.0
11;128.0;13.0;53.7148696;86.8411928;209.0;2.0535063128625217;-2.68673787375009;5.582368461678815;;64.8;29.982553158894792;302.8;-0.0479249515652085;-0.9941878250229428;-0.0356887937187723;Груженный движется вперед;95;7530G;240;1380.0;87.0;99.0;756.0;17.0;756.0;15.307017543859647;824.0;31.0;820.1085271317829;28.0;80.0;29.0;844.0;35.0;4.374409722222222;7.2;6.0;8.5;12.1;2.5917134320865918;2.641099861167606;0;6.6;6.6;10.2;10.2;-;0;6.6;10.2;0.0;0;0;-;0.0;0;0;13.0;0.0
12;143.0;14.0;53.7149322;86.8409994;208.0;-0.8394062445600126;-2.858512633040611;6.448747421161221;;65.6;14.522496725984997;46.4125;-0.0453757520138676;-0.9732843887019476;0.0142755174875088;Груженный движется вперед;95;7530G;240;1320.0;16.5;21.0;756.0;17.0;756.0;15.359649122807015;824.0;31.0;820.2015503875969;28.0;80.0;29.0;844.0;35.0;4.451763888888888;8.6;10.0;14.9;11.3;2.078416379628828;2.6235400744828326;0;9.569999999999999;9.569999999999999;14.79;10.2;point_60%;3;6.6;10.2;0.0;0;0;-;0.0;0;0;0.0;0.0
13;163.0;10.0;53.7150226;86.8407314;203.0;2.5237223751743256;-2.925719165708633;7.252873563218526;;67.2;20.32250684575511;282.79999999999995;-0.0346691138982359;-0.9941878250229428;-0.0438462322830631;Груженный движется вперед;95;7530G;240;1397.0;80.0;100.0;756.0;17.0;756.0;15.412280701754389;824.0;31.0;820.2945736434109;28.0;80.0;29.0;844.0;35.0;4.844541666666666;7.7;9.4;11.5;8.1;1.522141398133386;2.5614183218525195;0;6.6;9.569999999999999;14.79;10.2;point_60%;3;6.6;10.2;0.0;0;0;-;0.0;0;0;0.0;0.0
14;179.0;15.0;53.7151013;86.8405285;211.0;0.9814582087468883;-2.5479774255723795;7.850574712643826;;68.0;15.982296256923172;307.05;-0.0693382277964719;-1.009483022330988;-0.0173345569491179;Груженный движется вперед;95;7530G;240;1398.5;83.0;76.5;756.0;17.0;756.0;15.447368421052632;824.0;31.0;820.3565891472869;28.0;80.0;29.0;844.0;35.0;5.185708333333333;8.5;7.2;14.6;9.6;1.0526561335455547;2.588934676114646;0;6.6;9.569999999999999;14.79;10.2;point_60%;3;6.6;10.2;0.0;0;0;-;0.0;0;0;0.0;0.0
