len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
197.0;14.0;53.7245482;86.8438826;223.0;2054.0;76.0;17.00914237932587;149.95;-0.1519322932599164;-1.0655654124604874;0.0346691138982359;Груженный движется вперед;95;7530G;240;1135.5;53.0;100.0;796.0;34.0;796.0;31.0;864.0;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];2.6369305555555553;10.5;5.3;9.0;13.0;-1.8448658020397404;-5.669881984146283;2.69391437673072;6.000000000000129;-2.3865133301028627;10.325000000000001;5.9;14.355;14.355;point_60%;5.9;9.9;2;0;0;0;-;0.0;0;0;0;0
212.0;11.0;53.7244517;86.8437093;223.0;2054.0;76.4;15.674552731245296;115.3;-0.1998572448251249;-1.0257978994595698;-0.0101967982053635;Груженный движется вперед;95;7530G;240;890.0;50.0;100.0;796.0;34.0;796.0;31.0;864.0;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];2.861125;7.1;6.1;15.6;4.6;0.5590115043110895;-5.518178223119604;2.977126643977113;6.943295019157237;-2.701494159048509;5.9;5.9;14.355;9.9;point_60%;5.9;9.9;2;0;0;0;-;0.0;0;0;0;0
233.0;9.0;53.7243726;86.8434254;222.0;2054.0;76.8;20.668762537722788;298.45;-0.1570306923625981;-0.9829713469970428;-0.1142041399000713;Груженный движется вперед;95;7530G;240;1669.0;75.0;77.0;796.0;34.0;796.0;31.0;864.0;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];3.192736111111111;5.3;4.0;11.4;7.6;6.544806153220763;-5.648366590357275;3.235755828413856;7.983141762452278;-3.1266381341199017;5.9;5.9;14.355;9.9;point_60%;5.9;9.9;2;0;0;0;-;0.0;0;0;0;0
245.0;11.0;53.724371;86.8432446;221.0;2054.0;76.4;11.909823888444862;327.375;-0.133578056490262;-0.99214846538187;-0.07545630671969;Груженный движется вперед;95;7530G;240;1589.0;84.0;86.0;796.0;34.0;796.0;31.0;864.0;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];3.556486111111111;4.8;5.1;14.8;4.1;4.310426085981766;-5.72534661715041;3.424519085048994;9.114942528735828;2.624575887046075;5.9;5.9;14.355;9.9;point_60%;5.9;9.9;2;13;0;1;[53.724516737491285, 86.84327058776353];16.31376708618509;0;0;0;0
258.0;11.0;53.724429;86.8430722;218.0;2054.0;76.4;13.062506470684038;268.775;-0.1723258896706434;-0.9972468644845518;-0.0805547058223717;Груженный движется вперед;95;7530G;240;1678.0;68.0;69.0;796.0;34.0;796.0;31.0;864.0;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];3.929784722222222;5.0;4.4;14.5;4.4;4.551001752410482;-5.406063606294463;3.430547188347038;10.377011494253097;1.8282274641626879;5.9;5.9;14.355;9.9;point_60%;5.9;9.9;2;13;0;1;-;0.0;0;0;0;0
270.0;13.0;53.7245353;86.8430249;219.0;2054.0;76.4;12.236696781079095;338.70000000000005;-0.1417354950545528;-1.0186601407158151;-0.0387478331803813;Груженный движется вперед;95;7530G;240;1646.0;86.0;88.5;796.0;34.0;796.0;31.0;864.0;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];4.400201388888889;6.1;4.7;11.7;8.6;2.1576035898924935;-5.257408721058181;3.2675021595826226;11.739463601532817;1.2498381195080825;5.9;5.9;9.9;9.9;-;5.9;9.9;0;13;0;1;-;0.0;0;0;0;0
291.0;15.0;53.7247106;86.8431234;223.0;2054.0;76.0;20.564813427034505;365.875;-0.0688283878862037;-1.0196798205363515;-0.0897318242071989;Груженный движется вперед;95;7530G;240;1805.0;83.0;86.0;796.0;34.0;796.0;31.0;864.0;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];4.908361111111112;5.0;4.7;10.2;10.0;5.017714081433479;-4.835267101673036;3.332306913529769;13.124904214559669;1.1326901501437572;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
321.0;18.0;53.7249565;86.8433181;223.0;2054.0;75.2;30.228857046825713;419.975;-0.02957071479555415;-0.968695829509534;-0.06959314775160595;Груженный движется вперед;95;7530G;240;1752.5;97.5;100.0;796.0;34.0;796.0;31.0;864.0;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];5.6083194444444455;5.4;7.0;12.4;13.3;4.10728285650663;-4.461981598912741;3.376188187768738;14.586206896552033;1.1693673629255927;5.9;5.9;9.9;14.355;point_30%;5.9;9.9;3;0;0;0;-;0.0;0;0;0;0
354.0;20.0;53.7252283;86.8435131;225.0;2054.0;75.2;32.8702331064916;417.45;-0.0081574385642908;-0.9972468644845518;-0.0601611094116447;Груженный движется вперед;95;7530G;240;1826.0;89.0;100.0;796.0;34.0;796.0;31.0;864.0;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];6.072152777777779;4.3;5.0;9.2;9.6;3.4521946194006667;-4.060273353628825;3.3841309543880005;16.128735632184252;1.2072923292274185;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
379.0;23.0;53.7254434;86.8436514;227.0;2054.0;74.8;25.61928509389886;416.175;-0.0254919955134087;-0.9880697460997246;-0.0571020699500356;Груженный движется вперед;95;7530G;240;1826.0;88.0;100.0;796.0;34.0;796.0;31.0;864.0833333333334;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];6.6501736111111125;4.4;5.4;9.1;10.4;3.3064344356210533;-3.766337853046779;3.533295413065089;17.756321839080833;1.320469955447163;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
411.0;25.0;53.7257139;86.8437683;226.0;2054.0;74.8;31.08118862904057;411.525;-0.0193739165901906;-0.9880697460997246;-0.0662791883348628;Груженный движется вперед;95;7530G;240;1827.0;87.0;100.0;796.0;34.0;796.0;31.0;864.1666666666666;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];7.221736111111112;4.3;5.6;10.3;9.9;3.836885739197415;-3.4374370656755016;3.6367330332666983;19.471264367816506;1.2568291508339677;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
444.0;24.0;53.7259976;86.843924;225.0;2054.0;74.8;33.20508777087562;409.65;-0.0479249515652085;-1.015601101254206;-0.0560823901294993;Груженный движется вперед;95;7530G;240;1828.0;87.0;99.0;796.0;34.0;796.0;31.0;864.25;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];7.676902777777779;4.8;4.6;10.5;11.5;3.1572073459317562;-2.8715961904448153;3.734795672315608;21.27432950191616;1.2455745091109975;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
472.0;22.0;53.7262357;86.8440597;225.0;2054.0;74.4;27.971919627996357;410.125;-0.0193739165901906;-0.9829713469970428;-0.07545630671969;Груженный движется вперед;95;7530G;240;1828.0;87.0;100.0;796.0;34.0;796.0;31.0;864.3333333333334;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];8.132597222222223;4.8;4.6;9.3;10.6;4.388766086014073;-2.317067014995704;3.78791683867858;23.1647509578549;1.0944116279733658;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
497.0;21.0;53.726436;86.8442344;225.5;2054.0;74.4;25.09139716210525;417.11249999999995;-0.017844396859386102;-0.9906189456510655;-0.0657693484245946;Груженный движется вперед;95;7530G;240;1826.0;88.5;100.0;796.0;34.0;796.0;31.0;864.4583333333333;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];8.596055555555557;4.9;4.7;10.0;10.9;3.797802735857859;-1.7760117938494626;3.769324769088455;25.140229885058;1.2866266426483948;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
526.0;21.0;53.7266888;86.8443592;225.0;2054.0;74.4;29.317850088660364;406.15;-0.0530233506678902;-1.0043846232283062;-0.0591414295911083;Груженный движется вперед;95;7530G;240;1828.0;86.0;100.0;796.0;34.0;796.0;31.0;864.5833333333334;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];9.047333333333334;4.4;5.0;10.3;8.6;3.3651952024089025;-1.5333358423489867;3.467038538966004;27.176245210728542;1.2048513499391773;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
552.0;23.0;53.7269068;86.8445004;225.0;2054.0;74.4;25.988897064366057;406.35;-0.040787192821454;-1.0217191801774244;-0.0601611094116447;Груженный движется вперед;95;7530G;240;1829.0;86.0;100.0;796.0;34.0;796.0;31.0;864.6666666666666;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];9.498833333333334;5.0;4.9;9.5;10.4;3.367136945026003;-1.533195275353041;3.149589635342269;29.088122605364596;1.1385018998292162;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
581.0;26.0;53.7271394;86.8446818;225.0;2054.0;74.4;28.5167082586986;405.9;-0.0316100744366268;-1.0339553380238604;-0.040787192821454;Груженный движется вперед;95;7530G;240;1829.0;85.5;100.0;796.0;34.0;796.0;31.0;864.75;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];10.062583333333334;4.9;5.7;10.2;10.4;2.257963396941189;-1.5458626194037617;3.2032531599607896;30.977011494253524;1.0835479684627471;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
612.0;27.0;53.7273846;86.8449014;226.0;2054.0;74.4;30.89097615084135;397.975;-0.0520036708473539;-1.0043846232283062;-0.037728153359845;Груженный движется вперед;95;7530G;240;1831.0;84.0;100.0;796.0;34.0;796.0;31.0;864.8333333333334;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];10.504777777777779;5.1;5.0;9.9;9.8;2.1483408036186615;-1.532445759969295;3.246345932357728;32.8743295019164;1.2704748810262718;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
643.0;28.0;53.7276532;86.845042;227.0;2054.0;74.4;31.30196120524008;397.975;-0.0061180789232181;-1.011522381972061;-0.058121749770572;Груженный движется вперед;95;7530G;240;1831.0;84.0;100.0;796.0;34.0;796.0;31.0;864.9166666666666;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];10.946972222222223;4.8;6.3;8.9;11.0;3.288520960970453;-1.8150576091879718;3.432030597915395;34.76398467433024;1.2143433072456304;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;1;0;0;0
676.0;27.0;53.7279295;86.8452159;227.0;2054.0;74.4;32.82123863362801;401.975;-0.0520036708473539;-1.0105027021515245;-0.0734169470786173;Груженный движется вперед;95;7530G;240;1830.0;85.0;100.0;796.0;34.0;796.0;31.0;865.0;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];11.28195138888889;4.7;5.0;10.1;8.9;4.149986912861985;-1.8140935729850094;3.4659418684110825;36.62835249042222;1.1762408223607308;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;1;0;0;0
707.0;26.0;53.7281888;86.8453984;228.0;2054.0;74.4;31.268050033181172;402.25;-0.0214132762312633;-0.9850107066381156;-0.0662791883348628;Груженный движется вперед;95;7530G;240;1829.0;85.0;100.0;796.0;34.0;796.0;31.0;865.0833333333334;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];11.728895833333334;4.6;4.8;9.3;9.9;3.848596780630274;-1.6155085266997602;3.657782416071077;38.448275862069785;1.1983689674207503;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;1;0;0;0
734.0;23.0;53.7284149;86.8455477;226.0;2054.0;74.0;27.022233149829344;410.25;-0.0112164780258998;-1.006423982869379;-0.0693382277964719;Груженный движется вперед;95;7530G;240;1828.0;87.0;100.0;796.0;34.0;795.9024390243902;31.0;865.1666666666666;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];12.184729166666667;5.0;4.9;7.8;11.2;3.9409577118100936;-1.3196304578229008;3.895416627729582;40.3363984674338;1.2187515971581007;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;1;0;0;0
758.0;20.0;53.7286175;86.8456735;226.0;2054.0;74.0;24.027322998534856;406.35;-0.037728153359845;-0.986030386458652;-0.0652595085143265;Груженный движется вперед;95;7530G;240;1828.0;86.0;100.0;796.0;34.0;795.8048780487804;31.0;865.25;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];12.636229166666666;4.3;4.9;9.4;9.9;3.783785079326144;-0.8921235516473939;4.193093432566126;42.15632183908136;1.1622926430249607;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
781.0;20.0;53.7288083;86.8458131;225.0;2054.0;74.0;23.14454791402728;405.9;-0.0367084735393086;-0.9850107066381156;-0.0723972672580809;Груженный движется вперед;95;7530G;240;1829.0;86.0;100.0;796.0;34.0;795.7073170731708;31.0;865.3333333333334;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];13.199979166666667;4.4;4.8;10.0;9.3;4.200716306266773;-0.6381122923095892;4.595746944408041;44.039846743295946;1.0979795859393675;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
805.0;21.0;53.7289974;86.8459766;227.0;2054.0;74.0;23.644998892760157;406.15;-0.0397675130009177;-1.0084633425104517;-0.0856531049250535;Груженный движется вперед;95;7530G;240;1829.0;86.0;100.0;796.0;34.0;795.609756097561;31.0;865.4166666666666;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];13.651256944444444;5.0;4.4;8.4;10.8;4.850972054601416;-0.3887343216673861;4.928549317261237;45.98544061302779;1.1538600199889628;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
830.0;21.0;53.7292011;86.8461291;228.0;2054.0;74.0;24.80075918166475;406.15;-0.0091771183848271;-1.0054043030488429;-0.0744366268991536;Груженный движется вперед;95;7530G;240;1828.0;86.0;100.0;796.0;34.0;795.5121951219512;31.0;865.5;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];14.102534722222222;4.4;4.9;9.2;10.5;4.234078601850553;-0.02745328722143954;5.1263277437092505;47.99157088122708;1.2215295426784152;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
853.0;19.0;53.7294009;86.8462521;226.0;2054.0;74.0;23.671192692746057;414.2;0.0112164780258998;-1.0074436626899157;-0.0662791883348628;Груженный движется вперед;95;7530G;240;1827.0;88.0;100.0;796.0;34.0;795.4146341463414;31.0;865.5833333333334;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];14.562756944444445;4.4;4.5;8.8;10.4;3.763802267647068;0.5544513720296405;5.346154625315166;50.056704980843975;1.235922697584546;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
875.0;18.0;53.7295874;86.8463618;228.0;2054.0;73.6;21.982531112529248;415.7;0.0183542367696543;-0.9880697460997246;-0.0897318242071989;Груженный движется вперед;95;7530G;240;1826.0;88.0;100.0;796.0;34.0;795.3170731707318;31.0;865.6666666666666;49.0;876.0;46.0;24.0;46.0;872.0;50.0;/home/pi/adviser/route31;[];15.602006944444444;4.2;4.5;7.8;11.4;5.188207415816727;1.088032507039028;5.502222172419339;52.179310344828686;1.135193208311917;5.9;5.9;9.9;9.9;-;5.9;9.9;0;0;0;0;-;0.0;0;0;0;0
