len;Скорость;Широта;Долгота;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;уклон;Высота;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_point;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
32.0;4.0;53.7258703;86.8451535;187.0;2252.0;79.2;4.574253984248183;8.475;-0.023452635872336;-1.0196798205363515;0.003059039461609;Груженный стоит;95;7530G;240;802.0;8.0;16.0;788.0;29.0;792.0;29.0;860.0;47.0;867.746835443038;43.936708860759495;24.0;44.0;876.6060606060606;47.0;/home/pi/adviser/route30;[];1.4828277625152626;6.9;6.5;7.7;12.7;-0.1718413771178467;-0.17273846561396455;1.1907462087083316;0.254445426859216;-2.5338914981748184;6.6;6.6;10.3;14.935;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
39.0;4.0;53.7258345;86.8450665;187.0;2252.0;79.2;6.979736324068326;26.9;-0.0010196798205363;-0.9850107066381156;-0.07545630671969;Груженный стоит;95;7530G;240;1041.0;17.0;28.0;788.0;29.0;792.0;29.0;860.0;47.0;867.7974683544304;43.949367088607595;24.0;44.0;877.0909090909091;47.0;/home/pi/adviser/route30;[];1.5052444291819294;3.0;8.1;13.7;6.3;4.3805599588202995;0.04015130530004407;0.6056505650917079;0.04009655733793338;-2.105053958961505;6.6;6.6;14.935;14.935;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
46.0;5.0;53.7257804;86.8450124;186.0;2252.0;78.8;6.9976260872459966;33.575;0.0295707147955541;-1.001835423676965;0.0122361578464362;Груженный движется вперед;95;7530G;240;744.0;19.0;37.0;788.0;29.0;792.0;29.0;860.0;47.0;867.8481012658228;43.962025316455694;24.0;44.0;877.5757575757576;47.0;/home/pi/adviser/route30;[];1.5425499847374848;8.0;6.0;4.4;15.1;-0.6994563902631754;0.2600039188909674;0.02687166524966722;-0.21122479053513898;-1.6639446187915428;6.6;6.6;10.3;14.935;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
52.0;6.0;53.7257196;86.8450028;187.0;2252.0;78.8;6.797809235990718;35.925;-0.0489446313857448;-1.015601101254206;-0.0050983991026817;Груженный движется вперед;95;7530G;240;906.0;3.0;29.0;788.0;29.0;792.0;29.0;860.0;47.0;867.8987341772151;43.9746835443038;24.0;44.0;878.060606060606;47.0;/home/pi/adviser/route30;[];1.5824666514041514;5.4;8.3;12.4;7.7;0.2872935722849717;0.4825385100379802;-0.5250308300598102;-0.4942528735632297;-1.7708704185978918;6.6;6.6;10.3;18.025000000000002;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
61.0;8.0;53.7256417;86.8449761;182.0;2252.0;79.2;8.848444899011962;38.275;0.0367084735393086;-0.9788926277148976;0.0795350260018354;Груженный движется вперед;95;7530G;240;1306.0;14.0;21.0;788.0;29.0;792.0;29.0;860.0;47.0;867.9493670886076;43.9873417721519;24.0;44.0;878.5454545454545;47.0;/home/pi/adviser/route30;[];1.6356263736263736;9.2;7.7;4.0;16.6;-4.641830058129625;0.6681015928241719;-0.8252693652111589;-0.7892720306513584;-1.4405608532012835;9.569999999999999;6.6;10.3;18.025000000000002;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
73.0;9.0;53.7255369;86.8449993;185.0;2252.0;79.2;11.766123216135803;53.6;0.07545630671969;-1.0247782196390334;0.061180789232181;Груженный движется вперед;95;7530G;240;1299.0;19.0;31.0;788.0;29.0;792.0;29.0;860.0;47.0;868.0;44.0;24.0;44.0;879.030303030303;47.0;/home/pi/adviser/route30;[];1.6951819291819292;6.0;11.3;9.9;11.6;-3.407385676615591;0.8469229628527707;-1.0557757390871148;-1.1072796934866138;-1.616931131343172;9.569999999999999;9.569999999999999;10.3;14.935;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
82.0;9.0;53.7254536;86.8449928;181.0;2252.0;79.6;9.282947835037204;52.65;0.0061180789232181;-1.0247782196390334;0.0662791883348628;Груженный движется вперед;95;7530G;240;1294.0;18.0;30.0;788.0;29.0;792.0;29.0;860.0;47.0;868.0;44.0;24.0;44.0;879.5151515151515;47.0;/home/pi/adviser/route30;[];1.7536819291819292;8.7;9.6;9.5;15.0;-3.7004772915390043;0.9727899481937327;-1.4071849308019693;-1.4421455938697625;-1.6055855929371718;9.569999999999999;9.569999999999999;10.3;14.935;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
91.0;8.0;53.725372;86.844988;187.0;2252.0;79.6;9.089324068685384;51.05;0.0122361578464362;-1.0135617416131335;0.0295707147955541;Груженный движется вперед;95;7530G;240;1280.0;18.0;28.0;788.0;29.0;792.0;29.0;860.0;47.0;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];1.852945818070818;6.5;9.0;11.0;12.2;-1.6710115137102581;1.1237645922471675;-1.271548364956268;-1.8337164750958244;-1.6534267259193491;6.6;9.569999999999999;10.3;10.3;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
111.0;10.0;53.7251934;86.844963;189.0;2252.0;79.2;19.950066035337922;157.47500000000002;-0.0091771183848271;-0.9972468644845518;0.0693382277964719;Груженный движется вперед;95;7530G;240;1248.0;54.0;100.0;788.0;29.0;792.0;29.0;860.0;47.0;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];2.02791804029304;8.1;9.1;10.9;11.6;-3.9771866744267763;1.2851988039932425;-1.1482754879635348;-2.2107279693487056;-1.632779061755575;6.6;9.569999999999999;10.3;10.3;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
121.0;7.0;53.7251076;86.844954;184.0;2252.0;79.6;9.56975093614719;39.525;-0.040787192821454;-0.9442235138166616;-0.0091771183848271;Груженный движется вперед;95;7530G;240;1305.0;14.0;22.5;788.0;29.0;792.0;29.0;860.0;47.0;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];2.0828138736263733;7.6;8.3;12.4;10.4;0.5563341247296438;1.6961365185930581;-1.041428541645537;-2.5685823754789805;-1.0740689690059155;6.6;9.569999999999999;10.3;10.3;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
129.0;7.0;53.7250408;86.8450152;183.0;2252.0;79.6;8.458502902675855;56.05;0.0224329560517997;-1.015601101254206;0.0244723156928724;Груженный движется вперед;95;7530G;240;1302.0;19.0;31.5;788.0;29.0;792.0;29.0;860.0;47.0;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];2.145091651404151;7.3;7.6;7.6;15.0;-1.3800175926270408;1.9650867308265831;-0.8888163980478445;-2.902681992337225;-1.3215739200551577;6.6;9.569999999999999;10.3;14.935;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
138.0;7.0;53.7249692;86.845046;185.0;2252.0;80.0;8.224716731251997;104.7;0.1498929336188436;-1.0054043030488429;0.07545630671969;Груженный движется вперед;95;7530G;240;1308.0;37.0;65.0;788.0;29.0;792.0;29.0;860.0;47.0;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];2.2614249847374843;8.2;10.3;7.3;15.0;-4.245296111227425;2.097255403181458;-0.6444004532184031;-3.2084291187740135;-2.105062827875475;6.6;9.569999999999999;10.3;14.935;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
143.0;3.0;53.7249273;86.8450041;185.0;2252.0;79.6;5.41963191284414;32.35;0.0989089425920261;-0.962577750586316;-0.0693382277964719;Груженный движется вперед;95;7530G;240;1066.0;17.0;28.0;788.0;29.0;792.0;29.0;860.0;47.0;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];2.2883833180708177;5.8;8.3;6.8;15.0;4.098615374282924;2.311887258372454;-0.5031221034628109;-3.4812260536399195;-2.3855937525626847;6.6;9.569999999999999;10.3;14.935;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
148.0;5.0;53.724895;86.8449462;186.0;2252.0;78.8;5.2413937035331;158.05;-0.0249821556031406;-1.0135617416131335;-0.0025491995513408;Груженный стоит;95;7530G;240;1203.0;54.0;100.0;788.0;29.0;792.0;29.0;860.0;47.0;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];2.4639944291819287;5.0;12.4;12.7;7.6;0.14406001664795398;2.196915927446646;-0.022400781017298477;-3.7624521072797723;-2.649296655683264;6.6;9.569999999999999;10.3;10.3;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
151.0;5.0;53.7248831;86.84490869999999;187.0;2252.0;78.8;2.9930426645421875;105.12142857142857;0.02549199551340875;-1.0031100234526358;-0.03823799327011315;Груженный движется вперед;95;7530G;240;1003.5;37.214285714285715;69.28571428571428;788.0;29.0;792.0;29.0;860.5;47.0625;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];2.6099964133089126;3.1;10.0;13.1;6.7;2.182322215349732;2.075800060910725;0.21452167165663996;-4.02835249042154;-2.1050632315383577;6.6;9.569999999999999;10.3;10.3;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
152.0;5.0;53.7248816;86.8449072;187.0;2245.0;78.4;0.20695500409728823;31.02142857142857;0.0173345569491179;-1.0003059039461608;-0.0367084735393086;Груженный стоит;95;7530G;240;751.5;13.714285714285715;26.285714285714278;788.0;29.0;792.0;29.0;864.0;47.5;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];2.6358476037851033;3.1;9.6;12.4;6.5;2.1013391149193468;2.0594709810199374;0.848395677475658;-4.256704980843001;-0.26567769023285415;6.6;9.569999999999999;10.3;10.3;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
154.0;5.0;53.72487805;86.84492925;186.5;2235.0;78.4;1.6183260432094868;14.58125;0.02702151524421325;-1.0043846232283062;-0.0356887937187723;Груженный стоит;95;7530G;240;719.0;9.5;19.5;788.0;29.0;792.0;29.0;867.5;47.9375;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];2.652048992673992;3.0;9.4;12.2;6.5;2.0342989948149737;1.6943247472389165;1.3004490650689666;-4.360153256705072;-0.3588939990002631;6.6;9.569999999999999;10.3;10.3;point_60%;6.6;10.3;1;5;0;1;[53.724871712285704, 86.84493717263521];0.8783726598500758;0;0;0;0
156.0;4.0;53.7248734;86.8449502;184.0;2231.0;77.6;1.6541422668282324;14.527027027027026;0.0244723156928724;-1.0043846232283062;-0.0356887937187723;Груженный стоит;95;7530G;240;720.0;10.0;20.0;788.0;29.0;792.0;29.0;868.0;48.0;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];2.9668012449262444;3.1;9.4;12.1;6.9;2.0344311568622957;1.0349983152662618;1.8198993394141716;-4.3639846743295925;-3.096638149330034;6.6;9.569999999999999;10.3;10.3;point_60%;6.6;10.3;1;5;0;1;-;0.0;0;0;0;0
158.0;2.0;53.7248727;86.8449239;184.0;2231.0;77.2;1.6927611541326517;16.789267015706805;0.0244723156928724;-1.0054043030488429;-0.037728153359845;Груженный стоит;95;7530G;240;720.0;10.0;20.0;788.0;29.0;796.0;29.0;868.0;48.0;868.0;44.0;24.0;44.0;880.0;47.0;/home/pi/adviser/route30;[];3.922856727765104;3.1;9.5;12.6;7.1;2.1484003756903642;0.3917380513678823;2.0298991984553867;-4.2490421455939575;-2.1050637333502995;6.6;9.569999999999999;10.3;10.3;point_60%;6.6;10.3;1;5;0;1;-;0.0;0;0;0;0
163.0;4.0;53.724839;86.8448902;189.0;2231.0;77.2;4.346055753649971;173.275;0.0091771183848271;-1.0043846232283062;-0.0978892627714897;Груженный движется вперед;95;7530G;240;1179.0;59.0;100.0;788.0;29.0;794.5732484076433;29.0;868.0;48.0;868.0;44.0;24.0;44.0;872.0714285714286;47.660714285714285;/home/pi/adviser/route30;[];4.115384505542882;4.9;4.6;7.6;12.7;5.566345408267846;0.043738290627662296;2.378600960491362;-4.064367816092038;-2.295057933468442;6.6;6.6;10.3;10.3;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
170.0;6.0;53.7247873;86.8448129;184.0;2231.0;77.2;7.684109294075512;143.975;0.0132558376669725;-1.0319159783827878;-0.0142755174875089;Груженный движется вперед;95;7530G;240;1043.0;54.0;93.0;788.0;29.0;794.547770700637;29.0;868.0;48.0;868.0;44.0;24.0;44.0;871.8571428571429;47.67857142857143;/home/pi/adviser/route30;[];4.235363672209549;6.2;5.9;7.1;13.2;0.7925134247612631;-0.9402148614830259;2.7229237014674954;-3.8160919540230673;-1.9363410134871342;6.6;6.6;10.3;10.3;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
179.0;9.0;53.7247148;86.844766;187.0;2231.0;77.6;8.641767221790852;111.7;0.0254919955134087;-0.9952075048434792;0.0015295197308045;Груженный движется вперед;95;7530G;240;950.0;51.5;96.0;788.0;29.0;794.5222929936306;29.0;868.0;48.0;868.0;44.0;24.0;44.0;871.6428571428571;47.69642857142857;/home/pi/adviser/route30;[];4.35947478332066;7.1;7.2;7.3;14.6;-0.08802809533174612;-1.744457288282927;2.9534459557391504;-3.4674329501916428;-2.236545480670633;6.6;6.6;10.3;14.935;point_60%;6.6;10.3;1;0;0;0;-;0.0;0;0;0;0
190.0;10.0;53.7246366;86.8446622;188.0;2231.0;77.6;11.06908141836923;105.45;-0.061180789232181;-1.015601101254206;-0.023452635872336;Груженный движется вперед;95;7530G;240;1048.0;41.0;74.0;788.0;29.0;794.4968152866242;29.0;867.6666666666666;48.0;868.0;44.0;24.0;44.0;871.4285714285714;47.714285714285715;/home/pi/adviser/route30;[];4.476641449987327;5.3;8.0;11.8;8.5;1.3204672509080597;-2.6651862717196644;2.9110547397164104;-3.049808429118837;-2.5829285192103084;6.6;6.6;10.3;10.3;-;6.6;10.3;0;0;0;0;-;0.0;0;0;0;0
203.0;10.0;53.7245765;86.8444997;188.0;2231.0;78.0;12.622117070395348;213.325;-0.0326297542571632;-0.9931681452024064;-0.0397675130009177;Груженный движется вперед;95;7530G;240;1285.0;68.0;100.0;788.0;29.0;794.4713375796179;29.0;867.3333333333334;48.0;868.0;44.0;24.0;44.0;871.2142857142857;47.732142857142854;/home/pi/adviser/route30;[];4.713669227765105;5.9;8.0;11.7;10.0;2.2917241000133064;-3.7043324979343115;3.120720320512752;-2.6421455938697864;-2.7312017764892866;6.6;6.6;10.3;10.3;-;6.6;10.3;0;0;0;0;-;0.0;0;0;0;0
213.0;9.0;53.724541;86.8443618;190.0;2231.0;78.0;9.905311241333123;149.1;-0.0183542367696543;-0.971754868971143;-0.0346691138982359;Груженный движется вперед;95;7530G;240;1048.0;57.0;99.0;788.0;29.0;794.4458598726114;29.0;867.0;48.0;868.0;44.0;24.0;44.0;871.0;47.75;/home/pi/adviser/route30;[];4.962169227765105;3.9;9.9;15.3;5.8;2.0428999682822826;-4.426061645225394;3.219150345555192;-2.2390804597701606;-2.8883577564027094;6.6;9.569999999999999;14.935;10.3;point_30%;6.6;10.3;2;0;0;0;-;0.0;0;0;0;0
227.0;10.0;53.7245086;86.8441502;191.0;2231.0;78.8;14.396244670432754;98.05;-0.171306209850107;-0.9992862241256244;-0.0938105434893443;Груженный движется вперед;95;7530G;240;1315.0;11.0;15.0;788.0;29.0;794.4203821656051;29.0;866.6666666666666;48.0;868.0;44.0;24.0;44.0;870.7857142857143;47.767857142857146;/home/pi/adviser/route30;[];5.071113672209549;7.4;5.4;10.0;15.9;5.28640059775984;-4.609890078010821;3.103815204020451;-1.8176245210728337;-2.743498386366533;6.6;6.6;14.935;14.935;point_30%;6.6;10.3;2;0;0;0;-;0.0;0;0;0;0
239.0;12.0;53.7244662;86.8439798;188.0;2231.0;79.2;12.175577528645057;170.3;-0.0734169470786173;-1.0319159783827878;-0.0571020699500356;Груженный движется вперед;95;7530G;240;1165.0;59.0;99.0;788.0;29.0;794.3949044585987;29.0;866.3333333333334;48.0;868.0;44.0;24.0;44.0;870.5714285714286;47.785714285714285;/home/pi/adviser/route30;[];5.260335894431771;7.1;7.3;10.9;9.6;3.1593176940098586;-4.686949540983462;3.4434531323578725;-1.3578544061302953;-2.88205860815889;6.6;6.6;14.935;10.3;point_30%;6.6;10.3;2;0;0;0;-;0.0;0;0;0;0
254.0;13.0;53.7244328;86.8437672;192.0;2231.0;79.6;14.488211317232674;298.775;-0.1254206179259712;-0.9809319873559702;-0.0846334251045171;Груженный движется вперед;95;7530G;240;1408.0;86.0;100.0;788.0;29.0;794.3694267515923;29.0;866.0;48.0;868.0;44.0;24.0;44.0;870.3571428571429;47.80357142857143;/home/pi/adviser/route30;[];5.592308116653993;6.4;6.4;14.6;7.3;4.891561588917502;-5.055012891253346;3.5280704754564023;-0.7969348659003983;-2.7397198547786186;6.6;6.6;14.935;10.3;point_30%;6.6;10.3;2;0;0;0;-;0.0;0;0;0;0
266.0;13.0;53.7243898;86.8435962;190.0;2231.0;79.6;12.238005676911918;311.525;-0.205975323748343;-1.0043846232283062;-0.0764759865402263;Груженный движется вперед;95;7530G;240;1524.0;75.0;76.0;788.0;29.0;794.343949044586;29.0;865.6666666666666;48.0;868.0;44.0;24.0;44.0;870.1428571428571;47.82142857142857;/home/pi/adviser/route30;[];5.85191228332066;6.5;5.5;14.9;8.1;4.265781489317286;-5.194687251069771;3.653031025664209;-0.1862068965517263;-2.88026295554772;6.6;6.6;14.935;10.3;point_30%;6.6;10.3;2;0;0;0;-;0.0;0;0;0;0
282.0;12.0;53.7243513;86.8433529;186.0;2231.0;79.6;16.58831515241091;122.1;-0.1091057407973896;-0.99214846538187;-0.0703579076170082;Груженный движется вперед;95;7530G;240;1474.5;34.0;36.0;788.0;29.0;794.3184713375796;29.0;865.3333333333334;48.0;868.0;44.0;24.0;44.0;869.9285714285714;47.839285714285715;/home/pi/adviser/route30;[];5.987578949987326;6.7;5.4;11.8;11.0;4.03209597908564;-5.327309514591414;3.741810880283093;0.48659003831418846;2.876952064508564;6.6;6.6;14.935;10.3;point_30%;6.6;10.3;2;0;0;0;-;0.0;1;0;0;0
294.0;12.0;53.7243796;86.8431764;183.0;2231.0;79.6;12.04458107147109;74.95;-0.130519017028653;-0.9615580707657796;-0.078515346181299;Груженный движется вперед;95;7530G;240;1444.5;24.0;25.0;788.0;29.0;794.2929936305733;29.0;865.0;48.0;868.0;44.0;24.0;44.0;869.7142857142857;47.857142857142854;/home/pi/adviser/route30;[];6.0916761722095485;6.7;6.8;15.0;4.7;4.625856638453583;-5.294311061904362;3.845191726594534;1.2306513409961966;2.1941110961011097;6.6;6.6;14.935;10.3;point_30%;6.6;10.3;2;12;0;1;[53.72448307705377, 86.84327541801999];13.237216543538887;1;0;0;0
306.0;5.0;53.7244605;86.8430781;181.0;2231.0;79.6;11.091724927296944;212.6;-0.0856531049250535;-1.009483022330988;-0.095849903130417;Груженный движется вперед;95;7530G;240;1289.5;67.0;99.0;788.0;29.0;794.2675159235669;29.0;864.6666666666666;48.0;868.0;44.0;24.0;44.0;869.5;47.875;/home/pi/adviser/route30;[];6.327898394431771;5.6;5.9;10.3;8.7;5.404640418730882;-5.278284746370734;3.8736572530262023;2.098084291187786;1.5269575251272738;6.6;6.6;14.935;10.3;point_30%;6.6;10.3;2;12;0;1;-;0.0;1;0;0;0
