vel;vel_std;acc_Y_max;acc_Y_std;acc;acc_max;acc_std;acc_range;fb_tilt_max;fb_tilt_std;tilt_max;tilt_std;hole;lat;lon
7.0;2.04939015319192;2.7600712448293656;0.7916161104410385;2.9658167600054535;2.9658167600054535;0.6345379679205279;1.442870702063919;-0.9523809523809524;0.017433244950735997;0.0244723156928724;0.024981115091859057;1;53.71346112;86.84169408
7.0;2.04939015319192;2.7600712448293656;0.7916161104410385;2.610045849946138;2.9658167600054535;0.6345379679205279;1.442870702063919;-0.9523809523809524;0.017433244950735997;0.0244723156928724;0.024981115091859057;1;53.71346112;86.84169408
12.0;2.04939015319192;2.7600712448293656;0.7916161104410385;1.6639844610228445;2.9658167600054535;0.6345379679205279;1.442870702063919;-0.9523809523809524;0.017433244950735997;0.0244723156928724;0.024981115091859057;1;53.71346112;86.84169408
9.0;2.16794833886788;2.17233577483918;0.7037200841314639;2.5624714175205923;2.610045849946138;0.5027237271632495;1.0870997920046035;-0.9523809523809524;0.017334556949117917;0.0244723156928724;0.02775327963487955;1;53.71354096;86.84163056
9.0;1.6431676725154982;1.6455779903389989;0.6215129349373983;1.5229460579415344;2.5624714175205923;0.6829743956623693;1.7731639146660139;-0.9523809523809524;0.0357106373158712;0.0142755174875089;0.024372267534443468;1;53.713629579999996;86.84155022
12.0;2.5099800796022262;1.176197361031015;0.5449936182129199;2.2231301000261374;2.5624714175205923;0.7161521136416915;1.7731639146660139;-0.9238299174059346;0.04413341065423185;0.0142755174875089;0.0215753262647481;1;53.71372993999999;86.84146625999999
12.0;2.302172886644267;0.7605933566174223;0.47416075756098813;0.7893075028545783;2.2231301000261374;0.5324359960357019;1.433822597171559;-0.9238299174059346;0.04309640301124307;0.0183542367696543;0.024471253503341197;1;53.71385344;86.84140031999999
15.0;1.4142135623730943;0.3951654468004131;0.40901252588491926;1.2801917783339842;2.2231301000261374;0.5870647197841087;1.433822597171559;-0.9238299174059346;0.04419697466378975;0.0183542367696543;0.024247162827689635;1;53.71401672;86.84135368
14.0;1.341640786499873;0.0763131012821802;0.3495464859089683;1.1675105475808443;1.2801917783339842;0.2208882547702964;0.49088427547940594;-0.9207708779443254;0.052329547164298176;0.0183542367696543;0.015267981632910998;1;53.71418444;86.84128588000002
12.0;1.224744871391588;-0.1995642102350832;0.2957593864739985;0.7899520450971845;2.2058026170810043;0.5465225961905262;1.4158505719838197;-0.9207708779443254;0.03551429319599359;0.0341592739879677;0.01988244917566038;1;53.714349240000004;86.84118956
14.0;1.095445115010331;-0.4360670180491848;0.24764693107460645;0.9883852194409671;4.279612826444624;1.445243600972807;3.4896607813474394;-0.9207708779443254;0.031214113161124827;0.0718874273478127;0.026478809506736308;1;53.71450764;86.84106124
15.0;1.224744871391588;-0.6367958524579316;0.2052035963346745;2.2058026170810043;6.548116736468021;2.438294394212632;5.758164691370837;-0.9207708779443254;0.050554682777302254;0.1203222188232894;0.04765653393682433;1;53.71464338;86.84088466
14.0;0.8366600265340738;-0.8053512437591301;0.21542638309256645;4.279612826444624;6.548116736468021;2.1356728429681056;5.559731517027054;-0.9207708779443254;0.05190035062002471;0.1203222188232894;0.042222933233497184;1;53.71475348;86.84065172
15.0;0.8944271909999142;-0.9453337222505876;0.15845470931104244;6.548116736468021;6.548116736468021;2.094416893619828;5.425384455506359;-0.9814418272662384;0.03185703989631559;0.1203222188232894;0.04650371648277784;1;53.71487794000001;86.84043314
13.0;0.8944271909999142;-1.0603438182301117;0.1717518690344943;4.178668208663318;6.548116736468021;2.0752330617073347;5.425384455506359;-0.991638625471602;0.027704064589581957;0.1203222188232894;0.06203873983916782;1;53.715021660000005;86.84025942000001
15.0;0.8944271909999142;-1.0981209155005975;0.2819871915858014;1.1227322809616618;6.548116736468021;2.0598068677802845;5.425384455506359;-0.8718262465585807;0.07140343892298578;0.1203222188232894;0.06022976899992507;1;53.71517497999999;86.84013114000001
15.0;1.87082869338697;-1.0981209155005975;0.298128903248141;2.3187833181236273;4.178668208663318;1.154952467090377;3.055935927701656;-0.8718262465585807;0.06290069180677194;0.0703579076170082;0.03916552891618167;1;53.71533522;86.84004562
