vel;vel_std;acc_Y_max;acc_Y_std;acc;acc_max;acc_std;acc_range;fb_tilt_max;fb_tilt_std;tilt_max;tilt_std;hole;lat;lon
11.0;0.5477225575051662;-0.9584990313041704;0.031429469879961584;0.9587013187736384;1.0371458709987869;0.031785743066137816;0.07844455222514846;4.842067384636279;1.64419268440111;2.427923163152554;2.9978986843629567;1;53.725057979999995;86.84431046
10.0;0.5477225575051662;-0.9584990313041704;0.031429469879961584;0.9719827455073644;1.0371458709987869;0.031785743066137816;0.07844455222514846;4.842067384636279;1.64419268440111;2.427923163152554;2.9978986843629567;1;53.725057979999995;86.84431046
10.0;0.5477225575051662;-0.9584990313041704;0.031429469879961584;1.0371458709987869;1.0371458709987869;0.031785743066137816;0.07844455222514846;4.842067384636279;1.64419268440111;2.427923163152554;2.9978986843629567;1;53.725057979999995;86.84431046
11.0;0.5477225575051662;-0.951361272560416;0.03343243868819202;1.0149651379105276;1.0371458709987869;0.03070866670184434;0.07453193542100234;4.842067384636279;1.2893891266738708;-0.0974257398291267;2.3659490488143398;1;53.7250068;86.84412103999999
11.0;1.224744871391589;-0.8942592026103804;0.05518248682925732;0.9905731560882451;1.0371458709987869;0.054320978259378726;0.1402228418906395;4.842067384636279;2.7673159805753866;-2.17289503899586;1.7866668868662914;1;53.724929180000004;86.8439615
10.0;1.0954451150103321;-0.8942592026103804;0.056150019014005126;0.9626139355777845;1.0518475544567119;0.05840206671838354;0.1549245253485645;4.842067384636279;2.6742151053366343;-3.83110541036327;1.2611744239716642;1;53.72483082;86.84382217999999
13.0;1.224744871391589;-0.8942592026103804;0.05820040867067325;0.8969230291081474;1.0518475544567119;0.061872013763768496;0.1549245253485645;4.842067384636279;2.689632891975324;-5.1046775299469775;0.792841115966271;1;53.72471834;86.8437097
11.0;1.224744871391589;-0.8942592026103804;0.06048687064013267;1.0518475544567119;1.0518475544567119;0.06455245950550362;0.1549245253485645;3.339973300853696;2.146332525104055;-6.026232073762607;0.3974714569037812;1;53.7246116;86.84362344
10.0;1.0954451150103321;-0.8942592026103804;0.057594310927606154;1.0358637167308515;1.0518475544567119;0.06210165285624829;0.1549245253485645;2.4231753708780315;1.957202190480362;-6.495464816866376;0.21535737476414685;1;53.72452244;86.84352404
11.0;0.5477225575051656;-0.9850107066381156;0.02117646933917985;1.028146252521336;1.0518475544567119;0.02076323805853341;0.053879459533702656;5.511472264405756;1.6780396718438741;-5.989948102401611;0.4211919772312688;1;53.72446606;86.84339598
