vel;vel_std;acc_Y_max;acc_Y_std;acc;acc_max;acc_std;acc_range;fb_tilt_max;fb_tilt_std;tilt_max;tilt_std;hole;lat;lon
6.0;2.0;-1.1366600683284709;1.122209449169002;5.681971277381934;6.800068164745118;1.6300978076836725;4.040682714414032;-0.9850107066381156;0.01143224343279207;-0.0356887937187723;0.03358293468300368;0;53.72804685999999;86.85262926
10.0;2.0;-1.1366600683284709;1.122209449169002;3.6106818751901706;6.800068164745118;1.6300978076836725;4.040682714414032;-0.9850107066381156;0.01143224343279207;-0.0356887937187723;0.03358293468300368;1;53.72804685999999;86.85262926
5.0;2.0;-1.1366600683284709;1.122209449169002;5.3278452989664595;6.800068164745118;1.6300978076836725;4.040682714414032;-0.9850107066381156;0.01143224343279207;-0.0356887937187723;0.03358293468300368;0;53.72804685999999;86.85262926
6.0;2.280350850198276;-0.8111964878564737;0.8730166749849346;2.7593854503310866;6.800068164745118;1.704650798186569;4.040682714414032;-0.9814418272662384;0.014476221711249213;-0.0356887937187723;0.0372176150321878;0;53.728094639999995;86.85250808
8.0;2.280350850198276;-0.6106841208340907;0.645414317274675;6.800068164745118;6.800068164745118;1.5516079717812985;4.040682714414032;-0.9814418272662384;0.023195194593813157;-0.0397675130009177;0.03053426072263731;0;53.728157579999994;86.85239693999999
10.0;1.6733200530681513;-0.521823293226936;0.44005867811027183;6.1611581615404605;6.81971115030774;1.6820386944543786;4.060325699976653;-0.9641072703171204;0.028456649622694036;-0.0397675130009177;0.0321288150803434;1;53.72822862;86.85230926
10.0;0.836660026534076;-0.521823293226936;0.2591917174717467;5.747391223496022;6.81971115030774;2.5945002664981907;6.150318261005018;-0.9641072703171204;0.02767120593044381;-0.0071377587437544;0.046549249354597054;1;53.728307380000004;86.8522037
9.0;0.836660026534076;-0.521823293226936;0.1163839054807768;6.81971115030774;6.81971115030774;2.6841519078777294;6.150318261005018;-0.9641072703171204;0.02963086746582365;0.040787192821454;0.07061972939969387;1;53.72838555999999;86.85208732
9.0;1.1401754250991383;-0.521823293226936;0.10862281115368949;0.669392889302722;6.81971115030774;2.6599509353599577;6.150318261005018;-0.9641072703171204;0.027860780236313748;0.040787192821454;0.07045168521998504;1;53.728440060000004;86.8519575
8.0;1.4832396974191324;-0.521823293226936;0.20891947029164012;2.365212611299956;6.81971115030774;2.6499013781040732;6.150318261005018;-0.9641072703171204;0.023686988845349952;0.040787192821454;0.07525934791599943;1;53.72846306;86.8518269
7.0;3.1622776601683795;-0.5313143310006221;0.3056953009213122;6.013302520194751;6.013302520194751;1.9680353658146126;5.343909630892028;-0.9839910268175792;0.016435518065429873;0.040787192821454;0.06132761688727544;1;53.728466600000004;86.85162564
11.0;4.658325879540846;-0.6258575601207599;0.38499099277506815;2.2629905913697654;6.013302520194751;1.693409632264114;4.048640244531156;-0.9839910268175792;0.029554008424077138;0.040787192821454;0.06181228087704183;1;53.72847652;86.85141028000001
15.0;4.764451699828638;-0.7921533065529665;0.3980223875334925;2.3896771311340226;6.013302520194751;1.972521556169119;4.048640244531156;-0.9839910268175792;0.03265284820564139;0.0361986336290404;0.07057591434912017;1;53.72850504;86.85118279999999
18.0;2.949576240750525;-1.0169018962628509;0.45624626920345934;1.964662275663595;5.5543215256463165;1.679466198465493;3.589659249982722;-0.971754868971143;0.03660636354029145;0.0361986336290404;0.06261863657558975;1;53.72856504;86.8509356
18.0;2.167948338867879;-1.2868036552160285;0.5072526692681205;5.5543215256463165;5.959570802173332;1.8501961958549544;3.994908526509737;-0.971754868971143;0.03527856407057438;0.0346691138982359;0.0632505674853679;1;53.72866944;86.85066624
17.0;1.5165750888103084;-1.5885589093781372;0.5257293622598536;4.906254427770237;5.959570802173332;1.639510669144989;3.994908526509737;-0.962577750586316;0.03873038736131258;0.0214132762312633;0.048408487326900694;1;53.7288109;86.85046466
21.0;2.073644135332771;-1.761284875565633;0.5255930572692213;5.959570802173332;5.959570802173332;0.8713400470415724;2.1780835294762713;-0.962577750586316;0.033607694015227264;-0.0397675130009177;0.02179349445480588;1;53.7289711;86.85026134
19.0;3.3911649915626336;-2.210021442658901;0.40795945242475845;5.688264293637275;5.959570802173332;1.1269977136998528;2.541735940318965;-0.962577750586316;0.04440351467521992;-0.0214132762312633;0.03062776005567895;1;53.729149840000005;86.85007144
22.0;3.114482300479487;-2.565143592747007;0.3097423345183912;3.7814872726970603;5.959570802173332;1.1389238660531678;2.541735940318965;-0.962577750586316;0.04189010509150753;-0.0214132762312633;0.030420827745984706;1;53.72935462;86.84990758
26.0;3.391164991562633;-2.837251028112746;0.20488214691645526;3.4178348618543666;5.84813949851698;1.1070122288744197;2.4303046366626138;-0.893239522789844;0.06798290323557986;-0.0214132762312633;0.02652245821615224;1;53.729580039999995;86.84975924
26.0;2.2803508501982748;-2.652151686428354;0.26730878935008734;4.295934389535538;5.84813949851698;0.9272070408014101;2.4303046366626138;-0.893239522789844;0.06665696200215533;-0.0214132762312633;0.02170984307345913;0;53.72982715999999;86.84961724
27.0;1.303840481040527;-2.048674746676486;0.5135436057285526;5.84813949851698;5.84813949851698;1.0607519910435093;2.4303046366626138;-0.893239522789844;0.0610131621572371;-0.0214132762312633;0.029151074956630964;0;53.730091;86.84950732
28.0;1.1401754250991352;-1.863789821805058;0.6095634722753458;4.3503823930748995;5.84813949851698;1.0771088546122503;2.4821014689348897;-0.893239522789844;0.04690748838755732;-0.0458855919241358;0.022089663584055973;0;53.73036674;86.84942466
