acc_X_std;acc_X_kurt;acc_X_var;acc_X_iqr;acc_Y_std;acc_Y_kurt;acc_Y_var;acc_Y_iqr;acc_Z_std;acc_Z_kurt;acc_Z_var;acc_Z_iqr;acc_Z_range;acc_std;acc_var;acc_iqr;acc_kurt;acc_cv;acc_skew;class
1.7927784703569802;-1.449599530618243;3.214054643775514;2.6289976063422436;0.41895547218707424;0.2978516994350642;0.17552368767549434;0.5216748218433525;0.0548504298086913;0.2837080768788063;0.003008569650198171;0.0629652289181197;0.1560110125420618;1.2313540569486026;1.5162328135637824;1.9974571140984074;-1.7681476409646912;0.30624141016867523;0.34138528752705677;60.0
1.7927784703569802;-1.449599530618243;3.214054643775514;2.6289976063422436;0.41895547218707424;0.2978516994350642;0.17552368767549434;0.5216748218433525;0.0548504298086913;0.2837080768788063;0.003008569650198171;0.0629652289181197;0.1560110125420618;1.2313540569486026;1.5162328135637824;1.9974571140984074;-1.7681476409646912;0.30624141016867523;0.34138528752705677;60.0
1.7927784703569802;-1.449599530618243;3.214054643775514;2.6289976063422436;0.41895547218707424;0.2978516994350642;0.17552368767549434;0.5216748218433525;0.0548504298086913;0.2837080768788063;0.003008569650198171;0.0629652289181197;0.1560110125420618;1.2313540569486026;1.5162328135637824;1.9974571140984074;-1.7681476409646912;0.30624141016867523;0.34138528752705677;60.0
1.7927784703569802;-1.449599530618243;3.214054643775514;2.6289976063422436;0.41895547218707424;0.2978516994350642;0.17552368767549434;0.5216748218433525;0.0548504298086913;0.2837080768788063;0.003008569650198171;0.0629652289181197;0.1560110125420618;1.2313540569486026;1.5162328135637824;1.9974571140984074;-1.7681476409646912;0.30624141016867523;0.34138528752705677;60.0
1.6272409081793882;-1.896051542800882;2.6479129732524798;2.6289976063422436;0.2611093812199954;1.4468931308408841;0.06817810896108888;0.26280504298451657;0.05002880471200366;1.150104178869188;0.0025028813009117996;0.0461405118792699;0.1560110125420618;1.172209051604468;1.3740740606634463;1.9974571140984074;-2.0495819490784166;0.29423850341011004;0.22917504532481775;60.0
1.5580721430242574;-1.3825606423567927;2.4275888028682022;2.254328986033132;0.1430620317206007;1.1193783742632306;0.02046674492002616;0.1633966185193012;0.050819606123250476;0.6637287093964055;0.002582632366522317;0.050474151116549404;0.1560110125420618;1.0469008534596642;1.0960013969745732;1.5090465703611589;-1.5963415865395092;0.2536786747518763;0.1493037453959519;60.0
1.4359348981241085;-0.9173211366745889;2.061909031650694;1.8540651103783956;0.13415500040018766;0.5245715859653352;0.01799756413237435;0.1633966185193012;0.04469564237321032;1.318834244088913;0.0019977004471539135;0.050474151116549404;0.12236157846436219;0.9548054264705784;0.9116534024176631;1.1708643243965815;-0.6729998465985225;0.23690948271231854;0.2808393188549079;60.0
1.5766159331633356;-0.1818191333970148;2.4857178007044953;1.7809891699676004;0.21871511355991546;0.4063743255345969;0.04783630089952672;0.2560496205785845;0.04738312165760363;1.389299961367388;0.0022451602180192662;0.0499643112062812;0.12644029774650759;1.170579439302854;1.3702562237185836;1.3853151463977573;-0.08172768239870294;0.2556946447857267;0.73983491938835;60.0
1.8308843703733406;-1.7013395408445162;3.3521375776773836;2.880667072083512;0.31385738042015454;-0.5642803571297158;0.09850645524420161;0.4334830125920841;0.025385922349564157;1.1840734480638304;0.0006444450535381009;0.0249821556031406;0.06831854797593549;1.353117725414008;1.830927578829579;2.206909113211241;-1.910930114013177;0.281151094777228;0.2727872822601461;0.0
1.8106671377716161;-1.0431911924590147;3.278515483806057;2.6537117006577153;0.3999866159141361;-0.955589126614069;0.15998929291044264;0.5606051753422863;0.0327289917855057;0.6039050966865332;0.0010711869032956995;0.02753135515448145;0.1029876618741715;1.3229753496335357;1.7502637757379762;2.0334826570956546;-1.592413943156315;0.2576954401092438;-0.4628989373213467;0.0
1.327523289073562;-1.0137460368923954;1.762318083032688;1.9593419032415453;0.47299455109293465;-1.1244898917915322;0.2237238453636068;0.6660809168343902;0.03139475408339582;2.7075008908468505;0.0009856305839568986;0.01580503721831346;0.1029876618741715;1.1090798913028093;1.2300582052922513;1.759701073936542;-1.7936940679199673;0.20983429479317858;-0.25387064774058954;0.0
1.4812091749291172;-2.1397956380964454;2.1939806198941962;2.4666614332400876;0.5025193663702273;-1.526696758998277;0.25252571357713477;0.7499102370683706;0.03152066727366599;2.7892123011472507;0.000993552465377158;0.015295197308045308;0.1029876618741715;1.3341043037621823;1.7798342933167772;2.177464944993095;-2.061626303358414;0.26878638565050766;0.0800007656059057;0.0
1.4137633464717008;-2.308141635442589;1.998726799826862;2.4666614332400876;0.5093523710861129;-1.4641412234009166;0.25943983793104525;0.7508359629431438;0.016094891190762455;2.9436116488510393;0.00025904552244248284;0.0071377587437544965;0.0530233506678903;1.435559995690393;2.0608325012266016;2.405901277687814;-2.054281259709627;0.29403335382123413;-0.014202407191617087;0.0
1.689122714405037;-2.1664068371947165;2.8531355443190396;2.9014425550258;0.5829047464537302;-0.24311763348549248;0.33977794343828754;0.6898595823066491;0.015804645631350128;2.7096341371658097;0.0002497868235325547;0.0076475986540227026;0.0530233506678903;1.7771729332068984;3.158343634523211;2.963651182810243;-2.0214750175815106;0.39173165566635293;-0.03564782453634084;0.0
1.4762653103230408;-1.046134427370952;2.179359266463184;1.8909240044346127;0.6545192702229601;-0.7063390731044933;0.42839547509319625;0.7985563998475259;0.015691461910651856;2.7652044304880645;0.00024622197689343797;0.006627918833486353;0.0530233506678903;1.5524498769032244;2.4101006202968365;1.9196676203590082;-0.9892996541134906;0.37857926707036416;0.5661150961189714;0.0
1.1465842647057787;1.7375789475961638;1.314655476070891;0.9626632427378952;0.6152942177672543;-1.847432485239161;0.37858697441781747;0.9713841037475874;0.012142735191651778;5.61946001142914;0.00014744601793457854;0.006118078923218154;0.034669113898236;1.1927856821863365;1.4227376836287242;0.8647373051908263;2.032642568592992;0.3183593160112788;0.9545787816114779;0.0
0.7005105148206784;0.3324824893808966;0.49071498137433195;0.9049211154840044;0.6173806484741914;-1.805751098003482;0.38115886511041314;0.9648000812874321;0.013640571463774606;5.899010293031805;0.0001860651898583421;0.006118078923218154;0.0387478331803813;0.6950376970623616;0.4830774003377512;0.6755100568984407;1.53765626505882;0.20163720557224804;-1.0715972704665508;0.0
0.6472819657202825;0.9053103981814588;0.418973943146713;0.7416312651274248;0.6212551885026252;-1.0416941650127285;0.38595800924143236;0.7999903271410302;0.014890052258118831;0.9326522938504432;0.0002217136562495097;0.014275517487508951;0.0387478331803813;0.6017837524740252;0.3621436847417188;0.52210804285615;2.8421872632295986;0.17968642690529743;-1.5549866190453467;0.0
0.7197686798391172;1.5747679076105912;0.5180669524773456;0.6382468496097893;0.601727054298723;-0.20903207054973408;0.3620754478750183;0.6894602208665184;0.014465016177405442;-0.5365723512235853;0.00020923669301260112;0.020393596410727046;0.037728153359844904;0.6899399264740398;0.47601710214300347;0.5441895554023626;2.3385902373014416;0.19761796548343794;-1.3724647727336936;0.0
1.1143368788540344;0.2792056284068728;1.241746679574151;1.0831670251986094;0.4829593990679001;-1.6947065520922089;0.2332497811480272;0.7618798249321694;0.014162349212231435;-1.406735280444663;0.00020057213520919236;0.020903436320995197;0.037728153359844904;1.0658256657152305;1.1359843496973143;1.0520335765771716;0.10936238999721581;0.3294406199123572;-1.1927210451174763;0.0
1.078774154510744;5.076374747664039;1.1637536764403709;0.5034262709249955;0.4564788345354527;-1.6079575825504044;0.2083729263788452;0.6945429078095302;0.013655082714116208;-0.9977805724077967;0.00018646128392935525;0.018354236769654298;0.037728153359844904;1.0404232894487382;1.082480621227333;0.5197954794882036;4.639668298976221;0.29074784227577605;-1.9917778250407663;0.0
1.1133153668959752;5.480376666011966;1.23947110616672;0.5153589257083544;0.5063552782348959;0.06113034734900467;0.2563956677963389;0.5290422900395828;0.014155792669907437;-1.0621403204207431;0.0002003864661134051;0.01937391659019065;0.0382379932701131;1.0882909786321953;1.184377254172221;0.6149986600850301;4.949886674258106;0.29351902235665545;-2.12893421194682;0.0
1.4596629067877978;-0.9733797947143941;2.1306158014522034;1.8495841702204223;0.43490203259350974;-0.8931931474381912;0.18913977795396622;0.54205182053486;0.022900675273032675;2.2124873783039605;0.0005244409279608902;0.01631487712858155;0.0718874273478127;1.312025214123878;1.7214101624968077;1.689878651910532;-0.9137499323249948;0.38581859647115013;-1.0108165185486737;0.0
1.590318536141634;-2.6632831604830485;2.52911304639567;2.985957239592267;0.45647825490313354;-0.9770310350274343;0.20837239719941017;0.6217398785107393;0.02269380836031921;2.6720533072665686;0.0005150089378948941;0.014785357397777052;0.0718874273478127;1.3700435212663662;1.8770192501639438;2.418174388903894;-2.3047064674058917;0.4351121484200108;-0.3029914520938718;0.0
