lat;lon;vel;class;acc_X;acc_Y;acc_Z;fb_tilt;tilt;acc
53.7261332;86.8387348;12.0;90.0;-0.060183615835297;2.0097168712235915;0.0056082390129499;-0.9707351891506067;0.0010196798205363;2.010625629608998
53.7262603;86.8387083;13.0;90.0;2.820020631682545;1.7486660965297045;-0.0173345569491179;-0.9727745487916796;-0.0479249515652085;3.318229944885115
53.7263832;86.8388056;11.0;90.0;0.942918537577012;1.4783467137742476;0.1356174161313347;-0.9819516671765066;-0.0163148771285816;1.7586916893508162
53.7264955;86.8388667;14.0;90.0;0.7765468559542265;1.199840910983407;-0.0152951973080452;-0.9778729478943612;-0.0132558376669725;1.429292543261378
53.726621;86.8390178;15.0;90.0;-0.6693612982023844;0.9142308761833676;0.0703579076170082;-0.9574793514836342;0.0112164780258998;1.1352589474047026
53.7267473;86.8391953;17.0;90.0;-3.937587332659413;0.6225987974003158;-0.0509839910268175;-0.9615580707657796;0.0662791883348628;3.986831151702466
53.7268878;86.8394382;19.0;90.0;-5.795995993952602;0.3260268626604365;0.0458855919241358;-1.0135617416131335;0.1029876618741715;5.805339659713034
53.7270448;86.8396464;21.0;90.0;-4.223607230997328;0.0255972599899161;-0.0438462322830631;-0.8687672070969715;0.0642398286937901;4.223912375220079
53.7271933;86.8398461;14.0;90.0;0.2386978833007028;-0.2776078225850602;0.0163148771285816;-0.9788926277148976;-0.0040787192821454;0.36648186567465374
53.7273003;86.8400043;16.0;90.0;0.6440334345175478;-0.5825061970383065;0.058121749770572;-1.0869786886917507;-0.0122361578464362;0.8703279107100333
53.727471;86.8401494;19.0;90.0;2.604205658377194;-0.8880156753436386;-0.0275313551544814;-1.0308962985622514;-0.0469052717446721;2.751584439245224
53.7277531;86.8402779;23.0;0.0;2.1968578052995107;-1.193054069474868;-0.0571020699500356;-1.0084633425104517;-0.0387478331803813;2.5005645114230712
53.7279671;86.8404407;22.0;0.0;3.74815966287143;-1.496539191405812;-0.0591414295911083;-1.0099928622412562;-0.0662791883348628;4.036313679396599
53.7283985;86.8406417;22.0;0.0;3.182764326976231;-1.7973888531103146;0.0132558376669725;-1.0084633425104517;-0.0560823901294993;3.65523886600998
53.7286254;86.8406894;24.0;0.0;4.359806340852405;-2.275707643731984;-0.0571020699500356;-0.9880697460997246;-0.07545630671969;4.918334805182501
53.728878;86.8407628;26.0;30.0;2.3126397788636286;-2.670629410064329;-0.0622004690527174;-1.0839196492301415;-0.0438462322830631;3.5333317267181887
53.7291485;86.8408285;25.0;0.0;3.6241561739594688;-2.9819321205349567;-0.0662791883348628;-1.0604670133578056;-0.0672988681553992;4.693700041069196
53.729393;86.8409194;24.0;0.0;2.8848458213412416;-3.482812440217809;-0.1029876618741715;-1.026817579280106;-0.0520036708473539;4.5235963972423825
53.7296592;86.8410064;28.0;0.0;5.15669689462149;-4.004028560762702;-0.0856531049250535;-0.945243193637198;-0.0856531049250535;6.529249882856809
53.7303602;86.8411954;27.0;0.0;4.467137337535241;-4.759561831113208;-0.003059039461609;-0.9788926277148976;-0.0764759865402263;6.5275381403951656
53.7306898;86.8412178;23.0;0.0;2.8821596965923115;-4.604105400431769;-0.023452635872336;-0.99214846538187;-0.0499643112062812;5.431867181833097
53.7309171;86.8412403;18.0;0.0;5.958802575947713;-4.426276444172532;-0.0540430304884266;-0.9656367900479248;-0.1009483022330988;7.423083722315282
53.7311426;86.8412354;18.0;0.0;4.089438260536315;-3.8178021546829495;-0.0795350260018354;-1.009483022330988;-0.0723972672580809;5.595126843906326
53.73141;86.8413236;22.0;0.0;3.072912782611712;-2.967747551526476;-0.0356887937187723;-0.9870500662791885;-0.0530233506678902;4.272188220236434
53.7316526;86.8414638;26.0;0.0;3.1245299623462617;-2.433412413624984;-0.0571020699500356;-1.0257978994595698;-0.0560823901294993;3.960737823534434
53.7322018;86.8418082;31.0;90.0;2.481798481116272;-1.9499716229285244;-0.1723258896706434;-1.020699500356888;-0.0448659121035994;3.1609190504263656
53.732404;86.8422152;31.0;90.0;0.667617731266952;-1.536246699126517;-0.0774956663607627;-1.047211175690833;-0.0122361578464362;1.6768341999088192
53.7325636;86.8427332;33.0;90.0;0.2538561306078932;-0.8198907235214486;-0.058121749770572;-0.9187315183032528;-0.0040787192821454;0.8602568635937345
53.7326796;86.8432588;31.0;90.0;-0.0615827850556797;-0.3121397954604741;-0.1193025390027531;-0.9411644743550523;0.0010196798205363;0.3397893275808175
53.7327234;86.843917;26.0;90.0;0.5092295704632229;0.0925274424257335;0.0356887937187723;-1.0319159783827878;-0.0091771183848271;0.5187964659026765
53.7327891;86.8443155;23.0;90.0;-1.443637546300027;0.4035149164027387;-0.0020393596410727;-1.011522381972061;0.0254919955134087;1.4989722518560569
53.7328859;86.8446683;15.0;90.0;-0.1756032601033608;0.4647265848701692;0.1611094116447435;-0.9850107066381156;0.003059039461609;0.5222676958845287
53.7329971;86.8448051;13.0;90.0;0.224765425516221;0.4333134566282257;0.2131130824920974;-1.017640460895279;-0.0040787192821454;0.5326323630158729
53.7331584;86.844736;13.0;90.0;4.298566853083058;0.8133094085636089;0.095849903130417;-0.9992862241256244;-0.07545630671969;4.375881212785898
53.7332495;86.8444943;13.0;0.0;6.00853016267417;1.0116730316167613;0.0346691138982359;-1.0166207810747423;-0.1070663811563169;6.093202687103427
53.7332827;86.8442971;13.0;0.0;5.856271262186124;1.0896549606716743;-0.020393596410727;-0.9839910268175792;-0.1009483022330988;5.956817684670063
53.7332846;86.8440686;14.0;0.0;6.131016010116495;0.979784845373774;-0.040787192821454;-1.0054043030488429;-0.1080860609768532;6.208945099984953
53.7332971;86.8438251;13.0;0.0;6.794282620537087;1.004016506356788;-0.0071377587437544;-1.0013255837666972;-0.1193025390027531;6.868069337184147
53.7333123;86.8435843;13.0;0.0;6.620004722299882;1.032428490087648;-0.023452635872336;-1.0013255837666972;-0.116243499541144;6.7000687411807025
53.7333264;86.843112;13.0;0.0;5.129242600368452;0.4679698236396059;-0.0132558376669725;-0.9768532680738248;-0.0876924645661262;5.150563185371485
53.7333253;86.8427781;15.0;0.0;5.090401669298275;0.0208018232650541;-0.0367084735393086;-0.9952075048434792;-0.0887121443866625;5.090576527533537
53.7333162;86.8424618;18.0;0.0;4.762816730981229;-0.4643881731628266;-0.0489446313857448;-1.0023452635872336;-0.0836137452839808;4.7856530552506324
53.7333069;86.8421453;20.0;0.0;4.847900417314017;-1.161999683669821;-0.0351789538085041;-0.9972468644845518;-0.0846334251045171;4.985340437706661
53.7333197;86.8413645;21.0;0.0;4.021834314239343;-1.3428527896741451;-0.0275313551544814;-1.0003059039461608;-0.0703579076170082;4.240184293335058
53.7333496;86.8410104;21.0;0.0;4.782855690576079;-1.7465029054509118;-0.0076475986540226;-0.9992862241256246;-0.0836137452839807;5.091761919158203
53.7334144;86.8405632;20.0;0.0;3.973098283696408;-1.5874273159308656;0.0101967982053635;-0.9982665443050882;-0.0693382277964719;4.278497333172998
53.7334813;86.8402205;19.0;0.0;4.119089213117751;-1.0891575631308934;-0.0428265524625267;-1.0043846232283062;-0.0723972672580809;4.260867782100738
53.7335574;86.839887;19.0;0.0;4.217034464502377;-0.8477482377970937;-0.0091771183848271;-1.009483022330988;-0.0744366268991536;4.301411508910857
53.7336599;86.8395799;20.0;0.0;4.753655575451849;-0.735782069213934;-0.0101967982053635;-0.9931681452024064;-0.0825940654634444;4.810272399573108
53.7337715;86.8393331;20.0;0.0;4.163576798359436;-0.7295142325220532;0.0112164780258998;-1.0084633425104517;-0.0734169470786173;4.227018876308522
53.7339227;86.8391259;19.0;0.0;3.499967325161185;-0.932077503285391;0.0010196798205363;-1.0003059039461608;-0.061180789232181;3.6219526210420816
53.7340487;86.8388679;18.0;0.0;5.847688151917916;-0.8619138623088779;-0.0356887937187723;-0.9850107066381156;-0.1009483022330988;5.910975039544532
53.7341521;86.8386129;17.0;0.0;3.4892602008787144;-0.9854232042369504;-0.0061180789232181;-1.00336494340777;-0.061180789232181;3.6257458642015292
53.7342294;86.8383318;19.0;0.0;3.7249326008998014;-1.09636934634309;0.0091771183848271;-1.0023452635872336;-0.0652595085143265;3.8829412620266073
53.7342578;86.8379506;22.0;30.0;3.5684965668831223;-1.0882106501026971;0.0091771183848271;-0.948302233098807;-0.0591414295911083;3.7307444815151056
53.7342669;86.8375757;26.0;0.0;2.7225665591286328;-1.53296495981138;-0.0285510349750178;-1.0288569389211788;-0.0489446313857448;3.1246064389764627
53.7342746;86.8370714;26.0;0.0;2.373671506933096;-1.8376855045714895;-0.0683185479759355;-1.0308962985622514;-0.0428265524625267;3.002677448634093
53.7343025;86.8365873;26.0;0.0;2.8856271893558847;-2.142219560174366;-0.0499643112062812;-0.9697155093300704;-0.0489446313857448;3.5942238873417325
53.7343498;86.8361738;25.0;0.0;3.2868774585459613;-2.3679551255238427;-0.0499643112062812;-0.9574793514836342;-0.0550627103089629;4.051329576371998
53.7344625;86.8357745;26.0;0.0;3.3550370529642377;-2.5842168995954182;-0.0604160293667788;-0.9895992658305292;-0.058121749770572;4.235339503218362
53.7346434;86.8354946;28.0;0.0;2.4249908056983025;-2.781426509241224;-0.0438462322830631;-0.9982665443050882;-0.0423167125522585;3.690370757270405
53.7349474;86.8350562;33.0;0.0;2.4029927609336847;-2.954126307163375;-0.0418068726419904;-1.0196798205363515;-0.0428265524625267;3.808278385619218
53.7352085;86.8346261;37.0;0.0;2.5288700066674497;-3.0420491172203983;-0.0632201488732537;-1.0370143774854697;-0.0458855919241358;3.9564179669781083
53.7354737;86.8341745;36.0;0.0;1.099184468622861;-3.0938903820962924;-0.023452635872336;-1.009483022330988;-0.0193739165901906;3.2834302518279603
53.7357496;86.8338104;36.0;0.0;1.835518573241873;-3.211413580918835;-0.0856531049250535;-1.01458142143367;-0.0326297542571632;3.6999516314148106
53.7361531;86.8334971;30.0;0.0;0.6516043615108371;-3.2589335346669968;-0.0489446313857448;-0.9850107066381156;-0.0112164780258998;3.3237977682552464
53.7364372;86.8334228;27.0;0.0;4.4785780329641085;-3.151029145185188;-0.0469052717446721;-1.0013255837666972;-0.078515346181299;5.476207261935271
53.7367345;86.8331825;30.0;0.0;1.0376795694352876;-3.009815939086636;-0.1264402977465076;-1.0054043030488429;-0.0183542367696543;3.1861823590148757
53.7370693;86.8331077;30.0;0.0;2.360025466525168;-2.818656642667511;-0.0132558376669725;-1.0390537371265425;-0.0428265524625267;3.6762373684425325
53.7373857;86.8330657;34.0;0.0;0.4071781984996535;-2.6125970075552867;-0.0448659121035994;-1.00336494340777;-0.0071377587437544;2.6445169992437467
53.7377317;86.8330277;35.0;0.0;1.05572235820435;-2.6017440122184947;-0.0397675130009177;-0.9952075048434792;-0.0183542367696543;2.8080603728940057
53.7380964;86.833034;38.0;0.0;1.9094425237935588;-2.52059061906581;-0.0418068726419904;-1.0084633425104517;-0.0336494340776996;3.162450890558426
53.7386199;86.8330455;40.0;0.0;-0.9258645626591524;-2.637376431610145;-0.0101967982053635;-1.009483022330988;0.0163148771285816;2.7951893683781655
53.7390153;86.8330313;41.0;0.0;2.0578097807777964;-2.63381090011566;-0.0632201488732537;-1.0196798205363515;-0.0367084735393086;3.3429833590157734
53.7394362;86.833145;39.0;30.0;2.362706087753901;-2.825328147919816;-0.037728153359845;-1.012542061792597;-0.0418068726419904;3.6832434910134983
53.739813;86.8333682;37.0;0.0;1.249403899586872;-2.784290681623453;-0.0601611094116447;-1.026817579280106;-0.0224329560517997;3.0523604084648515
53.7401511;86.8336551;35.0;0.0;-0.3552557314394574;-2.6586159655518946;-0.0367084735393086;-0.986030386458652;0.0061180789232181;2.682497530108388
53.7404746;86.833953;34.0;0.0;0.3472421885186147;-2.454183944638865;-0.0020393596410727;-1.009483022330988;-0.0061180789232181;2.4786286794512247
53.7407725;86.8342765;34.0;0.0;1.6626748183204878;-2.3525779819442887;-0.0469052717446721;-1.017640460895279;-0.0295707147955541;2.8811995448291277
53.7410706;86.8345746;35.0;0.0;1.9632404410455584;-2.0170895944205505;-0.0622004690527174;-1.009483022330988;-0.0346691138982359;2.8154630808495424
53.7413878;86.8348918;36.0;0.0;3.5439594739720994;-1.7236010735465974;-0.0438462322830631;-1.00336494340777;-0.0622004690527174;3.9411130288248524
53.741721;86.835225;36.0;0.0;1.2242572928233235;-1.849371290483928;-0.0367084735393086;-1.0013255837666972;-0.0214132762312633;2.218181147049733
53.742139;86.8355406;36.0;0.0;1.1883826507357316;-1.6085753419853317;-0.0652595085143265;-0.9809319873559702;-0.020393596410727;2.0010064364875095
53.742621;86.835997;38.0;0.0;0.7996086982096404;-1.40620721899425;-0.0479249515652085;-1.0217191801774244;-0.0142755174875089;1.6183601620117156
53.7432969;86.8366473;37.0;0.0;-0.4598244290547597;-1.0075769879737788;-0.061180789232181;-1.01458142143367;0.0081574385642908;1.1092308061088643
53.7436013;86.8370029;35.0;0.0;-0.4515722615005969;-0.5913187310400714;0.0071377587437544;-1.0349750178443968;0.0081574385642908;0.7440606807482087
53.7439107;86.8373123;34.0;0.0;-2.215552258925876;-0.3691209117515115;-0.0295707147955541;-0.9615580707657796;0.0372183134495768;2.24628504128424
53.7442303;86.8376063;34.0;0.0;-1.3779811092356735;-0.4952552237491304;0.0652595085143265;-0.9727745487916796;0.023452635872336;1.4657313797257363
53.7445488;86.8377456;35.0;0.0;-1.137860229196162;-0.4770152924943439;0.0305903946160905;-1.026307739369838;0.020393596410727;1.2341820217061075
53.7449175;86.8378327;35.0;0.0;-1.3046445008497831;-0.66145666193856;-0.0020393596410727;-0.9850107066381156;0.0224329560517997;1.4627461667043355
53.7452907;86.8378987;36.0;0.0;0.5448905949011633;-0.7163579410176882;0.0254919955134087;-0.9646171102273886;-0.0091771183848271;0.9004023000337688
53.7456763;86.8379259;36.0;0.0;-2.238904301092814;-0.6340998536480412;0.0091771183848271;-1.0171306209850106;0.0397675130009177;2.326985026455954
53.746063;86.8379286;38.0;0.0;-1.8651942667420227;-0.5641603689960275;-0.0361986336290404;-1.0013255837666974;0.0326297542571632;1.948983559630418
53.7465508;86.8380324;37.0;0.0;-2.3340430353233854;-0.5556246957138201;-0.0275313551544814;-1.0003059039461608;0.040787192821454;2.399423611775403
53.7470374;86.8380838;36.0;30.0;-1.646205807294517;-0.6544804239719042;0.0112164780258998;-1.0288569389211788;0.0295707147955541;1.7715710526851418
53.7473836;86.8381996;35.0;0.0;-0.6340240201797592;-0.7821687472990401;0.0050983991026817;-1.0135617416131335;0.0112164780258998;1.0068765570265619
53.7477493;86.8383861;36.0;0.0;-1.5434625123990091;-0.926007916607491;-0.0091771183848271;-1.0217191801774244;0.0275313551544814;1.7999587240552648
53.7481029;86.8386117;37.0;0.0;-1.462515376149551;-0.879274007404528;-0.0805547058223717;-0.9952075048434792;0.0254919955134087;1.7083802463740938
53.7484463;86.8389295;37.0;30.0;-3.3445803998689017;-1.104264480695457;-0.1238910981951667;-1.0043846232283062;0.0591414295911083;3.524339242854585
53.7487321;86.8392921;35.0;0.0;-0.4595470274339933;-1.0512834228636732;-0.0540430304884266;-1.015601101254206;0.0081574385642908;1.148608268625885
53.7489962;86.8396842;36.0;0.0;-0.3490053280418018;-1.4794000964450893;0.0010196798205363;-1.0043846232283062;0.0061180789232181;1.5200100013191498
53.7492945;86.8401617;36.0;0.0;-1.5477826134343196;-1.4233074803684955;-0.0224329560517997;-1.0186601407158151;0.0275313551544814;2.102840564484077
53.7496022;86.8405462;37.0;0.0;-0.058126803310222;-1.4277127686326894;0.020393596410727;-1.0048944631385743;0.0010196798205363;1.4290410679033854
53.7499392;86.8408832;37.0;0.0;-0.6388437524191947;-1.4171373991318563;0.0050983991026817;-1.0059141429591107;0.0112164780258998;1.5544856839793184
53.7503524;86.8412964;38.0;0.0;0.6633716502054277;-1.6381310405040532;0.0081574385642908;-0.968695829509534;-0.0112164780258998;1.7673714368980546
53.7507226;86.8416154;39.0;0.0;-5.165946883522141;-1.852621218226189;-0.0295707147955541;-1.00336494340777;0.0907515040277353;5.488177020538562
53.7510769;86.8418929;41.0;0.0;-2.313773199390185;-2.314605305150481;-0.0448659121035994;-1.0084633425104517;0.040787192821454;3.2730653960646636
