lat;lon;vel;class;acc_X;acc_Y;acc_Z;fb_tilt;tilt;acc
53.7119961;86.8462297;4.0;30.0;3.4644254285935885;-5.806213364583022;-0.2008769246456612;-1.0247782196390334;-0.0632201488732537;6.764222699187503
53.7118301;86.8460637;10.0;30.0;1.8072971273547207;-4.16231194815188;0.0173345569491179;-1.0339553380238604;-0.0326297542571632;4.537781853189634
53.7117372;86.8459964;10.0;30.0;5.393999589593165;-2.8374335604634062;-0.0387478331803813;-1.0359946976649332;-0.0978892627714897;6.094896404136124
53.7116492;86.8459596;10.0;30.0;5.909987054696909;-1.805813989380556;-0.0081574385642908;-0.9850107066381156;-0.1019679820536351;6.17972310825748
53.7115524;86.845914;9.0;30.0;7.313175339284454;-1.041689022766282;-0.0010196798205363;-0.9931681452024064;-0.1274599775670439;7.3869919861210755
53.7114606;86.8459246;9.0;30.0;1.088470003264189;-0.5192944484835413;-0.0275313551544814;-0.9656367900479248;-0.0183542367696543;1.2063132461133017
53.7113692;86.8458844;10.0;30.0;3.885993453205234;-0.2128660543952847;-0.040787192821454;-1.0349750178443968;-0.0703579076170082;3.8920329739823645
53.7112643;86.8458563;10.0;0.0;4.274338522596949;-0.0966396283644694;-0.0316100744366268;-1.0227388599979603;-0.0764759865402263;4.27554770998203
53.7111385;86.8458073;13.0;0.0;2.911252410879237;-0.1448509582540493;0.0622004690527174;-1.020699500356888;-0.0520036708473539;2.9155173294473253
53.7109251;86.8456963;10.0;0.0;6.1990601403780206;-0.3317358319269781;-0.0520036708473539;-1.012542061792597;-0.1101254206179259;6.208147845210312
53.7108409;86.8456633;10.0;0.0;3.776024679251083;-0.6315300372462112;-0.0418068726419904;-1.00336494340777;-0.0662791883348628;3.8286995678503617
53.7107827;86.8456051;5.0;0.0;-1.1419014931074285;-1.0184693620747032;0.0774956663607627;-1.02018966044662;0.020393596410727;1.5320654162765133
53.710728;86.8455504;7.0;90.0;-0.7454276652417045;-1.466789594275406;0.0183542367696543;-1.0186601407158151;0.0132558376669725;1.6454394537599082
53.7106577;86.8455569;11.0;90.0;3.33669786523346;-1.9507265217113023;-0.0662791883348627;-0.9946976649332112;-0.058121749770572;3.8656538304881534
53.710525;86.8454754;12.0;90.0;3.438186654249187;-2.628072651758935;-0.0744366268991536;-1.015601101254206;-0.061180789232181;4.328213735919771
53.7103835;86.8454107;10.0;90.0;-3.418282508871091;-2.859653067649188;-0.0805547058223717;-0.9697155093300704;0.058121749770572;4.457438730751055
53.7102435;86.8453475;12.0;90.0;-2.892569780227528;-2.955381753701315;-0.1152238197206077;-1.0227388599979603;0.0520036708473539;4.136969636367567
53.7101144;86.8453208;10.0;90.0;-0.2369182991826156;-3.0085840237955;-0.0520036708473539;-0.9850107066381156;0.0040787192821454;3.0183459858847703
53.7099907;86.8452995;11.0;90.0;6.302756883033449;-3.065372987968681;-0.095849903130417;-0.9646171102273886;-0.1070663811563169;7.009311170573301
53.7098686;86.8453054;14.0;90.0;3.4874633784093776;-3.0504902363763264;-0.0652595085143265;-0.9850107066381156;-0.0601611094116447;4.6338051643789875
53.7097263;86.8452655;14.0;90.0;2.0471305504837;-2.7602531144800584;-0.0183542367696543;-1.012542061792597;-0.0361986336290404;3.4365793494007897
53.7096002;86.845165;15.0;90.0;-0.8981860642875018;-2.7262923038841462;-0.1029876618741715;-1.002855103497502;0.0158050372183134;2.8722838283840453
53.7095456;86.8449312;11.0;90.0;-1.131687588361042;-2.5084446825380056;-0.0163148771285816;-1.006423982869379;0.0198837565004588;2.7519588838170073
53.7095505;86.8447569;12.0;0.0;-0.1156015504427419;-2.772913368599561;-0.0509839910268175;-1.009483022330988;0.0020393596410727;2.7757902722583263
53.7095518;86.8445278;13.0;0.0;2.2513403899886515;-2.901543331064759;0.0071377587437544;-1.011522381972061;-0.0397675130009177;3.6725383866258654
53.7095112;86.844308;14.0;0.0;-1.8935520585914003;-2.710872497895762;-0.0183542367696543;-1.017640460895279;0.0336494340776996;3.306766695194981
53.7094206;86.8440126;15.0;0.0;0.0635789601606731;-2.390056426453898;-0.0469052717446721;-0.9177118384827164;-0.0010196798205363;2.3913619781049733
53.7093378;86.8437762;14.0;0.0;0.780922729549998;-2.0707625615259024;-0.0295707147955541;-1.009483022330988;-0.0137656775772407;2.213317040760012
53.7092528;86.8435632;16.0;0.0;2.5717187168050755;-1.6598346540109916;0.0356887937187723;-0.9982665443050882;-0.0448659121035994;3.061055688323627
53.7091476;86.8432788;19.0;60.0;2.083859020146771;-1.318354482778458;-0.0428265524625267;-1.0359946976649332;-0.037728153359845;2.466244325225086
53.709023;86.8430262;19.0;60.0;0.1165465524077853;-1.2171642822926336;-0.0214132762312633;-1.0023452635872336;-0.0020393596410727;1.2229188515048899
53.708886;86.8427356;20.0;60.0;0.8550766581528035;-0.8603013055366471;0.0071377587437544;-1.0247782196390334;-0.0152951973080452;1.2129820176843966
53.7087496;86.8424456;19.0;60.0;-2.3952414512028963;-0.7927621058757774;-0.0265116753339451;-0.9503415927398796;0.0397675130009177;2.52316393343797
53.7085941;86.8422133;19.0;60.0;1.532983182029687;-0.6160857389608585;-0.1366370959518711;-0.942693994085857;-0.0254919955134087;1.6577903275526047
53.7084735;86.8418623;16.0;60.0;3.87607779292352;-0.3449093534650777;-0.0851432650147853;-1.012287141837463;-0.0688283878862036;3.8923246131945297
53.7084028;86.8415868;14.0;60.0;1.977440384205304;-0.4879639916491738;-0.0387478331803813;-1.0329356582033242;-0.0356887937187723;2.037125603591588
53.708299;86.8413038;15.0;60.0;0.2295232174051028;-0.5111680907823729;0.0326297542571632;-1.017640460895279;-0.0040787192821454;0.5612828388833647
53.7080913;86.8411473;18.0;60.0;1.0806867857747209;-0.4487321981983359;0.020393596410727;-0.9727745487916796;-0.0183542367696543;1.170324917885017
53.7078911;86.8412031;18.0;0.0;3.542177439815392;-0.5349391060930708;0.092790863668808;-0.9839910268175792;-0.061180789232181;3.5835444753407457
53.7077307;86.8413755;17.0;0.0;4.1556628422277;-0.7872100505292671;0.0723972672580809;-1.0359946976649332;-0.07545630671969;4.2301861290294
53.707644;86.8416728;17.0;0.0;6.671863467675101;-0.7931951561274799;0.0183542367696543;-1.0110125420617926;-0.1182828591822167;6.718873236265819
53.7075381;86.8422581;17.0;0.0;4.657739684990326;-0.5906371190330729;-0.020393596410727;-1.0135617416131335;-0.0825940654634444;4.6950832876838335
53.7074883;86.8425411;18.0;0.0;5.182480171344884;-0.0814998603598125;-0.023452635872336;-1.0003059039461608;-0.0907515040277353;5.183174025609301
