lat;lon;vel;class;acc_X;acc_Y;acc_Z;fb_tilt;tilt;acc
53.727136;86.848928;7.0;60.0;2.404124753826816;-3.462184342234267;-0.0560823901294993;-0.9941878250229428;-0.0418068726419904;4.215410002129996
53.7270049;86.8488737;12.0;60.0;0.7669371789765523;-3.749750308778776;-0.1111451004384623;-0.9839910268175792;-0.0132558376669725;3.828991152775691
53.726848;86.8487936;12.0;60.0;3.443924407171213;-3.9841240919991674;-0.0418068726419904;-0.930967676149689;-0.0560823901294993;5.266460663230847
53.7267127;86.8487863;15.0;60.0;-1.424104446850502;-4.169551167740427;-0.0851432650147853;-1.0630162129091465;0.026511675333945;4.406867344443477
53.7265223;86.8487239;14.0;60.0;3.127896460835814;-4.310277011847544;-0.0285510349750178;-0.8391964923014174;-0.0458855919241358;5.325696137611378
53.726322;86.8486772;17.0;60.0;1.2726867188825677;-4.4105471001655046;-0.1040073416947078;-1.0043846232283062;-0.0224329560517997;4.591674502218642
53.7258981;86.8484581;18.0;60.0;-5.214791096136222;-4.474606908539295;-0.0448659121035994;-1.0492505353319057;0.095849903130417;6.87154757768278
53.7257205;86.8483829;16.0;60.0;0.6071517817844562;-4.506701912813903;-0.0805547058223717;-1.055368614255124;-0.0112164780258998;4.548129778020265
53.7255698;86.848309;14.0;60.0;4.525020153649931;-4.511077588834316;-0.0627103089629856;-0.9901091057407974;-0.078515346181299;6.3898013260407005
53.7254232;86.8482904;15.0;60.0;3.762785869414604;-4.491979412445518;-0.1111451004384623;-0.986030386458652;-0.0652595085143265;5.860784057978256
53.7250717;86.8481949;18.0;60.0;3.695965744189964;-4.453652859492499;-0.07545630671969;-1.0074436626899157;-0.0652595085143265;5.787994491126884
53.7248729;86.8481497;17.0;0.0;3.78744827154489;-4.400343405820245;-0.0907515040277353;-1.012542061792597;-0.0672988681553992;5.806549951068826
53.724738;86.8481172;14.0;0.0;4.118170972652103;-4.336296527273744;-0.0917711838482716;-1.0013255837666972;-0.0723972672580809;5.980904754518802
53.7245956;86.848026;19.0;60.0;2.9881564448228968;-4.265757699698063;0.0020393596410727;-0.9962271846640156;-0.0520036708473539;5.208240763468761
53.7243432;86.8479784;22.0;60.0;2.6596590509408644;-4.303621581404276;-0.0224329560517997;-1.009483022330988;-0.0469052717446721;5.059194424085471
53.7240135;86.8478791;19.0;60.0;3.302612579566362;-4.490128412554773;-0.1519322932599164;-1.0135617416131335;-0.0591414295911083;5.575983001559173
53.7238686;86.8477854;17.0;60.0;4.324658449353244;-4.361195053642183;-0.1565208524523299;-1.005914142959111;-0.0769858264504945;6.143874329503155
53.7237403;86.8475547;14.0;60.0;5.850861588218784;-4.31751606366646;-0.1233812582848985;-1.0074436626899157;-0.1040073416947078;7.27246514047389
53.7236276;86.8472884;13.0;60.0;6.861846930509093;-4.162015059826273;-0.0723972672580809;-0.9972468644845518;-0.1203222188232894;8.025743206723238
53.7235526;86.8470598;11.0;60.0;8.165693490778922;-4.187162914424831;-0.0591414295911083;-0.971754868971143;-0.1396961354134801;9.176839388699031
53.7234975;86.8468511;9.0;0.0;9.036453457958132;-3.941204771501447;-0.0091771183848271;-0.9809319873559702;-0.1560110125420618;9.858532870982938
53.7234594;86.8467106;11.0;0.0;7.488081379282779;-3.877584183274602;-0.040787192821454;-0.99214846538187;-0.130519017028653;8.432596601061922
53.7234183;86.8464903;14.0;0.0;5.8272607682003335;-3.8180085331474425;-0.058121749770572;-1.0074436626899157;-0.1029876618741715;6.966888499006556
53.7233863;86.8462023;18.0;0.0;5.731061716305882;-3.970508073952071;-0.0305903946160905;-1.0003059039461608;-0.1004384623228306;6.972154511603158
53.7233762;86.845885;17.0;0.0;4.1680036998447925;-3.990382029314286;-0.0601611094116447;-0.9635974304068522;-0.0703579076170082;5.770530559738845
53.723342;86.845518;23.0;60.0;1.5782749324397691;-4.02952391089316;-0.1315386968491893;-1.0278372591006424;-0.0285510349750178;4.329586255012856
53.7232877;86.8449773;28.0;60.0;3.002096326294852;-3.979319087684636;-0.0948302233098807;-0.9870500662791885;-0.0520036708473539;4.98563491696066
53.7233042;86.8441746;20.0;60.0;4.6288087184571;-3.447611015393256;-0.0387478331803813;-0.9941878250229428;-0.0805547058223717;5.77177557256877
53.7233446;86.8438822;18.0;60.0;5.315345392592353;-3.1133092384120618;-0.0418068726419904;-1.0074436626899157;-0.0938105434893443;6.160141140520625
53.7234383;86.8436687;11.0;60.0;4.823685235002889;-3.358366412937955;-0.0703579076170082;-1.012542061792597;-0.0856531049250535;5.878053627273136
53.7234831;86.8435087;9.0;60.0;3.606112156026388;-3.5634572609509743;-0.07545630671969;-1.0003059039461608;-0.0632201488732537;5.070302376258174
53.7235199;86.8433919;6.0;60.0;4.852850931258138;-3.75360563355902;-0.0571020699500356;-0.9952075048434792;-0.0846334251045171;6.135387360199156
53.7235584;86.8432768;10.0;60.0;4.806905355026837;-3.720962434274341;-0.0652595085143265;-0.99214846538187;-0.0836137452839808;6.079157781544911
53.7236146;86.8431538;11.0;0.0;5.806844536330918;-3.560568988093737;-0.0938105434893443;-0.9982665443050882;-0.1019679820536351;6.812187270338423
53.7237031;86.8430375;11.0;0.0;4.642915252104814;-3.302233512385019;-0.0703579076170082;-1.01458142143367;-0.0825940654634444;5.697925801878299
53.7238571;86.8429355;12.0;0.0;7.0307963627561385;-3.0701210492775446;-0.0499643112062812;-1.0074436626899157;-0.1244009381054349;7.672042569235153
53.7240445;86.8428925;13.0;0.0;7.174365030966819;-2.84301608262286;-0.0254919955134087;-0.971754868971143;-0.1223615784643621;7.71718237995235
53.724186;86.8428804;14.0;0.0;7.116025751286684;-2.5790643575102874;-0.023452635872336;-1.012542061792597;-0.1264402977465075;7.569012186493329
53.724335;86.842927;15.0;30.0;6.3570393126119615;-2.286248836237285;-0.0224329560517997;-1.052309574793515;-0.1172631793616804;6.75569284387675
53.7244784;86.8429936;14.0;30.0;6.0074025093369885;-2.326707503290635;-0.0509839910268175;-1.006423982869379;-0.1060467013357805;6.442441469070426
53.7246132;86.8431028;15.0;30.0;4.727416029256585;-2.3378691952422224;-0.1070663811563169;-1.0054043030488429;-0.0836137452839808;5.274993639589391
53.7247671;86.8432055;18.0;0.0;5.972704027560348;-2.222151509479673;-0.0525135107576221;-0.9829713469970428;-0.1029876618741715;6.372904235961064
53.7249456;86.8433328;19.0;0.0;5.38403052081404;-2.0220332673348684;0.0101967982053635;-0.9845008667278474;-0.092790863668808;5.7512178847579465
