lat;lon;vel;class;acc_X;acc_Y;acc_Z;fb_tilt;tilt;acc
53.7510189;86.7654701;8.0;30.0;-0.0535331905781584;-1.142041399000714;0.0805547058223717;-4.030305508740298;-1.4275756768720842;1.1461297571196354
53.751039;86.7655926;6.0;30.0;0.0132558376669725;-1.026817579280106;-0.0132558376669725;0.739564756891975;-1.56274430742652;1.0269886930162195
53.7510615;86.7657175;9.0;30.0;-0.0469052717446721;-1.0344651779341287;-0.0448659121035994;2.4808799088835336;-1.682295271323141;1.0364995219220403
53.7510935;86.7658775;12.0;30.0;-0.0081574385642908;-0.9824615070867748;0.0132558376669725;-0.7729883451692074;-1.787326405095966;0.9825847922410565
53.7511198;86.7661086;15.0;0.0;-0.0479249515652085;-1.0003059039461608;-0.0152951973080452;0.8750104731057206;-1.8789355452790135;1.00157009016482
53.7511397;86.7663845;14.0;0.0;-0.0173345569491179;-1.050270215152442;0.0081574385642908;-0.4449462174537616;-1.9582205284063023;1.0504449321620382
53.7511545;86.7666809;12.0;0.0;-0.0836137452839808;-1.0370143774854697;-0.0020393596410727;0.1123114399414264;-2.026279191011851;1.0403817743980985
53.7511606;86.7669686;13.0;30.0;-0.0499643112062812;-0.979912307535434;0.0173345569491179;-1.012136703563788;-2.084209369629677;0.9813383971486896
53.7511421;86.7672061;14.0;0.0;-0.0367084735393086;-0.9982665443050882;-0.0428265524625267;2.454878131583589;-2.1331089007938013;0.9998588495903981
53.7511235;86.7674435;15.0;0.0;-0.0316100744366268;-0.977363107984093;-0.0163148771285816;0.9558355636931876;-2.17407562103824;0.9780102335200463
53.7510863;86.7677391;18.0;0.0;-0.0356887937187723;-0.986030386458652;-0.0061180789232181;0.3552692002289352;-2.208207366897013;0.9866950105815933
53.7510477;86.7680077;21.0;0.0;-0.0020393596410727;-1.0319159783827878;0.0020393596410727;-0.1132323972935713;-2.2366019749041386;1.031920008729939
53.7509974;86.7683926;21.0;0.0;-0.0285510349750178;-0.9952075048434792;-0.0020393596410727;0.1173609341078796;-2.2603572815936355;0.9956190527921178
53.7509423;86.7687471;23.0;0.0;-0.0428265524625267;-1.0003059039461608;-0.0096869582950953;0.5543269773952864;-2.2805711234995707;1.0012691207794147
53.750851;86.7692446;25.0;0.0;-0.0387478331803813;-1.0166207810747423;-0.0025491995513408;0.1435659179976526;-2.505198400720306;1.0173621309580705
53.7507452;86.7696252;24.0;0.0;-0.0693382277964719;-0.9829713469970428;0.0081574385642908;-0.4742942517532337;-2.3484338219067142;0.9854476153784464
53.7506583;86.7699735;21.0;0.0;-0.040787192821454;-0.9931681452024064;-0.0214132762312633;1.2340986531507014;-2.482181607904585;0.9942359318300656
53.7505272;86.7702776;22.0;0.0;-0.0316100744366268;-1.0074436626899157;0.0071377587437544;-0.4057353009370888;-2.442698531383498;1.0079647205630988
53.7503484;86.770534;24.0;0.0;-0.0601611094116447;-0.9880697460997246;-0.0346691138982359;2.0058421769554577;-2.323801032357262;0.9905065015948674
53.7500443;86.7707419;24.0;0.0;-0.0509839910268175;-1.0625063729988784;0.0387478331803813;-2.0861576358875484;-2.356639803602979;1.0644343824681861
53.7497819;86.7708379;27.0;30.0;-0.0285510349750178;-1.0456816559600286;0.0438462322830631;-2.4001559478452554;-2.531401147767478;1.0469898658988408
53.7494964;86.7709876;31.0;30.0;0.0091771183848271;-1.041093096767615;0.0316100744366268;-1.7390349913808292;-2.478932556572167;1.0416132931395035
53.7492171;86.7711947;32.0;30.0;-0.0550627103089629;-0.979912307535434;0.0387478331803813;-2.2608554510862198;-2.392823116489571;0.9822226973055359
53.7489175;86.7714583;31.0;30.0;-0.0907515040277353;-1.044152136229224;-0.0418068726419904;2.284242340612767;-2.151180199674706;1.0489219864582169
53.7486275;86.7717059;31.0;0.0;-0.0214132762312633;-1.0054043030488429;-0.0530233506678902;3.018204138699605;-1.9425148755080917;1.0070292035011377
53.7483258;86.7720186;31.0;30.0;-0.092790863668808;-0.986030386458652;0.0316100744366268;-1.8280829177561164;-1.677925953939799;0.9908911464969757
53.7476698;86.7721562;26.0;0.0;-0.0122361578464362;-1.0084633425104517;-0.0591414295911083;3.3560258671281216;-1.5809395053196502;1.010270134884861
53.747412;86.7722568;25.0;0.0;-0.0020393596410727;-0.9788926277148976;-0.0489446313857448;2.862399024645648;-1.573797923621867;0.98011760137435
53.7471707;86.7724763;27.0;0.0;-0.0509839910268175;-1.0349750178443968;-0.0397675130009177;2.19776787086779;-1.5583548848102928;1.0369928206083734
53.7466848;86.7731168;33.0;30.0;-0.0040787192821454;-0.9381054348934434;-0.0356887937187723;2.178659502972868;-1.621212908170139;0.938792912694115
53.7464552;86.7735784;34.0;30.0;-0.0050983991026817;-1.0288569389211788;-0.0346691138982359;1.9299264569445889;-1.59606129556678;1.0294535161425002
