Широта;Долгота;in_current_border_original;point;рекомендованная скорость_min;рекомендованная скорость_max;len;Скорость;Продольный наклон;уклон;Поперечный наклон;Высота;point_route_dist;рекомендованная скорость_turns;Поворот влево;Поворот вправо;подъем;спуск;rec_hole;примечание;рекомендованная скорость_holes;рекомендованная скорость;рекомендованная скорость_add;azimut;путь;centr;radius;время движения по маршруту;nom_point;no_avoid;Объезд слева;Объезд справа;Неровная дорога;Опасность;Грузоподъемность;Модель самосвала;Самосвал;уровень давления впереди,МПа;уровень давления сзади,МПа
53.7334813;86.8402205;1;-;18.0;36.0;23;18.0;4.252952977700986;4.510909548664482;-1.0906388619424903;59.08876117496913;0.0;0;0;0;0;0;Нет;-;0;18.0;0.0;2.773430303663626;23.53868349884894;-;0.0;410.0;-;0;0;0;0;0;240;7530G;95;5.7;10.2
53.7335574;86.839887;1;point_90%;0.0;0.0;46;18.63109756097561;4.122373165888527;4.308495494868095;-0.8369062212712202;61.329793833243244;823.8315319560382;0;0;0;0;0;Объезд справа;-;0;0.0;0.0;2.6278843583721123;23.219873985091393;-;0.0;410.0;1;0;0;1;0;0;240;7530G;95;5.7;10.2
53.7336599;86.8395799;1;point_90%;0.0;0.0;67;19.20731707317073;4.247071769928452;4.139646696686989;-0.7462689147412264;63.44402481299152;809.9971751276915;0;0;0;0;0;Объезд справа;-;0;0.0;0.0;2.4889205471055016;20.45654413962982;-;0.0;410.0;1;0;0;0;0;0;240;7530G;95;5.7;10.2
53.7337715;86.8393331;1;point_90%;0.0;0.0;88;19.783536585365855;4.459249714926775;4.00567192760424;-0.7663610394396456;65.44652435687044;795.6454647282754;0;0;0;0;0;Объезд справа;-;0;0.0;0.0;2.2519808235466865;21.66737752929679;-;0.0;410.0;1;0;0;0;0;0;240;7530G;95;5.7;10.2
53.7339227;86.8391259;1;point_90%;0.0;0.0;110;20.38719512195122;4.448198770284752;3.937732079385329;-0.8261186544788391;67.33887976646727;782.7629363404304;0;0;0;0;0;Объезд справа;-;0;0.0;0.0;2.4514331109121157;22.031412876446417;-;0.0;410.0;1;0;0;0;0;0;240;7530G;95;5.7;10.2
53.7340487;86.8388679;1;point_90%;0.0;0.0;131;20.963414634146343;4.280495530132031;3.844117367368653;-0.9222888847265891;69.17934683452057;767.7944035117299;0;0;0;0;0;Объезд справа;-;0;0.0;0.0;2.5406697256397166;20.35829465911381;-;0.0;410.0;1;0;0;0;0;0;240;7530G;95;5.7;10.2
53.7341521;86.8386129;1;point_90%;0.0;0.0;151;21.51219512195122;4.252078613534007;3.7469583020396002;-0.9611222741460892;70.9820470717036;752.6724233726243;0;0;0;0;0;Объезд справа;-;0;0.0;0.0;2.7064321685040813;20.412899548177702;-;0.0;410.0;1;0;0;0;0;0;240;7530G;95;5.7;10.2
53.7342294;86.8383318;1;point_90%;0.0;0.0;176;22.198170731707318;3.923074061039084;3.60532643963101;-1.0362618571945972;72.7475278233913;735.8033538614114;0;0;0;0;0;Объезд справа;-;0;0.0;0.0;3.016302706897064;25.300362994213867;-;0.0;410.0;1;0;0;0;0;0;240;7530G;95;5.7;10.2
53.7342578;86.8379506;1;point_90%;0.0;0.0;201;22.884146341463413;3.0374588271066827;3.463667439962336;-1.2311685556716452;74.45360335705305;717.5168389616624;0;0;0;0;0;Объезд справа;-;0;0.0;0.0;3.1005785999179443;24.70796310676815;-;0.0;410.0;1;0;0;0;0;0;240;7530G;95;5.7;10.2
53.7342669;86.8375757;1;point_90%;0.0;0.0;234;23.789634146341463;2.9043037337483564;3.3213736292230354;-1.490244843178837;76.13749315818427;700.4229302944977;0;0;0;0;0;Объезд справа;-;0;0.0;0.0;3.1157826823068033;33.21923942804625;-;0.0;410.0;1;0;0;0;0;0;240;7530G;95;5.7;10.2
