;len;Скорость;Широта;Долгота;Вес мгновенный;Продольный наклон;Поперечный наклон;Высота;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;уклон;azimut;isin_border;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;nom_point;уровень давления впереди,МПа;уровень давления сзади,МПа;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
0;0.0;9.0;53.7287051;86.8514187;219.0;-2.6455357716199206;-2.509290441212603;-0.6699507389162551;;90.4;0.0;146.625;-0.0224329560517997;-0.9707351891506067;0.0448659121035994;Груженный движется вперед;95;7530G;240;1134.0;53.0;100.0;;;796.0;30.0;884.0;45.0;872.0;42.0;40.0;46.0;880.0;49.0;0.1629166666666666;7.7;8.2;11.8;9.4;-2.6411746248680985;2.8841576827347835;0;8.555;8.555;10.1;10.1;point_60%;1;5.9;10.1;0.0;0;0;-;0.0;0;0;0.0;0.0
1;12.0;8.0;53.7287327;86.8512415;213.0;-4.877874060974714;-3.089992290526671;-1.1215106732348048;;91.2;12.06784672061294;53.25;-0.0571020699500356;-0.9421841541755888;0.0805547058223717;Груженный движется вперед;95;7530G;240;1304.0;18.0;29.0;;;796.0;30.0;884.0;45.0;872.0;42.0;40.0;46.0;880.0;49.0;0.2220833333333333;7.5;8.4;12.7;8.7;-1.5468785285715643;3.0346639231340298;0;10.325000000000001;8.555;10.1;10.1;point_60%;1;5.9;10.1;0.0;0;0;-;0.0;0;0;0.0;0.0
2;23.0;10.0;53.7287434;86.851073;215.0;-0.7588516435304983;-3.567321883174063;-1.2863626794661167;;92.0;11.160936746377455;40.15;-0.171306209850107;-0.986030386458652;0.0132558376669725;Груженный движется вперед;95;7530G;240;1308.0;14.0;22.0;;;796.0;30.0;884.0;45.0;872.0;42.0;40.0;46.0;880.0;49.0;0.3447638888888888;9.9;8.6;14.7;7.9;-0.5683379641867359;2.849335952773788;0;10.325000000000001;8.555;14.645;10.1;point_60%;1;5.9;10.1;0.0;0;0;-;0.0;0;0;0.0;0.0
3;56.0;11.0;53.7288285;86.8505949;217.5;2.3218773938792947;-3.9472464201276525;-1.1842238221548418;;92.0;32.88127666816148;257.15;-0.0326297542571632;-1.0054043030488429;-0.040787192821454;Груженный движется вперед;95;7530G;240;1467.0;68.0;72.0;;;796.0;30.0;884.0;45.0;872.0;42.0;40.0;46.0;880.0;49.0;0.7019166666666666;7.5;3.7;8.2;13.0;0.30150259482341824;2.5868990851027442;0;5.9;5.9;14.645;10.1;point_60%;1;5.9;10.1;0.0;0;0;-;0.0;0;0;0.0;0.0
4;69.0;13.0;53.7288903;86.8504263;220.0;3.446094319610528;-4.235733102360312;-0.8348111658456305;;90.8;13.062271411157816;318.725;-0.0469052717446721;-1.006423982869379;-0.0606709493219129;Груженный движется вперед;95;7530G;240;1643.0;80.0;82.0;;;796.0;30.0;884.0;45.0;872.0;42.0;40.0;46.0;880.0;49.0;1.0560555555555555;5.0;5.8;11.8;10.0;1.0696986749959292;2.5515683350923375;0;5.9;5.9;14.645;10.1;point_60%;1;5.9;10.1;0.0;0;0;-;0.0;0;0;0.0;0.0
5;85.0;13.0;53.7289702;86.8502246;223.0;4.60847458265587;-4.438749130844912;-0.25784177508313355;;90.4;15.986514808497956;309.5;-0.0550627103089629;-1.0105027021515245;-0.0815743856429081;Груженный движется вперед;95;7530G;240;1655.0;78.0;80.0;;;796.0;30.0;884.0;45.0;872.0;42.0;40.0;46.0;880.0;49.0;1.3999444444444444;4.3;6.1;13.5;6.0;1.743305802867829;2.2685901789118725;0;5.9;5.9;14.645;10.1;point_60%;1;5.9;10.1;0.0;0;0;-;0.0;0;0;0.0;0.0
6;101.0;13.0;53.7290761;86.8500745;222.0;4.21661350074689;-4.562261706554327;0.5269672855879981;;90.0;15.38501300350257;376.05;-0.0050983991026817;-0.9819516671765066;-0.0723972672580809;Груженный движется вперед;95;7530G;240;1778.0;87.0;89.0;;;796.0;30.0;884.0;45.0;872.0;42.0;40.0;46.0;880.0;49.0;1.8177777777777775;5.2;5.7;11.0;11.9;2.329379504976148;2.1379608632363656;0;5.9;5.9;14.645;10.1;point_60%;1;5.9;10.1;0.0;0;0;-;0.0;0;0;0.0;0.0
7;118.0;18.0;53.7292117;86.8499285;219.0;2.6507488063131825;-4.612238030461429;1.4998989516231138;;90.0;17.897430336369226;334.075;-0.0938105434893443;-1.0308962985622514;-0.0479249515652085;Груженный движется вперед;95;7530G;240;1532.0;94.0;97.0;;;796.0;30.0;884.0;45.0;872.0;42.0;40.0;46.0;880.0;49.0;2.188972222222222;6.5;4.5;12.9;10.8;2.8349753078579174;2.0120148900140524;1;5.9;5.9;14.645;10.1;point_60%;1;5.9;10.1;0.0;0;0;-;0.0;1;0;0.0;0.0
8;143.0;21.0;53.729411;86.8497694;223.0;1.0762107195817945;-4.594645303539091;2.6412361584775628;;90.0;24.53614001654037;222.575;-0.0846334251045171;-1.0278372591006424;-0.0193739165901906;Груженный движется вперед;95;7530G;240;1457.0;63.0;65.0;;;796.0;30.0;884.0;45.0;872.0;42.0;40.0;46.0;880.0;49.0;2.4362777777777778;6.8;5.0;13.3;9.4;3.2671487380501705;1.9332686828663146;1;5.9;5.9;14.645;10.1;point_60%;1;5.9;10.1;0.0;0;0;-;0.0;1;0;0.0;0.0
9;171.0;23.0;53.729645;86.8496194;221.0;1.3658307245475223;-4.515450726760184;3.9312618416066947;;90.0;27.85943434597055;161.3;-0.0729071071683491;-0.9809319873559702;-0.023452635872336;Груженный движется вперед;95;7530G;240;1077.0;60.0;100.0;;;796.0;30.0;884.0;45.0;872.0;42.0;40.0;46.0;880.0;49.0;2.794722222222222;6.3;6.2;13.9;10.0;3.6329553220899364;1.8874819370359361;1;5.9;5.9;14.645;10.1;point_60%;1;5.9;10.1;0.0;0;0;-;0.0;1;0;0.0;0.0
